#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma
BGS1,false,DiscountCurve/EUR/2/3M,0.000100,,0.000000,EUR,-39769.33,0.01,0.00
BGS1,false,DiscountCurve/EUR/3/6M,0.000100,,0.000000,EUR,-39769.33,0.03,0.00
BGS1,false,DiscountCurve/EUR/4/1Y,0.000100,,0.000000,EUR,-39769.33,0.10,0.00
BGS1,false,DiscountCurve/EUR/5/2Y,0.000100,,0.000000,EUR,-39769.33,0.47,0.00
BGS1,false,DiscountCurve/EUR/6/3Y,0.000100,,0.000000,EUR,-39769.33,1.92,0.00
BGS1,false,DiscountCurve/EUR/7/5Y,0.000100,,0.000000,EUR,-39769.33,9.82,0.00
BGS1,false,DiscountCurve/EUR/8/10Y,0.000100,,0.000000,EUR,-39769.33,9.50,-0.01
BGS1,false,IndexCurve/EUR-EONIA/2/3M,0.000100,,0.000000,EUR,-39769.33,0.00,0.00
BGS1,false,IndexCurve/EUR-EONIA/3/6M,0.000100,,0.000000,EUR,-39769.33,0.00,0.00
BGS1,false,IndexCurve/EUR-EONIA/4/1Y,0.000100,,0.000000,EUR,-39769.33,-0.01,0.00
BGS1,false,IndexCurve/EUR-EONIA/5/2Y,0.000100,,0.000000,EUR,-39769.33,-0.04,0.00
BGS1,false,IndexCurve/EUR-EONIA/6/3Y,0.000100,,0.000000,EUR,-39769.33,-0.12,0.00
BGS1,false,IndexCurve/EUR-EONIA/7/5Y,0.000100,,0.000000,EUR,-39769.33,-0.42,0.00
BGS1,false,IndexCurve/EUR-EONIA/8/10Y,0.000100,,0.000000,EUR,-39769.33,0.50,0.00
BGS1,false,IndexCurve/EUR-EONIA/9/15Y,0.000100,,0.000000,EUR,-39769.33,1.64,0.00
BGS1,false,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000100,,0.000000,EUR,-39769.33,8.03,0.00
BGS1,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,,0.000000,EUR,-39769.33,22.42,-0.02
BGS1,false,IndexCurve/EUR-EURIBOR-6M/4/1Y,0.000100,,0.000000,EUR,-39769.33,-17.36,-0.78
BGS1,false,IndexCurve/EUR-EURIBOR-6M/5/2Y,0.000100,,0.000000,EUR,-39769.33,-18.08,-1.66
BGS1,false,IndexCurve/EUR-EURIBOR-6M/6/3Y,0.000100,,0.000000,EUR,-39769.33,-23.28,-1.08
BGS1,false,IndexCurve/EUR-EURIBOR-6M/7/5Y,0.000100,,0.000000,EUR,-39769.33,-116.94,-1.98
BGS1,false,IndexCurve/EUR-EURIBOR-6M/8/10Y,0.000100,,0.000000,EUR,-39769.33,-211.09,-1.27
BGS1,false,IndexCurve/EUR-EURIBOR-6M/9/15Y,0.000100,,0.000000,EUR,-39769.33,-6.57,-0.01
BGS1,false,SwaptionVolatility/EUR/26/3M/10Y/ATM,0.000067,,0.000000,EUR,-39769.33,-1.22,0.00
BGS1,false,SwaptionVolatility/EUR/27/3M/15Y/ATM,0.000075,,0.000000,EUR,-39769.33,-1.38,0.00
BGS1,false,SwaptionVolatility/EUR/36/6M/10Y/ATM,0.000068,,0.000000,EUR,-39769.33,-3.26,0.00
BGS1,false,SwaptionVolatility/EUR/37/6M/15Y/ATM,0.000075,,0.000000,EUR,-39769.33,-3.04,0.00
BGS1,false,SwaptionVolatility/EUR/46/1Y/10Y/ATM,0.000070,,0.000000,EUR,-39769.33,-13.36,-0.04
BGS1,false,SwaptionVolatility/EUR/47/1Y/15Y/ATM,0.000076,,0.000000,EUR,-39769.33,-7.39,-0.01
BGS1,false,SwaptionVolatility/EUR/56/2Y/10Y/ATM,0.000073,,0.000000,EUR,-39769.33,-27.65,-0.11
BGS1,false,SwaptionVolatility/EUR/57/2Y/15Y/ATM,0.000075,,0.000000,EUR,-39769.33,-6.01,0.00
BGS1,false,SwaptionVolatility/EUR/65/3Y/7Y/ATM,0.000071,,0.000000,EUR,-39769.33,-8.25,-0.04
BGS1,false,SwaptionVolatility/EUR/66/3Y/10Y/ATM,0.000075,,0.000000,EUR,-39769.33,-42.60,-0.41
BGS1,false,SwaptionVolatility/EUR/67/3Y/15Y/ATM,0.000077,,0.000000,EUR,-39769.33,-0.74,0.00
BGS1,false,SwaptionVolatility/EUR/72/5Y/3Y/ATM,0.000072,,0.000000,EUR,-39769.33,-0.09,0.00
BGS1,false,SwaptionVolatility/EUR/73/5Y/4Y/ATM,0.000073,,0.000000,EUR,-39769.33,-1.26,0.00
BGS1,false,SwaptionVolatility/EUR/74/5Y/5Y/ATM,0.000074,,0.000000,EUR,-39769.33,-9.58,-0.16
BGS1,false,SwaptionVolatility/EUR/75/5Y/7Y/ATM,0.000076,,0.000000,EUR,-39769.33,-45.32,-0.62
BGS1,false,SwaptionVolatility/EUR/76/5Y/10Y/ATM,0.000078,,0.000000,EUR,-39769.33,-20.74,-0.17
BGS1,false,SwaptionVolatility/EUR/82/10Y/3Y/ATM,0.000076,,0.000000,EUR,-39769.33,-0.72,-0.03
BGS1,false,SwaptionVolatility/EUR/83/10Y/4Y/ATM,0.000079,,0.000000,EUR,-39769.33,-4.15,-0.11
BGS1,false,SwaptionVolatility/EUR/84/10Y/5Y/ATM,0.000077,,0.000000,EUR,-39769.33,-9.09,-0.24
BGS1,false,SwaptionVolatility/EUR/85/10Y/7Y/ATM,0.000079,,0.000000,EUR,-39769.33,-7.48,-0.08
BGS1,false,SwaptionVolatility/EUR/86/10Y/10Y/ATM,0.000076,,0.000000,EUR,-39769.33,-0.15,0.00
FlexiSwap1,false,DiscountCurve/EUR/2/3M,0.000100,,0.000000,EUR,-39769.33,0.01,0.00
FlexiSwap1,false,DiscountCurve/EUR/3/6M,0.000100,,0.000000,EUR,-39769.33,0.03,0.00
FlexiSwap1,false,DiscountCurve/EUR/4/1Y,0.000100,,0.000000,EUR,-39769.33,0.10,0.00
FlexiSwap1,false,DiscountCurve/EUR/5/2Y,0.000100,,0.000000,EUR,-39769.33,0.47,0.00
FlexiSwap1,false,DiscountCurve/EUR/6/3Y,0.000100,,0.000000,EUR,-39769.33,1.92,0.00
FlexiSwap1,false,DiscountCurve/EUR/7/5Y,0.000100,,0.000000,EUR,-39769.33,9.82,0.00
FlexiSwap1,false,DiscountCurve/EUR/8/10Y,0.000100,,0.000000,EUR,-39769.33,9.50,-0.01
FlexiSwap1,false,IndexCurve/EUR-EONIA/2/3M,0.000100,,0.000000,EUR,-39769.33,0.00,0.00
FlexiSwap1,false,IndexCurve/EUR-EONIA/3/6M,0.000100,,0.000000,EUR,-39769.33,0.00,0.00
FlexiSwap1,false,IndexCurve/EUR-EONIA/4/1Y,0.000100,,0.000000,EUR,-39769.33,-0.01,0.00
FlexiSwap1,false,IndexCurve/EUR-EONIA/5/2Y,0.000100,,0.000000,EUR,-39769.33,-0.04,0.00
FlexiSwap1,false,IndexCurve/EUR-EONIA/6/3Y,0.000100,,0.000000,EUR,-39769.33,-0.12,0.00
FlexiSwap1,false,IndexCurve/EUR-EONIA/7/5Y,0.000100,,0.000000,EUR,-39769.33,-0.42,0.00
FlexiSwap1,false,IndexCurve/EUR-EONIA/8/10Y,0.000100,,0.000000,EUR,-39769.33,0.50,0.00
FlexiSwap1,false,IndexCurve/EUR-EONIA/9/15Y,0.000100,,0.000000,EUR,-39769.33,1.64,0.00
FlexiSwap1,false,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000100,,0.000000,EUR,-39769.33,8.03,0.00
FlexiSwap1,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,,0.000000,EUR,-39769.33,22.42,-0.02
FlexiSwap1,false,IndexCurve/EUR-EURIBOR-6M/4/1Y,0.000100,,0.000000,EUR,-39769.33,-17.36,-0.78
FlexiSwap1,false,IndexCurve/EUR-EURIBOR-6M/5/2Y,0.000100,,0.000000,EUR,-39769.33,-18.08,-1.66
FlexiSwap1,false,IndexCurve/EUR-EURIBOR-6M/6/3Y,0.000100,,0.000000,EUR,-39769.33,-23.28,-1.08
FlexiSwap1,false,IndexCurve/EUR-EURIBOR-6M/7/5Y,0.000100,,0.000000,EUR,-39769.33,-116.94,-1.98
