#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,513.36,702.26,0.00,-77.99,0.00,-85.63,0.00,-90.58,0.00,-12492.61,0.00,0.00,0.00,0.00,-347237.91,513.36,702.26,None,4155.32,1201477.63
Swap_1,CPTY_A,99512.16,176617.32,0.00,-15335.47,0.00,-16595.99,0.00,-17407.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,972677.69,976811.21
Swap_2,CPTY_A,59745.81,99179.04,0.00,-9364.17,0.00,-9962.41,0.00,-10343.70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1459333.78,1497697.55
Swap_3,CPTY_A,69509.74,86362.50,0.00,-10987.04,0.00,-11589.27,0.00,-11968.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1820982.95,1856264.03
