#Date,Scenario,Numeraire,DiscountCurve/USD/0,DiscountCurve/USD/1,DiscountCurve/USD/2,DiscountCurve/USD/3,DiscountCurve/USD/4,DiscountCurve/USD/5,DiscountCurve/USD/6,DiscountCurve/USD/7,DiscountCurve/USD/8,DiscountCurve/USD/9,DiscountCurve/USD/10,DiscountCurve/USD/11,IndexCurve/USD-FedFunds/0,IndexCurve/USD-FedFunds/1,IndexCurve/USD-FedFunds/2,IndexCurve/USD-FedFunds/3,IndexCurve/USD-FedFunds/4,IndexCurve/USD-FedFunds/5,IndexCurve/USD-FedFunds/6,IndexCurve/USD-FedFunds/7,IndexCurve/USD-FedFunds/8,IndexCurve/USD-FedFunds/9,IndexCurve/USD-FedFunds/10,IndexCurve/USD-FedFunds/11
2023-02-14,1,1.00000000,0.99821979,0.99644275,0.98830165,0.97536017,0.95000161,0.91102552,0.88136035,0.82919944,0.71179685,0.60737511,0.51961175,0.41341528,0.99821979,0.99644275,0.98830165,0.97536017,0.95000161,0.91102552,0.88136035,0.82919944,0.71179685,0.60737511,0.51961175,0.41341528
