#NettingSet,Date,Time,CollateralBalance,COLVA Increment,COLVA,CollateralFloor Increment,CollateralFloor
CPTY_A,#N/A,#N/A,#N/A,#N/A,0.0000,#N/A,0.0000
CPTY_A,2016-02-19,0.0383,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-03-04,0.0765,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-03-18,0.1148,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-04-01,0.1530,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-04-15,0.1913,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-04-29,0.2295,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-05-13,0.2678,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-05-27,0.3060,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-06-10,0.3443,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-06-24,0.3825,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-07-08,0.4208,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-07-22,0.4590,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-08-05,0.4973,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-08-19,0.5355,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-09-02,0.5738,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-09-16,0.6120,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-09-30,0.6503,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-10-14,0.6885,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-10-28,0.7268,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-11-14,0.7732,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-11-25,0.8033,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-12-09,0.8415,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2016-12-23,0.8798,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-01-06,0.9181,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-01-20,0.9564,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-02-03,0.9948,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-02-17,1.0331,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-03-03,1.0715,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-03-17,1.1099,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-03-31,1.1482,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-04-18,1.1975,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-04-28,1.2249,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-05-12,1.2633,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-05-26,1.3016,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-06-09,1.3400,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-06-23,1.3783,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-07-07,1.4167,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY_A,2017-07-21,1.4551,0.0000,0.0000,0.0000,0.0000,0.0000
