#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2016-05-06,14,3386128.213954,3300138.879879,0.000000,3431990.312287,CPTY_A,0.248634
1,2016-08-05,14,3319039.643057,3309556.914004,0.000000,2549523.950699,CPTY_A,0.497268
2,2016-11-07,14,3287189.532437,3237236.492761,0.000000,3929070.806824,CPTY_A,0.754098
3,2017-02-06,15,3517642.645991,3357219.522479,0.000000,2969092.964759,CPTY_A,1.003002
4,2017-05-05,14,3087909.067200,3075206.820532,0.000000,2548150.692916,CPTY_A,1.244098
5,2017-08-07,14,3361746.340880,3353496.533011,0.000000,2712713.868072,CPTY_A,1.501632
6,2017-11-06,14,3167053.454396,3134862.896141,0.000000,2861094.381364,CPTY_A,1.750947
7,2018-02-05,15,2926176.562172,2870689.685564,0.000000,2202300.579394,CPTY_A,2.000262
8,2018-05-08,14,3298746.318862,3248052.391230,0.000000,3572711.440839,CPTY_A,2.252317
9,2018-08-06,14,3649522.706293,3576389.194965,0.000000,4105658.120468,CPTY_A,2.498892
10,2018-11-05,14,3183488.973874,3036196.375551,0.000000,3300182.334401,CPTY_A,2.748207
11,2019-02-05,14,4021711.393019,3876746.623319,0.000000,4055423.657760,CPTY_A,3.000262
12,2019-05-07,14,3668294.016654,3472404.801958,0.000000,4542129.849491,CPTY_A,3.249577
13,2019-08-05,14,3495837.530050,3395642.193222,0.000000,3518093.590227,CPTY_A,3.496152
14,2019-11-05,14,3799447.558604,3617432.818228,0.000000,5344051.000883,CPTY_A,3.748207
15,2020-02-05,14,2494332.043965,2430907.807708,0.000000,3734704.297312,CPTY_A,4.000000
16,2020-05-05,14,3903789.334067,3227223.066176,0.000000,3436104.188126,CPTY_A,4.245902
17,2020-08-05,14,2848771.650162,2735574.547476,0.000000,2310475.204699,CPTY_A,4.497268
18,2020-11-05,14,3271457.337326,3089582.016845,0.000000,3522038.110386,CPTY_A,4.748634
19,2021-02-05,14,2783548.040962,2673403.930084,0.000000,2939368.550771,CPTY_A,5.000262
20,2021-05-05,14,3210144.572729,3011935.507444,0.000000,3699892.550368,CPTY_A,5.244098
21,2021-08-05,14,3456704.047685,3125559.794605,0.000000,3915543.560187,CPTY_A,5.496152
22,2021-11-05,14,2775100.798703,2728213.433402,0.000000,2826766.249984,CPTY_A,5.748207
23,2022-02-07,15,2882053.773082,2715804.126510,0.000000,3436695.999888,CPTY_A,6.005741
24,2022-05-05,14,3783051.883117,3112189.234467,0.000000,6327646.932081,CPTY_A,6.244098
25,2022-08-05,14,3382134.081909,3029923.790517,0.000000,2139304.176976,CPTY_A,6.496152
26,2022-11-07,14,2865627.413486,2696599.044604,0.000000,2311691.560875,CPTY_A,6.753687
27,2023-02-06,15,2963320.921381,2680900.667535,0.000000,3701894.071774,CPTY_A,7.003002
28,2023-05-05,14,3246013.788978,2867222.164308,0.000000,3608643.941361,CPTY_A,7.244098
29,2023-08-07,14,2917183.318952,2717988.779741,0.000000,3309964.350368,CPTY_A,7.501632
30,2023-11-06,14,3109125.222828,2871816.739073,0.000000,3514279.452729,CPTY_A,7.750947
31,2024-02-05,15,3242067.448479,2972489.301185,0.000000,3856712.747532,CPTY_A,8.000000
32,2024-05-07,14,2823092.913255,2635330.805171,0.000000,3253262.596474,CPTY_A,8.251366
33,2024-08-05,14,2691937.229398,2625777.308431,0.000000,2274852.956171,CPTY_A,8.497268
34,2024-11-05,14,3185209.875376,2891396.238756,0.000000,2649317.007540,CPTY_A,8.748634
35,2025-02-05,14,2975405.082373,2619572.644788,0.000000,4094675.853221,CPTY_A,9.000262
36,2025-05-06,14,2963824.516307,2660248.613764,0.000000,3924162.784772,CPTY_A,9.246837
37,2025-08-05,14,3309983.154959,2895241.378870,0.000000,3619836.301573,CPTY_A,9.496152
38,2025-11-05,14,3174116.906830,2765253.230366,0.000000,2089300.990129,CPTY_A,9.748207
