#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
Swap_20y,Swap,1,0,2017-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2016-03-01,2017-03-01,0.0000,#N/A,#N/A,10000000.0000,1.0002653735,200053.0747043038,1.0000000000,200053.0747043038,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,2,0,2018-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2017-03-01,2018-03-01,0.0000,#N/A,#N/A,10000000.0000,1.0009043112,200180.8622457914,1.0000000000,200180.8622457914,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,3,0,2019-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2018-03-01,2019-03-01,0.0000,#N/A,#N/A,10000000.0000,1.0003209959,200064.1991733874,1.0000000000,200064.1991733874,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,4,0,2020-03-02,Interest,200555.5556,EUR,0.0200000000,1.0027777778,2019-03-01,2020-03-02,0.0000,#N/A,#N/A,10000000.0000,0.9971997194,199993.9437183848,1.0000000000,199993.9437183848,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,5,0,2021-03-01,Interest,199444.4444,EUR,0.0200000000,0.9972222222,2020-03-02,2021-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9919459471,197838.1083373781,1.0000000000,197838.1083373781,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,6,0,2022-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2021-03-01,2022-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9829481313,196589.6262566096,1.0000000000,196589.6262566096,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,7,0,2023-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2022-03-01,2023-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9737344176,194746.8835128871,1.0000000000,194746.8835128871,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,8,0,2024-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2023-03-01,2024-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9594985614,191899.7122813404,1.0000000000,191899.7122813404,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,9,0,2025-03-03,Interest,201111.1111,EUR,0.0200000000,1.0055555556,2024-03-01,2025-03-03,0.0000,#N/A,#N/A,10000000.0000,0.9454327866,190137.0381904756,1.0000000000,190137.0381904756,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,10,0,2026-03-02,Interest,199444.4444,EUR,0.0200000000,0.9972222222,2025-03-03,2026-03-02,0.0000,#N/A,#N/A,10000000.0000,0.9316423265,185810.8862352713,1.0000000000,185810.8862352713,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,11,0,2027-03-01,Interest,199444.4444,EUR,0.0200000000,0.9972222222,2026-03-02,2027-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9173556049,182961.4789860795,1.0000000000,182961.4789860795,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,12,0,2028-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2027-03-01,2028-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9031368370,180627.3674000621,1.0000000000,180627.3674000621,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,13,0,2029-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2028-03-01,2029-03-01,0.0000,#N/A,#N/A,10000000.0000,0.8879765601,177595.3120170409,1.0000000000,177595.3120170409,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,14,0,2030-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2029-03-01,2030-03-01,0.0000,#N/A,#N/A,10000000.0000,0.8730707673,174614.1534608851,1.0000000000,174614.1534608851,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,15,0,2031-03-03,Interest,201111.1111,EUR,0.0200000000,1.0055555556,2030-03-01,2031-03-03,0.0000,#N/A,#N/A,10000000.0000,0.8584062165,172635.0279908189,1.0000000000,172635.0279908189,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,16,0,2032-03-01,Interest,198888.8889,EUR,0.0200000000,0.9944444444,2031-03-03,2032-03-01,0.0000,#N/A,#N/A,10000000.0000,0.8452409997,168109.0432659041,1.0000000000,168109.0432659041,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,17,0,2033-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2032-03-01,2033-03-01,0.0000,#N/A,#N/A,10000000.0000,0.8322423571,166448.4714127204,1.0000000000,166448.4714127204,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,18,0,2034-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2033-03-01,2034-03-01,0.0000,#N/A,#N/A,10000000.0000,0.8194436157,163888.7231378017,1.0000000000,163888.7231378017,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,19,0,2035-03-01,Interest,200000.0000,EUR,0.0200000000,1.0000000000,2034-03-01,2035-03-01,0.0000,#N/A,#N/A,10000000.0000,0.8068417013,161368.3402663339,1.0000000000,161368.3402663339,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,20,0,2036-03-03,Interest,201111.1111,EUR,0.0200000000,1.0055555556,2035-03-01,2036-03-03,0.0000,#N/A,#N/A,10000000.0000,0.7944382404,159770.3572457058,1.0000000000,159770.3572457058,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,1,1,2016-09-01,InterestProjected,-657.6738,EUR,0.0001286753,0.5111111111,2016-03-01,2016-09-01,0.0000,2016-02-26,0.0001286753,10000000.0000,0.9999171559,-657.6193474683,1.0000000000,-657.6193474683,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,2,1,2017-03-01,InterestProjected,3481.2520,EUR,-0.0006924037,0.5027777778,2016-09-01,2017-03-01,0.0000,2016-08-30,-0.0006924037,10000000.0000,1.0002653735,3482.1758148645,1.0000000000,3482.1758148645,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,3,1,2017-09-01,InterestProjected,3538.9421,EUR,-0.0006924017,0.5111111111,2017-03-01,2017-09-01,0.0000,2017-02-27,-0.0006924017,10000000.0000,1.0006194870,3541.1344092551,1.0000000000,3541.1344092551,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,4,1,2018-03-01,InterestProjected,2845.6693,EUR,-0.0005659895,0.5027777778,2017-09-01,2018-03-01,0.0000,2017-08-30,-0.0005659895,10000000.0000,1.0009043112,2848.2426651258,1.0000000000,2848.2426651258,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,5,1,2018-09-03,InterestProjected,-2335.0201,EUR,0.0004519394,0.5166666667,2018-03-01,2018-09-03,0.0000,2018-02-27,0.0004519394,10000000.0000,1.0006706526,-2336.5860479998,1.0000000000,-2336.5860479998,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,6,1,2019-03-01,InterestProjected,-3495.4455,EUR,0.0007029946,0.4972222222,2018-09-03,2019-03-01,0.0000,2018-08-30,0.0007029946,10000000.0000,1.0003209959,-3496.5675721967,1.0000000000,-3496.5675721967,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,7,1,2019-09-02,InterestProjected,-15159.8699,EUR,0.0029500287,0.5138888889,2019-03-01,2019-09-02,0.0000,2019-02-27,0.0029500287,10000000.0000,0.9988068177,-15141.7813800086,1.0000000000,-15141.7813800086,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,8,1,2020-03-02,InterestProjected,-16116.1132,EUR,0.0031878026,0.5055555556,2019-09-02,2020-03-02,0.0000,2019-08-29,0.0031878026,10000000.0000,0.9971997194,-16070.9835748506,1.0000000000,-16070.9835748506,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,9,1,2020-09-01,InterestProjected,-25477.6521,EUR,0.0050119971,0.5083333333,2020-03-02,2020-09-01,0.0000,2020-02-27,0.0050119971,10000000.0000,0.9946655451,-25341.7426888671,1.0000000000,-25341.7426888671,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,10,1,2021-03-01,InterestProjected,-27416.7964,EUR,0.0054530645,0.5027777778,2020-09-01,2021-03-01,0.0000,2020-08-28,0.0054530645,10000000.0000,0.9919459471,-27195.9800707994,1.0000000000,-27195.9800707994,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_20y,Swap,11,1,2021-09-01,InterestProjected,-46041.4630,EUR,0.0090081123,0.5111111111,2021-03-01,2021-09-01,0.0000,2021-02-25,0.0090081123,10000000.0000,0.9873998139,-45461.3320256755,1.0000000000,-45461.3320256755,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
