Portfolio,ProductClass,RiskClass,MarginType,Bucket,SimmSide,Regulation,InitialMargin,Currency,CalculationCurrency
CRIF_20201228,RatesFX,InterestRate,Delta,All,Call,"ESA,USPR",811888.163042849,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,USD,Call,"ESA,USPR",811888.163042849,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,All,Call,"ESA,USPR",210187.747722988,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,USD,Call,"ESA,USPR",210187.747722988,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,All,Call,"ESA,USPR",64143.548144290,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,USD,Call,"ESA,USPR",2124.922827633,USD,USD
CRIF_20201228,RatesFX,InterestRate,All,All,Call,"ESA,USPR",1086219.458910127,USD,USD
CRIF_20201228,RatesFX,All,Delta,All,Call,"ESA,USPR",811888.163042849,USD,USD
CRIF_20201228,RatesFX,All,Vega,All,Call,"ESA,USPR",210187.747722988,USD,USD
CRIF_20201228,RatesFX,All,Curvature,All,Call,"ESA,USPR",64143.548144290,USD,USD
CRIF_20201228,RatesFX,All,All,All,Call,"ESA,USPR",1086219.458910127,USD,USD
CRIF_20201228,All,InterestRate,Delta,All,Call,"ESA,USPR",811888.163042849,USD,USD
CRIF_20201228,All,InterestRate,Vega,All,Call,"ESA,USPR",210187.747722988,USD,USD
CRIF_20201228,All,InterestRate,Curvature,All,Call,"ESA,USPR",64143.548144290,USD,USD
CRIF_20201228,All,InterestRate,All,All,Call,"ESA,USPR",1086219.458910127,USD,USD
CRIF_20201228,All,All,Delta,All,Call,"ESA,USPR",811888.163042849,USD,USD
CRIF_20201228,All,All,Vega,All,Call,"ESA,USPR",210187.747722988,USD,USD
CRIF_20201228,All,All,Curvature,All,Call,"ESA,USPR",64143.548144290,USD,USD
CRIF_20201228,All,All,All,All,Call,"ESA,USPR",1086219.458910127,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,All,Post,"CFTC,SEC",811888.163042849,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,USD,Post,"CFTC,SEC",811888.163042849,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,All,Post,"CFTC,SEC",210187.747722988,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,USD,Post,"CFTC,SEC",210187.747722988,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,USD,Post,"CFTC,SEC",2124.922827633,USD,USD
CRIF_20201228,RatesFX,InterestRate,All,All,Post,"CFTC,SEC",1022075.910765837,USD,USD
CRIF_20201228,RatesFX,All,Delta,All,Post,"CFTC,SEC",811888.163042849,USD,USD
CRIF_20201228,RatesFX,All,Vega,All,Post,"CFTC,SEC",210187.747722988,USD,USD
CRIF_20201228,RatesFX,All,All,All,Post,"CFTC,SEC",1022075.910765837,USD,USD
CRIF_20201228,All,InterestRate,Delta,All,Post,"CFTC,SEC",811888.163042849,USD,USD
CRIF_20201228,All,InterestRate,Vega,All,Post,"CFTC,SEC",210187.747722988,USD,USD
CRIF_20201228,All,InterestRate,All,All,Post,"CFTC,SEC",1022075.910765837,USD,USD
CRIF_20201228,All,All,Delta,All,Post,"CFTC,SEC",811888.163042849,USD,USD
CRIF_20201228,All,All,Vega,All,Post,"CFTC,SEC",210187.747722988,USD,USD
CRIF_20201228,All,All,All,All,Post,"CFTC,SEC",1022075.910765837,USD,USD
