#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma,Currency(Trade),Base NPV(Trade),Delta(Trade),Gamma(Trade)
CAP_EUR,true,DiscountCurve/EUR/0/2W,0.000100,,0.000000,EUR,-7176.33,0.02,#N/A,EUR,-7176.33,0.02,#N/A
CAP_EUR,true,DiscountCurve/EUR/1/1M,0.000100,,0.000000,EUR,-7176.33,-0.01,#N/A,EUR,-7176.33,-0.01,#N/A
CAP_EUR,true,DiscountCurve/EUR/2/3M,0.000100,,0.000000,EUR,-7176.33,0.00,#N/A,EUR,-7176.33,0.00,#N/A
CAP_EUR,true,DiscountCurve/EUR/3/6M,0.000100,,0.000000,EUR,-7176.33,0.00,#N/A,EUR,-7176.33,0.00,#N/A
CAP_EUR,true,DiscountCurve/EUR/4/9M,0.000100,,0.000000,EUR,-7176.33,0.00,#N/A,EUR,-7176.33,0.00,#N/A
CAP_EUR,true,DiscountCurve/EUR/5/1Y,0.000100,,0.000000,EUR,-7176.33,0.07,#N/A,EUR,-7176.33,0.07,#N/A
CAP_EUR,true,DiscountCurve/EUR/6/2Y,0.000100,,0.000000,EUR,-7176.33,0.15,#N/A,EUR,-7176.33,0.15,#N/A
CAP_EUR,true,DiscountCurve/EUR/7/3Y,0.000100,,0.000000,EUR,-7176.33,0.23,#N/A,EUR,-7176.33,0.23,#N/A
CAP_EUR,true,DiscountCurve/EUR/8/4Y,0.000100,,0.000000,EUR,-7176.33,0.33,#N/A,EUR,-7176.33,0.33,#N/A
CAP_EUR,true,DiscountCurve/EUR/9/5Y,0.000100,,0.000000,EUR,-7176.33,0.62,#N/A,EUR,-7176.33,0.62,#N/A
CAP_EUR,true,DiscountCurve/EUR/10/7Y,0.000100,,0.000000,EUR,-7176.33,1.24,#N/A,EUR,-7176.33,1.24,#N/A
CAP_EUR,true,DiscountCurve/EUR/11/10Y,0.000100,,0.000000,EUR,-7176.33,1.27,#N/A,EUR,-7176.33,1.27,#N/A
CAP_EUR,true,DiscountCurve/EUR/12/15Y,0.000100,,0.000000,EUR,-7176.33,0.00,#N/A,EUR,-7176.33,0.00,#N/A
CAP_EUR,true,DiscountCurve/EUR/13/20Y,0.000100,,0.000000,EUR,-7176.33,0.00,#N/A,EUR,-7176.33,0.00,#N/A
CAP_EUR,true,IndexCurve/EUR-EURIBOR-6M/0/2W,0.000100,,0.000000,EUR,-7176.33,-0.02,#N/A,EUR,-7176.33,-0.02,#N/A
CAP_EUR,true,IndexCurve/EUR-EURIBOR-6M/1/1M,0.000100,,0.000000,EUR,-7176.33,0.01,#N/A,EUR,-7176.33,0.01,#N/A
CAP_EUR,true,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000100,,0.000000,EUR,-7176.33,0.00,#N/A,EUR,-7176.33,0.00,#N/A
CAP_EUR,true,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,,0.000000,EUR,-7176.33,0.00,#N/A,EUR,-7176.33,0.00,#N/A
