#Scenario,TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/3/6M,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/4/9M,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/5/1Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/6/2Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/7/3Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/8/4Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/9/5Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/10/7Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/11/10Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/12/15Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/13/20Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/14/25Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-3M/15/30Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/0/2W,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/1/1M,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/2/3M,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/3/6M,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/4/9M,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/5/1Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FXFWD_EURUSD_10Y,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,155111.22,0.000100,0.000100,155093.38,-17.84
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y,Up,316118.06,0.000100,#N/A,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y,Up,316118.06,0.000100,#N/A,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/USD/11/10Y,Up,316118.06,0.000100,#N/A,316438.59,320.53
parallel_rates,FX_CALL_OPTION,DiscountCurve/USD/12/15Y,Up,316118.06,0.000100,#N/A,316124.46,6.40
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y,Down,316118.06,0.000100,#N/A,316751.29,633.22
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y,Down,316118.06,0.000100,#N/A,316130.70,12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/USD/11/10Y,Down,316118.06,0.000100,#N/A,315797.58,-320.48
parallel_rates,FX_CALL_OPTION,DiscountCurve/USD/12/15Y,Down,316118.06,0.000100,#N/A,316111.66,-6.40
parallel_rates,FX_CALL_OPTION,FXSpot/USDEUR/0/spot,Up,316118.06,0.008920,#N/A,312891.74,-3226.32
parallel_rates,FX_CALL_OPTION,FXSpot/USDEUR/0/spot,Down,316118.06,0.008920,#N/A,319382.07,3264.00
parallel_rates,FX_CALL_OPTION,FXVolatility/USDEUR/3/5Y/ATM,Up,316118.06,0.002230,#N/A,318236.59,2118.52
parallel_rates,FX_CALL_OPTION,FXVolatility/USDEUR/3/5Y/ATM,Down,316118.06,0.002230,#N/A,313998.02,-2120.04
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/1/1M:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/1/1M:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/2/3M:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/2/3M:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/3/6M:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/3/6M:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/4/9M:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/4/9M:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/5/1Y:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/5/1Y:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/6/2Y:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/6/2Y:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/7/3Y:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/7/3Y:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/8/4Y:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/8/4Y:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/9/5Y:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/9/5Y:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/10/7Y:DiscountCurve/EUR/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/10/7Y:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:DiscountCurve/EUR/12/15Y,Cross,316118.06,0.000100,0.000100,315473.21,-644.85
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:DiscountCurve/EUR/13/20Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:DiscountCurve/EUR/14/25Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:DiscountCurve/EUR/15/30Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/0/2W,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/1/1M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/2/3M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/3/6M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/4/9M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/5/1Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/6/2Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/7/3Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/8/4Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/9/5Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/10/7Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/12/15Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/13/20Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/14/25Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EONIA/15/30Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/0/2W,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/1/1M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/2/3M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/3/6M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/4/9M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/5/1Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/6/2Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/7/3Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/8/4Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/9/5Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/10/7Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/12/15Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/13/20Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/14/25Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-1M/15/30Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/0/2W,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/1/1M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/2/3M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/3/6M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/4/9M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/5/1Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/6/2Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/7/3Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/8/4Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/9/5Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/10/7Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/12/15Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/13/20Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/14/25Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-3M/15/30Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/0/2W,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/1/1M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/2/3M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/3/6M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/4/9M,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/5/1Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/11/10Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,316118.06,0.000100,0.000100,315485.83,-632.23
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:DiscountCurve/EUR/13/20Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:DiscountCurve/EUR/14/25Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:DiscountCurve/EUR/15/30Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/0/2W,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/1/1M,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/2/3M,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/3/6M,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/4/9M,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/5/1Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/6/2Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/7/3Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/8/4Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/9/5Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/10/7Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/11/10Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/12/15Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/13/20Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/14/25Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EONIA/15/30Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-1M/0/2W,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-1M/1/1M,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-1M/2/3M,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-1M/3/6M,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-1M/4/9M,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-1M/5/1Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
parallel_rates,FX_CALL_OPTION,DiscountCurve/EUR/12/15Y:IndexCurve/EUR-EURIBOR-1M/6/2Y,Cross,316118.06,0.000100,0.000100,316105.42,-12.64
