#Scenario,TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma,Currency(Trade),Base NPV(Trade),Delta(Trade),Gamma(Trade)
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/5/1Y,0.000100,,0.000000,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/6/2Y,0.000100,,0.000000,EUR,-20158.37,0.03,0.00,EUR,-20158.37,0.03,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/7/3Y,0.000100,,0.000000,EUR,-20158.37,0.14,0.00,EUR,-20158.37,0.14,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/8/4Y,0.000100,,0.000000,EUR,-20158.37,0.40,0.00,EUR,-20158.37,0.40,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/9/5Y,0.000100,,0.000000,EUR,-20158.37,1.50,0.00,EUR,-20158.37,1.50,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/10/7Y,0.000100,,0.000000,EUR,-20158.37,5.89,0.00,EUR,-20158.37,5.89,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/11/10Y,0.000100,,0.000000,EUR,-20158.37,7.16,-0.01,EUR,-20158.37,7.16,-0.01
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/12/15Y,0.000100,,0.000000,EUR,-20158.37,0.01,0.00,EUR,-20158.37,0.01,0.00
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,,0.000000,EUR,-20158.37,0.02,0.00,EUR,-20158.37,0.02,0.00
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/4/9M,0.000100,,0.000000,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,,0.000000,EUR,-20158.37,1.34,-0.03,EUR,-20158.37,1.34,-0.03
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,,0.000000,EUR,-20158.37,6.05,-0.30,EUR,-20158.37,6.05,-0.30
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000100,,0.000000,EUR,-20158.37,12.50,-1.14,EUR,-20158.37,12.50,-1.14
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.000100,,0.000000,EUR,-20158.37,14.82,-2.63,EUR,-20158.37,14.82,-2.63
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000100,,0.000000,EUR,-20158.37,27.44,-3.56,EUR,-20158.37,27.44,-3.56
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.000100,,0.000000,EUR,-20158.37,42.33,-4.47,EUR,-20158.37,42.33,-4.47
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000100,,0.000000,EUR,-20158.37,-252.31,-3.84,EUR,-20158.37,-252.31,-3.84
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/12/15Y,0.000100,,0.000000,EUR,-20158.37,-0.81,0.00,EUR,-20158.37,-0.81,0.00
parallel_rates,CAP_EUR,false,OptionletVolatility/EUR/3/1Y/0.04,0.000000,,0.000000,EUR,-20158.37,-2.71,-0.08,EUR,-20158.37,-2.71,-0.08
parallel_rates,CAP_EUR,false,OptionletVolatility/EUR/8/2Y/0.04,0.000100,,0.000000,EUR,-20158.37,-11.77,-0.23,EUR,-20158.37,-11.77,-0.23
parallel_rates,CAP_EUR,false,OptionletVolatility/EUR/13/3Y/0.04,0.000000,,0.000000,EUR,-20158.37,-45.57,-0.48,EUR,-20158.37,-45.57,-0.48
parallel_rates,CAP_EUR,false,OptionletVolatility/EUR/18/5Y/0.04,0.000100,,0.000000,EUR,-20158.37,-109.03,-0.62,EUR,-20158.37,-109.03,-0.62
parallel_rates,CAP_EUR,false,OptionletVolatility/EUR/23/7Y/0.04,0.000100,,0.000000,EUR,-20158.37,-199.65,-0.60,EUR,-20158.37,-199.65,-0.60
parallel_rates,CAP_EUR,false,OptionletVolatility/EUR/28/10Y/0.04,0.000000,,0.000000,EUR,-20158.37,-111.90,-0.27,EUR,-20158.37,-111.90,-0.27
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/5/1Y,0.000100,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/5/1Y,0.000100,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/5/1Y,0.000100,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/6/2Y,0.000100,DiscountCurve/EUR/7/3Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/6/2Y,0.000100,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/6/2Y,0.000100,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/6/2Y,0.000100,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/7/3Y,0.000100,DiscountCurve/EUR/8/4Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/7/3Y,0.000100,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/7/3Y,0.000100,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/7/3Y,0.000100,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/7/3Y,0.000100,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/8/4Y,0.000100,DiscountCurve/EUR/9/5Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/8/4Y,0.000100,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/8/4Y,0.000100,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000100,EUR,-20158.37,0.00,-0.01,EUR,-20158.37,0.00,-0.01
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/8/4Y,0.000100,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.000100,EUR,-20158.37,0.00,0.01,EUR,-20158.37,0.00,0.01
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/8/4Y,0.000100,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000100,EUR,-20158.37,0.00,0.01,EUR,-20158.37,0.00,0.01
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/9/5Y,0.000100,DiscountCurve/EUR/10/7Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/9/5Y,0.000100,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/9/5Y,0.000100,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.000100,EUR,-20158.37,0.00,-0.02,EUR,-20158.37,0.00,-0.02
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/9/5Y,0.000100,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000100,EUR,-20158.37,0.00,0.01,EUR,-20158.37,0.00,0.01
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/9/5Y,0.000100,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.000100,EUR,-20158.37,0.00,0.02,EUR,-20158.37,0.00,0.02
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/10/7Y,0.000100,DiscountCurve/EUR/11/10Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/10/7Y,0.000100,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/10/7Y,0.000100,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000100,EUR,-20158.37,0.00,-0.04,EUR,-20158.37,0.00,-0.04
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/10/7Y,0.000100,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.000100,EUR,-20158.37,0.00,0.01,EUR,-20158.37,0.00,0.01
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/10/7Y,0.000100,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000100,EUR,-20158.37,0.00,0.07,EUR,-20158.37,0.00,0.07
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/11/10Y,0.000100,DiscountCurve/EUR/12/15Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/11/10Y,0.000100,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/11/10Y,0.000100,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.000100,EUR,-20158.37,0.00,-0.10,EUR,-20158.37,0.00,-0.10
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/11/10Y,0.000100,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000100,EUR,-20158.37,0.00,0.15,EUR,-20158.37,0.00,0.15
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/11/10Y,0.000100,IndexCurve/EUR-EURIBOR-6M/12/15Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/12/15Y,0.000100,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/12/15Y,0.000100,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,DiscountCurve/EUR/12/15Y,0.000100,IndexCurve/EUR-EURIBOR-6M/12/15Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,IndexCurve/EUR-EURIBOR-6M/4/9M,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/4/9M,0.000100,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/4/9M,0.000100,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,EUR,-20158.37,0.00,0.05,EUR,-20158.37,0.00,0.05
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000100,EUR,-20158.37,0.00,0.00,EUR,-20158.37,0.00,0.00
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000100,EUR,-20158.37,0.00,0.31,EUR,-20158.37,0.00,0.31
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000100,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.000100,EUR,-20158.37,0.00,0.01,EUR,-20158.37,0.00,0.01
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000100,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.000100,EUR,-20158.37,0.00,0.89,EUR,-20158.37,0.00,0.89
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000100,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000100,EUR,-20158.37,0.00,0.02,EUR,-20158.37,0.00,0.02
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.000100,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000100,EUR,-20158.37,0.00,1.78,EUR,-20158.37,0.00,1.78
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.000100,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.000100,EUR,-20158.37,0.00,0.01,EUR,-20158.37,0.00,0.01
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000100,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.000100,EUR,-20158.37,0.00,1.84,EUR,-20158.37,0.00,1.84
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000100,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000100,EUR,-20158.37,0.00,0.01,EUR,-20158.37,0.00,0.01
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.000100,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000100,EUR,-20158.37,0.00,2.69,EUR,-20158.37,0.00,2.69
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.000100,IndexCurve/EUR-EURIBOR-6M/12/15Y,0.000100,EUR,-20158.37,0.00,0.01,EUR,-20158.37,0.00,0.01
parallel_rates,CAP_EUR,false,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000100,IndexCurve/EUR-EURIBOR-6M/12/15Y,0.000100,EUR,-20158.37,0.00,-0.01,EUR,-20158.37,0.00,-0.01
parallel_rates,CAP_USD,false,DiscountCurve/USD/4/9M,0.000100,,0.000000,EUR,-30111.49,0.00,0.00,USD,-34096.35,0.00,0.00
parallel_rates,CAP_USD,false,DiscountCurve/USD/5/1Y,0.000100,,0.000000,EUR,-30111.49,0.01,0.00,USD,-34096.35,0.01,0.00
parallel_rates,CAP_USD,false,DiscountCurve/USD/6/2Y,0.000100,,0.000000,EUR,-30111.49,0.10,0.00,USD,-34096.35,0.11,0.00
parallel_rates,CAP_USD,false,DiscountCurve/USD/7/3Y,0.000100,,0.000000,EUR,-30111.49,0.45,0.00,USD,-34096.35,0.51,0.00
parallel_rates,CAP_USD,false,DiscountCurve/USD/8/4Y,0.000100,,0.000000,EUR,-30111.49,1.02,0.00,USD,-34096.35,1.15,0.00
parallel_rates,CAP_USD,false,DiscountCurve/USD/9/5Y,0.000100,,0.000000,EUR,-30111.49,2.72,0.00,USD,-34096.35,3.08,0.00
parallel_rates,CAP_USD,false,DiscountCurve/USD/10/7Y,0.000100,,0.000000,EUR,-30111.49,8.10,0.00,USD,-34096.35,9.18,0.00
parallel_rates,CAP_USD,false,DiscountCurve/USD/11/10Y,0.000100,,0.000000,EUR,-30111.49,8.51,-0.01,USD,-34096.35,9.63,-0.01
parallel_rates,CAP_USD,false,DiscountCurve/USD/12/15Y,0.000100,,0.000000,EUR,-30111.49,0.00,0.00,USD,-34096.35,0.00,0.00
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/2/3M,0.000100,,0.000000,EUR,-30111.49,0.00,0.00,USD,-34096.35,0.00,0.00
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/3/6M,0.000100,,0.000000,EUR,-30111.49,0.06,-0.01,USD,-34096.35,0.07,-0.01
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/4/9M,0.000100,,0.000000,EUR,-30111.49,0.47,-0.06,USD,-34096.35,0.53,-0.07
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/5/1Y,0.000100,,0.000000,EUR,-30111.49,3.30,-0.15,USD,-34096.35,3.73,-0.17
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/6/2Y,0.000100,,0.000000,EUR,-30111.49,15.19,-0.69,USD,-34096.35,17.21,-0.78
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/7/3Y,0.000100,,0.000000,EUR,-30111.49,17.91,-1.97,USD,-34096.35,20.28,-2.23
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/8/4Y,0.000100,,0.000000,EUR,-30111.49,12.91,-3.60,USD,-34096.35,14.62,-4.08
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/9/5Y,0.000100,,0.000000,EUR,-30111.49,12.23,-4.19,USD,-34096.35,13.85,-4.75
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/10/7Y,0.000100,,0.000000,EUR,-30111.49,13.14,-4.27,USD,-34096.35,14.88,-4.84
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/11/10Y,0.000100,,0.000000,EUR,-30111.49,-270.51,-3.25,USD,-34096.35,-306.31,-3.68
parallel_rates,CAP_USD,false,IndexCurve/USD-LIBOR-3M/12/15Y,0.000100,,0.000000,EUR,-30111.49,-0.86,0.00,USD,-34096.35,-0.97,0.00
parallel_rates,CAP_USD,false,OptionletVolatility/USD/3/1Y/0.04,0.000000,,0.000000,EUR,-30111.49,-5.97,-0.14,USD,-34096.35,-6.76,-0.16
parallel_rates,CAP_USD,false,OptionletVolatility/USD/8/2Y/0.04,0.000100,,0.000000,EUR,-30111.49,-22.41,-0.21,USD,-34096.35,-25.38,-0.24
parallel_rates,CAP_USD,false,OptionletVolatility/USD/13/3Y/0.04,0.000000,,0.000000,EUR,-30111.49,-66.01,-0.24,USD,-34096.35,-74.74,-0.27
parallel_rates,CAP_USD,false,OptionletVolatility/USD/18/5Y/0.04,0.000100,,0.000000,EUR,-30111.49,-121.08,-0.20,USD,-34096.35,-137.11,-0.23
parallel_rates,CAP_USD,false,OptionletVolatility/USD/23/7Y/0.04,0.000100,,0.000000,EUR,-30111.49,-182.74,-0.14,USD,-34096.35,-206.93,-0.16
parallel_rates,CAP_USD,false,OptionletVolatility/USD/28/10Y/0.04,0.000000,,0.000000,EUR,-30111.49,-107.35,-0.05,USD,-34096.35,-121.56,-0.06
parallel_rates,CAP_USD,false,FXSpot/USDEUR/0/spot,0.008920,,0.000000,EUR,-30111.49,-301.11,0.00,USD,-34096.35,-340.96,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/0/2W,0.000100,,0.000000,EUR,322045.88,-109.58,0.00,USD,364664.47,-124.08,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/2/3M,0.000100,,0.000000,EUR,322045.88,1.90,0.00,USD,364664.47,2.16,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/3/6M,0.000100,,0.000000,EUR,322045.88,2.25,0.00,USD,364664.47,2.55,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/4/9M,0.000100,,0.000000,EUR,322045.88,2.85,0.00,USD,364664.47,3.23,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000100,,0.000000,EUR,322045.88,8.55,0.00,USD,364664.47,9.68,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000100,,0.000000,EUR,322045.88,37.25,0.00,USD,364664.47,42.18,-0.01
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000100,,0.000000,EUR,322045.88,101.51,-0.02,USD,364664.47,114.94,-0.02
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/8/4Y,0.000100,,0.000000,EUR,322045.88,218.74,-0.06,USD,364664.47,247.68,-0.07
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000100,,0.000000,EUR,322045.88,673.78,-0.22,USD,364664.47,762.95,-0.25
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/10/7Y,0.000100,,0.000000,EUR,322045.88,2345.14,-1.09,USD,364664.47,2655.49,-1.24
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/11/10Y,0.000100,,0.000000,EUR,322045.88,89291.97,-88.44,USD,364664.47,101108.61,-100.14
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/EUR/12/15Y,0.000100,,0.000000,EUR,322045.88,287.05,0.00,USD,364664.47,325.04,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/0/2W,0.000100,,0.000000,EUR,322045.88,110.66,0.00,USD,364664.47,125.31,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/2/3M,0.000100,,0.000000,EUR,322045.88,-10.66,0.00,USD,364664.47,-12.07,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/3/6M,0.000100,,0.000000,EUR,322045.88,-22.81,0.00,USD,364664.47,-25.82,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/4/9M,0.000100,,0.000000,EUR,322045.88,-35.24,0.00,USD,364664.47,-39.91,0.00
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/5/1Y,0.000100,,0.000000,EUR,322045.88,-121.67,0.01,USD,364664.47,-137.78,0.01
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/6/2Y,0.000100,,0.000000,EUR,322045.88,-401.52,0.05,USD,364664.47,-454.65,0.06
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/7/3Y,0.000100,,0.000000,EUR,322045.88,-649.66,0.13,USD,364664.47,-735.64,0.15
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/8/4Y,0.000100,,0.000000,EUR,322045.88,-926.70,0.25,USD,364664.47,-1049.34,0.29
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/9/5Y,0.000100,,0.000000,EUR,322045.88,-1857.34,0.63,USD,364664.47,-2103.14,0.71
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/10/7Y,0.000100,,0.000000,EUR,322045.88,-4458.01,2.09,USD,364664.47,-5047.97,2.37
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/11/10Y,0.000100,,0.000000,EUR,322045.88,-77506.19,76.17,USD,364664.47,-87763.12,86.25
parallel_rates,CC_SWAP_EUR_USD,false,DiscountCurve/USD/12/15Y,0.000100,,0.000000,EUR,322045.88,-243.79,0.00,USD,364664.47,-276.05,0.00
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/0/2W,0.000100,,0.000000,EUR,322045.88,109.64,0.00,USD,364664.47,124.15,0.00
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/2/3M,0.000100,,0.000000,EUR,322045.88,-5.04,-0.11,USD,364664.47,-5.71,-0.13
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/3/6M,0.000100,,0.000000,EUR,322045.88,-8.23,-0.43,USD,364664.47,-9.32,-0.49
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/4/9M,0.000100,,0.000000,EUR,322045.88,-13.06,-0.98,USD,364664.47,-14.79,-1.11
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/5/1Y,0.000100,,0.000000,EUR,322045.88,-38.87,-1.14,USD,364664.47,-44.01,-1.29
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/6/2Y,0.000100,,0.000000,EUR,322045.88,-134.11,-1.92,USD,364664.47,-151.86,-2.17
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/7/3Y,0.000100,,0.000000,EUR,322045.88,-242.38,-4.24,USD,364664.47,-274.45,-4.80
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/8/4Y,0.000100,,0.000000,EUR,322045.88,-389.60,-7.47,USD,364664.47,-441.16,-8.46
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/9/5Y,0.000100,,0.000000,EUR,322045.88,-1030.64,-8.77,USD,364664.47,-1167.04,-9.93
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/10/7Y,0.000100,,0.000000,EUR,322045.88,-3138.68,-9.37,USD,364664.47,-3554.05,-10.61
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/11/10Y,0.000100,,0.000000,EUR,322045.88,-90064.58,-7.45,USD,364664.47,-101983.45,-8.43
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/12/15Y,0.000100,,0.000000,EUR,322045.88,-287.52,0.00,USD,364664.47,-325.57,0.00
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/0/2W,0.000100,,0.000000,EUR,322045.88,-110.65,0.00,USD,364664.47,-125.30,0.00
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/2/3M,0.000100,,0.000000,EUR,322045.88,11.74,0.11,USD,364664.47,13.30,0.13
parallel_rates,CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/3/6M,0.000100,,0.000000,EUR,322045.88,24.46,0.44,USD,364664.47,27.69,0.49
