#Date,Scenario,Numeraire,DiscountCurve/EUR/0,DiscountCurve/EUR/1,DiscountCurve/EUR/2,DiscountCurve/EUR/3,DiscountCurve/EUR/4,DiscountCurve/EUR/5,DiscountCurve/EUR/6,DiscountCurve/EUR/7,DiscountCurve/EUR/8,DiscountCurve/EUR/9,DiscountCurve/EUR/10,DiscountCurve/EUR/11,DiscountCurve/USD/0,DiscountCurve/USD/1,DiscountCurve/USD/2,DiscountCurve/USD/3,DiscountCurve/USD/4,DiscountCurve/USD/5,DiscountCurve/USD/6,DiscountCurve/USD/7,DiscountCurve/USD/8,DiscountCurve/USD/9,DiscountCurve/USD/10,DiscountCurve/USD/11,YieldCurve/EUR-IN-USD/0,YieldCurve/EUR-IN-USD/1,YieldCurve/EUR-IN-USD/2,YieldCurve/EUR-IN-USD/3,YieldCurve/EUR-IN-USD/4,YieldCurve/EUR-IN-USD/5,YieldCurve/EUR-IN-USD/6,YieldCurve/EUR-IN-USD/7,YieldCurve/EUR-IN-USD/8,YieldCurve/EUR-IN-USD/9,YieldCurve/EUR-IN-USD/10,YieldCurve/EUR-IN-USD/11,IndexCurve/EUR-EONIA/0,IndexCurve/EUR-EONIA/1,IndexCurve/EUR-EONIA/2,IndexCurve/EUR-EONIA/3,IndexCurve/EUR-EONIA/4,IndexCurve/EUR-EONIA/5,IndexCurve/EUR-EONIA/6,IndexCurve/EUR-EONIA/7,IndexCurve/EUR-EONIA/8,IndexCurve/EUR-EONIA/9,IndexCurve/EUR-EONIA/10,IndexCurve/EUR-EONIA/11,IndexCurve/EUR-ESTER/0,IndexCurve/EUR-ESTER/1,IndexCurve/EUR-ESTER/2,IndexCurve/EUR-ESTER/3,IndexCurve/EUR-ESTER/4,IndexCurve/EUR-ESTER/5,IndexCurve/EUR-ESTER/6,IndexCurve/EUR-ESTER/7,IndexCurve/EUR-ESTER/8,IndexCurve/EUR-ESTER/9,IndexCurve/EUR-ESTER/10,IndexCurve/EUR-ESTER/11,IndexCurve/EUR-EURIBOR-3M/0,IndexCurve/EUR-EURIBOR-3M/1,IndexCurve/EUR-EURIBOR-3M/2,IndexCurve/EUR-EURIBOR-3M/3,IndexCurve/EUR-EURIBOR-3M/4,IndexCurve/EUR-EURIBOR-3M/5,IndexCurve/EUR-EURIBOR-3M/6,IndexCurve/EUR-EURIBOR-3M/7,IndexCurve/EUR-EURIBOR-3M/8,IndexCurve/EUR-EURIBOR-3M/9,IndexCurve/EUR-EURIBOR-3M/10,IndexCurve/EUR-EURIBOR-3M/11,IndexCurve/EUR-EURIBOR-6M/0,IndexCurve/EUR-EURIBOR-6M/1,IndexCurve/EUR-EURIBOR-6M/2,IndexCurve/EUR-EURIBOR-6M/3,IndexCurve/EUR-EURIBOR-6M/4,IndexCurve/EUR-EURIBOR-6M/5,IndexCurve/EUR-EURIBOR-6M/6,IndexCurve/EUR-EURIBOR-6M/7,IndexCurve/EUR-EURIBOR-6M/8,IndexCurve/EUR-EURIBOR-6M/9,IndexCurve/EUR-EURIBOR-6M/10,IndexCurve/EUR-EURIBOR-6M/11,IndexCurve/USD-FedFunds/0,IndexCurve/USD-FedFunds/1,IndexCurve/USD-FedFunds/2,IndexCurve/USD-FedFunds/3,IndexCurve/USD-FedFunds/4,IndexCurve/USD-FedFunds/5,IndexCurve/USD-FedFunds/6,IndexCurve/USD-FedFunds/7,IndexCurve/USD-FedFunds/8,IndexCurve/USD-FedFunds/9,IndexCurve/USD-FedFunds/10,IndexCurve/USD-FedFunds/11,IndexCurve/USD-LIBOR-3M/0,IndexCurve/USD-LIBOR-3M/1,IndexCurve/USD-LIBOR-3M/2,IndexCurve/USD-LIBOR-3M/3,IndexCurve/USD-LIBOR-3M/4,IndexCurve/USD-LIBOR-3M/5,IndexCurve/USD-LIBOR-3M/6,IndexCurve/USD-LIBOR-3M/7,IndexCurve/USD-LIBOR-3M/8,IndexCurve/USD-LIBOR-3M/9,IndexCurve/USD-LIBOR-3M/10,IndexCurve/USD-LIBOR-3M/11,IndexCurve/USD-SOFR/0,IndexCurve/USD-SOFR/1,IndexCurve/USD-SOFR/2,IndexCurve/USD-SOFR/3,IndexCurve/USD-SOFR/4,IndexCurve/USD-SOFR/5,IndexCurve/USD-SOFR/6,IndexCurve/USD-SOFR/7,IndexCurve/USD-SOFR/8,IndexCurve/USD-SOFR/9,IndexCurve/USD-SOFR/10,IndexCurve/USD-SOFR/11,FXSpot/EURUSD/0
2023-02-14,1,1.00000000,0.99917841,0.99827033,0.99401419,0.98617393,0.97051375,0.94423178,0.92290847,0.88374515,0.78649462,0.69550668,0.62914009,0.53521382,0.99821368,0.99642447,0.98844701,0.97603773,0.95248831,0.91794917,0.89107667,0.84151257,0.72323713,0.61429261,0.52650504,0.41481547,0.99917841,0.99827033,0.99401419,0.98617393,0.97051375,0.94423178,0.92290847,0.88374515,0.78649462,0.69550668,0.62914009,0.53521382,0.99913567,0.99815871,0.99341933,0.98504879,0.96758097,0.93808154,0.91403054,0.86962802,0.76048382,0.66005154,0.58956556,0.50128986,0.99916870,0.99822470,0.99362811,0.98546985,0.96841519,0.93970204,0.91639891,0.87338541,0.76707146,0.66864577,0.59982253,0.51442899,0.99902861,0.99805816,0.99384076,0.98565921,0.96809604,0.93776714,0.91264955,0.86590827,0.75122199,0.64800656,0.57972399,0.49831902,0.99884708,0.99769549,0.99269333,0.98519647,0.96729843,0.93637285,0.91063667,0.86290352,0.74971024,0.65166401,0.58819338,0.51251646,0.99820725,0.99641054,0.98840472,0.97595914,0.95251645,0.91845974,0.89161459,0.84169223,0.72415348,0.61626905,0.52853304,0.41716277,0.99847970,0.99696171,0.99037450,0.97810752,0.96007244,0.91391117,0.88454408,0.83053620,0.70453012,0.59087903,0.49930762,0.38355319,0.99821368,0.99642447,0.98844701,0.97603773,0.95248831,0.91794917,0.89107667,0.84151257,0.72323713,0.61429261,0.52650504,0.41481547,1.09545000
