#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
Swap,DiscountCurve/EUR/3/6M,Up,1335.27,0.000100,#N/A,1340.32,5.05
Swap,DiscountCurve/EUR/4/9M,Up,1335.27,0.000100,#N/A,1335.62,0.35
Swap,DiscountCurve/EUR/5/1Y,Up,1335.27,0.000100,#N/A,1329.86,-5.41
Swap,DiscountCurve/EUR/6/2Y,Up,1335.27,0.000100,#N/A,1335.05,-0.22
Swap,DiscountCurve/EUR/7/3Y,Up,1335.27,0.000100,#N/A,1334.95,-0.32
Swap,DiscountCurve/EUR/8/4Y,Up,1335.27,0.000100,#N/A,1334.88,-0.39
Swap,DiscountCurve/EUR/9/5Y,Up,1335.27,0.000100,#N/A,1334.43,-0.84
Swap,DiscountCurve/EUR/10/7Y,Up,1335.27,0.000100,#N/A,1333.55,-1.72
Swap,DiscountCurve/EUR/11/10Y,Up,1335.27,0.000100,#N/A,1331.51,-3.76
Swap,DiscountCurve/EUR/12/15Y,Up,1335.27,0.000100,#N/A,1328.81,-6.46
Swap,DiscountCurve/EUR/13/20Y,Up,1335.27,0.000100,#N/A,1259.82,-75.45
Swap,DiscountCurve/EUR/14/25Y,Up,1335.27,0.000100,#N/A,1334.68,-0.59
Swap,DiscountCurve/EUR/3/6M,Down,1335.27,0.000100,#N/A,1330.22,-5.05
Swap,DiscountCurve/EUR/4/9M,Down,1335.27,0.000100,#N/A,1334.92,-0.35
Swap,DiscountCurve/EUR/5/1Y,Down,1335.27,0.000100,#N/A,1340.68,5.41
Swap,DiscountCurve/EUR/6/2Y,Down,1335.27,0.000100,#N/A,1335.50,0.23
Swap,DiscountCurve/EUR/7/3Y,Down,1335.27,0.000100,#N/A,1335.59,0.32
Swap,DiscountCurve/EUR/8/4Y,Down,1335.27,0.000100,#N/A,1335.66,0.39
Swap,DiscountCurve/EUR/9/5Y,Down,1335.27,0.000100,#N/A,1336.12,0.85
Swap,DiscountCurve/EUR/10/7Y,Down,1335.27,0.000100,#N/A,1337.00,1.73
Swap,DiscountCurve/EUR/11/10Y,Down,1335.27,0.000100,#N/A,1339.05,3.78
Swap,DiscountCurve/EUR/12/15Y,Down,1335.27,0.000100,#N/A,1341.75,6.48
Swap,DiscountCurve/EUR/13/20Y,Down,1335.27,0.000100,#N/A,1410.89,75.62
Swap,DiscountCurve/EUR/14/25Y,Down,1335.27,0.000100,#N/A,1335.86,0.59
Swap,IndexCurve/EUR-EURIBOR-6M/0/2W,Up,1335.27,0.000100,#N/A,1346.38,11.11
Swap,IndexCurve/EUR-EURIBOR-6M/3/6M,Up,1335.27,0.000100,#N/A,1330.43,-4.84
Swap,IndexCurve/EUR-EURIBOR-6M/4/9M,Up,1335.27,0.000100,#N/A,1334.94,-0.33
Swap,IndexCurve/EUR-EURIBOR-6M/5/1Y,Up,1335.27,0.000100,#N/A,1320.30,-14.97
Swap,IndexCurve/EUR-EURIBOR-6M/6/2Y,Up,1335.27,0.000100,#N/A,1295.71,-39.56
Swap,IndexCurve/EUR-EURIBOR-6M/7/3Y,Up,1335.27,0.000100,#N/A,1276.99,-58.28
Swap,IndexCurve/EUR-EURIBOR-6M/8/4Y,Up,1335.27,0.000100,#N/A,1258.90,-76.37
Swap,IndexCurve/EUR-EURIBOR-6M/9/5Y,Up,1335.27,0.000100,#N/A,1196.18,-139.09
Swap,IndexCurve/EUR-EURIBOR-6M/10/7Y,Up,1335.27,0.000100,#N/A,1024.87,-310.40
Swap,IndexCurve/EUR-EURIBOR-6M/11/10Y,Up,1335.27,0.000100,#N/A,672.10,-663.17
Swap,IndexCurve/EUR-EURIBOR-6M/12/15Y,Up,1335.27,0.000100,#N/A,195.65,-1139.62
Swap,IndexCurve/EUR-EURIBOR-6M/13/20Y,Up,1335.27,0.000100,#N/A,-12983.81,-14319.08
Swap,IndexCurve/EUR-EURIBOR-6M/14/25Y,Up,1335.27,0.000100,#N/A,1278.94,-56.33
Swap,IndexCurve/EUR-EURIBOR-6M/0/2W,Down,1335.27,0.000100,#N/A,1324.16,-11.11
Swap,IndexCurve/EUR-EURIBOR-6M/3/6M,Down,1335.27,0.000100,#N/A,1340.06,4.79
Swap,IndexCurve/EUR-EURIBOR-6M/4/9M,Down,1335.27,0.000100,#N/A,1335.60,0.33
Swap,IndexCurve/EUR-EURIBOR-6M/5/1Y,Down,1335.27,0.000100,#N/A,1350.09,14.82
Swap,IndexCurve/EUR-EURIBOR-6M/6/2Y,Down,1335.27,0.000100,#N/A,1374.44,39.17
Swap,IndexCurve/EUR-EURIBOR-6M/7/3Y,Down,1335.27,0.000100,#N/A,1392.71,57.44
Swap,IndexCurve/EUR-EURIBOR-6M/8/4Y,Down,1335.27,0.000100,#N/A,1410.18,74.91
Swap,IndexCurve/EUR-EURIBOR-6M/9/5Y,Down,1335.27,0.000100,#N/A,1472.66,137.39
Swap,IndexCurve/EUR-EURIBOR-6M/10/7Y,Down,1335.27,0.000100,#N/A,1643.86,308.59
Swap,IndexCurve/EUR-EURIBOR-6M/11/10Y,Down,1335.27,0.000100,#N/A,1996.20,660.93
Swap,IndexCurve/EUR-EURIBOR-6M/12/15Y,Down,1335.27,0.000100,#N/A,2471.46,1136.19
Swap,IndexCurve/EUR-EURIBOR-6M/13/20Y,Down,1335.27,0.000100,#N/A,15651.47,14316.20
Swap,IndexCurve/EUR-EURIBOR-6M/14/25Y,Down,1335.27,0.000100,#N/A,1391.60,56.33
