27.04.21;GENERIC-USD.SWAP.10Y;0.016139
28.04.21;GENERIC-USD.SWAP.10Y;0.016116
29.04.21;GENERIC-USD.SWAP.10Y;0.016373
30.04.21;GENERIC-USD.SWAP.10Y;0.01629
03.05.21;GENERIC-USD.SWAP.10Y;0.015972
04.05.21;GENERIC-USD.SWAP.10Y;0.015865
05.05.21;GENERIC-USD.SWAP.10Y;0.015608
06.05.21;GENERIC-USD.SWAP.10Y;0.015606
07.05.21;GENERIC-USD.SWAP.10Y;0.015592
10.05.21;GENERIC-USD.SWAP.10Y;0.015754
11.05.21;GENERIC-USD.SWAP.10Y;0.015946
12.05.21;GENERIC-USD.SWAP.10Y;0.01664
13.05.21;GENERIC-USD.SWAP.10Y;0.016036
14.05.21;GENERIC-USD.SWAP.10Y;0.015962
17.05.21;GENERIC-USD.SWAP.10Y;0.016076
18.05.21;GENERIC-USD.SWAP.10Y;0.016023
19.05.21;GENERIC-USD.SWAP.10Y;0.016339
20.05.21;GENERIC-USD.SWAP.10Y;0.015993
21.05.21;GENERIC-USD.SWAP.10Y;0.015934
24.05.21;GENERIC-USD.SWAP.10Y;0.015723
25.05.21;GENERIC-USD.SWAP.10Y;0.015203
26.05.21;GENERIC-USD.SWAP.10Y;0.015377
27.05.21;GENERIC-USD.SWAP.10Y;0.015708
28.05.21;GENERIC-USD.SWAP.10Y;0.01566
01.06.21;GENERIC-USD.SWAP.10Y;0.015831
02.06.21;GENERIC-USD.SWAP.10Y;0.015606
03.06.21;GENERIC-USD.SWAP.10Y;0.015993
04.06.21;GENERIC-USD.SWAP.10Y;0.015272
07.06.21;GENERIC-USD.SWAP.10Y;0.01539
08.06.21;GENERIC-USD.SWAP.10Y;0.015083
09.06.21;GENERIC-USD.SWAP.10Y;0.014648
10.06.21;GENERIC-USD.SWAP.10Y;0.014094
11.06.21;GENERIC-USD.SWAP.10Y;0.014317
14.06.21;GENERIC-USD.SWAP.10Y;0.014694
15.06.21;GENERIC-USD.SWAP.10Y;0.014643
16.06.21;GENERIC-USD.SWAP.10Y;0.015528
17.06.21;GENERIC-USD.SWAP.10Y;0.014766
18.06.21;GENERIC-USD.SWAP.10Y;0.014007
21.06.21;GENERIC-USD.SWAP.10Y;0.014515
22.06.21;GENERIC-USD.SWAP.10Y;0.014307
23.06.21;GENERIC-USD.SWAP.10Y;0.014628
24.06.21;GENERIC-USD.SWAP.10Y;0.014628
25.06.21;GENERIC-USD.SWAP.10Y;0.01487
28.06.21;GENERIC-USD.SWAP.10Y;0.014481
29.06.21;GENERIC-USD.SWAP.10Y;0.014472
30.06.21;GENERIC-USD.SWAP.10Y;0.014424
01.07.21;GENERIC-USD.SWAP.10Y;0.014429
02.07.21;GENERIC-USD.SWAP.10Y;0.014563
05.07.21;GENERIC-USD.SWAP.10Y;0.014114
06.07.21;GENERIC-USD.SWAP.10Y;0.013258
07.07.21;GENERIC-USD.SWAP.10Y;0.013026
08.07.21;GENERIC-USD.SWAP.10Y;0.012834
09.07.21;GENERIC-USD.SWAP.10Y;0.013637
12.07.21;GENERIC-USD.SWAP.10Y;0.013606
13.07.21;GENERIC-USD.SWAP.10Y;0.014146
14.07.21;GENERIC-USD.SWAP.10Y;0.013426
15.07.21;GENERIC-USD.SWAP.10Y;0.012876
16.07.21;GENERIC-USD.SWAP.10Y;0.012796
19.07.21;GENERIC-USD.SWAP.10Y;0.011633
20.07.21;GENERIC-USD.SWAP.10Y;0.012156
21.07.21;GENERIC-USD.SWAP.10Y;0.012936
22.07.21;GENERIC-USD.SWAP.10Y;0.012842
23.07.21;GENERIC-USD.SWAP.10Y;0.012775
26.07.21;GENERIC-USD.SWAP.10Y;0.012946
27.07.21;GENERIC-USD.SWAP.10Y;0.012458
28.07.21;GENERIC-USD.SWAP.10Y;0.012534
29.07.21;GENERIC-USD.SWAP.10Y;0.012976
30.07.21;GENERIC-USD.SWAP.10Y;0.012512
02.08.21;GENERIC-USD.SWAP.10Y;0.012068
03.08.21;GENERIC-USD.SWAP.10Y;0.011927
04.08.21;GENERIC-USD.SWAP.10Y;0.012044
05.08.21;GENERIC-USD.SWAP.10Y;0.012486
06.08.21;GENERIC-USD.SWAP.10Y;0.013212
09.08.21;GENERIC-USD.SWAP.10Y;0.013399
10.08.21;GENERIC-USD.SWAP.10Y;0.013617
11.08.21;GENERIC-USD.SWAP.10Y;0.01344
