#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2016-02-19,14,1400351.045041,1385879.221532,0.000000,1291557.709938,CPTY_A,0.038251
1,2016-03-04,14,1449555.989298,1447991.874077,0.000000,1300090.593929,CPTY_A,0.076503
2,2016-03-18,14,1459832.465175,1458353.293479,0.000000,1354416.764286,CPTY_A,0.114754
3,2016-04-01,14,1238246.270517,1235230.707976,0.000000,1073042.652149,CPTY_A,0.153005
4,2016-04-15,14,1417473.944951,1413346.517757,153898.028594,1391302.218177,CPTY_A,0.191257
5,2016-04-29,14,1285727.606268,1245271.902849,0.000000,1671422.447176,CPTY_A,0.229508
6,2016-05-13,14,1387468.303599,1378454.698078,0.000000,1129971.251141,CPTY_A,0.267760
7,2016-05-27,14,1265717.257774,1262916.513181,0.000000,1297625.652515,CPTY_A,0.306011
8,2016-06-10,14,1528334.189155,1485109.984536,0.000000,1275427.158949,CPTY_A,0.344262
9,2016-06-24,14,1535661.928300,1495797.932644,0.000000,1384173.475354,CPTY_A,0.382514
10,2016-07-08,14,1332349.686298,1325447.611603,135782.782542,1089127.818578,CPTY_A,0.420765
11,2016-07-22,14,1052411.225943,1006965.012319,0.000000,1004803.265753,CPTY_A,0.459016
12,2016-08-05,14,1268490.128841,1249875.925753,0.000000,1546206.946192,CPTY_A,0.497268
13,2016-08-19,14,1479365.166110,1418079.310093,0.000000,1375329.452151,CPTY_A,0.535519
14,2016-09-02,14,1376330.679853,1360104.477131,0.000000,921121.834576,CPTY_A,0.573770
15,2016-09-16,14,1247228.671965,1245085.260583,0.000000,952938.502656,CPTY_A,0.612022
16,2016-09-30,14,1410460.886531,1398754.503805,0.000000,1755539.419384,CPTY_A,0.650273
17,2016-10-14,14,1325764.085707,1324868.549488,130279.746465,1451305.545952,CPTY_A,0.688525
18,2016-10-28,17,1215371.873228,1215474.975647,0.000000,1377811.130261,CPTY_A,0.726776
19,2016-11-14,11,1156600.754899,1158814.836778,0.000000,915544.867482,CPTY_A,0.773224
20,2016-11-25,14,1458738.517665,1434221.595698,0.000000,1244734.854903,CPTY_A,0.803279
21,2016-12-09,14,1124135.913254,1083920.323540,0.000000,1088615.539178,CPTY_A,0.841530
22,2016-12-23,14,1326274.923312,1297272.894502,0.000000,1208433.570608,CPTY_A,0.879781
23,2017-01-06,14,1303524.992192,1195248.925103,0.000000,1010146.569541,CPTY_A,0.918070
24,2017-01-20,14,1327385.670556,1299603.083463,118255.820859,1783453.372125,CPTY_A,0.956426
25,2017-02-03,14,1301311.398412,1263637.060772,0.000000,2108978.986228,CPTY_A,0.994783
26,2017-02-17,14,1205064.478078,1162916.550213,0.000000,1228707.579383,CPTY_A,1.033139
27,2017-03-03,14,1109647.859485,1088091.131565,0.000000,1483019.055404,CPTY_A,1.071495
28,2017-03-17,14,1181081.611406,1171331.903087,0.000000,1090499.299542,CPTY_A,1.109851
29,2017-03-31,18,963438.189164,964683.495075,0.000000,1019886.210865,CPTY_A,1.148207
30,2017-04-18,10,991493.040114,961565.054338,113788.094688,1214147.126431,CPTY_A,1.197522
31,2017-04-28,14,1306145.262476,1296326.509747,0.000000,1362756.028133,CPTY_A,1.224920
32,2017-05-12,14,1149634.362290,1098601.702929,0.000000,1527605.727252,CPTY_A,1.263276
