#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2016-02-19,14,528390.630357,526014.801619,0.000000,495154.395828,CPTY_A,0.038251
1,2016-03-04,14,524320.855435,524274.981932,-24380.551250,366831.143969,CPTY_A,0.076503
2,2016-03-18,14,458883.919840,458570.005549,0.000000,478096.803918,CPTY_A,0.114754
3,2016-04-01,14,619571.871141,619527.970259,0.000000,546426.868857,CPTY_A,0.153005
4,2016-04-15,14,566812.767016,566876.177063,0.000000,441781.509197,CPTY_A,0.191257
5,2016-04-29,14,430649.178062,426247.096703,0.000000,475292.460854,CPTY_A,0.229508
6,2016-05-13,14,501250.974850,502242.487498,0.000000,469771.945013,CPTY_A,0.267760
7,2016-05-27,14,464690.208064,459113.057761,0.000000,376872.546011,CPTY_A,0.306011
8,2016-06-10,14,544303.607001,544207.829604,0.000000,572494.599183,CPTY_A,0.344262
9,2016-06-24,14,523380.667478,517550.059853,0.000000,481596.006430,CPTY_A,0.382514
10,2016-07-08,14,518378.588197,517047.445114,0.000000,469952.024796,CPTY_A,0.420765
11,2016-07-22,14,488142.628452,487386.857973,0.000000,447150.889050,CPTY_A,0.459016
12,2016-08-05,14,563460.165608,563507.030273,0.000000,483899.526200,CPTY_A,0.497268
13,2016-08-19,14,476884.263343,476815.377441,0.000000,514981.849219,CPTY_A,0.535519
14,2016-09-02,14,510076.169349,509721.629554,287345.794375,439935.031559,CPTY_A,0.573770
15,2016-09-16,14,459959.557404,458484.409917,0.000000,420395.660896,CPTY_A,0.612022
16,2016-09-30,14,486035.772053,481256.985916,0.000000,499349.833776,CPTY_A,0.650273
17,2016-10-14,14,439403.312026,438803.276065,0.000000,438197.892897,CPTY_A,0.688525
18,2016-10-28,17,509554.127633,507010.169604,0.000000,477577.620496,CPTY_A,0.726776
19,2016-11-14,11,499591.021509,495454.849513,0.000000,423070.997200,CPTY_A,0.773224
20,2016-11-25,14,406988.979160,407025.809173,0.000000,368027.123735,CPTY_A,0.803279
21,2016-12-09,14,466867.613598,465503.035553,0.000000,450636.296217,CPTY_A,0.841530
22,2016-12-23,14,477097.656607,476695.800490,0.000000,526279.079335,CPTY_A,0.879781
23,2017-01-06,14,494879.569065,494937.800140,0.000000,612210.056655,CPTY_A,0.918070
24,2017-01-20,14,484579.615079,481257.002317,0.000000,576911.607860,CPTY_A,0.956426
25,2017-02-03,14,517531.747086,512090.748912,0.000000,592184.861915,CPTY_A,0.994783
26,2017-02-17,14,452012.014494,452331.503438,0.000000,430796.768836,CPTY_A,1.033139
27,2017-03-03,14,436647.894714,433106.618320,-290943.756250,447949.240658,CPTY_A,1.071495
28,2017-03-17,14,454942.008998,454326.307179,0.000000,489284.251010,CPTY_A,1.109851
29,2017-03-31,18,343379.145931,341779.162566,0.000000,281419.022772,CPTY_A,1.148207
30,2017-04-18,10,524502.222068,524857.673132,0.000000,472837.493839,CPTY_A,1.197522
31,2017-04-28,14,472250.359853,471258.834833,0.000000,478657.858617,CPTY_A,1.224920
32,2017-05-12,14,449553.896003,428719.203793,0.000000,467380.714405,CPTY_A,1.263276
33,2017-05-26,14,486790.620733,483995.023076,0.000000,461289.800858,CPTY_A,1.301632
