#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility
trade_01,Swap,1,0,2040-10-08,Interest,-18748333.9598,GBP,0.0319250000,20.0000000000,2020-10-07,2040-10-08,0.0000,#N/A,#N/A,10000000.0000,0.8965757230,-16809301.0757150166,1.0000000000,-16809301.0757150166,GBP,#N/A,#N/A,#N/A,#N/A
trade_01,Swap,1,1,2040-10-08,Index,18748333.9598,GBP,#N/A,#N/A,#N/A,#N/A,#N/A,2040-08-08,549.8886350409,#N/A,0.8965757230,16809301.0757149756,1.0000000000,16809301.0757149756,GBP,#N/A,#N/A,#N/A,#N/A
trade_02,Swap,1,0,2040-10-08,Interest,-12616174.3237,EUR,0.0116875000,20.0000000000,2020-10-07,2040-10-08,0.0000,#N/A,#N/A,10000000.0000,1.0083224209,-12721171.4364521969,0.9081531083,-11552771.3817544170,GBP,#N/A,#N/A,#N/A,#N/A
trade_02,Swap,1,1,2040-10-08,Index,12616174.3237,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,2040-07-08,132.3436686558,#N/A,1.0083224209,12721171.4364521485,0.9081531083,11552771.3817543741,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,1,0,2021-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2020-10-07,2021-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0052756592,-110208.3705171359,0.9081531083,-100086.0742503475,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,2,0,2022-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2021-10-07,2022-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0116006309,-110901.7771645664,0.9081531083,-100715.7936525559,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,3,0,2023-10-09,Interest,-110239.0556,EUR,0.0109630000,1.0055555556,2022-10-07,2023-10-09,0.0000,#N/A,#N/A,10000000.0000,1.0168826002,-112100.1774610161,0.9081531083,-101804.1246068137,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,4,0,2024-10-07,Interest,-109020.9444,EUR,0.0109630000,0.9944444444,2023-10-09,2024-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0222483659,-111446.4823120067,0.9081531083,-101210.4693253332,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,5,0,2025-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2024-10-07,2025-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0268390511,-112572.3651747928,0.9081531083,-102232.9433468005,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,6,0,2026-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2025-10-07,2026-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0303489800,-112957.1586724931,0.9081531083,-102582.3947578064,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,7,0,2027-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2026-10-07,2027-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0329332852,-113240.4760561729,0.9081531083,-102839.6903204423,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,8,0,2028-10-09,Interest,-110239.0556,EUR,0.0109630000,1.0055555556,2027-10-07,2028-10-09,0.0000,#N/A,#N/A,10000000.0000,1.0344116014,-114032.5579964183,0.9081531083,-103559.0219965371,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,9,0,2029-10-08,Interest,-109325.4722,EUR,0.0109630000,0.9972222222,2028-10-09,2029-10-08,0.0000,#N/A,#N/A,10000000.0000,1.0347216176,-113121.4294673181,0.9081531083,-102731.5777907364,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,10,0,2030-10-07,Interest,-109325.4722,EUR,0.0109630000,0.9972222222,2029-10-08,2030-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0338169549,-113022.5267828802,0.9081531083,-102641.7590104409,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,11,0,2031-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2030-10-07,2031-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0318385802,-113120.4635421268,0.9081531083,-102730.7005827715,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,12,0,2032-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2031-10-07,2032-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0291268432,-112823.1758178518,0.9081531083,-102460.7178118996,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,13,0,2033-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2032-10-07,2033-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0258170313,-112460.3211367083,0.9081531083,-102131.1902053429,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,14,0,2034-10-09,Interest,-110239.0556,EUR,0.0109630000,1.0055555556,2033-10-07,2034-10-09,0.0000,#N/A,#N/A,10000000.0000,1.0224981351,-112719.2287178581,0.9081531083,-102366.3179299372,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,15,0,2035-10-08,Interest,-109325.4722,EUR,0.0109630000,0.9972222222,2034-10-09,2035-10-08,0.0000,#N/A,#N/A,10000000.0000,1.0192169755,-111426.3771405891,0.9081531083,-101192.2107514166,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,16,0,2036-10-07,Interest,-109325.4722,EUR,0.0109630000,0.9972222222,2035-10-08,2036-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0170286806,-111187.1407686032,0.9081531083,-100974.9474965694,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,17,0,2037-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2036-10-07,2037-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0148480773,-111257.7947157767,0.9081531083,-101039.1120983116,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,18,0,2038-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2037-10-07,2038-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0126721495,-111019.2477446051,0.9081531083,-100822.4749249567,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,19,0,2039-10-07,Interest,-109630.0000,EUR,0.0109630000,1.0000000000,2038-10-07,2039-10-07,0.0000,#N/A,#N/A,10000000.0000,1.0105008870,-110781.2122401364,0.9081531083,-100606.3022416779,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,20,0,2040-10-08,Interest,-109934.5278,EUR,0.0109630000,1.0027777778,2039-10-07,2040-10-08,0.0000,#N/A,#N/A,10000000.0000,1.0083224209,-110849.4491881891,0.9081531083,-100668.2718381557,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,1,1,2021-10-07,Inflation,15000.0000,EUR,0.0015000000,1.0000000000,2020-10-07,2021-10-07,0.0000,2021-07-07,0.0015000000,10000000.0000,1.0052756592,15079.1348878692,0.9081531083,13694.1632195135,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,2,1,2022-10-07,Inflation,47019.8427,EUR,0.0047019843,1.0000000000,2021-10-07,2022-10-07,0.0000,2022-07-07,0.0047019843,10000000.0000,1.0116006309,47565.3025709971,0.9081531083,43196.5773790372,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,3,1,2023-10-09,Inflation,57332.7793,EUR,0.0057016024,1.0055555556,2022-10-07,2023-10-09,0.0000,2023-07-09,0.0057016024,10000000.0000,1.0168826002,58300.7057043610,0.9081531083,52945.9671038967,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,4,1,2024-10-07,Inflation,76627.5670,EUR,0.0077055654,0.9944444444,2023-10-09,2024-10-07,0.0000,2024-07-07,0.0077055654,10000000.0000,1.0222483659,78332.4051477943,0.9081531083,71137.8172188058,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,5,1,2025-10-07,Inflation,93164.9061,EUR,0.0093164906,1.0000000000,2024-10-07,2025-10-07,0.0000,2025-07-07,0.0093164906,10000000.0000,1.0268390511,95665.3637553069,0.9081531083,86878.7974549665,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,6,1,2026-10-07,Inflation,93529.9539,EUR,0.0093529954,1.0000000000,2025-10-07,2026-10-07,0.0000,2026-07-07,0.0093529954,10000000.0000,1.0303489800,96368.4925948570,0.9081531083,87517.3460961682,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,7,1,2027-10-07,Inflation,97790.9583,EUR,0.0097790958,1.0000000000,2026-10-07,2027-10-07,0.0000,2027-07-07,0.0097790958,10000000.0000,1.0329332852,101011.5358511803,0.9081531083,91733.9402615605,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,8,1,2028-10-09,Inflation,105714.3206,EUR,0.0105130264,1.0055555556,2027-10-07,2028-10-09,0.0000,2028-07-09,0.0105130264,10000000.0000,1.0344116014,109352.1197102230,0.9081531083,99308.4674185300,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,9,1,2029-10-08,Inflation,108188.7538,EUR,0.0108490115,0.9972222222,2028-10-09,2029-10-08,0.0000,2029-07-08,0.0108490115,10000000.0000,1.0347216176,111945.2423420959,0.9081531083,101663.4197969751,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,10,1,2030-10-07,Inflation,120407.2683,EUR,0.0120742665,0.9972222222,2029-10-08,2030-10-07,0.0000,2030-07-07,0.0120742665,10000000.0000,1.0338169549,124479.0754558554,0.9081531083,113046.0592986647,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,11,1,2031-10-07,Inflation,117432.6764,EUR,0.0117432676,1.0000000000,2030-10-07,2031-10-07,0.0000,2031-07-07,0.0117432676,10000000.0000,1.0318385802,121171.5660408540,0.9081531083,110042.3343425637,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,12,1,2032-10-07,Inflation,114113.6197,EUR,0.0114113620,1.0000000000,2031-10-07,2032-10-07,0.0000,2032-07-07,0.0114113620,10000000.0000,1.0291268432,117437.3891801335,0.9081531083,106651.1300194048,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,13,1,2033-10-07,Inflation,122110.0353,EUR,0.0122110035,1.0000000000,2032-10-07,2033-10-07,0.0000,2033-07-07,0.0122110035,10000000.0000,1.0258170313,125262.5539494021,0.9081531083,113757.5777278976,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,14,1,2034-10-09,Inflation,130829.2646,EUR,0.0130106451,1.0055555556,2033-10-07,2034-10-09,0.0000,2034-07-09,0.0130106451,10000000.0000,1.0224981351,133772.6791091488,0.9081531083,121486.0743440936,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,15,1,2035-10-08,Inflation,137719.2476,EUR,0.0138102867,0.9972222222,2034-10-09,2035-10-08,0.0000,2035-07-08,0.0138102867,10000000.0000,1.0192169755,140365.7950294144,0.9081531083,127473.6330607362,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,16,1,2036-10-07,Inflation,142047.7720,EUR,0.0142443448,0.9972222222,2035-10-08,2036-10-07,0.0000,2036-07-07,0.0142443448,10000000.0000,1.0170286806,144466.6581185518,0.9081531083,131197.8446220177,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,17,1,2037-10-07,Inflation,146772.1702,EUR,0.0146772170,1.0000000000,2036-10-07,2037-10-07,0.0000,2037-07-07,0.0146772170,10000000.0000,1.0148480773,148951.4547722378,0.9081531083,135270.7266433405,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,18,1,2038-10-07,Inflation,151100.8923,EUR,0.0151100892,1.0000000000,2037-10-07,2038-10-07,0.0000,2038-07-07,0.0151100892,10000000.0000,1.0126721495,153015.6653449700,0.9081531083,138961.6521079201,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,19,1,2039-10-07,Inflation,155429.6143,EUR,0.0155429614,1.0000000000,2038-10-07,2039-10-07,0.0000,2039-07-07,0.0155429614,10000000.0000,1.0105008870,157061.7630838167,0.9081531083,142636.1283461057,GBP,#N/A,#N/A,#N/A,#N/A
trade_03,Swap,20,1,2040-10-08,Inflation,160214.0019,EUR,0.0159770196,1.0027777778,2039-10-07,2040-10-08,0.0000,2040-07-08,0.0159770196,10000000.0000,1.0083224209,161547.3702527614,0.9081531083,146709.7464393801,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,1,0,2021-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2020-10-07,2021-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9990019881,-313247.0633831401,1.0000000000,-313247.0633831401,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,2,0,2022-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2021-10-07,2022-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9985130000,-313093.7362912605,1.0000000000,-313093.7362912605,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,3,0,2023-10-09,Interest,-315302.0000,GBP,0.0313560000,1.0055555556,2022-10-07,2023-10-09,0.0000,#N/A,#N/A,10000000.0000,0.9962074684,-314106.2072019999,1.0000000000,-314106.2072019999,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,4,0,2024-10-07,Interest,-311818.0000,GBP,0.0313560000,0.9944444444,2023-10-09,2024-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9935278446,-309799.8654596716,1.0000000000,-309799.8654596716,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,5,0,2025-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2024-10-07,2025-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9901139756,-310460.1381915881,1.0000000000,-310460.1381915881,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,6,0,2026-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2025-10-07,2026-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9857221219,-309083.0285322477,1.0000000000,-309083.0285322477,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,7,0,2027-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2026-10-07,2027-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9786634198,-306869.7019048923,1.0000000000,-306869.7019048923,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,8,0,2028-10-09,Interest,-315302.0000,GBP,0.0313560000,1.0055555556,2027-10-07,2028-10-09,0.0000,#N/A,#N/A,10000000.0000,0.9723240663,-306575.7227405036,1.0000000000,-306575.7227405036,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,9,0,2029-10-08,Interest,-312689.0000,GBP,0.0313560000,0.9972222222,2028-10-09,2029-10-08,0.0000,#N/A,#N/A,10000000.0000,0.9650151852,-301749.6332486437,1.0000000000,-301749.6332486437,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,10,0,2030-10-07,Interest,-312689.0000,GBP,0.0313560000,0.9972222222,2029-10-08,2030-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9579013674,-299525.2206627571,1.0000000000,-299525.2206627571,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,11,0,2031-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2030-10-07,2031-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9500937988,-297911.4115664723,1.0000000000,-297911.4115664723,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,12,0,2032-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2031-10-07,2032-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9423287382,-295476.5991406509,1.0000000000,-295476.5991406509,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,13,0,2033-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2032-10-07,2033-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9353125759,-293276.6113067573,1.0000000000,-293276.6113067573,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,14,0,2034-10-09,Interest,-315302.0000,GBP,0.0313560000,1.0055555556,2033-10-07,2034-10-09,0.0000,#N/A,#N/A,10000000.0000,0.9283106376,-292698.2006624905,1.0000000000,-292698.2006624905,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,15,0,2035-10-08,Interest,-312689.0000,GBP,0.0313560000,0.9972222222,2034-10-09,2035-10-08,0.0000,#N/A,#N/A,10000000.0000,0.9214177139,-288117.1835321872,1.0000000000,-288117.1835321872,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,16,0,2036-10-07,Interest,-312689.0000,GBP,0.0313560000,0.9972222222,2035-10-08,2036-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9164003353,-286548.3044493600,1.0000000000,-286548.3044493600,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,17,0,2037-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2036-10-07,2037-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9114102778,-285781.8067062691,1.0000000000,-285781.8067062691,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,18,0,2038-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2037-10-07,2038-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9064473925,-284225.6444069665,1.0000000000,-284225.6444069665,GBP,#N/A,#N/A,#N/A,#N/A
trade_04,Swap,19,0,2039-10-07,Interest,-313560.0000,GBP,0.0313560000,1.0000000000,2038-10-07,2039-10-07,0.0000,#N/A,#N/A,10000000.0000,0.9015115316,-282677.9558489761,1.0000000000,-282677.9558489761,GBP,#N/A,#N/A,#N/A,#N/A
