#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma
FXNDF,false,DiscountCurve/GBP/4/3Y,0.000100,,0.000000,USD,227458.84,-2.27,0.00
FXNDF,false,DiscountCurve/GBP/5/5Y,0.000100,,0.000000,USD,227458.84,-684.46,0.34
FXNDF,false,DiscountCurve/USD/6/3Y,0.000100,,0.000000,USD,227458.84,2.27,0.00
FXNDF,false,DiscountCurve/USD/7/5Y,0.000100,,0.000000,USD,227458.84,570.38,-0.29
FXNDF,false,FXSpot/GBPUSD/0/spot,0.013946,,0.000000,USD,227458.84,13722.95,0.00
FXNDF_SWAP,false,DiscountCurve/GBP/4/3Y,0.000100,,0.000000,USD,227458.84,-2.27,0.00
FXNDF_SWAP,false,DiscountCurve/GBP/5/5Y,0.000100,,0.000000,USD,227458.84,-684.46,0.34
FXNDF_SWAP,false,DiscountCurve/USD/6/3Y,0.000100,,0.000000,USD,227458.84,2.27,0.00
FXNDF_SWAP,false,DiscountCurve/USD/7/5Y,0.000100,,0.000000,USD,227458.84,570.38,-0.29
FXNDF_SWAP,false,FXSpot/GBPUSD/0/spot,0.013946,,0.000000,USD,227458.84,13722.95,0.00
