#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,30137.63,44845.57,21156.84,-4643.96,22905.24,-5024.49,24036.53,-5271.84,-3403.38,0.00,0.00,0.00,0.00,0.00,-326723.31,30137.63,44845.57,Marginal,751639.80,1201507.37
Swap_1,CPTY_A,99404.72,178855.67,85051.53,-15286.12,90802.12,-16572.48,94476.30,-17401.34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26617.38,15827.59,Marginal,861476.01,866779.43
Swap_3,CPTY_A,70269.23,87535.55,41579.91,-11096.38,44487.50,-11713.58,46328.88,-12102.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3037.27,10758.01,Marginal,1817831.45,1848637.85
Swap_2,CPTY_A,60596.84,100104.42,47200.15,-9491.08,51160.89,-10101.71,53704.78,-10490.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,482.99,18259.97,Marginal,1457674.53,1490108.54
