#Date,Scenario,Numeraire,DiscountCurve/USD/0,DiscountCurve/USD/1,DiscountCurve/USD/2,DiscountCurve/USD/3,DiscountCurve/USD/4,DiscountCurve/USD/5,DiscountCurve/USD/6,DiscountCurve/USD/7,DiscountCurve/USD/8,DiscountCurve/USD/9,DiscountCurve/USD/10,DiscountCurve/USD/11,IndexCurve/USD-FedFunds/0,IndexCurve/USD-FedFunds/1,IndexCurve/USD-FedFunds/2,IndexCurve/USD-FedFunds/3,IndexCurve/USD-FedFunds/4,IndexCurve/USD-FedFunds/5,IndexCurve/USD-FedFunds/6,IndexCurve/USD-FedFunds/7,IndexCurve/USD-FedFunds/8,IndexCurve/USD-FedFunds/9,IndexCurve/USD-FedFunds/10,IndexCurve/USD-FedFunds/11
2023-01-31,1,1.00000000,0.99822384,0.99644370,0.98851579,0.97621966,0.95310996,0.91978481,0.89394217,0.84523188,0.72862080,0.62165405,0.53564085,0.42597493,0.99822384,0.99644370,0.98851579,0.97621966,0.95310996,0.91978481,0.89394217,0.84523188,0.72862080,0.62165405,0.53564085,0.42597493
