#Sample,Regressor_0_USD,Regressor_1_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
55,0.584801,0.025124,294570.885287,0.000000,653182.958470,686717.490665,300532.337290,705967.607295
56,0.584870,0.005101,422201.531802,0.000000,653182.958470,686717.490665,-57961.413419,705967.607295
57,0.589401,0.034054,227870.800835,605125.894510,653182.958470,686717.490665,-92191.019964,705967.607295
58,0.590751,-0.001481,464597.172755,605482.680722,653182.958470,686717.490665,-289966.200040,705967.607295
59,0.591645,0.002797,444381.434289,0.000000,653182.958470,686717.490665,59249.820362,705967.607295
60,0.592717,0.038217,192830.373085,0.000000,653182.958470,686717.490665,-24571.042584,705967.607295
61,0.596648,0.031849,267015.611486,0.000000,653182.958470,686717.490665,-122893.105757,705967.607295
62,0.597557,0.008593,422628.170107,0.000000,653182.958470,686717.490665,-198679.209755,705967.607295
63,0.597773,0.013202,397309.759117,607350.186817,653182.958470,686717.490665,213260.975460,705967.607295
64,0.598076,0.031277,275216.161151,0.000000,653182.958470,686717.490665,-128040.179493,705967.607295
65,0.600050,0.017317,376822.508737,0.000000,653182.958470,686717.490665,53735.514753,705967.607295
66,0.600983,0.016308,384449.346321,0.000000,653182.958470,686717.490665,-250478.494504,705967.607295
67,0.601817,0.023107,343280.759672,608434.405248,653182.958470,686717.490665,117066.607200,705967.607295
68,0.602491,0.034882,254874.900141,608615.787830,653182.958470,686717.490665,96829.547768,705967.607295
69,0.603479,-0.015256,543205.319406,0.000000,653182.958470,686717.490665,-375836.669140,705967.607295
70,0.605302,0.016044,393131.744483,0.000000,653182.958470,686717.490665,-308859.272828,705967.607295
71,0.606076,0.017584,385380.190625,0.000000,653182.958470,686717.490665,77790.318226,705967.607295
72,0.609404,0.020761,371875.926252,0.000000,653182.958470,686717.490665,-159452.503483,705967.607295
73,0.610284,0.040378,223351.486515,0.000000,653182.958470,686717.490665,232242.140135,705967.607295
74,0.611467,0.013263,418528.330082,0.000000,653182.958470,686717.490665,-379240.087106,705967.607295
75,0.611877,-0.002320,496807.660614,0.000000,653182.958470,686717.490665,122856.967652,705967.607295
76,0.613774,0.013153,422647.836254,0.000000,653182.958470,686717.490665,167265.060266,705967.607295
77,0.617023,0.030102,324726.968183,0.000000,653182.958470,686717.490665,-16678.013131,705967.607295
78,0.618571,0.024091,367244.169698,0.000000,653182.958470,686717.490665,-137457.493255,705967.607295
79,0.619944,0.005208,472038.692549,0.000000,653182.958470,686717.490665,-119702.412338,705967.607295
80,0.621992,0.013854,431264.139805,613938.973106,653182.958470,686717.490665,-21938.615866,705967.607295
81,0.622644,0.019275,402598.415523,0.000000,653182.958470,686717.490665,-229363.764061,705967.607295
82,0.623766,0.030169,337347.475489,0.000000,653182.958470,686717.490665,52771.063860,705967.607295
83,0.625044,0.042591,242375.777015,0.000000,653182.958470,686717.490665,-124640.265211,705967.607295
84,0.625147,-0.007161,534755.049108,614814.237252,653182.958470,686717.490665,152663.564838,705967.607295
85,0.625164,0.017167,418263.229177,0.000000,653182.958470,686717.490665,-194330.989388,705967.607295
86,0.626169,0.012583,444024.890839,0.000000,653182.958470,686717.490665,-515419.338150,705967.607295
87,0.626717,-0.014439,566742.672317,0.000000,653182.958470,686717.490665,-99740.203884,705967.607295
88,0.628514,0.008043,469990.133713,0.000000,653182.958470,686717.490665,374438.384261,705967.607295
89,0.630100,0.005508,484250.520904,616196.459350,653182.958470,686717.490665,-53532.133314,705967.607295
90,0.630713,0.039360,284215.971923,0.000000,653182.958470,686717.490665,-21308.991432,705967.607295
91,0.630965,0.019754,413024.646820,0.000000,653182.958470,686717.490665,17839.709622,705967.607295
92,0.632674,0.002531,501390.853900,0.000000,653182.958470,686717.490665,164162.962869,705967.607295
93,0.634865,0.020032,417524.789147,0.000000,653182.958470,686717.490665,321332.400959,705967.607295
94,0.635024,-0.007961,549820.878340,0.000000,653182.958470,686717.490665,-424792.997292,705967.607295
95,0.636040,0.009087,475177.786759,0.000000,653182.958470,686717.490665,346376.287453,705967.607295
96,0.637288,0.001582,511520.118961,618219.733610,653182.958470,686717.490665,-37145.071449,705967.607295
97,0.638293,-0.017057,589928.115378,0.000000,653182.958470,686717.490665,-43701.783397,705967.607295
98,0.638353,-0.008724,556829.343522,0.000000,653182.958470,686717.490665,-100888.385016,705967.607295
99,0.638917,0.036727,321456.621863,0.000000,653182.958470,686717.490665,131560.901011,705967.607295
100,0.639725,0.020025,424971.862715,0.000000,653182.958470,686717.490665,-236607.183894,705967.607295
101,0.641146,0.010728,474196.797923,0.000000,653182.958470,686717.490665,-292121.945481,705967.607295
102,0.641256,0.026627,390432.057269,0.000000,653182.958470,686717.490665,510784.132156,705967.607295
103,0.641516,-0.010955,569479.336399,0.000000,653182.958470,686717.490665,-34829.106058,705967.607295
104,0.641824,0.031736,360342.040962,619506.998109,653182.958470,686717.490665,500489.671264,705967.607295
105,0.644774,0.021947,422275.255260,0.000000,653182.958470,686717.490665,245387.328924,705967.607295
106,0.645056,0.010465,480716.524939,0.000000,653182.958470,686717.490665,435800.087216,705967.607295
107,0.645360,0.027153,394089.959260,0.000000,653182.958470,686717.490665,196739.973390,705967.607295
108,0.649642,0.012334,477960.933308,0.000000,653182.958470,686717.490665,82235.300947,705967.607295
109,0.650522,-0.019395,611882.238085,0.000000,653182.958470,686717.490665,-75275.779502,705967.607295
110,0.651186,-0.002561,546275.631680,0.000000,653182.958470,686717.490665,391564.188411,705967.607295
111,0.653196,0.018021,455036.654004,0.000000,653182.958470,686717.490665,159391.256434,705967.607295
112,0.653654,0.007317,506456.752700,0.000000,653182.958470,686717.490665,203822.317411,705967.607295
113,0.653675,0.022091,434850.565629,0.000000,653182.958470,686717.490665,-592241.886075,705967.607295
114,0.654546,0.030854,387578.520831,0.000000,653182.958470,686717.490665,-262367.149982,705967.607295
115,0.656008,0.023311,431883.944421,0.000000,653182.958470,686717.490665,-35859.752856,705967.607295
116,0.656114,0.007239,509918.894177,0.000000,653182.958470,686717.490665,342053.515820,705967.607295
117,0.656892,0.039014,340566.246615,0.000000,653182.958470,686717.490665,80334.394194,705967.607295
118,0.657653,0.005135,521149.404758,0.000000,653182.958470,686717.490665,-11774.652861,705967.607295
119,0.658389,0.014349,480091.855837,624279.375173,653182.958470,686717.490665,-18843.456085,705967.607295
120,0.658456,0.020384,450586.571408,0.000000,653182.958470,686717.490665,21112.537417,705967.607295
121,0.658573,0.001243,539022.511570,0.000000,653182.958470,686717.490665,-223430.068226,705967.607295
122,0.660222,0.004761,525931.813457,0.000000,653182.958470,686717.490665,-28195.350425,705967.607295
123,0.661262,0.041063,335031.520734,0.000000,653182.958470,686717.490665,-363566.264274,705967.607295
124,0.661531,0.030997,398165.611538,0.000000,653182.958470,686717.490665,13619.524165,705967.607295
125,0.662039,0.024946,432212.168198,0.000000,653182.958470,686717.490665,123827.201799,705967.607295
126,0.663400,0.033981,383820.927606,0.000000,653182.958470,686717.490665,103012.972346,705967.607295
127,0.664623,0.042504,331642.869004,626103.860370,653182.958470,686717.490665,224496.975963,705967.607295
128,0.664835,-0.006016,575952.649020,626166.325802,653182.958470,686717.490665,614136.060588,705967.607295
129,0.666194,0.036115,375721.462453,626566.210946,653182.958470,686717.490665,-48049.904651,705967.607295
130,0.666441,0.019163,467821.574700,0.000000,653182.958470,686717.490665,153421.547351,705967.607295
131,0.667925,0.015928,485312.596604,0.000000,653182.958470,686717.490665,140719.458152,705967.607295
132,0.669777,0.039535,360775.661743,0.000000,653182.958470,686717.490665,-207780.787804,705967.607295
133,0.669830,-0.006138,581971.588939,0.000000,653182.958470,686717.490665,-138944.128893,705967.607295
134,0.670144,-0.002523,567976.436415,0.000000,653182.958470,686717.490665,-51323.451690,705967.607295
135,0.671578,0.048484,302703.377003,0.000000,653182.958470,686717.490665,-402103.269253,705967.607295
136,0.672945,0.008597,524824.646982,0.000000,653182.958470,686717.490665,-177132.036522,705967.607295
137,0.673747,0.031020,417284.014019,0.000000,653182.958470,686717.490665,108760.750359,705967.607295
138,0.673794,0.021141,468267.212840,0.000000,653182.958470,686717.490665,-131493.564555,705967.607295
139,0.674691,-0.004229,579847.735158,0.000000,653182.958470,686717.490665,-5540.949095,705967.607295
140,0.674918,0.029968,424768.177764,0.000000,653182.958470,686717.490665,-129530.217142,705967.607295
141,0.675998,0.025413,450122.003590,0.000000,653182.958470,686717.490665,68099.527523,705967.607295
142,0.676414,0.011434,516667.519730,0.000000,653182.958470,686717.490665,-388991.369333,705967.607295
143,0.676881,0.039492,373470.246107,629738.024091,653182.958470,686717.490665,352499.083144,705967.607295
144,0.677006,0.024755,454869.611266,0.000000,653182.958470,686717.490665,20478.540684,705967.607295
145,0.680475,0.021923,473590.722849,0.000000,653182.958470,686717.490665,169853.620539,705967.607295
146,0.681394,0.020033,483836.220177,0.000000,653182.958470,686717.490665,-204947.648988,705967.607295
147,0.681615,0.012623,517879.006583,0.000000,653182.958470,686717.490665,-120581.655579,705967.607295
148,0.682367,0.013022,517057.586325,0.000000,653182.958470,686717.490665,129436.692416,705967.607295
149,0.682944,0.009225,534243.759398,0.000000,653182.958470,686717.490665,405506.714305,705967.607295
150,0.684429,0.037876,395668.569439,0.000000,653182.958470,686717.490665,-229.481169,705967.607295
151,0.684986,0.008291,540650.297179,0.000000,653182.958470,686717.490665,48097.102773,705967.607295
152,0.688169,0.029046,449068.538639,0.000000,653182.958470,686717.490665,285696.231712,705967.607295
153,0.690123,0.052029,315074.322654,0.000000,653182.958470,686717.490665,66428.338065,705967.607295
154,0.691604,0.043003,377320.014854,0.000000,653182.958470,686717.490665,177608.799519,705967.607295
155,0.691745,0.008593,547366.012774,0.000000,653182.958470,686717.490665,-188218.583165,705967.607295
156,0.691870,0.023175,482922.642115,0.000000,653182.958470,686717.490665,-90677.101266,705967.607295
157,0.691899,0.030973,444587.193130,634274.125556,653182.958470,686717.490665,521579.152154,705967.607295
158,0.692548,0.015316,519570.687274,0.000000,653182.958470,686717.490665,158950.980238,705967.607295
159,0.692753,0.038218,407048.071599,0.000000,653182.958470,686717.490665,-263793.978264,705967.607295
160,0.693629,0.010890,539949.131497,0.000000,653182.958470,686717.490665,-105731.629999,705967.607295
161,0.693819,0.051834,323898.277145,0.000000,653182.958470,686717.490665,-28747.421999,705967.607295
162,0.693869,0.013563,528823.578772,0.000000,653182.958470,686717.490665,71147.230352,705967.607295
163,0.694610,0.035729,423595.360598,0.000000,653182.958470,686717.490665,-657120.938606,705967.607295
164,0.694760,0.005974,561636.147995,0.000000,653182.958470,686717.490665,88210.101038,705967.607295
165,0.696877,0.007290,558700.754946,0.000000,653182.958470,686717.490665,44622.622861,705967.607295
166,0.698764,0.013900,533292.440509,0.000000,653182.958470,686717.490665,227282.605253,705967.607295
167,0.699839,0.035699,431609.154712,0.000000,653182.958470,686717.490665,-12436.914083,705967.607295
168,0.700562,0.045596,376883.589069,0.000000,653182.958470,686717.490665,-134122.788688,705967.607295
169,0.701191,0.026744,478429.521918,0.000000,653182.958470,686717.490665,-18134.121863,705967.607295
170,0.703452,0.004916,575699.050883,0.000000,653182.958470,686717.490665,39826.638445,705967.607295
171,0.705716,0.018198,523180.485161,0.000000,653182.958470,686717.490665,88419.393044,705967.607295
172,0.706390,0.013430,544374.320804,0.000000,653182.958470,686717.490665,-316719.942427,705967.607295
173,0.706617,0.025229,492730.400902,0.000000,653182.958470,686717.490665,334268.276261,705967.607295
174,0.707647,-0.001152,603750.955846,0.000000,653182.958470,686717.490665,88867.938761,705967.607295
175,0.708345,0.020166,517792.503644,0.000000,653182.958470,686717.490665,-43200.152437,705967.607295
176,0.708490,0.039869,422333.948314,0.000000,653182.958470,686717.490665,-184376.499270,705967.607295
177,0.709021,0.005950,577811.295775,0.000000,653182.958470,686717.490665,-302614.082191,705967.607295
178,0.709269,0.011518,555672.116308,0.000000,653182.958470,686717.490665,173428.055456,705967.607295
179,0.709965,-0.007054,628039.343627,0.000000,653182.958470,686717.490665,-115868.769295,705967.607295
180,0.710929,0.027624,487226.113105,0.000000,653182.958470,686717.490665,430468.729195,705967.607295
181,0.711385,0.019047,526423.198881,640297.771534,653182.958470,686717.490665,-136125.921652,705967.607295
182,0.711797,-0.004920,622129.502485,0.000000,653182.958470,686717.490665,108629.767923,705967.607295
183,0.712943,0.026539,494904.315508,0.000000,653182.958470,686717.490665,-129211.628346,705967.607295
184,0.713272,0.036969,444684.449131,0.000000,653182.958470,686717.490665,-241290.994594,705967.607295
185,0.713739,0.041863,419534.809140,641035.837915,653182.958470,686717.490665,179929.942744,705967.607295
186,0.713740,0.013143,554163.782725,0.000000,653182.958470,686717.490665,-82357.713143,705967.607295
187,0.713759,0.029553,481894.938857,0.000000,653182.958470,686717.490665,-63252.025203,705967.607295
188,0.713866,0.025105,502651.264410,641075.985857,653182.958470,686717.490665,-66592.446529,705967.607295
189,0.714849,0.019593,528279.691655,0.000000,653182.958470,686717.490665,152411.358430,705967.607295
190,0.715446,0.009128,572373.231821,641572.638372,653182.958470,686717.490665,89319.604944,705967.607295
191,0.716592,0.022003,519921.467799,0.000000,653182.958470,686717.490665,338906.846656,705967.607295
192,0.717594,-0.001655,616107.989555,0.000000,653182.958470,686717.490665,-153091.975202,705967.607295
193,0.717632,-0.007383,637008.822894,0.000000,653182.958470,686717.490665,-210214.370026,705967.607295
194,0.718468,0.005539,589813.145108,0.000000,653182.958470,686717.490665,535401.998555,705967.607295
195,0.718521,0.030869,482007.154054,0.000000,653182.958470,686717.490665,-128036.972316,705967.607295
196,0.718666,0.015308,550947.493026,0.000000,653182.958470,686717.490665,-269447.183287,705967.607295
197,0.718897,0.028831,492053.651309,0.000000,653182.958470,686717.490665,139313.680872,705967.607295
198,0.719613,0.021348,526489.877063,0.000000,653182.958470,686717.490665,-25416.859921,705967.607295
199,0.719663,0.030040,487422.110839,642903.893758,653182.958470,686717.490665,-129270.006160,705967.607295
200,0.720147,0.011017,570115.426182,0.000000,653182.958470,686717.490665,-88847.281622,705967.607295
201,0.720258,-0.005243,631971.787254,0.000000,653182.958470,686717.490665,-93134.254447,705967.607295
202,0.720397,0.045113,411982.590439,643136.298354,653182.958470,686717.490665,37761.317242,705967.607295
203,0.720641,-0.005871,634621.857160,0.000000,653182.958470,686717.490665,149103.545142,705967.607295
204,0.720862,0.017056,546245.511751,0.000000,653182.958470,686717.490665,-2563.610727,705967.607295
205,0.721011,-0.006638,637747.176712,0.000000,653182.958470,686717.490665,-257867.366890,705967.607295
206,0.721581,0.008819,580435.132935,643511.732764,653182.958470,686717.490665,274677.870778,705967.607295
207,0.722510,0.003918,600389.405920,0.000000,653182.958470,686717.490665,-27783.173767,705967.607295
208,0.722544,0.010730,573950.814342,0.000000,653182.958470,686717.490665,-96657.687879,705967.607295
209,0.723280,0.005320,595867.112722,0.000000,653182.958470,686717.490665,280355.892283,705967.607295
210,0.723761,0.004786,598426.968065,0.000000,653182.958470,686717.490665,-433755.446046,705967.607295
211,0.723802,-0.007370,643157.063885,0.000000,653182.958470,686717.490665,105151.739136,705967.607295
212,0.726199,0.014530,562825.113654,0.000000,653182.958470,686717.490665,72041.112329,705967.607295
213,0.727022,0.008541,587506.066343,0.000000,653182.958470,686717.490665,236398.055057,705967.607295
214,0.727336,0.015147,561620.006552,0.000000,653182.958470,686717.490665,-141628.063878,705967.607295
215,0.727543,0.008431,588501.568705,0.000000,653182.958470,686717.490665,163974.385482,705967.607295
216,0.727726,0.063029,312042.504385,0.000000,653182.958470,686717.490665,309730.572162,705967.607295
217,0.728630,0.008877,587958.055734,0.000000,653182.958470,686717.490665,9007.550546,705967.607295
218,0.729809,0.018060,552535.211357,0.000000,653182.958470,686717.490665,286121.146510,705967.607295
219,0.730060,0.031450,494473.933105,0.000000,653182.958470,686717.490665,160612.525875,705967.607295
220,0.730872,0.034116,483091.436632,0.000000,653182.958470,686717.490665,108031.987942,705967.607295
221,0.731569,0.003410,611902.301456,0.000000,653182.958470,686717.490665,-334671.089345,705967.607295
222,0.734271,0.016770,562953.017707,647571.147778,653182.958470,686717.490665,-219575.478917,705967.607295
223,0.735355,0.018713,556273.409075,0.000000,653182.958470,686717.490665,126144.967567,705967.607295
224,0.736796,0.021406,546808.970665,0.000000,653182.958470,686717.490665,-72209.446593,705967.607295
225,0.737305,-0.012204,673097.000797,0.000000,653182.958470,686717.490665,-176714.475877,705967.607295
226,0.737546,0.012990,581700.365895,0.000000,653182.958470,686717.490665,175303.643575,705967.607295
227,0.737832,-0.000005,630916.136593,0.000000,653182.958470,686717.490665,-187118.962948,705967.607295
228,0.738383,0.001877,624638.308269,0.000000,653182.958470,686717.490665,15119.888129,705967.607295
229,0.738523,0.021235,549543.479211,0.000000,653182.958470,686717.490665,392397.676728,705967.607295
230,0.739315,0.002706,622567.125927,0.000000,653182.958470,686717.490665,-145724.823537,705967.607295
231,0.739502,0.066232,312852.883387,649263.776010,653182.958470,686717.490665,49988.798477,705967.607295
232,0.740047,0.017341,567211.531495,0.000000,653182.958470,686717.490665,-11492.690017,705967.607295
233,0.740597,0.024384,538783.433795,0.000000,653182.958470,686717.490665,-84365.675470,705967.607295
234,0.740626,0.053012,399574.229156,0.000000,653182.958470,686717.490665,98361.949468,705967.607295
235,0.741867,0.040554,467029.445000,0.000000,653182.958470,686717.490665,-198721.104268,705967.607295
236,0.741927,0.034335,496569.474087,0.000000,653182.958470,686717.490665,159625.827220,705967.607295
237,0.742207,0.010742,595501.940658,0.000000,653182.958470,686717.490665,81735.435419,705967.607295
238,0.742685,-0.014163,684772.677357,0.000000,653182.958470,686717.490665,251711.297809,705967.607295
239,0.743189,0.008116,606522.293693,0.000000,653182.958470,686717.490665,-111916.453698,705967.607295
240,0.743218,0.018955,564302.904077,0.000000,653182.958470,686717.490665,430658.792189,705967.607295
241,0.745746,0.018852,567585.556950,0.000000,653182.958470,686717.490665,-85251.109386,705967.607295
242,0.746069,0.015836,579944.851317,0.000000,653182.958470,686717.490665,-208397.893880,705967.607295
243,0.746411,0.034931,499617.595145,0.000000,653182.958470,686717.490665,87012.442883,705967.607295
244,0.748472,-0.014462,691165.474517,0.000000,653182.958470,686717.490665,81219.770351,705967.607295
245,0.748578,0.022313,556773.319155,0.000000,653182.958470,686717.490665,189893.695592,705967.607295
246,0.749535,0.043036,465442.869792,0.000000,653182.958470,686717.490665,-296389.075217,705967.607295
247,0.749686,0.008591,611598.139309,0.000000,653182.958470,686717.490665,-36277.883926,705967.607295
248,0.750861,0.033278,512717.906758,0.000000,653182.958470,686717.490665,-164150.758987,705967.607295
249,0.752376,0.026748,542798.945545,653476.733831,653182.958470,686717.490665,430116.851650,705967.607295
250,0.753603,0.048888,441763.308840,0.000000,653182.958470,686717.490665,123078.952337,705967.607295
251,0.753624,0.024746,552605.470952,0.000000,653182.958470,686717.490665,37108.206147,705967.607295
252,0.753725,0.020218,571111.446672,0.000000,653182.958470,686717.490665,-40630.548040,705967.607295
253,0.754624,0.020286,571853.190497,0.000000,653182.958470,686717.490665,122763.830446,705967.607295
254,0.754999,0.041598,479813.646495,654343.468175,653182.958470,686717.490665,110806.732345,705967.607295
255,0.755094,0.010599,609779.274155,0.000000,653182.958470,686717.490665,-121957.180348,705967.607295
256,0.755360,0.032768,520565.307262,654462.951799,653182.958470,686717.490665,-320784.989776,705967.607295
257,0.756603,0.026681,548056.153313,0.000000,653182.958470,686717.490665,-54654.964726,705967.607295
258,0.756841,0.023780,560279.144991,0.000000,653182.958470,686717.490665,71334.035677,705967.607295
259,0.757669,-0.004173,665254.039964,0.000000,653182.958470,686717.490665,43500.020131,705967.607295
260,0.758117,0.036511,507391.177389,0.000000,653182.958470,686717.490665,162073.225966,705967.607295
261,0.758151,0.020288,575789.082286,655388.548572,653182.958470,686717.490665,-339305.182486,705967.607295
262,0.758664,0.023886,561933.824896,0.000000,653182.958470,686717.490665,-192127.761731,705967.607295
263,0.759650,0.010915,613386.526972,0.000000,653182.958470,686717.490665,-104491.405363,705967.607295
264,0.759917,0.011769,610478.931494,655975.804894,653182.958470,686717.490665,142829.272170,705967.607295
265,0.760060,0.019383,581478.112366,0.000000,653182.958470,686717.490665,220883.668244,705967.607295
266,0.761288,0.020406,578815.704591,0.000000,653182.958470,686717.490665,-302486.002265,705967.607295
267,0.761461,0.001642,648763.179271,0.000000,653182.958470,686717.490665,280160.856466,705967.607295
268,0.761487,0.029532,541874.596362,0.000000,653182.958470,686717.490665,-467342.156359,705967.607295
269,0.761619,0.020562,578568.336441,0.000000,653182.958470,686717.490665,-223334.087548,705967.607295
270,0.762086,0.020689,578582.988313,656699.102169,653182.958470,686717.490665,14028.075453,705967.607295
271,0.762180,0.024102,565069.350122,0.000000,653182.958470,686717.490665,229655.740669,705967.607295
272,0.762288,0.012959,608523.802290,656766.498685,653182.958470,686717.490665,221245.910029,705967.607295
273,0.763000,0.019013,586160.612887,0.000000,653182.958470,686717.490665,359691.851000,705967.607295
274,0.763206,0.028790,547011.970313,657073.217029,653182.958470,686717.490665,343028.973131,705967.607295
275,0.763227,0.021831,575336.179130,0.000000,653182.958470,686717.490665,-269947.535465,705967.607295
276,0.763419,0.004317,641246.876654,0.000000,653182.958470,686717.490665,-169936.732002,705967.607295
277,0.763914,0.034030,525564.283402,0.000000,653182.958470,686717.490665,252865.875183,705967.607295
278,0.764437,-0.012216,698547.659195,0.000000,653182.958470,686717.490665,-57695.464706,705967.607295
279,0.764979,0.014437,605815.899004,0.000000,653182.958470,686717.490665,-350220.368065,705967.607295
280,0.766675,0.005220,641296.221946,0.000000,653182.958470,686717.490665,354550.162699,705967.607295
281,0.766713,-0.012840,702667.914769,0.000000,653182.958470,686717.490665,519560.658249,705967.607295
282,0.768184,0.041406,498030.414358,0.000000,653182.958470,686717.490665,80513.264253,705967.607295
283,0.768514,0.036608,519962.506304,0.000000,653182.958470,686717.490665,118156.150751,705967.607295
284,0.769784,-0.009861,695766.116725,0.000000,653182.958470,686717.490665,312202.488989,705967.607295
285,0.770986,0.024547,573224.374511,659685.977013,653182.958470,686717.490665,80769.058918,705967.607295
286,0.771111,0.020772,588195.056924,0.000000,653182.958470,686717.490665,-79719.812790,705967.607295
287,0.771705,0.040999,504397.347579,0.000000,653182.958470,686717.490665,-92138.639163,705967.607295
288,0.772737,0.023788,578183.041757,0.000000,653182.958470,686717.490665,-196928.757736,705967.607295
