#TradeId,NettingSetId,CounterpartyId,Period,Date,Currency,Time,EE,ECE,PE (Quantile 0.90),DeltaCVA,CVA,DeltaDVA,DVA,EEE,Max[NPV],Min[NPV],Discount,CVA2,DVA2,BCVA,PDLGD_US,PDLGD_THEM,SP_US,SP_THEM
627291AI,CUST_A,CUST_A,201,20321201,EUR,16.751366,58640.003906,44675.960938,106371.000000,20.840212,17513.404297,0.000000,0.000000,312164.718750,91598.039062,-2642600.250000,0.853488,0.000000,0.000000,0.000000,0.000000,0.000416,0.000000,0.845765
627291AI,CUST_A,CUST_A,202,20330103,EUR,16.841545,58823.007812,45109.125000,106529.000000,22.923481,17536.328125,0.000000,0.000000,312164.718750,91636.382812,-2669770.750000,0.852368,0.000000,0.000000,0.000000,0.000000,0.000457,0.000000,0.845003
627291AI,CUST_A,CUST_A,203,20330201,EUR,16.920998,34080.250000,39183.031250,68129.000000,11.681620,17548.009766,0.000000,0.000000,312164.718750,58709.875000,-2134087.500000,0.851386,0.000000,0.000000,0.000000,0.000000,0.000403,0.000000,0.844332
627291AI,CUST_A,CUST_A,204,20330301,EUR,16.997709,34235.039062,39074.667969,68180.000000,11.319826,17559.330078,0.000000,0.000000,312164.718750,58771.218750,-2160320.000000,0.850438,0.000000,0.000000,0.000000,0.000000,0.000389,0.000000,0.843684
627291AI,CUST_A,CUST_A,205,20330401,EUR,17.082642,34311.292969,39358.007812,68230.000000,12.520105,17571.849609,0.000000,0.000000,312164.718750,58750.539062,-2124174.000000,0.849389,0.000000,0.000000,0.000000,0.000000,0.000430,0.000000,0.842968
627291AI,CUST_A,CUST_A,206,20330502,EUR,17.167572,48145.546875,27956.925781,80420.000000,17.546556,17589.396484,0.000000,0.000000,312164.718750,68665.734375,-2160951.000000,0.848343,0.000000,0.000000,0.000000,0.000000,0.000430,0.000000,0.842252
627291AI,CUST_A,CUST_A,207,20330601,EUR,17.249763,48329.089844,28135.433594,80532.000000,17.002747,17606.398438,0.000000,0.000000,312164.718750,68693.125000,-2332861.500000,0.847331,0.000000,0.000000,0.000000,0.000000,0.000415,0.000000,0.841560
627291AI,CUST_A,CUST_A,208,20330701,EUR,17.331957,48503.363281,28301.244141,80634.000000,17.019068,17623.417969,0.000000,0.000000,312164.718750,68699.179688,-2500877.250000,0.846320,0.000000,0.000000,0.000000,0.000000,0.000415,0.000000,0.840869
627291AI,CUST_A,CUST_A,209,20330801,EUR,17.416887,23407.207031,21669.912109,43126.000000,8.476140,17631.894531,0.000000,0.000000,312164.718750,36778.003906,-1755079.125000,0.845277,0.000000,0.000000,0.000000,0.000000,0.000428,0.000000,0.840155
627291AI,CUST_A,CUST_A,210,20330901,EUR,17.501820,23505.507812,21667.566406,43173.000000,8.489337,17640.382812,0.000000,0.000000,312164.718750,36795.136719,-1685313.375000,0.844235,0.000000,0.000000,0.000000,0.000000,0.000428,0.000000,0.839442
627291AI,CUST_A,CUST_A,211,20331003,EUR,17.589491,23595.501953,21513.664062,43185.000000,8.785546,17649.169922,0.000000,0.000000,312164.718750,36750.859375,-1732251.500000,0.843161,0.000000,0.000000,0.000000,0.000000,0.000442,0.000000,0.838706
627291AI,CUST_A,CUST_A,212,20331101,EUR,17.668941,23635.570312,21663.607422,43129.000000,7.954285,17657.123047,0.000000,0.000000,312164.718750,36667.226562,-1828150.625000,0.842189,0.000000,0.000000,0.000000,0.000000,0.000400,0.000000,0.838040
627291AI,CUST_A,CUST_A,213,20331201,EUR,17.751135,23672.242188,21664.476562,43137.000000,8.219967,17665.343750,0.000000,0.000000,312164.718750,36618.421875,-1764691.375000,0.841184,0.000000,0.000000,0.000000,0.000000,0.000413,0.000000,0.837352
627291AI,CUST_A,CUST_A,214,20340102,EUR,17.838806,23717.033203,21723.542969,43113.000000,8.774975,17674.119141,0.000000,0.000000,312164.718750,36555.039062,-1698212.375000,0.840114,0.000000,0.000000,0.000000,0.000000,0.000440,0.000000,0.836618
627291AI,CUST_A,CUST_A,215,20340201,EUR,17.920998,1956.104858,18226.507812,7281.000000,0.677566,17674.794922,0.000000,0.000000,312164.718750,7018.333008,-689846.562500,0.839112,0.000000,0.000000,0.000000,0.000000,0.000413,0.000000,0.835930
627291AI,CUST_A,CUST_A,216,20340301,EUR,17.997709,1969.797974,18137.710938,7312.000000,0.634990,17675.431641,0.000000,0.000000,312164.718750,7001.292480,-689174.250000,0.838177,0.000000,0.000000,0.000000,0.000000,0.000385,0.000000,0.835289
627291AI,CUST_A,CUST_A,217,20340403,EUR,18.088120,1991.114746,18124.705078,7362.000000,0.755023,17676.185547,0.000000,0.000000,312164.718750,7007.180176,-628790.375000,0.837078,0.000000,0.000000,0.000000,0.000000,0.000453,0.000000,0.834534
627291AI,CUST_A,CUST_A,218,20340502,EUR,18.167572,0.000000,0.000000,0.000000,0.000000,17676.185547,0.000000,0.000000,312164.718750,0.000000,0.000000,0.836112,0.000000,0.000000,0.000000,0.000000,0.000397,0.000000,0.833872
