#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.027284,262760.916022,114721.240643,88881.200774,105934.433100,136043.398935,125983.204074
1,-0.020322,222130.969983,114636.122071,88881.200774,105934.433100,-20696.757491,125983.204074
2,-0.016131,197634.243819,114584.884611,88881.200774,105934.433100,22048.335316,125983.204074
3,-0.015567,194333.879605,114577.987863,88881.200774,105934.433100,-171098.290232,125983.204074
4,-0.015048,191298.306486,114571.645971,88881.200774,105934.433100,-7965.784667,125983.204074
5,-0.011695,171657.670402,114530.653314,88881.200774,105934.433100,19514.278685,125983.204074
6,-0.011242,169001.628705,114525.115933,88881.200774,105934.433100,70495.124679,125983.204074
7,-0.010983,167480.730566,114521.945876,88881.200774,105934.433100,7475.106321,125983.204074
8,-0.010212,162960.329476,114512.527236,88881.200774,105934.433100,-115881.324663,125983.204074
9,-0.010068,162117.898296,114510.772541,88881.200774,105934.433100,-11865.867775,125983.204074
10,-0.009650,159660.335025,114505.654790,88881.200774,105934.433100,52859.743176,125983.204074
11,-0.009296,157582.120429,114501.328326,88881.200774,105934.433100,-48856.079349,125983.204074
12,-0.007999,149960.055424,114485.471673,88881.200774,105934.433100,16725.621508,125983.204074
13,-0.006051,138497.743811,114461.663549,88881.200774,105934.433100,71814.850132,125983.204074
14,-0.005364,134447.121939,114453.262680,88881.200774,105934.433100,-90164.248895,125983.204074
15,-0.004514,129434.949434,114442.878067,88881.200774,105934.433100,-4059.872102,125983.204074
16,-0.004056,126729.103218,114437.277131,88881.200774,105934.433100,-82688.850442,125983.204074
17,-0.002436,117147.614339,114417.477790,88881.200774,105934.433100,-19138.937438,125983.204074
18,-0.001153,109537.953985,114401.797057,88881.200774,105934.433100,23444.163602,125983.204074
19,-0.001131,109405.026799,114401.523541,88881.200774,105934.433100,-16555.142131,125983.204074
20,0.001652,92809.924992,114367.510710,88881.200774,105934.433100,-6928.331521,125983.204074
21,0.001961,90957.124186,114363.732910,88881.200774,105934.433100,72167.095550,125983.204074
22,0.002478,87857.236039,114357.423187,88881.200774,105934.433100,7346.134757,125983.204074
23,0.002484,87817.078235,114357.341541,88881.200774,105934.433100,28873.396508,125983.204074
24,0.002703,86499.724107,114354.664580,88881.200774,105934.433100,41990.764349,125983.204074
25,0.003141,83862.969437,114349.314985,88881.200774,105934.433100,-75891.384141,125983.204074
26,0.003242,83255.558213,114348.084321,88881.200774,105934.433100,-1691.163678,125983.204074
27,0.003282,83013.305424,114347.593680,88881.200774,105934.433100,-21009.592724,125983.204074
28,0.003908,79230.572042,114339.946663,88881.200774,105934.433100,39935.091898,125983.204074
29,0.004155,77728.875470,114336.918809,88881.200774,105934.433100,71296.871921,125983.204074
30,0.004285,76944.879937,114335.339964,88881.200774,105934.433100,20284.506638,125983.204074
31,0.004435,76033.476341,114333.506254,88881.200774,105934.433100,-18379.314894,125983.204074
32,0.006211,65159.032082,114311.794150,88881.200774,105934.433100,-39734.533053,125983.204074
33,0.009343,45366.202584,114273.527000,88881.200774,105934.433100,37361.101600,125983.204074
34,0.009736,42779.739630,114268.720794,88881.200774,105934.433100,147.379785,125983.204074
35,0.010471,37844.252892,114259.742795,88881.200774,105934.433100,-30682.248853,125983.204074
36,0.014849,0.000000,114206.243081,88881.200774,105934.433100,10936.388264,125983.204074
37,0.015288,0.000000,114200.874780,88881.200774,105934.433100,3360.249113,125983.204074
38,0.015393,0.000000,114199.587847,88881.200774,105934.433100,-14573.382751,125983.204074
39,0.015827,0.000000,114194.290310,88881.200774,105934.433100,-12157.805194,125983.204074
40,0.017518,0.000000,114173.633008,88881.200774,105934.433100,-2241.280475,125983.204074
41,0.017922,0.000000,114168.691054,88881.200774,105934.433100,-10179.651278,125983.204074
42,0.020408,0.000000,114138.314970,88881.200774,105934.433100,1096.339977,125983.204074
43,0.021799,0.000000,114121.315679,88881.200774,105934.433100,-4358.266523,125983.204074
44,0.021978,0.000000,114119.138857,88881.200774,105934.433100,15052.186061,125983.204074
45,0.022093,0.000000,114117.724564,88881.200774,105934.433100,6615.900242,125983.204074
46,0.023902,24040.002229,114095.623351,88881.200774,105934.433100,2995.504230,125983.204074
47,0.024601,29440.688809,114087.083325,88881.200774,105934.433100,-9060.213063,125983.204074
48,0.027691,50382.726209,114049.336308,88881.200774,105934.433100,-83.003132,125983.204074
49,0.033900,88577.910522,113973.484265,88881.200774,105934.433100,-371.338877,125983.204074
