#TimeStep,Date,DaysInPeriod,AverageDIM,AverageFLOW,NettingSet,Time
0,2016-02-19,14,96233.166351,0.000000,CPTY_A,0.038251
1,2016-03-04,14,95829.685812,0.000000,CPTY_A,0.076503
2,2016-03-18,14,96071.981495,0.000000,CPTY_A,0.114754
3,2016-04-01,14,95767.021977,0.000000,CPTY_A,0.153005
4,2016-04-15,14,96017.901995,0.000000,CPTY_A,0.191257
5,2016-04-29,14,95606.383704,0.000000,CPTY_A,0.229508
6,2016-05-13,14,95601.051870,0.000000,CPTY_A,0.267760
7,2016-05-27,14,95449.124231,0.000000,CPTY_A,0.306011
8,2016-06-10,14,95356.150134,0.000000,CPTY_A,0.344262
9,2016-06-24,14,95742.448001,0.000000,CPTY_A,0.382514
10,2016-07-08,14,95420.402784,0.000000,CPTY_A,0.420765
11,2016-07-22,14,95560.616508,0.000000,CPTY_A,0.459016
12,2016-08-05,14,95743.014136,0.000000,CPTY_A,0.497268
13,2016-08-19,14,95348.794475,0.000000,CPTY_A,0.535519
14,2016-09-02,14,95187.548502,0.000000,CPTY_A,0.573770
15,2016-09-16,14,94719.434181,0.000000,CPTY_A,0.612022
16,2016-09-30,14,94463.781807,0.000000,CPTY_A,0.650273
17,2016-10-14,14,94399.542921,0.000000,CPTY_A,0.688525
18,2016-10-28,17,94931.196290,0.000000,CPTY_A,0.726776
19,2016-11-14,11,94538.627078,0.000000,CPTY_A,0.773224
20,2016-11-25,14,94524.012960,0.000000,CPTY_A,0.803279
21,2016-12-09,14,94873.217050,0.000000,CPTY_A,0.841530
22,2016-12-23,14,94930.201393,0.000000,CPTY_A,0.879781
23,2017-01-06,14,95008.942700,0.000000,CPTY_A,0.918070
24,2017-01-20,14,94526.656678,0.000000,CPTY_A,0.956426
25,2017-02-03,14,95058.678124,0.000000,CPTY_A,0.994783
26,2017-02-17,14,95826.722235,0.000000,CPTY_A,1.033139
27,2017-03-03,14,95630.086285,0.000000,CPTY_A,1.071495
28,2017-03-17,14,95814.483140,0.000000,CPTY_A,1.109851
29,2017-03-31,18,95948.688104,0.000000,CPTY_A,1.148207
30,2017-04-18,10,95995.874164,0.000000,CPTY_A,1.197522
31,2017-04-28,14,96015.214524,0.000000,CPTY_A,1.224920
32,2017-05-12,14,95888.275079,0.000000,CPTY_A,1.263276
33,2017-05-26,14,96662.647830,0.000000,CPTY_A,1.301632
34,2017-06-09,14,96203.622967,0.000000,CPTY_A,1.339988
35,2017-06-23,14,96259.366951,0.000000,CPTY_A,1.378344
36,2017-07-07,14,95737.657341,0.000000,CPTY_A,1.416700
37,2017-07-21,14,95925.103529,0.000000,CPTY_A,1.455057
38,2017-08-04,14,96118.699035,0.000000,CPTY_A,1.493413
39,2017-08-18,14,96561.574838,0.000000,CPTY_A,1.531769
40,2017-09-01,14,96681.640247,0.000000,CPTY_A,1.570125
41,2017-09-15,14,96755.053541,0.000000,CPTY_A,1.608481
42,2017-09-29,14,96717.720698,0.000000,CPTY_A,1.646837
43,2017-10-13,14,96574.483007,0.000000,CPTY_A,1.685194
44,2017-10-27,17,96537.175734,0.000000,CPTY_A,1.723550
45,2017-11-13,11,96119.398719,0.000000,CPTY_A,1.770125
46,2017-11-24,14,95763.638991,0.000000,CPTY_A,1.800262
47,2017-12-08,14,96481.399475,0.000000,CPTY_A,1.838618
48,2017-12-22,14,96688.359081,0.000000,CPTY_A,1.876974
49,2018-01-05,14,96450.133306,0.000000,CPTY_A,1.915330
50,2018-01-19,14,95764.725001,0.000000,CPTY_A,1.953687
51,2018-02-02,14,96226.159288,0.000000,CPTY_A,1.992043
52,2018-02-16,14,96574.814065,0.000000,CPTY_A,2.030399
53,2018-03-02,14,97061.299873,0.000000,CPTY_A,2.068755
54,2018-03-16,18,97197.197450,0.000000,CPTY_A,2.107111
55,2018-04-03,10,97068.171014,0.000000,CPTY_A,2.156426
56,2018-04-13,14,96518.294547,0.000000,CPTY_A,2.183824
57,2018-04-27,14,96357.370465,0.000000,CPTY_A,2.222180
58,2018-05-11,14,95976.370270,0.000000,CPTY_A,2.260536
59,2018-05-25,14,95682.129513,0.000000,CPTY_A,2.298892
60,2018-06-08,14,95901.625399,0.000000,CPTY_A,2.337248
61,2018-06-22,14,95795.033441,0.000000,CPTY_A,2.375604
62,2018-07-06,14,96199.930463,0.000000,CPTY_A,2.413961
63,2018-07-20,14,95890.840890,0.000000,CPTY_A,2.452317
64,2018-08-03,14,95609.064182,0.000000,CPTY_A,2.490673
65,2018-08-17,14,95917.778387,0.000000,CPTY_A,2.529029
66,2018-08-31,14,96336.803441,0.000000,CPTY_A,2.567385
67,2018-09-14,14,96200.789076,0.000000,CPTY_A,2.605741
68,2018-09-28,14,95718.433201,0.000000,CPTY_A,2.644098
69,2018-10-12,14,96109.747937,0.000000,CPTY_A,2.682454
70,2018-10-26,14,96392.880383,0.000000,CPTY_A,2.720810
71,2018-11-09,14,96835.226209,0.000000,CPTY_A,2.759166
72,2018-11-23,14,96322.145808,0.000000,CPTY_A,2.797522
73,2018-12-07,14,96688.658355,0.000000,CPTY_A,2.835878
74,2018-12-21,14,97481.961754,0.000000,CPTY_A,2.874235
75,2019-01-04,14,97952.081369,0.000000,CPTY_A,2.912591
76,2019-01-18,14,99149.560991,0.000000,CPTY_A,2.950947
77,2019-02-01,14,99288.874375,0.000000,CPTY_A,2.989303
78,2019-02-15,14,100157.554687,0.000000,CPTY_A,3.027659
79,2019-03-01,14,100504.811221,0.000000,CPTY_A,3.066015
80,2019-03-15,14,100639.301585,0.000000,CPTY_A,3.104372
81,2019-03-29,14,101095.268805,0.000000,CPTY_A,3.142728
82,2019-04-12,14,101600.635094,0.000000,CPTY_A,3.181084
83,2019-04-26,14,101988.218736,0.000000,CPTY_A,3.219440
84,2019-05-10,14,102029.747418,0.000000,CPTY_A,3.257796
85,2019-05-24,14,101728.866458,0.000000,CPTY_A,3.296152
86,2019-06-07,14,101435.035393,0.000000,CPTY_A,3.334509
87,2019-06-21,14,101236.852131,0.000000,CPTY_A,3.372865
88,2019-07-05,14,101353.210057,0.000000,CPTY_A,3.411221
89,2019-07-19,14,102082.133713,0.000000,CPTY_A,3.449577
90,2019-08-02,14,102329.536076,0.000000,CPTY_A,3.487933
91,2019-08-16,14,102720.769606,0.000000,CPTY_A,3.526289
92,2019-08-30,14,103300.183691,0.000000,CPTY_A,3.564646
93,2019-09-13,14,103562.946382,0.000000,CPTY_A,3.603002
94,2019-09-27,14,103271.906675,0.000000,CPTY_A,3.641358
95,2019-10-11,14,103979.368770,0.000000,CPTY_A,3.679714
96,2019-10-25,14,105582.158174,0.000000,CPTY_A,3.718070
97,2019-11-08,14,105456.459158,0.000000,CPTY_A,3.756426
98,2019-11-22,14,105899.775040,0.000000,CPTY_A,3.794783
99,2019-12-06,14,105437.033489,0.000000,CPTY_A,3.833139
100,2019-12-20,14,105074.617692,0.000000,CPTY_A,3.871495
101,2020-01-03,14,104972.305884,0.000000,CPTY_A,3.909836
102,2020-01-17,14,104693.427679,0.000000,CPTY_A,3.948087
103,2020-01-31,14,105772.321646,0.000000,CPTY_A,3.986339
104,2020-02-14,14,106423.406423,0.000000,CPTY_A,4.024590
105,2020-02-28,14,106986.568356,0.000000,CPTY_A,4.062842
106,2020-03-13,14,107070.394737,0.000000,CPTY_A,4.101093
107,2020-03-27,18,106470.560445,0.000000,CPTY_A,4.139344
108,2020-04-14,10,106709.428233,0.000000,CPTY_A,4.188525
109,2020-04-24,17,106145.789349,0.000000,CPTY_A,4.215847
110,2020-05-11,11,105857.955902,0.000000,CPTY_A,4.262295
111,2020-05-22,14,105397.928703,0.000000,CPTY_A,4.292350
112,2020-06-05,14,105760.808585,0.000000,CPTY_A,4.330601
113,2020-06-19,17,105566.501878,0.000000,CPTY_A,4.368852
114,2020-07-06,11,105867.953531,0.000000,CPTY_A,4.415301
115,2020-07-17,14,105287.185096,0.000000,CPTY_A,4.445355
116,2020-07-31,14,105213.593443,0.000000,CPTY_A,4.483607
117,2020-08-14,14,105016.781774,0.000000,CPTY_A,4.521858
118,2020-08-28,14,104980.739563,0.000000,CPTY_A,4.560109
119,2020-09-11,14,105462.759956,0.000000,CPTY_A,4.598361
120,2020-09-25,14,106233.603614,0.000000,CPTY_A,4.636612
121,2020-10-09,14,105997.980605,0.000000,CPTY_A,4.674863
