#TimeStep,Date,DaysInPeriod,AverageDIM,AverageFLOW,NettingSet,Time
122,2020-10-23,14,106327.053154,0.000000,CPTY_A,4.713115
123,2020-11-06,14,107142.068087,0.000000,CPTY_A,4.751366
124,2020-11-20,14,106318.179158,0.000000,CPTY_A,4.789617
125,2020-12-04,14,106709.179401,0.000000,CPTY_A,4.827869
126,2020-12-18,17,106594.220745,0.000000,CPTY_A,4.866120
127,2021-01-04,11,106090.176289,0.000000,CPTY_A,4.912591
128,2021-01-15,14,105251.725233,0.000000,CPTY_A,4.942728
129,2021-01-29,14,104721.679243,0.000000,CPTY_A,4.981084
130,2021-02-12,14,104525.079498,0.000000,CPTY_A,5.019440
131,2021-02-26,14,104395.649585,0.000000,CPTY_A,5.057796
132,2021-03-12,14,104106.210200,0.000000,CPTY_A,5.096152
133,2021-03-26,14,103235.586637,0.000000,CPTY_A,5.134509
134,2021-04-09,14,102610.906909,0.000000,CPTY_A,5.172865
135,2021-04-23,14,103538.947363,0.000000,CPTY_A,5.211221
136,2021-05-07,14,102569.094153,0.000000,CPTY_A,5.249577
137,2021-05-21,14,103906.397328,0.000000,CPTY_A,5.287933
138,2021-06-04,14,104136.515938,0.000000,CPTY_A,5.326289
139,2021-06-18,14,104012.622010,0.000000,CPTY_A,5.364646
140,2021-07-02,14,103588.422199,0.000000,CPTY_A,5.403002
141,2021-07-16,14,103914.989617,0.000000,CPTY_A,5.441358
142,2021-07-30,14,105440.490214,0.000000,CPTY_A,5.479714
143,2021-08-13,14,104324.812754,0.000000,CPTY_A,5.518070
144,2021-08-27,14,103786.204554,0.000000,CPTY_A,5.556426
145,2021-09-10,14,102431.361028,0.000000,CPTY_A,5.594783
146,2021-09-24,14,101572.464470,0.000000,CPTY_A,5.633139
147,2021-10-08,14,100617.475235,0.000000,CPTY_A,5.671495
148,2021-10-22,14,100273.718936,0.000000,CPTY_A,5.709851
149,2021-11-05,14,100988.064660,0.000000,CPTY_A,5.748207
150,2021-11-19,14,100880.762071,0.000000,CPTY_A,5.786563
151,2021-12-03,14,100280.134640,0.000000,CPTY_A,5.824920
152,2021-12-17,18,100978.816172,0.000000,CPTY_A,5.863276
153,2022-01-04,10,99482.631609,0.000000,CPTY_A,5.912591
154,2022-01-14,14,98990.974788,0.000000,CPTY_A,5.939988
155,2022-01-28,14,98700.041074,0.000000,CPTY_A,5.978344
156,2022-02-11,14,97993.120543,0.000000,CPTY_A,6.016700
157,2022-02-25,14,97919.227860,0.000000,CPTY_A,6.055057
158,2022-03-11,14,98587.556532,0.000000,CPTY_A,6.093413
159,2022-03-25,14,98965.924948,0.000000,CPTY_A,6.131769
160,2022-04-08,14,100615.903293,0.000000,CPTY_A,6.170125
161,2022-04-22,14,102209.017786,0.000000,CPTY_A,6.208481
162,2022-05-06,14,102290.640061,0.000000,CPTY_A,6.246837
163,2022-05-20,18,102023.078274,0.000000,CPTY_A,6.285194
164,2022-06-07,10,102272.721593,0.000000,CPTY_A,6.334509
165,2022-06-17,14,101476.748858,0.000000,CPTY_A,6.361906
166,2022-07-01,14,101315.260674,0.000000,CPTY_A,6.400262
167,2022-07-15,14,99752.192941,0.000000,CPTY_A,6.438618
168,2022-07-29,14,100322.510705,0.000000,CPTY_A,6.476974
169,2022-08-12,14,101872.591307,0.000000,CPTY_A,6.515330
170,2022-08-26,14,100910.753240,0.000000,CPTY_A,6.553687
171,2022-09-09,14,100149.029728,0.000000,CPTY_A,6.592043
172,2022-09-23,14,99805.327620,0.000000,CPTY_A,6.630399
173,2022-10-07,14,100821.196265,0.000000,CPTY_A,6.668755
174,2022-10-21,14,102098.286578,0.000000,CPTY_A,6.707111
175,2022-11-04,14,101353.595970,0.000000,CPTY_A,6.745467
176,2022-11-18,14,100554.696495,0.000000,CPTY_A,6.783824
177,2022-12-02,14,100740.455106,0.000000,CPTY_A,6.822180
178,2022-12-16,14,100058.581456,0.000000,CPTY_A,6.860536
179,2022-12-30,14,99603.349657,0.000000,CPTY_A,6.898892
180,2023-01-13,14,99754.370490,0.000000,CPTY_A,6.937248
181,2023-01-27,14,100116.026342,0.000000,CPTY_A,6.975604
182,2023-02-10,14,102146.355692,0.000000,CPTY_A,7.013961
183,2023-02-24,14,102544.651504,0.000000,CPTY_A,7.052317
184,2023-03-10,14,102445.069806,0.000000,CPTY_A,7.090673
185,2023-03-24,18,103840.672439,0.000000,CPTY_A,7.129029
186,2023-04-11,10,104680.876847,0.000000,CPTY_A,7.178344
187,2023-04-21,14,105145.474949,0.000000,CPTY_A,7.205741
188,2023-05-05,14,105672.575608,0.000000,CPTY_A,7.244098
189,2023-05-19,14,105448.477619,0.000000,CPTY_A,7.282454
190,2023-06-02,14,106171.252623,0.000000,CPTY_A,7.320810
191,2023-06-16,14,106075.546711,0.000000,CPTY_A,7.359166
192,2023-06-30,14,105436.576796,0.000000,CPTY_A,7.397522
193,2023-07-14,14,104587.627163,0.000000,CPTY_A,7.435878
194,2023-07-28,14,103596.332990,0.000000,CPTY_A,7.474235
195,2023-08-11,14,104760.375755,0.000000,CPTY_A,7.512591
196,2023-08-25,14,104993.145893,0.000000,CPTY_A,7.550947
197,2023-09-08,14,105885.616983,0.000000,CPTY_A,7.589303
198,2023-09-22,14,106449.485431,0.000000,CPTY_A,7.627659
199,2023-10-06,14,109007.839646,0.000000,CPTY_A,7.666015
200,2023-10-20,14,108654.485436,0.000000,CPTY_A,7.704372
201,2023-11-03,14,108369.550555,0.000000,CPTY_A,7.742728
202,2023-11-17,14,107401.403628,0.000000,CPTY_A,7.781084
203,2023-12-01,14,109203.303039,0.000000,CPTY_A,7.819440
204,2023-12-15,14,110427.770499,0.000000,CPTY_A,7.857796
205,2023-12-29,14,109336.571128,0.000000,CPTY_A,7.896152
206,2024-01-12,14,107756.147800,0.000000,CPTY_A,7.934426
207,2024-01-26,14,107120.975829,0.000000,CPTY_A,7.972678
208,2024-02-09,14,108713.939128,0.000000,CPTY_A,8.010929
209,2024-02-23,14,108242.237969,0.000000,CPTY_A,8.049180
210,2024-03-08,14,109036.748247,0.000000,CPTY_A,8.087432
211,2024-03-22,14,107674.827604,0.000000,CPTY_A,8.125683
212,2024-04-05,14,107207.678363,0.000000,CPTY_A,8.163934
213,2024-04-19,14,108531.561914,0.000000,CPTY_A,8.202186
214,2024-05-03,14,109822.220804,0.000000,CPTY_A,8.240437
215,2024-05-17,14,110105.753405,0.000000,CPTY_A,8.278689
216,2024-05-31,14,112624.888533,0.000000,CPTY_A,8.316940
217,2024-06-14,14,113631.434241,0.000000,CPTY_A,8.355191
218,2024-06-28,14,113373.597475,0.000000,CPTY_A,8.393443
219,2024-07-12,14,113433.716914,0.000000,CPTY_A,8.431694
220,2024-07-26,14,111328.620351,0.000000,CPTY_A,8.469945
221,2024-08-09,14,110674.790841,0.000000,CPTY_A,8.508197
222,2024-08-23,14,111539.148260,0.000000,CPTY_A,8.546448
223,2024-09-06,14,111278.499550,0.000000,CPTY_A,8.584699
224,2024-09-20,14,111161.195047,0.000000,CPTY_A,8.622951
225,2024-10-04,14,109602.219190,0.000000,CPTY_A,8.661202
226,2024-10-18,14,108828.310509,0.000000,CPTY_A,8.699454
227,2024-11-01,14,109355.646049,0.000000,CPTY_A,8.737705
228,2024-11-15,14,112028.325694,0.000000,CPTY_A,8.775956
229,2024-11-29,14,112918.471559,0.000000,CPTY_A,8.814208
230,2024-12-13,14,113442.023008,0.000000,CPTY_A,8.852459
231,2024-12-27,14,112806.017184,0.000000,CPTY_A,8.890710
232,2025-01-10,14,111681.087837,0.000000,CPTY_A,8.929029
233,2025-01-24,14,110057.078853,0.000000,CPTY_A,8.967385
234,2025-02-07,14,110263.465108,0.000000,CPTY_A,9.005741
235,2025-02-21,14,111608.417013,0.000000,CPTY_A,9.044098
236,2025-03-07,14,110970.900413,0.000000,CPTY_A,9.082454
237,2025-03-21,14,112326.818151,0.000000,CPTY_A,9.120810
238,2025-04-04,18,113527.883189,0.000000,CPTY_A,9.159166
239,2025-04-22,10,115619.929717,0.000000,CPTY_A,9.208481
240,2025-05-02,14,114917.612053,0.000000,CPTY_A,9.235878
241,2025-05-16,14,114545.955300,0.000000,CPTY_A,9.274235
242,2025-05-30,14,114625.638972,0.000000,CPTY_A,9.312591
243,2025-06-13,14,114418.522108,0.000000,CPTY_A,9.350947
244,2025-06-27,14,113809.704521,0.000000,CPTY_A,9.389303
245,2025-07-11,14,114768.911750,0.000000,CPTY_A,9.427659
246,2025-07-25,14,113711.403025,0.000000,CPTY_A,9.466015
247,2025-08-08,14,111217.472831,0.000000,CPTY_A,9.504372
248,2025-08-22,14,110936.936959,0.000000,CPTY_A,9.542728
249,2025-09-05,14,112687.885743,0.000000,CPTY_A,9.581084
250,2025-09-19,14,112898.040226,0.000000,CPTY_A,9.619440
251,2025-10-03,14,114104.799329,0.000000,CPTY_A,9.657796
252,2025-10-17,14,110352.791702,0.000000,CPTY_A,9.696152
253,2025-10-31,14,111093.061274,0.000000,CPTY_A,9.734509
254,2025-11-14,14,109356.532937,0.000000,CPTY_A,9.772865
255,2025-11-28,14,109010.411509,0.000000,CPTY_A,9.811221
256,2025-12-12,17,108859.827632,0.000000,CPTY_A,9.849577
257,2025-12-29,11,108770.242262,0.000000,CPTY_A,9.896152
258,2026-01-09,14,107669.036080,0.000000,CPTY_A,9.926289
259,2026-01-23,14,108051.129994,0.000000,CPTY_A,9.964646
260,2026-02-06,14,105974.734967,0.000000,CPTY_A,10.003002
261,2026-02-20,14,108161.486880,0.000000,CPTY_A,10.041358
262,2026-03-06,14,98090.822817,0.000000,CPTY_A,10.079714
263,2026-03-20,18,98387.816377,0.000000,CPTY_A,10.118070
264,2026-04-07,10,98307.468840,0.000000,CPTY_A,10.167385
265,2026-04-17,18,97556.737050,0.000000,CPTY_A,10.194783
266,2026-05-05,10,97753.159621,0.000000,CPTY_A,10.244098
267,2026-05-15,14,97585.072751,0.000000,CPTY_A,10.271495
268,2026-05-29,14,97555.268869,0.000000,CPTY_A,10.309851
269,2026-06-12,14,97603.147249,0.000000,CPTY_A,10.348207
270,2026-06-26,14,96905.277136,0.000000,CPTY_A,10.386563
271,2026-07-10,14,97176.484336,0.000000,CPTY_A,10.424920
272,2026-07-24,14,96944.391399,0.000000,CPTY_A,10.463276
273,2026-08-07,14,97232.681598,0.000000,CPTY_A,10.501632
274,2026-08-21,14,97574.557922,-3313.645800,CPTY_A,10.539988
275,2026-09-04,14,92248.203959,0.000000,CPTY_A,10.578344
276,2026-09-18,14,93163.715051,0.000000,CPTY_A,10.616700
277,2026-10-02,14,93163.269286,0.000000,CPTY_A,10.655057
278,2026-10-16,14,93936.478535,0.000000,CPTY_A,10.693413
279,2026-10-30,14,93958.541614,0.000000,CPTY_A,10.731769
280,2026-11-13,14,95007.215481,0.000000,CPTY_A,10.770125
281,2026-11-27,14,96070.757675,0.000000,CPTY_A,10.808481
282,2026-12-11,18,95745.007296,0.000000,CPTY_A,10.846837
283,2026-12-29,10,95387.194627,0.000000,CPTY_A,10.896152
284,2027-01-08,14,94520.061303,0.000000,CPTY_A,10.923550
285,2027-01-22,14,94571.109336,0.000000,CPTY_A,10.961906
286,2027-02-05,14,93825.216516,0.000000,CPTY_A,11.000262
287,2027-02-19,14,94565.958033,61853.917900,CPTY_A,11.038618
288,2027-03-05,14,87951.785745,0.000000,CPTY_A,11.076974
289,2027-03-19,14,87853.266973,0.000000,CPTY_A,11.115330
290,2027-04-02,14,87324.181103,0.000000,CPTY_A,11.153687
291,2027-04-16,14,87167.481298,0.000000,CPTY_A,11.192043
292,2027-04-30,14,86905.220745,0.000000,CPTY_A,11.230399
293,2027-05-14,14,87261.996102,0.000000,CPTY_A,11.268755
294,2027-05-28,14,87437.109482,0.000000,CPTY_A,11.307111
295,2027-06-11,14,88105.613528,0.000000,CPTY_A,11.345467
296,2027-06-25,14,89051.238422,0.000000,CPTY_A,11.383824
297,2027-07-09,14,89643.067967,0.000000,CPTY_A,11.422180
298,2027-07-23,14,89347.790105,0.000000,CPTY_A,11.460536
299,2027-08-06,14,89059.062309,0.000000,CPTY_A,11.498892
300,2027-08-20,14,89017.839065,-5378.866021,CPTY_A,11.537248
301,2027-09-03,14,83348.958205,0.000000,CPTY_A,11.575604
302,2027-09-17,14,83081.660117,0.000000,CPTY_A,11.613961
303,2027-10-01,14,82368.570427,0.000000,CPTY_A,11.652317
304,2027-10-15,14,81880.738128,0.000000,CPTY_A,11.690673
305,2027-10-29,14,82122.456948,0.000000,CPTY_A,11.729029
306,2027-11-12,14,82502.090102,0.000000,CPTY_A,11.767385
307,2027-11-26,14,83374.344385,0.000000,CPTY_A,11.805741
308,2027-12-10,19,83443.872893,0.000000,CPTY_A,11.844098
309,2027-12-29,9,83275.204244,0.000000,CPTY_A,11.896152
310,2028-01-07,14,83190.229142,0.000000,CPTY_A,11.920765
311,2028-01-21,14,83683.121987,0.000000,CPTY_A,11.959016
312,2028-02-04,14,82523.917563,0.000000,CPTY_A,11.997268
313,2028-02-18,14,82608.257885,60401.984902,CPTY_A,12.035519
314,2028-03-03,14,77031.732463,0.000000,CPTY_A,12.073770
315,2028-03-17,14,76603.297666,0.000000,CPTY_A,12.112022
316,2028-03-31,18,76934.721171,0.000000,CPTY_A,12.150273
317,2028-04-18,10,77462.622121,0.000000,CPTY_A,12.199454
318,2028-04-28,14,77506.215553,0.000000,CPTY_A,12.226776
319,2028-05-12,14,77754.430987,0.000000,CPTY_A,12.265027
320,2028-05-26,14,77335.281988,0.000000,CPTY_A,12.303279
321,2028-06-09,14,77597.382535,0.000000,CPTY_A,12.341530
322,2028-06-23,14,77909.722485,0.000000,CPTY_A,12.379781
323,2028-07-07,14,76505.808884,0.000000,CPTY_A,12.418033
324,2028-07-21,14,77056.636126,0.000000,CPTY_A,12.456284
325,2028-08-04,14,76453.270789,0.000000,CPTY_A,12.494536
326,2028-08-18,14,76447.800851,-7444.165078,CPTY_A,12.532787
327,2028-09-01,14,71338.114301,0.000000,CPTY_A,12.571038
328,2028-09-15,14,71683.922105,0.000000,CPTY_A,12.609290
329,2028-09-29,14,71602.763187,0.000000,CPTY_A,12.647541
330,2028-10-13,14,71769.584764,0.000000,CPTY_A,12.685792
331,2028-10-27,17,71824.264301,0.000000,CPTY_A,12.724044
332,2028-11-13,11,71893.195095,0.000000,CPTY_A,12.770492
333,2028-11-24,14,72148.270416,0.000000,CPTY_A,12.800546
334,2028-12-08,14,72095.652092,0.000000,CPTY_A,12.838798
335,2028-12-22,14,72533.770997,0.000000,CPTY_A,12.877049
336,2029-01-05,14,72911.197149,0.000000,CPTY_A,12.915330
337,2029-01-19,14,72704.419698,0.000000,CPTY_A,12.953687
338,2029-02-02,14,72912.025158,0.000000,CPTY_A,12.992043
339,2029-02-16,14,73041.632726,57418.591221,CPTY_A,13.030399
340,2029-03-02,14,68360.537547,0.000000,CPTY_A,13.068755
341,2029-03-16,18,68883.071557,0.000000,CPTY_A,13.107111
342,2029-04-03,10,69164.596144,0.000000,CPTY_A,13.156426
343,2029-04-13,14,69325.396014,0.000000,CPTY_A,13.183824
344,2029-04-27,14,69590.056989,0.000000,CPTY_A,13.222180
345,2029-05-11,14,69598.608846,0.000000,CPTY_A,13.260536
346,2029-05-25,14,70218.186095,0.000000,CPTY_A,13.298892
347,2029-06-08,14,70747.344996,0.000000,CPTY_A,13.337248
348,2029-06-22,14,70928.058461,0.000000,CPTY_A,13.375604
349,2029-07-06,14,70969.358585,0.000000,CPTY_A,13.413961
350,2029-07-20,14,70961.320128,0.000000,CPTY_A,13.452317
351,2029-08-03,14,71313.953565,0.000000,CPTY_A,13.490673
352,2029-08-17,14,72385.551532,0.000000,CPTY_A,13.529029
353,2029-08-31,14,67120.620092,-7326.164385,CPTY_A,13.567385
354,2029-09-14,14,66925.994000,0.000000,CPTY_A,13.605741
355,2029-09-28,14,67129.376868,0.000000,CPTY_A,13.644098
356,2029-10-12,14,67340.684791,0.000000,CPTY_A,13.682454
357,2029-10-26,14,67120.603245,0.000000,CPTY_A,13.720810
358,2029-11-09,14,67249.507850,0.000000,CPTY_A,13.759166
359,2029-11-23,14,67519.602498,0.000000,CPTY_A,13.797522
360,2029-12-07,14,67927.381767,0.000000,CPTY_A,13.835878
361,2029-12-21,14,68174.977823,0.000000,CPTY_A,13.874235
362,2030-01-04,14,68669.997054,0.000000,CPTY_A,13.912591
363,2030-01-18,14,69038.773476,0.000000,CPTY_A,13.950947
364,2030-02-01,14,67952.266198,0.000000,CPTY_A,13.989303
365,2030-02-15,14,67770.233756,66153.905547,CPTY_A,14.027659
366,2030-03-01,14,61483.166700,0.000000,CPTY_A,14.066015
367,2030-03-15,14,61666.848331,0.000000,CPTY_A,14.104372
368,2030-03-29,14,61410.574421,0.000000,CPTY_A,14.142728
369,2030-04-12,14,61366.438752,0.000000,CPTY_A,14.181084
370,2030-04-26,14,61737.921112,0.000000,CPTY_A,14.219440
371,2030-05-10,14,61326.945113,0.000000,CPTY_A,14.257796
372,2030-05-24,14,61116.030224,0.000000,CPTY_A,14.296152
373,2030-06-07,14,61012.256723,0.000000,CPTY_A,14.334509
374,2030-06-21,14,60974.912397,0.000000,CPTY_A,14.372865
375,2030-07-05,14,60950.055709,0.000000,CPTY_A,14.411221
376,2030-07-19,14,60398.413242,0.000000,CPTY_A,14.449577
377,2030-08-02,14,60205.524873,0.000000,CPTY_A,14.487933
378,2030-08-16,14,60025.271341,0.000000,CPTY_A,14.526289
379,2030-08-30,14,54169.104623,-3732.304536,CPTY_A,14.564646
380,2030-09-13,14,54176.536773,0.000000,CPTY_A,14.603002
381,2030-09-27,14,53863.572366,0.000000,CPTY_A,14.641358
382,2030-10-11,14,54114.724117,0.000000,CPTY_A,14.679714
383,2030-10-25,14,54112.828969,0.000000,CPTY_A,14.718070
384,2030-11-08,14,53570.133707,0.000000,CPTY_A,14.756426
385,2030-11-22,14,53460.541099,0.000000,CPTY_A,14.794783
386,2030-12-06,14,53424.321525,0.000000,CPTY_A,14.833139
387,2030-12-20,14,53588.475502,0.000000,CPTY_A,14.871495
388,2031-01-03,14,54410.359185,0.000000,CPTY_A,14.909851
389,2031-01-17,14,53439.250620,0.000000,CPTY_A,14.948207
390,2031-01-31,14,53556.482782,0.000000,CPTY_A,14.986563
391,2031-02-14,14,52514.376461,0.000000,CPTY_A,15.024920
392,2031-02-28,14,47582.261370,59153.725322,CPTY_A,15.063276
393,2031-03-14,14,47212.796675,0.000000,CPTY_A,15.101632
394,2031-03-28,18,46938.996966,0.000000,CPTY_A,15.139988
395,2031-04-15,10,47704.192942,0.000000,CPTY_A,15.189303
396,2031-04-25,14,47084.806842,0.000000,CPTY_A,15.216700
397,2031-05-09,14,47214.925964,0.000000,CPTY_A,15.255057
398,2031-05-23,14,46923.920722,0.000000,CPTY_A,15.293413
399,2031-06-06,14,47351.301069,0.000000,CPTY_A,15.331769
400,2031-06-20,17,47325.357646,0.000000,CPTY_A,15.370125
401,2031-07-07,11,47433.680393,0.000000,CPTY_A,15.416700
402,2031-07-18,17,48213.055565,0.000000,CPTY_A,15.446837
403,2031-08-04,11,48561.168371,0.000000,CPTY_A,15.493413
404,2031-08-15,14,48203.324656,0.000000,CPTY_A,15.523550
405,2031-08-29,14,42430.761683,-8288.006328,CPTY_A,15.561906
406,2031-09-12,14,41825.273957,0.000000,CPTY_A,15.600262
407,2031-09-26,14,41588.388521,0.000000,CPTY_A,15.638618
