#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.020858,283348.500536,149437.980418,120416.984444,116395.855989,-16038.320036,164760.210568
1,-0.019621,280511.747000,149402.906109,120416.984444,116395.855989,209997.107404,164760.210568
2,-0.006952,249614.259674,149043.791180,120416.984444,116395.855989,-31075.741384,164760.210568
3,-0.002291,237236.995465,148911.701222,120416.984444,116395.855989,-161296.271841,164760.210568
4,-0.002070,236634.695374,148905.445191,120416.984444,116395.855989,19224.431093,164760.210568
5,-0.000553,232452.881724,148862.448464,120416.984444,116395.855989,100807.269077,164760.210568
6,0.000991,228118.757461,148818.696214,120416.984444,116395.855989,-30681.323630,164760.210568
7,0.002642,223391.355066,148771.914489,120416.984444,116395.855989,125117.049604,164760.210568
8,0.003527,220814.916171,148746.831561,120416.984444,116395.855989,10055.231665,164760.210568
9,0.003938,219607.449494,148735.176573,120416.984444,116395.855989,-179093.214446,164760.210568
10,0.004687,217391.616925,148713.954930,120416.984444,116395.855989,-158538.476021,164760.210568
11,0.007157,209918.880990,148643.975762,120416.984444,116395.855989,-130242.780898,164760.210568
12,0.007167,209887.800506,148643.689825,120416.984444,116395.855989,-40899.317799,164760.210568
13,0.009990,201004.586215,148563.703216,120416.984444,116395.855989,0.000000,164760.210568
14,0.012881,191483.368812,148481.817317,120416.984444,116395.855989,0.000000,164760.210568
15,0.014361,186420.143467,148439.892000,120416.984444,116395.855989,0.000000,164760.210568
16,0.014461,186070.413195,148437.037641,120416.984444,116395.855989,-18671.842095,164760.210568
17,0.014983,184247.431604,148422.246085,120416.984444,116395.855989,0.000000,164760.210568
18,0.015638,181936.754351,148403.706935,120416.984444,116395.855989,-60845.093979,164760.210568
19,0.017255,176098.726488,148357.910512,120416.984444,116395.855989,0.000000,164760.210568
20,0.017378,175645.262962,148354.415896,120416.984444,116395.855989,0.000000,164760.210568
21,0.019480,167731.355739,148294.879762,120416.984444,116395.855989,0.000000,164760.210568
22,0.019880,166182.488404,148283.549115,120416.984444,116395.855989,160283.208199,164760.210568
23,0.021576,159446.954616,148235.499393,120416.984444,116395.855989,0.000000,164760.210568
24,0.022507,155626.713003,148209.130950,120416.984444,116395.855989,0.000000,164760.210568
25,0.023409,151833.315400,148183.581060,120416.984444,116395.855989,0.000000,164760.210568
26,0.025756,141488.963635,148117.114479,120416.984444,116395.855989,0.000000,164760.210568
27,0.026558,137775.898337,148094.400806,120416.984444,116395.855989,0.000000,164760.210568
28,0.027345,134034.113345,148072.122898,120416.984444,116395.855989,0.000000,164760.210568
29,0.029252,124495.501005,148018.108271,120416.984444,116395.855989,0.000000,164760.210568
30,0.030904,115602.072620,147971.339712,120416.984444,116395.855989,0.000000,164760.210568
31,0.034818,91121.440561,147860.503982,120416.984444,116395.855989,0.000000,164760.210568
32,0.035091,89160.483493,147852.761770,120416.984444,116395.855989,0.000000,164760.210568
33,0.036049,81919.991124,147825.634461,120416.984444,116395.855989,0.000000,164760.210568
34,0.037038,73705.608275,147797.639258,120416.984444,116395.855989,0.000000,164760.210568
35,0.037635,68273.349284,147780.749496,120416.984444,116395.855989,0.000000,164760.210568
36,0.039719,44348.819291,147721.746808,120416.984444,116395.855989,0.000000,164760.210568
37,0.040817,23392.451319,147690.661404,120416.984444,116395.855989,0.000000,164760.210568
38,0.043368,0.000000,147618.432896,120416.984444,116395.855989,0.000000,164760.210568
39,0.043518,0.000000,147614.187654,120416.984444,116395.855989,0.000000,164760.210568
40,0.043555,0.000000,147613.133695,120416.984444,116395.855989,0.000000,164760.210568
41,0.047435,0.000000,147503.303546,120416.984444,116395.855989,0.000000,164760.210568
42,0.048675,0.000000,147468.220650,120416.984444,116395.855989,0.000000,164760.210568
43,0.050176,0.000000,147425.737662,120416.984444,116395.855989,0.000000,164760.210568
44,0.051030,0.000000,147401.553296,120416.984444,116395.855989,0.000000,164760.210568
45,0.053606,0.000000,147328.651406,120416.984444,116395.855989,0.000000,164760.210568
46,0.053840,0.000000,147322.038707,120416.984444,116395.855989,0.000000,164760.210568
47,0.054874,0.000000,147292.750666,120416.984444,116395.855989,0.000000,164760.210568
48,0.055203,0.000000,147283.450083,120416.984444,116395.855989,0.000000,164760.210568
49,0.059620,0.000000,147158.461552,120416.984444,116395.855989,0.000000,164760.210568
