#Portfolio,ProductClass,RiskClass,MarginType,Bucket,SimmSide,Regulation,InitialMargin,Currency,CalculationCurrency
CRIF_20201228,RatesFX,InterestRate,Delta,All,Call,ESA,214359.504775170,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,USD,Call,ESA,214359.504775170,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,All,Call,ESA,42059.737548515,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,USD,Call,ESA,42059.737548515,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,All,Call,ESA,5671.917558641,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,USD,Call,ESA,212.678339621,USD,USD
CRIF_20201228,RatesFX,InterestRate,All,All,Call,ESA,262091.159882327,USD,USD
CRIF_20201228,RatesFX,All,Delta,All,Call,ESA,214359.504775170,USD,USD
CRIF_20201228,RatesFX,All,Vega,All,Call,ESA,42059.737548515,USD,USD
CRIF_20201228,RatesFX,All,Curvature,All,Call,ESA,5671.917558641,USD,USD
CRIF_20201228,RatesFX,All,All,All,Call,ESA,262091.159882327,USD,USD
CRIF_20201228,All,InterestRate,Delta,All,Call,ESA,214359.504775170,USD,USD
CRIF_20201228,All,InterestRate,Vega,All,Call,ESA,42059.737548515,USD,USD
CRIF_20201228,All,InterestRate,Curvature,All,Call,ESA,5671.917558641,USD,USD
CRIF_20201228,All,InterestRate,All,All,Call,ESA,262091.159882327,USD,USD
CRIF_20201228,All,All,Delta,All,Call,ESA,214359.504775170,USD,USD
CRIF_20201228,All,All,Vega,All,Call,ESA,42059.737548515,USD,USD
CRIF_20201228,All,All,Curvature,All,Call,ESA,5671.917558641,USD,USD
CRIF_20201228,All,All,All,All,Call,ESA,262091.159882327,USD,USD
All,All,All,All,All,Call,ESA,262091.159882327,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,All,Post,CFTC,214359.504775170,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,USD,Post,CFTC,214359.504775170,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,All,Post,CFTC,42059.737548515,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,USD,Post,CFTC,42059.737548515,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,USD,Post,CFTC,212.678339621,USD,USD
CRIF_20201228,RatesFX,InterestRate,All,All,Post,CFTC,256419.242323686,USD,USD
CRIF_20201228,RatesFX,All,Delta,All,Post,CFTC,214359.504775170,USD,USD
CRIF_20201228,RatesFX,All,Vega,All,Post,CFTC,42059.737548515,USD,USD
CRIF_20201228,RatesFX,All,All,All,Post,CFTC,256419.242323686,USD,USD
CRIF_20201228,All,InterestRate,Delta,All,Post,CFTC,214359.504775170,USD,USD
CRIF_20201228,All,InterestRate,Vega,All,Post,CFTC,42059.737548515,USD,USD
CRIF_20201228,All,InterestRate,All,All,Post,CFTC,256419.242323686,USD,USD
CRIF_20201228,All,All,Delta,All,Post,CFTC,214359.504775170,USD,USD
CRIF_20201228,All,All,Vega,All,Post,CFTC,42059.737548515,USD,USD
CRIF_20201228,All,All,All,All,Post,CFTC,256419.242323686,USD,USD
All,All,All,All,All,Post,CFTC,256419.242323686,USD,USD
