#Type,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,TradeId,Date,Time,EPE,ENE,AllocatedEPE,AllocatedENE,PFE,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2023-02-06,7.003002,564828,604458,0,0,2778700,650156,666635,473682.22,499770.74
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2023-05-05,7.244098,588787,534613,0,0,2914829,681022,681022,480582.83,505803.08
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2023-08-07,7.501632,596220,556280,0,0,2780344,693194,693194,487881.86,512236.28
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2023-11-06,7.750947,539127,586739,0,0,2357097,629961,693194,492451.94,518056.92
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2024-02-05,8.000000,560024,606653,0,0,2355153,657661,693194,497595.16,523509.22
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2024-05-06,8.248634,546382,525467,0,0,2365075,644860,693194,502034.09,528623.93
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2024-08-05,8.497268,528053,514692,0,0,2169792,626355,693194,505671.78,533439.32
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2024-11-05,8.748634,454943,526463,0,0,1904809,542372,693194,506726.25,538029.40
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2025-02-05,9.000262,466876,531940,0,0,2324003,559421,693194,508199.50,542367.46
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2025-05-05,9.244098,490811,467745,0,0,2161479,590987,693194,510383.22,546345.88
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2025-08-05,9.496152,528352,487801,0,0,1898813,639417,693194,513808.15,550243.64
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2025-11-05,9.748207,449743,491601,0,0,1812347,547045,693194,514667.53,553939.84
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2026-02-05,10.000262,437071,490059,0,0,1708685,534328,693194,515163.07,557449.71
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2026-05-05,10.244098,424335,411727,0,0,1687609,521303,693194,515309.22,560680.77
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2026-08-05,10.496152,426204,419339,0,0,1920258,526256,693194,515572.10,563862.94
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2026-11-05,10.748207,375851,444322,0,0,1677103,466437,693194,514419.85,566895.86
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2027-02-05,11.000262,386965,454843,0,0,2013103,482665,693194,513692.24,569789.80
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2027-05-05,11.244098,426984,399888,0,0,2228554,535195,693194,514158.54,572465.90
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2027-08-05,11.496152,439121,402983,0,0,1859116,553200,693194,515014.52,575112.88
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2027-11-05,11.748207,356047,403302,0,0,1778653,450819,693194,513637.23,577646.27
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2028-02-07,12.005464,376382,414167,0,0,1839901,479038,693194,512895.81,580122.27
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2028-05-05,12.245902,374144,346084,0,0,2051090,478500,693194,512220.48,582342.33
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2028-08-07,12.502732,350560,331299,0,0,1897686,450662,693194,510955.95,584619.43
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2028-11-06,12.751366,281114,349405,0,0,1414103,363198,693194,508074.88,586736.49
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2029-02-05,13.000262,284290,348609,0,0,1275621,369144,693194,505414.99,588774.66
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2029-05-07,13.249577,306127,294612,0,0,1281693,399495,693194,503421.91,590739.50
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2029-08-06,13.498892,318023,304138,0,0,1253102,417101,693194,501827.62,592631.76
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2029-11-05,13.748207,259584,332738,0,0,1026621,342163,693194,498932.21,594455.39
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2030-02-05,14.000262,256078,334743,0,0,1039745,339255,693194,496057.44,596233.04
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2030-05-06,14.246837,268385,264999,0,0,1050929,357323,693194,493656.32,597911.18
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2030-08-05,14.496152,289777,283855,0,0,1141246,387740,693194,491834.70,599549.91
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2030-11-05,14.748207,234415,300034,0,0,990641,315254,693194,488816.83,601150.34
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2031-02-05,15.000262,255826,315093,0,0,1065228,345793,693194,486413.55,602696.98
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2031-05-05,15.244098,281291,255009,0,0,1109331,382080,693194,484744.68,604144.52
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2031-08-05,15.496152,287334,265800,0,0,1138887,392268,693194,483240.49,605592.96
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2031-11-05,15.748207,219126,277189,0,0,905149,300668,693194,480318.35,606995.04
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2032-02-05,16.000000,213844,273214,0,0,879265,294908,693194,477400.54,608351.56
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2032-05-05,16.245902,220005,208599,0,0,839365,304910,693194,474789.68,609635.75
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2032-08-05,16.497268,222267,206400,0,0,881121,309608,693194,472272.83,610908.91
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2032-11-05,16.748634,162944,222288,0,0,630893,228126,693194,468608.64,612143.86
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2033-02-07,17.005741,164265,223461,0,0,639835,231167,693194,465018.79,613369.24
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2033-05-05,17.244098,177984,163313,0,0,604306,251675,693194,462069.85,614472.62
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2033-08-05,17.496152,177663,163427,0,0,618916,252494,693194,459050.64,615606.70
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2033-11-07,17.753687,111922,170863,0,0,459830,159888,693194,454710.99,616732.17
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2034-02-06,18.003002,112937,174966,0,0,474552,162147,693194,450659.41,617791.06
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2034-05-05,18.244098,113449,106679,0,0,427867,163673,693194,446866.88,618787.51
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2034-08-07,18.501632,115493,108708,0,0,474422,167486,693194,442978.03,619823.21
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2034-11-06,18.750947,56768,119278,0,0,288827,82738,693194,438188.22,620798.76
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2035-02-05,19.000262,56662,118862,0,0,287293,82997,693194,433527.52,621748.70
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2035-05-07,19.249577,56100,51038,0,0,238898,82586,693194,428982.22,622674.04
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2035-08-06,19.498892,57504,52652,0,0,264951,85077,693194,424585.01,623575.71
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2035-11-05,19.748207,7475,72830,0,0,61570,11114,693194,419365.06,624454.62
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2036-02-05,20.000000,7475,72831,0,0,61605,11172,693194,414226.05,625320.02
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2036-05-05,20.245902,0,0,0,0,0,0,693194,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2036-08-05,20.497268,0,0,0,0,0,0,693194,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2036-11-05,20.748634,0,0,0,0,0,0,693194,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2037-02-05,21.000262,0,0,0,0,0,0,693194,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2037-05-05,21.244098,0,0,0,0,0,0,693194,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2037-08-05,21.496152,0,0,0,0,0,0,693194,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2037-11-05,21.748207,0,0,0,0,0,0,693194,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,2038-02-05,22.000262,0,0,0,0,0,0,693194,0.00,0.00
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2016-02-05,0.000000,0,366,0,0,0,0,0,0.00,0.00
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2016-05-05,0.245902,129342,141423,0,0,546338,129992,129992,129991.74,129991.74
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2016-08-05,0.497268,216223,210880,0,0,884832,218421,218421,174692.27,174692.27
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2016-11-07,0.754098,180097,258554,0,0,920734,182873,218421,177478.30,189585.40
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2017-02-06,1.003002,205212,290564,0,0,1280021,209418,218421,185404.34,196741.21
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2017-05-05,1.244098,294084,288367,0,0,1131511,301576,301576,207917.48,217057.36
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2017-08-07,1.501632,357205,332302,0,0,1673654,368207,368207,235407.59,242979.95
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2017-11-06,1.750947,361461,437713,0,0,2004572,374457,374457,255206.65,261700.80
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2018-02-05,2.000262,419664,488522,0,0,2086723,436915,436915,277854.99,283539.70
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2018-05-07,2.249577,464435,442904,0,0,2314181,485948,485948,300917.41,305972.09
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2018-08-06,2.498892,501008,479394,0,0,2475640,526842,526842,323457.96,328008.34
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2018-11-05,2.748207,439463,512398,0,0,2240998,464439,526842,336247.67,346046.37
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2019-02-05,3.000262,425235,521183,0,0,2043477,451679,526842,345945.19,361235.19
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2019-05-06,3.246837,460168,470386,0,0,2060149,491207,526842,356976.84,373811.91
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2019-08-05,3.496152,459930,479155,0,0,2384780,493414,526842,366706.33,384724.68
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2019-11-05,3.748207,391041,501122,0,0,2027963,421634,526842,370400.05,394281.62
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2020-02-05,4.000000,421833,527300,0,0,2332685,457140,526842,375860.19,402626.06
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2020-05-05,4.245902,493148,499171,0,0,2630775,537073,537073,385196.82,410412.54
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2020-08-05,4.497268,544415,545207,0,0,2833376,595911,595911,396974.27,420780.61
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2020-11-05,4.748634,497696,577891,0,0,3043717,547532,595911,404943.97,430051.02
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2021-02-05,5.000262,519499,601727,0,0,3272669,574415,595911,413472.24,438397.58
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2021-05-05,5.244098,578451,545861,0,0,3421126,642733,642733,424132.20,447898.58
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2021-08-05,5.496152,534380,522643,0,0,3401409,596772,642733,432049.49,456833.72
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2021-11-05,5.748207,503911,564658,0,0,3300048,565597,642733,437905.45,464985.25
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2022-02-07,6.005741,529571,586629,0,0,3448366,597475,642733,444748.02,472607.30
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2022-05-05,6.244098,577723,538661,0,0,2994404,654924,654924,452771.09,479566.89
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2022-08-05,6.496152,585171,546575,0,0,2734349,666727,666727,461072.73,486828.84
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2022-11-07,6.753687,543901,587471,0,0,2618182,622914,666727,467244.13,493688.81
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2023-02-06,7.003002,564939,604577,0,0,2779235,650251,666727,473759.40,499849.18
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2023-05-05,7.244098,588899,534727,0,0,2915390,681113,681113,480660.49,505881.96
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2023-08-07,7.501632,596334,556399,0,0,2780882,693284,693284,487959.94,512315.55
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2023-11-06,7.750947,539242,586863,0,0,2357587,630051,693284,492530.39,518136.52
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2024-02-05,8.000000,560142,606782,0,0,2355642,657751,693284,497673.98,523589.14
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2024-05-06,8.248634,546496,525587,0,0,2365570,644942,693284,502113.01,528704.15
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2024-08-05,8.497268,528164,514810,0,0,2170245,626431,693284,505750.60,533519.82
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2024-11-05,8.748634,455047,526582,0,0,1905236,542444,693284,506804.89,538110.16
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2025-02-05,9.000262,466982,532060,0,0,2324523,559493,693284,508277.93,542448.48
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2025-05-05,9.244098,490921,467859,0,0,2161966,591056,693284,510461.41,546427.13
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2025-08-05,9.496152,528471,487920,0,0,1899243,639489,693284,513886.16,550325.12
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2025-11-05,9.748207,449852,491719,0,0,1812780,547112,693284,514745.27,554021.53
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2026-02-05,10.000262,437177,490178,0,0,1709095,534391,693284,515240.42,557531.61
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2026-05-05,10.244098,424436,411833,0,0,1688016,521359,693284,515386.06,560762.86
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2026-08-05,10.496152,426306,419448,0,0,1920722,526309,693284,515648.37,563945.22
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2026-11-05,10.748207,375948,444436,0,0,1677529,466490,693284,514495.56,566978.32
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2027-02-05,11.000262,387064,454959,0,0,2013615,482716,693284,513767.38,569872.42
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2027-05-05,11.244098,427092,399998,0,0,2229123,535247,693284,514233.18,572548.67
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2027-08-05,11.496152,439232,403093,0,0,1859589,553250,693284,515088.63,575195.81
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2027-11-05,11.748207,356143,403411,0,0,1779130,450865,693284,513710.72,577729.35
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2028-02-07,12.005464,376484,414279,0,0,1840395,479083,693284,512968.71,580205.49
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2028-05-05,12.245902,374245,346184,0,0,2051645,478542,693284,512292.76,582425.68
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2028-08-07,12.502732,350654,331394,0,0,1898198,450698,693284,511027.48,584702.92
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2028-11-06,12.751366,281194,349504,0,0,1414504,363231,693284,508145.66,586820.10
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2029-02-05,13.000262,284371,348707,0,0,1275983,369176,693284,505485.02,588858.39
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2029-05-07,13.249577,306214,294702,0,0,1282058,399525,693284,503491.19,590823.34
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2029-08-06,13.498892,318113,304230,0,0,1253461,417130,693284,501896.16,592715.71
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2029-11-05,13.748207,259661,332837,0,0,1026927,342190,693284,499000.00,594539.45
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2030-02-05,14.000262,256155,334842,0,0,1040055,339280,693284,496124.46,596317.20
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2030-05-06,14.246837,268465,265083,0,0,1051244,357346,693284,493722.58,597995.44
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2030-08-05,14.496152,289863,283944,0,0,1141587,387763,693284,491900.21,599634.27
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2030-11-05,14.748207,234489,300128,0,0,990950,315275,693284,488881.60,601234.79
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2031-02-05,15.000262,255906,315191,0,0,1065561,345814,693284,486477.59,602781.52
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2031-05-05,15.244098,281379,255093,0,0,1109680,382101,693284,484808.03,604229.14
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2031-08-05,15.496152,287424,265887,0,0,1139245,392287,693284,483303.11,605677.67
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2031-11-05,15.748207,219198,277279,0,0,905443,300685,693284,480380.25,607079.83
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2032-02-05,16.000000,213913,273303,0,0,879552,294922,693284,477461.69,608436.43
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2032-05-05,16.245902,220076,208670,0,0,839640,304923,693284,474850.11,609720.70
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2032-08-05,16.497268,222339,206470,0,0,881409,309619,693284,472332.51,610993.93
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2032-11-05,16.748634,163000,222364,0,0,631106,228136,693284,468667.57,612228.95
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2033-02-07,17.005741,164321,223537,0,0,640052,231176,693284,465076.96,613454.41
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2033-05-05,17.244098,178045,163371,0,0,604512,251683,693284,462127.33,614557.84
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2033-08-05,17.496152,177723,163485,0,0,619127,252501,693284,459107.39,615691.99
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2033-11-07,17.753687,111961,170923,0,0,459992,159893,693284,454766.99,616817.54
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2034-02-06,18.003002,112976,175027,0,0,474720,162151,693284,450714.70,617876.48
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2034-05-05,18.244098,113489,106718,0,0,428018,163676,693284,446921.47,618872.99
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2034-08-07,18.501632,115534,108747,0,0,474591,167488,693284,443031.89,619908.75
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2034-11-06,18.750947,56789,119321,0,0,288932,82739,693284,438241.39,620884.35
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2035-02-05,19.000262,56683,118905,0,0,287398,82998,693284,433580.01,621834.35
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2035-05-07,19.249577,56120,51058,0,0,238986,82586,693284,429034.04,622759.74
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2035-08-06,19.498892,57524,52672,0,0,265049,85077,693284,424636.16,623661.47
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2035-11-05,19.748207,7477,72858,0,0,61593,11114,693284,419415.58,624540.43
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,2036-02-05,20.000000,7478,72859,0,0,61629,11172,693284,414275.93,625405.89
