#Date,EPE,ENE
2016-02-05,0.0000,10277.6575
2016-02-19,657498.9789,667776.6365
2016-03-04,859791.1344,870068.7919
2016-03-18,1100901.6201,1111179.2776
2016-04-01,1258206.5891,1268484.2466
2016-04-15,1378090.5915,1388368.2491
2016-04-29,1517472.9318,1527750.5893
2016-05-13,1634686.7253,1644964.3828
2016-05-27,1754136.3213,1764413.9788
2016-06-10,1857173.7257,1867451.3832
2016-06-24,1946749.8548,1957027.5123
2016-07-08,2033366.8479,2043644.5054
2016-07-22,2120651.6093,2130929.2668
2016-08-05,2226260.3526,2236538.0101
2016-08-19,2300658.6018,2310936.2594
2016-09-02,2928310.1566,1931964.1825
2016-09-16,3001124.0849,2004778.1108
2016-09-30,3066506.1294,2070160.1553
2016-10-14,3134225.0269,2137879.0528
2016-10-28,3241416.5240,2245070.5499
2016-11-14,3320708.7249,2324362.7508
2016-11-25,3368194.3322,2371848.3581
2016-12-09,3416879.2745,2420533.3004
2016-12-23,3471748.9847,2475403.0106
2017-01-06,3520455.0731,2524109.0990
2017-01-20,3562884.7471,2566538.7730
2017-02-03,3589694.6105,2593348.6364
2017-02-17,3652763.8576,2656417.8835
2017-03-03,3171398.2480,3170064.0757
2017-03-17,3224107.9230,3222773.7508
2017-03-31,3278679.9546,3277345.7823
2017-04-18,3331569.6500,3330235.4777
2017-04-28,3365355.0483,3364020.8761
2017-05-12,3420590.6831,3419256.5108
2017-05-26,3465687.0589,3464352.8866
2017-06-09,3518227.7351,3516893.5628
2017-06-23,3567013.8946,3565679.7223
2017-07-07,3618181.5550,3616847.3828
2017-07-21,3645915.6490,3644581.4768
2017-08-04,3681224.5761,3679890.4038
2017-08-18,3697446.5241,3696112.3518
2017-09-01,3754004.4455,3752670.2732
2017-09-15,4220683.7447,3255356.0067
2017-09-29,4262865.9570,3297538.2190
2017-10-13,4315313.9528,3349986.2147
2017-10-27,4353553.9797,3388226.2417
2017-11-13,4408286.9043,3442959.1663
2017-11-24,4440635.5587,3475307.8207
2017-12-08,4478333.4355,3513005.6975
2017-12-22,4519844.4951,3554516.7570
2018-01-05,4561531.4106,3596203.6726
2018-01-19,4604982.0108,3639654.2727
2018-02-02,4621924.3498,3656596.6117
2018-02-16,4670481.6181,3705153.8800
2018-03-02,4145498.6830,4159057.8558
2018-03-16,4153316.9528,4166876.1256
2018-04-03,4199648.3013,4213207.4741
2018-04-13,4229116.4435,4242675.6163
2018-04-27,4259970.2231,4273529.3959
2018-05-11,4300038.0723,4313597.2451
