#Date,EPE,ENE
2016-02-05,81933.6094,0.0000
2016-02-19,121015.4314,39081.8220
2016-03-04,155640.0327,73706.4234
2016-03-18,165361.9026,83428.2933
2016-04-01,187337.7893,105404.1799
2016-04-15,196769.8215,114836.2122
2016-04-29,212956.5714,130618.0655
2016-05-13,223141.7507,140803.2448
2016-05-27,231658.5773,149320.0713
2016-06-10,239877.8190,157539.3131
2016-06-24,249107.7015,166769.1956
2016-07-08,253278.2760,170939.7700
2016-07-22,261903.6438,179565.1379
2016-08-05,277780.4847,195441.9787
2016-08-19,286268.9530,203930.4471
2016-09-02,293764.3266,211425.8207
2016-09-16,302679.1247,220340.6188
2016-09-30,314847.2733,232508.7674
2016-10-14,324489.1468,242150.6408
2016-10-28,275317.5832,291019.5136
2016-11-14,283809.5094,299511.4398
2016-11-25,287295.6044,302997.5348
2016-12-09,293947.3205,309649.2509
2016-12-23,298250.6156,313952.5460
2017-01-06,302678.9953,318380.9257
2017-01-20,306950.4434,322652.3738
2017-02-03,312740.6800,328442.6104
2017-02-17,317531.9491,333233.8796
2017-03-03,322881.6708,338583.6012
2017-03-17,331571.0099,347272.9404
2017-03-31,336703.6883,352405.6187
2017-04-18,342783.0664,358484.9968
2017-04-28,389538.5496,309107.6427
2017-05-12,393647.7423,313216.8353
2017-05-26,400441.9901,320011.0832
2017-06-09,405768.3390,325337.4321
2017-06-23,408854.4134,328423.5065
2017-07-07,414167.4663,333736.5594
2017-07-21,418165.7013,337734.7943
2017-08-04,419585.1858,339154.2789
2017-08-18,423566.0213,343135.1144
2017-09-01,427667.5509,347236.6440
2017-09-15,431128.0690,350697.1621
2017-09-29,432810.9623,352380.0554
2017-10-13,438484.2860,358053.3791
2017-10-27,440800.5256,360369.6187
2017-11-13,388081.8036,405458.1165
2017-11-24,392978.4426,410354.7555
2017-12-08,396625.2676,414001.5806
2017-12-22,398886.5438,416262.8568
2018-01-05,402062.8867,419439.1997
2018-01-19,406077.9044,423454.2174
2018-02-02,409455.5936,426831.9066
2018-02-16,412728.3968,430104.7098
2018-03-02,417912.5896,435288.9026
2018-03-16,420893.5032,438269.8162
2018-04-03,426488.9407,443865.2537
2018-04-13,427375.1350,444751.4480
2018-04-27,431832.8647,449209.1777
2018-05-11,468268.9285,390689.2132
2018-05-25,471182.9631,393603.2478
2018-06-08,475867.4169,398287.7016
2018-06-22,477076.0925,399496.3772
2018-07-06,481300.6715,403720.9562
2018-07-20,483773.5608,406193.8455
2018-08-03,486526.7326,408947.0173
2018-08-17,490684.7976,413105.0823
2018-08-31,492595.6546,415015.9393
2018-09-14,494758.8106,417179.0953
2018-09-28,498474.8464,420895.1311
2018-10-12,500975.7109,423395.9956
2018-10-26,505598.5209,428018.8056
2018-11-09,449976.1811,467075.4888
2018-11-23,453433.6888,470532.9964
2018-12-07,456482.8148,473582.1224
2018-12-21,459085.2561,476184.5638
2019-01-04,460692.9558,477792.2635
2019-01-18,461847.8533,478947.1609
2019-02-01,463965.4262,481064.7338
2019-02-15,468808.2338,485907.5415
2019-03-01,471915.1618,489014.4694
2019-03-15,475382.7667,492482.0744
2019-03-29,477155.9329,494255.2406
2019-04-12,480192.3694,497291.6770
2019-04-26,483581.6570,500680.9647
2019-05-10,515132.4950,438585.7226
2019-05-24,517508.6369,440961.8645
2019-06-07,520094.5237,443547.7513
2019-06-21,522857.2984,446310.5261
2019-07-05,525654.1696,449107.3972
2019-07-19,528042.4928,451495.7204
2019-08-02,531572.2019,455025.4296
2019-08-16,534177.3313,457630.5589
2019-08-30,537571.6816,461024.9093
2019-09-13,539109.4660,462562.6936
2019-09-27,541146.3657,464599.5933
2019-10-11,543650.2568,467103.4844
2019-10-25,546884.6266,470337.8542
2019-11-08,491196.7251,507300.5511
2019-11-22,493449.3705,509553.1966
2019-12-06,496634.5453,512738.3714
2019-12-20,498431.0003,514534.8264
2020-01-03,500629.9596,516733.7857
2020-01-17,503932.5166,520036.3426
2020-01-31,505218.8227,521322.6488
2020-02-14,507030.6650,523134.4911
2020-02-28,509565.9906,525669.8167
2020-03-13,511004.8507,527108.6767
2020-03-27,513602.5138,529706.3399
2020-04-14,517072.2628,533176.0889
2020-04-24,518913.5593,535017.3853
2020-05-11,547787.3533,472168.4638
2020-05-22,549586.8224,473967.9330
2020-06-05,550312.1730,474693.2836
2020-06-19,552670.6240,477051.7345
2020-07-06,554406.1214,478787.2319
2020-07-17,555186.5068,479567.6174
2020-07-31,558322.0271,482703.1377
2020-08-14,559809.9246,484191.0352
2020-08-28,562448.4926,486829.6031
2020-09-11,563765.1445,488146.2551
2020-09-25,567436.1589,491817.2695
2020-10-09,569843.8791,494224.9897
2020-10-23,571573.8153,495954.9259
2020-11-06,513529.8037,529194.4950
2020-11-20,515625.3555,531290.0467
2020-12-04,518013.3116,533678.0028
2020-12-18,520645.4050,536310.0962
2021-01-04,522340.2188,538004.9100
2021-01-15,523311.7124,538976.4036
2021-01-29,526058.7056,541723.3969
2021-02-12,526185.8491,541850.5403
2021-02-26,528144.5804,543809.2716
2021-03-12,530565.4420,546230.1332
2021-03-26,532240.8888,547905.5800
2021-04-09,533075.9279,548740.6191
2021-04-23,534505.8163,550170.5075
2021-05-07,560234.2678,486302.2822
2021-05-21,561368.3093,487436.3237
2021-06-04,562328.2492,488396.2636
2021-06-18,564968.8365,491036.8509
2021-07-02,566115.7322,492183.7466
2021-07-16,567982.6654,494050.6798
