#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.027284,205043.610668,114721.240643,97297.984356,105934.433100,136043.398935,125983.204074
1,-0.020322,188306.157425,114636.122071,97297.984356,105934.433100,-20696.757491,125983.204074
2,-0.016131,177470.611288,114584.884611,97297.984356,105934.433100,22048.335316,125983.204074
3,-0.015567,175961.110530,114577.987863,97297.984356,105934.433100,-171098.290232,125983.204074
4,-0.015048,174561.520972,114571.645971,97297.984356,105934.433100,-7965.784667,125983.204074
5,-0.011695,165228.864519,114530.653314,97297.984356,105934.433100,19514.278685,125983.204074
6,-0.011242,163927.423004,114525.115933,97297.984356,105934.433100,70495.124679,125983.204074
7,-0.010983,163177.693598,114521.945876,97297.984356,105934.433100,7475.106321,125983.204074
8,-0.010212,160929.532078,114512.527236,97297.984356,105934.433100,-115881.324663,125983.204074
9,-0.010068,160507.216500,114510.772541,97297.984356,105934.433100,-11865.867775,125983.204074
10,-0.009650,159269.088238,114505.654790,97297.984356,105934.433100,52859.743176,125983.204074
11,-0.009296,158214.830988,114501.328326,97297.984356,105934.433100,-48856.079349,125983.204074
12,-0.007999,154289.319204,114485.471673,97297.984356,105934.433100,16725.621508,125983.204074
13,-0.006051,148200.037928,114461.663549,97297.984356,105934.433100,71814.850132,125983.204074
14,-0.005364,145990.738332,114453.262680,97297.984356,105934.433100,-90164.248895,125983.204074
15,-0.004514,143212.615983,114442.878067,97297.984356,105934.433100,-4059.872102,125983.204074
16,-0.004056,141691.612021,114437.277131,97297.984356,105934.433100,-82688.850442,125983.204074
17,-0.002436,136178.663686,114417.477790,97297.984356,105934.433100,-19138.937438,125983.204074
18,-0.001153,131648.685718,114401.797057,97297.984356,105934.433100,23444.163602,125983.204074
19,-0.001131,131568.285341,114401.523541,97297.984356,105934.433100,-16555.142131,125983.204074
20,0.001652,121154.807603,114367.510710,97297.984356,105934.433100,-6928.331521,125983.204074
21,0.001961,119942.383200,114363.732910,97297.984356,105934.433100,72167.095550,125983.204074
22,0.002478,117889.563936,114357.423187,97297.984356,105934.433100,7346.134757,125983.204074
23,0.002484,117862.766584,114357.341541,97297.984356,105934.433100,28873.396508,125983.204074
24,0.002703,116980.750476,114354.664580,97297.984356,105934.433100,41990.764349,125983.204074
25,0.003141,115197.904777,114349.314985,97297.984356,105934.433100,-75891.384141,125983.204074
26,0.003242,114783.844822,114348.084321,97297.984356,105934.433100,-1691.163678,125983.204074
27,0.003282,114618.350296,114347.593680,97297.984356,105934.433100,-21009.592724,125983.204074
28,0.003908,112007.377433,114339.946663,97297.984356,105934.433100,39935.091898,125983.204074
29,0.004155,110956.571212,114336.918809,97297.984356,105934.433100,71296.871921,125983.204074
30,0.004285,110404.669654,114335.339964,97297.984356,105934.433100,20284.506638,125983.204074
31,0.004435,109760.193078,114333.506254,97297.984356,105934.433100,-18379.314894,125983.204074
32,0.006211,101819.495063,114311.794150,97297.984356,105934.433100,-39734.533053,125983.204074
33,0.009343,86057.974405,114273.527000,97297.984356,105934.433100,37361.101600,125983.204074
34,0.009736,83869.216388,114268.720794,97297.984356,105934.433100,147.379785,125983.204074
35,0.010471,79619.563721,114259.742795,97297.984356,105934.433100,-30682.248853,125983.204074
36,0.014849,46893.410612,114206.243081,97297.984356,105934.433100,10936.388264,125983.204074
37,0.015288,42231.861642,114200.874780,97297.984356,105934.433100,3360.249113,125983.204074
38,0.015393,41035.737597,114199.587847,97297.984356,105934.433100,-14573.382751,125983.204074
39,0.015827,35692.339803,114194.290310,97297.984356,105934.433100,-12157.805194,125983.204074
40,0.017518,0.000000,114173.633008,97297.984356,105934.433100,-2241.280475,125983.204074
41,0.017922,0.000000,114168.691054,97297.984356,105934.433100,-10179.651278,125983.204074
42,0.020408,0.000000,114138.314970,97297.984356,105934.433100,1096.339977,125983.204074
43,0.021799,0.000000,114121.315679,97297.984356,105934.433100,-4358.266523,125983.204074
44,0.021978,0.000000,114119.138857,97297.984356,105934.433100,15052.186061,125983.204074
45,0.022093,0.000000,114117.724564,97297.984356,105934.433100,6615.900242,125983.204074
46,0.023902,0.000000,114095.623351,97297.984356,105934.433100,2995.504230,125983.204074
47,0.024601,0.000000,114087.083325,97297.984356,105934.433100,-9060.213063,125983.204074
48,0.027691,0.000000,114049.336308,97297.984356,105934.433100,-83.003132,125983.204074
49,0.033900,0.000000,113973.484265,97297.984356,105934.433100,-371.338877,125983.204074
