#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
CdsOption_10_10,CreditDefaultSwapOption,2021-03-22,5.123550,74089.271888,EUR,74089.271888,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_11_9,CreditDefaultSwapOption,2021-03-22,5.123550,69091.917479,EUR,69091.917479,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_12_8,CreditDefaultSwapOption,2021-03-22,5.123550,63572.428711,EUR,63572.428711,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_13_7,CreditDefaultSwapOption,2021-03-22,5.123550,57459.228377,EUR,57459.228377,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_14_6,CreditDefaultSwapOption,2021-03-22,5.123550,50947.170638,EUR,50947.170638,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_15_5,CreditDefaultSwapOption,2021-03-22,5.123550,44198.999451,EUR,44198.999451,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_16_4,CreditDefaultSwapOption,2021-03-22,5.123550,37219.919641,EUR,37219.919641,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_17_3,CreditDefaultSwapOption,2021-03-22,5.123550,29876.736075,EUR,29876.736075,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_18_2,CreditDefaultSwapOption,2021-03-22,5.123550,22242.812225,EUR,22242.812225,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_19_1,CreditDefaultSwapOption,2021-03-22,5.123550,14813.904193,EUR,14813.904193,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_1_19,CreditDefaultSwapOption,2021-03-22,5.123550,57947.239449,EUR,57947.239449,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_2_18,CreditDefaultSwapOption,2021-03-22,5.123550,72002.048077,EUR,72002.048077,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_3_17,CreditDefaultSwapOption,2021-03-22,5.123550,80468.911680,EUR,80468.911680,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_4_16,CreditDefaultSwapOption,2021-03-22,5.123550,85038.789281,EUR,85038.789281,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_5_15,CreditDefaultSwapOption,2021-03-22,5.123550,86377.557354,EUR,86377.557354,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_6_14,CreditDefaultSwapOption,2021-03-22,5.123550,86250.803866,EUR,86250.803866,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_7_13,CreditDefaultSwapOption,2021-03-22,5.123550,84932.682180,EUR,84932.682180,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_8_12,CreditDefaultSwapOption,2021-03-22,5.123550,82400.108167,EUR,82400.108167,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
CdsOption_9_11,CreditDefaultSwapOption,2021-03-22,5.123550,78579.973755,EUR,78579.973755,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
