#TradeId,Factor,Up/Down,Base NPV,Scenario NPV,Difference
Swap_Prime_20y,DiscountCurve/USD/2/3M,Up,-2651.40,-2651.63,-0.23
Swap_Prime_20y,DiscountCurve/USD/3/6M,Up,-2651.40,-2652.36,-0.95
Swap_Prime_20y,DiscountCurve/USD/4/1Y,Up,-2651.40,-2654.52,-3.11
Swap_Prime_20y,DiscountCurve/USD/5/2Y,Up,-2651.40,-2657.98,-6.58
Swap_Prime_20y,DiscountCurve/USD/6/3Y,Up,-2651.40,-2662.85,-11.44
Swap_Prime_20y,DiscountCurve/USD/7/5Y,Up,-2651.40,-2676.64,-25.23
Swap_Prime_20y,DiscountCurve/USD/8/10Y,Up,-2651.40,-2628.28,23.12
Swap_Prime_20y,DiscountCurve/USD/9/15Y,Up,-2651.40,-2495.74,155.66
Swap_Prime_20y,DiscountCurve/USD/10/20Y,Up,-2651.40,-2538.32,113.08
Swap_Prime_20y,DiscountCurve/USD/11/30Y,Up,-2651.40,-2651.30,0.10
Swap_Prime_20y,DiscountCurve/USD/2/3M,Down,-2651.40,-2651.18,0.23
Swap_Prime_20y,DiscountCurve/USD/3/6M,Down,-2651.40,-2650.45,0.95
Swap_Prime_20y,DiscountCurve/USD/4/1Y,Down,-2651.40,-2648.29,3.11
Swap_Prime_20y,DiscountCurve/USD/5/2Y,Down,-2651.40,-2644.83,6.58
Swap_Prime_20y,DiscountCurve/USD/6/3Y,Down,-2651.40,-2639.96,11.45
Swap_Prime_20y,DiscountCurve/USD/7/5Y,Down,-2651.40,-2626.16,25.24
Swap_Prime_20y,DiscountCurve/USD/8/10Y,Down,-2651.40,-2674.54,-23.14
Swap_Prime_20y,DiscountCurve/USD/9/15Y,Down,-2651.40,-2807.22,-155.82
Swap_Prime_20y,DiscountCurve/USD/10/20Y,Down,-2651.40,-2764.64,-113.24
Swap_Prime_20y,DiscountCurve/USD/11/30Y,Down,-2651.40,-2651.51,-0.10
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/0/2W,Up,-2651.40,-2641.17,10.23
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/1/1M,Up,-2651.40,-2593.11,58.29
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/2/3M,Up,-2651.40,-2651.66,-0.26
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/3/6M,Up,-2651.40,-2652.49,-1.09
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/4/1Y,Up,-2651.40,-2656.75,-5.35
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/5/2Y,Up,-2651.40,-2667.74,-16.33
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/6/3Y,Up,-2651.40,-2701.16,-49.75
