#TradeId,Factor,Up/Down,Base NPV,Scenario NPV,Difference
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/7/5Y,Up,-2651.40,-2925.99,-274.59
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/8/10Y,Up,-2651.40,-3533.65,-882.25
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/9/15Y,Up,-2651.40,-3964.51,-1313.11
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/10/20Y,Up,-2651.40,-17299.33,-14647.93
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/11/30Y,Up,-2651.40,-2806.02,-154.62
Swap_Prime_20y,IndexCurve/USD-Prime/0/2W,Up,-2651.40,-2661.71,-10.31
Swap_Prime_20y,IndexCurve/USD-Prime/1/1M,Up,-2651.40,-2710.13,-58.73
Swap_Prime_20y,IndexCurve/USD-Prime/2/3M,Up,-2651.40,-2651.15,0.26
Swap_Prime_20y,IndexCurve/USD-Prime/3/6M,Up,-2651.40,-2650.19,1.22
Swap_Prime_20y,IndexCurve/USD-Prime/4/1Y,Up,-2651.40,-2645.82,5.59
Swap_Prime_20y,IndexCurve/USD-Prime/5/2Y,Up,-2651.40,-2634.56,16.84
Swap_Prime_20y,IndexCurve/USD-Prime/6/3Y,Up,-2651.40,-2601.00,50.40
Swap_Prime_20y,IndexCurve/USD-Prime/7/5Y,Up,-2651.40,-2373.35,278.05
Swap_Prime_20y,IndexCurve/USD-Prime/8/10Y,Up,-2651.40,-1756.36,895.04
Swap_Prime_20y,IndexCurve/USD-Prime/9/15Y,Up,-2651.40,-1329.61,1321.79
Swap_Prime_20y,IndexCurve/USD-Prime/10/20Y,Up,-2651.40,12075.42,14726.83
Swap_Prime_20y,IndexCurve/USD-Prime/11/30Y,Up,-2651.40,-2495.95,155.46
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/0/2W,Down,-2651.40,-2661.64,-10.23
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/1/1M,Down,-2651.40,-2709.70,-58.29
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/2/3M,Down,-2651.40,-2651.15,0.25
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/3/6M,Down,-2651.40,-2650.34,1.07
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/4/1Y,Down,-2651.40,-2646.11,5.29
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/5/2Y,Down,-2651.40,-2635.24,16.16
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/6/3Y,Down,-2651.40,-2601.95,49.46
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/7/5Y,Down,-2651.40,-2377.21,274.19
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/8/10Y,Down,-2651.40,-1770.00,881.40
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/9/15Y,Down,-2651.40,-1340.00,1311.40
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/10/20Y,Down,-2651.40,11995.09,14646.50
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/11/30Y,Down,-2651.40,-2496.79,154.61
Swap_Prime_20y,IndexCurve/USD-Prime/0/2W,Down,-2651.40,-2641.09,10.31
Swap_Prime_20y,IndexCurve/USD-Prime/1/1M,Down,-2651.40,-2592.67,58.73
Swap_Prime_20y,IndexCurve/USD-Prime/2/3M,Down,-2651.40,-2651.66,-0.25
Swap_Prime_20y,IndexCurve/USD-Prime/3/6M,Down,-2651.40,-2652.60,-1.20
Swap_Prime_20y,IndexCurve/USD-Prime/4/1Y,Down,-2651.40,-2656.93,-5.53
Swap_Prime_20y,IndexCurve/USD-Prime/5/2Y,Down,-2651.40,-2668.07,-16.67
Swap_Prime_20y,IndexCurve/USD-Prime/6/3Y,Down,-2651.40,-2701.51,-50.11
Swap_Prime_20y,IndexCurve/USD-Prime/7/5Y,Down,-2651.40,-2929.06,-277.65
Swap_Prime_20y,IndexCurve/USD-Prime/8/10Y,Down,-2651.40,-3545.59,-894.19
Swap_Prime_20y,IndexCurve/USD-Prime/9/15Y,Down,-2651.40,-3971.48,-1320.07
Swap_Prime_20y,IndexCurve/USD-Prime/10/20Y,Down,-2651.40,-17376.79,-14725.39
Swap_Prime_20y,IndexCurve/USD-Prime/11/30Y,Down,-2651.40,-2806.86,-155.45
Swap_FedFunds_20y,DiscountCurve/USD/2/3M,Up,3.95,3.97,0.02
Swap_FedFunds_20y,DiscountCurve/USD/3/6M,Up,3.95,3.94,0.00
Swap_FedFunds_20y,DiscountCurve/USD/4/1Y,Up,3.95,3.74,-0.21
Swap_FedFunds_20y,DiscountCurve/USD/5/2Y,Up,3.95,3.24,-0.71
Swap_FedFunds_20y,DiscountCurve/USD/6/3Y,Up,3.95,4.27,0.33
Swap_FedFunds_20y,DiscountCurve/USD/7/5Y,Up,3.95,4.98,1.03
Swap_FedFunds_20y,DiscountCurve/USD/8/10Y,Up,3.95,4.89,0.94
Swap_FedFunds_20y,DiscountCurve/USD/9/15Y,Up,3.95,4.98,1.04
Swap_FedFunds_20y,DiscountCurve/USD/10/20Y,Up,3.95,4.49,0.54
Swap_FedFunds_20y,DiscountCurve/USD/11/30Y,Up,3.95,3.95,0.00
Swap_FedFunds_20y,DiscountCurve/USD/2/3M,Down,3.95,3.93,-0.02
Swap_FedFunds_20y,DiscountCurve/USD/3/6M,Down,3.95,3.95,0.00
Swap_FedFunds_20y,DiscountCurve/USD/4/1Y,Down,3.95,4.16,0.21
Swap_FedFunds_20y,DiscountCurve/USD/5/2Y,Down,3.95,4.66,0.71
Swap_FedFunds_20y,DiscountCurve/USD/6/3Y,Down,3.95,3.62,-0.33
Swap_FedFunds_20y,DiscountCurve/USD/7/5Y,Down,3.95,2.92,-1.03
Swap_FedFunds_20y,DiscountCurve/USD/8/10Y,Down,3.95,3.01,-0.94
Swap_FedFunds_20y,DiscountCurve/USD/9/15Y,Down,3.95,2.91,-1.04
Swap_FedFunds_20y,DiscountCurve/USD/10/20Y,Down,3.95,3.40,-0.54
Swap_FedFunds_20y,DiscountCurve/USD/11/30Y,Down,3.95,3.95,0.00
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/0/2W,Up,3.95,14.18,10.23
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/1/1M,Up,3.95,62.24,58.29
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/2/3M,Up,3.95,3.69,-0.26
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/3/6M,Up,3.95,2.86,-1.09
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/4/1Y,Up,3.95,-1.40,-5.35
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/5/2Y,Up,3.95,-12.38,-16.33
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/6/3Y,Up,3.95,-45.80,-49.75
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/7/5Y,Up,3.95,-270.64,-274.59
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/8/10Y,Up,3.95,-878.30,-882.25
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/9/15Y,Up,3.95,-1309.16,-1313.11
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/10/20Y,Up,3.95,-14643.98,-14647.93
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/11/30Y,Up,3.95,-150.67,-154.62
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/0/2W,Down,3.95,-6.28,-10.23
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/1/1M,Down,3.95,-54.34,-58.29
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/2/3M,Down,3.95,4.20,0.25
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/3/6M,Down,3.95,5.02,1.07
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/4/1Y,Down,3.95,9.24,5.29
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/5/2Y,Down,3.95,20.11,16.16
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/6/3Y,Down,3.95,53.41,49.46
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/7/5Y,Down,3.95,278.14,274.19
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/8/10Y,Down,3.95,885.35,881.40
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/9/15Y,Down,3.95,1315.35,1311.40
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/10/20Y,Down,3.95,14650.45,14646.50
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/11/30Y,Down,3.95,158.56,154.61
