#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet
0,2016-02-19,14,528480.736119,528480.885408,0.000000,495239.527198,CPTY_A
1,2016-03-04,14,524410.091651,524552.685127,-24380.551367,366894.597267,CPTY_A
2,2016-03-18,14,458962.082338,459140.805056,0.000000,478179.146122,CPTY_A
3,2016-04-01,14,619677.425728,619688.345559,0.000000,546521.665052,CPTY_A
4,2016-04-15,14,566909.032228,567577.351974,0.000000,441859.221486,CPTY_A
5,2016-04-29,14,430721.949454,430859.607554,0.000000,475370.492160,CPTY_A
6,2016-05-13,14,501336.241384,502349.938706,0.000000,469852.672765,CPTY_A
7,2016-05-27,14,464768.572434,465125.509967,0.000000,376936.694976,CPTY_A
8,2016-06-10,14,544396.030775,544396.130698,0.000000,572592.596839,CPTY_A
9,2016-06-24,14,523470.254587,523688.616208,0.000000,481681.650419,CPTY_A
10,2016-07-08,14,518467.066349,518528.242813,0.000000,470035.473603,CPTY_A
11,2016-07-22,14,488225.779229,489665.607732,0.000000,447229.919235,CPTY_A
12,2016-08-05,14,563555.756871,563760.016927,0.000000,483980.904939,CPTY_A
13,2016-08-19,14,476965.399335,476966.494958,0.000000,515073.077815,CPTY_A
14,2016-09-02,14,510163.178645,510323.402896,287345.608750,440013.091291,CPTY_A
15,2016-09-16,14,460037.174451,460189.822311,0.000000,420470.003424,CPTY_A
16,2016-09-30,14,486119.282220,487197.096832,0.000000,499436.300708,CPTY_A
17,2016-10-14,14,439478.336987,440076.027369,0.000000,438275.245751,CPTY_A
18,2016-10-28,17,509641.259709,509667.607276,0.000000,477662.205155,CPTY_A
19,2016-11-14,11,499676.719940,499733.534939,0.000000,423140.908265,CPTY_A
20,2016-11-25,14,407058.629300,408448.160478,0.000000,368092.303445,CPTY_A
21,2016-12-09,14,466947.471625,467684.276295,0.000000,450715.445062,CPTY_A
22,2016-12-23,14,477178.373078,477294.847746,0.000000,526372.210753,CPTY_A
23,2017-01-06,14,494963.933314,495344.618763,0.000000,612316.101481,CPTY_A
24,2017-01-20,14,484662.787996,485203.295448,0.000000,577016.500487,CPTY_A
25,2017-02-03,14,517629.331268,517630.745278,0.000000,592293.035997,CPTY_A
26,2017-02-17,14,452099.215356,452488.932129,0.000000,430879.322114,CPTY_A
27,2017-03-03,14,436731.193324,436739.662940,-290944.372500,448030.210953,CPTY_A
28,2017-03-17,14,455030.131616,455031.685744,0.000000,489378.178307,CPTY_A
29,2017-03-31,18,343444.848889,343565.775842,0.000000,281473.560238,CPTY_A
30,2017-04-18,10,524603.319080,524950.700812,0.000000,472929.807478,CPTY_A
31,2017-04-28,14,472341.910614,472698.365370,0.000000,478752.253628,CPTY_A
32,2017-05-12,14,449642.068972,450483.713514,0.000000,467478.927319,CPTY_A
33,2017-05-26,14,486885.194464,487270.018068,0.000000,461387.840074,CPTY_A
34,2017-06-09,14,450089.588026,450093.859877,0.000000,498627.392654,CPTY_A
35,2017-06-23,14,488050.119208,488498.441858,0.000000,396324.826881,CPTY_A
36,2017-07-07,14,493154.427910,494631.737689,0.000000,437844.677788,CPTY_A
37,2017-07-21,14,437828.948592,437828.963823,0.000000,377126.763009,CPTY_A
38,2017-08-04,14,458680.194536,458768.167175,0.000000,470865.275386,CPTY_A
39,2017-08-18,14,462798.815297,463381.483791,0.000000,473737.385622,CPTY_A
40,2017-09-01,14,394668.756758,394720.785014,285131.873438,331344.240034,CPTY_A
41,2017-09-15,14,466093.851797,467467.919568,0.000000,454457.378036,CPTY_A
42,2017-09-29,14,417443.770131,417838.325664,0.000000,435742.032111,CPTY_A
43,2017-10-13,14,447905.285006,447994.790298,0.000000,407470.626366,CPTY_A
44,2017-10-27,17,433669.207762,434145.183041,0.000000,414301.369421,CPTY_A
45,2017-11-13,11,416273.141913,416588.965036,0.000000,301314.332821,CPTY_A
46,2017-11-24,14,443742.870421,443826.168263,0.000000,404489.268118,CPTY_A
47,2017-12-08,14,403645.634895,404556.423575,0.000000,469704.223864,CPTY_A
48,2017-12-22,14,412397.341688,412640.488618,0.000000,374996.199779,CPTY_A
49,2018-01-05,14,402812.946255,403591.997821,0.000000,332074.384042,CPTY_A
50,2018-01-19,14,441344.221553,441847.892019,0.000000,465869.347599,CPTY_A
51,2018-02-02,14,302305.061567,302307.109496,0.000000,262627.376399,CPTY_A
52,2018-02-16,14,486261.949293,486291.625227,0.000000,446293.421789,CPTY_A
53,2018-03-02,14,425579.864375,425975.077512,-282177.952930,302958.599891,CPTY_A
54,2018-03-16,18,351774.522948,351812.781988,0.000000,257029.328471,CPTY_A
55,2018-04-03,10,406491.983019,406494.098856,0.000000,452581.126982,CPTY_A
56,2018-04-13,14,398645.097087,399025.025186,0.000000,398648.496726,CPTY_A
57,2018-04-27,14,333831.252060,334236.794482,0.000000,269757.460738,CPTY_A
58,2018-05-11,14,410225.349635,410592.496609,0.000000,379023.659760,CPTY_A
59,2018-05-25,14,382386.473093,382750.272770,0.000000,463802.397422,CPTY_A
60,2018-06-08,14,369272.747821,370185.618643,0.000000,264203.791770,CPTY_A
61,2018-06-22,14,377825.358565,378363.276981,0.000000,462301.776214,CPTY_A
62,2018-07-06,14,440172.200843,440500.279590,0.000000,365997.901541,CPTY_A
63,2018-07-20,14,408028.732878,408160.755066,0.000000,367281.067624,CPTY_A
64,2018-08-03,14,312935.288118,313431.938365,0.000000,336819.253389,CPTY_A
65,2018-08-17,14,461297.742908,462719.299320,0.000000,381864.957906,CPTY_A
66,2018-08-31,14,400517.076340,401086.424291,278881.209063,414977.602783,CPTY_A
67,2018-09-14,14,390842.965552,391258.245641,0.000000,267227.676774,CPTY_A
68,2018-09-28,14,373179.128227,373710.878618,0.000000,406786.738851,CPTY_A
69,2018-10-12,14,383471.224412,383857.957866,0.000000,382162.662846,CPTY_A
70,2018-10-26,14,419159.094689,419540.325557,0.000000,319266.422848,CPTY_A
71,2018-11-09,14,304423.471199,304542.179360,0.000000,300487.054647,CPTY_A
72,2018-11-23,14,352141.526270,354055.349379,0.000000,290384.814919,CPTY_A
73,2018-12-07,14,354031.175284,354032.502425,0.000000,330159.049937,CPTY_A
74,2018-12-21,14,359445.764206,359626.205789,0.000000,340664.282300,CPTY_A
75,2019-01-04,14,366234.014770,367524.769053,0.000000,337740.050459,CPTY_A
76,2019-01-18,14,347960.285737,348149.469059,0.000000,334949.747555,CPTY_A
77,2019-02-01,14,332107.630081,332117.823957,0.000000,373461.985384,CPTY_A
78,2019-02-15,14,376146.111046,376303.936005,0.000000,412213.623373,CPTY_A
79,2019-03-01,14,398436.022009,398583.080224,-279118.610781,381181.740832,CPTY_A
80,2019-03-15,14,317994.739466,318074.223453,0.000000,316952.862133,CPTY_A
81,2019-03-29,14,302432.942566,302590.533544,0.000000,225509.791947,CPTY_A
82,2019-04-12,14,298127.612823,298533.648094,0.000000,280493.659257,CPTY_A
83,2019-04-26,14,334001.015613,334060.268224,0.000000,288778.608804,CPTY_A
84,2019-05-10,14,317746.671865,317747.021870,0.000000,268349.239103,CPTY_A
85,2019-05-24,14,340206.401431,340350.606984,0.000000,409952.358299,CPTY_A
86,2019-06-07,14,311630.262440,311746.968768,0.000000,424112.505072,CPTY_A
87,2019-06-21,14,336574.701862,336631.116602,0.000000,288087.780773,CPTY_A
88,2019-07-05,14,351890.955691,351891.341398,0.000000,313468.926717,CPTY_A
89,2019-07-19,14,329546.080894,329582.231869,0.000000,349971.481851,CPTY_A
90,2019-08-02,14,359038.858839,359054.905117,0.000000,280637.306023,CPTY_A
91,2019-08-16,14,328870.399855,328909.536871,0.000000,390681.558407,CPTY_A
92,2019-08-30,14,298345.989521,298646.173028,271086.318328,401048.755016,CPTY_A
93,2019-09-13,14,300972.206877,300983.442897,0.000000,328495.893721,CPTY_A
94,2019-09-27,14,335430.885367,335687.913704,0.000000,434349.416712,CPTY_A
95,2019-10-11,14,292553.214340,292769.552733,0.000000,274423.221465,CPTY_A
96,2019-10-25,14,333435.346069,333589.977373,0.000000,361178.288994,CPTY_A
97,2019-11-08,14,305103.119069,305197.008503,0.000000,243730.882872,CPTY_A
98,2019-11-22,14,278192.369816,278261.605969,0.000000,303531.307341,CPTY_A
99,2019-12-06,14,291888.499475,292113.005188,0.000000,346284.180400,CPTY_A
100,2019-12-20,14,281158.878216,281170.210771,0.000000,356059.784894,CPTY_A
101,2020-01-03,14,314575.054957,314584.869036,0.000000,256011.935686,CPTY_A
102,2020-01-17,14,284499.753516,284645.296343,0.000000,224203.402310,CPTY_A
103,2020-01-31,14,310419.613661,310420.766119,0.000000,330916.386329,CPTY_A
104,2020-02-14,14,314374.632746,315271.025433,0.000000,282293.942263,CPTY_A
105,2020-02-28,14,283413.689330,283448.043174,-278738.777578,349376.136941,CPTY_A
106,2020-03-13,14,275954.899197,275954.901359,0.000000,171341.088389,CPTY_A
107,2020-03-27,18,266282.686235,266294.388145,0.000000,297959.786163,CPTY_A
108,2020-04-14,10,249316.368962,249437.868750,0.000000,265171.567731,CPTY_A
109,2020-04-24,17,274394.446075,274510.718741,0.000000,213559.688192,CPTY_A
110,2020-05-11,11,281344.292694,281346.412230,0.000000,292950.474808,CPTY_A
111,2020-05-22,14,285800.870754,285808.226327,0.000000,309493.547251,CPTY_A
112,2020-06-05,14,282580.940297,282671.954334,0.000000,300201.151856,CPTY_A
113,2020-06-19,17,276555.644433,276557.562623,0.000000,231173.031532,CPTY_A
114,2020-07-06,11,279394.754561,279588.461771,0.000000,280157.705091,CPTY_A
115,2020-07-17,14,278213.824531,278592.140663,0.000000,281159.649348,CPTY_A
116,2020-07-31,14,287880.233242,287888.547468,0.000000,259626.972327,CPTY_A
117,2020-08-14,14,253288.148729,253310.713699,0.000000,331243.179047,CPTY_A
118,2020-08-28,14,279076.238762,279453.750628,264863.358281,310844.958959,CPTY_A
119,2020-09-11,14,229049.325107,229095.045315,0.000000,225446.163682,CPTY_A
120,2020-09-25,14,258766.932604,258833.255754,0.000000,274899.603637,CPTY_A
121,2020-10-09,14,259742.759690,259744.062870,0.000000,194515.264611,CPTY_A
122,2020-10-23,14,236542.346322,236804.628134,0.000000,241531.639141,CPTY_A
123,2020-11-06,14,234226.951821,234241.116381,0.000000,228654.483504,CPTY_A
124,2020-11-20,14,258412.159023,259080.253569,0.000000,227336.089915,CPTY_A
125,2020-12-04,14,217362.042368,217485.093432,0.000000,203699.122632,CPTY_A
126,2020-12-18,17,263012.066714,263756.037131,0.000000,322714.356102,CPTY_A
127,2021-01-04,11,221591.305566,221924.497410,0.000000,199213.588370,CPTY_A
128,2021-01-15,14,267752.411925,267785.674090,0.000000,365310.738675,CPTY_A
129,2021-01-29,14,254412.537058,254433.800882,0.000000,232821.258356,CPTY_A
130,2021-02-12,14,245303.458678,245303.466139,0.000000,208011.916057,CPTY_A
131,2021-02-26,14,256744.024527,257615.103409,-266549.110234,240385.800577,CPTY_A
132,2021-03-12,14,212151.412006,212232.932207,0.000000,226878.696181,CPTY_A
133,2021-03-26,14,205355.048869,206102.368047,0.000000,180001.889101,CPTY_A
134,2021-04-09,14,196091.393207,196095.299543,0.000000,182622.187722,CPTY_A
135,2021-04-23,14,243521.394971,243651.877444,0.000000,287399.826043,CPTY_A
136,2021-05-07,14,202091.507905,202247.320262,0.000000,191651.908474,CPTY_A
137,2021-05-21,14,232984.735164,232989.930318,0.000000,249383.830425,CPTY_A
138,2021-06-04,14,227254.512531,227324.567996,0.000000,271019.349608,CPTY_A
139,2021-06-18,14,210982.395479,210991.231291,0.000000,180187.120678,CPTY_A
140,2021-07-02,14,204882.916120,205065.864066,0.000000,172794.580720,CPTY_A
141,2021-07-16,14,194264.477338,194265.278653,0.000000,218003.202336,CPTY_A
142,2021-07-30,14,232186.927898,232449.456827,0.000000,213806.049684,CPTY_A
143,2021-08-13,14,221634.786948,221670.257268,0.000000,304399.705497,CPTY_A
144,2021-08-27,14,223260.967819,223434.872034,254397.373691,259808.488547,CPTY_A
145,2021-09-10,14,180564.440128,180693.600449,0.000000,133649.236326,CPTY_A
146,2021-09-24,14,184719.245633,184728.410046,0.000000,127812.908151,CPTY_A
147,2021-10-08,14,194788.125771,194823.623928,0.000000,181221.770701,CPTY_A
148,2021-10-22,14,184783.040560,184865.784429,0.000000,185631.248092,CPTY_A
149,2021-11-05,14,183448.315820,183492.639171,0.000000,188038.383956,CPTY_A
150,2021-11-19,14,184696.018664,185454.366121,0.000000,158648.174585,CPTY_A
