#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.020828,435722.837316,304092.291285,279908.324379,281164.244108,-13140.011309,356066.240563
1,-0.011106,374614.451489,304034.677907,279908.324379,281164.244108,-38434.247987,356066.240563
2,-0.008763,360634.979894,304020.791108,279908.324379,281164.244108,-247612.452145,356066.240563
3,-0.007298,352080.637771,304012.112345,279908.324379,281164.244108,-156205.446168,356066.240563
4,-0.006946,350042.430812,304010.021744,279908.324379,281164.244108,302765.890388,356066.240563
5,-0.006228,345926.283400,304005.771083,279908.324379,281164.244108,270624.393111,356066.240563
6,-0.005846,343747.552449,304003.504937,279908.324379,281164.244108,222083.474842,356066.240563
7,-0.005187,340020.188605,303999.600596,279908.324379,281164.244108,-37536.737903,356066.240563
8,-0.004744,337529.607792,303996.971577,279908.324379,281164.244108,-104206.753696,356066.240563
9,-0.004145,334195.808661,303993.425805,279908.324379,281164.244108,-34160.543089,356066.240563
10,-0.004011,333449.247551,303992.627436,279908.324379,281164.244108,-147198.239168,356066.240563
11,-0.003250,329263.010798,303988.119846,279908.324379,281164.244108,-36138.118606,356066.240563
12,-0.003073,328293.842909,303987.068556,279908.324379,281164.244108,46360.821685,356066.240563
13,-0.002724,326394.914629,303984.999942,279908.324379,281164.244108,-48351.408554,356066.240563
14,-0.002634,325910.109641,303984.469914,279908.324379,281164.244108,-114110.764955,356066.240563
15,-0.002019,322591.814185,303980.820589,279908.324379,281164.244108,10195.740721,356066.240563
16,-0.001981,322392.882060,303980.600589,279908.324379,281164.244108,-200237.610762,356066.240563
17,-0.001875,321820.850646,303979.967188,279908.324379,281164.244108,-52029.310395,356066.240563
18,-0.000319,313618.994106,303970.748646,279908.324379,281164.244108,384928.345268,356066.240563
19,0.000049,311710.560100,303968.564268,279908.324379,281164.244108,37.107187,356066.240563
20,0.000471,309544.429717,303966.065349,279908.324379,281164.244108,170538.618503,356066.240563
21,0.000592,308927.428538,303965.349617,279908.324379,281164.244108,83361.395567,356066.240563
22,0.001023,306736.282164,303962.793215,279908.324379,281164.244108,155004.926880,356066.240563
23,0.001672,303478.723120,303958.948460,279908.324379,281164.244108,-103162.970771,356066.240563
24,0.001676,303458.471456,303958.924386,279908.324379,281164.244108,-5684.119598,356066.240563
25,0.001917,302259.405187,303957.495064,279908.324379,281164.244108,-82079.805838,356066.240563
26,0.001938,302156.622612,303957.372181,279908.324379,281164.244108,-45427.985914,356066.240563
27,0.002074,301481.919257,303956.564087,279908.324379,281164.244108,-61139.500751,356066.240563
28,0.002475,299512.648439,303954.190827,279908.324379,281164.244108,-18146.345723,356066.240563
29,0.002849,297689.588190,303951.973585,279908.324379,281164.244108,-1300.252022,356066.240563
30,0.002856,297653.856280,303951.929927,279908.324379,281164.244108,173453.218099,356066.240563
31,0.002865,297611.158294,303951.877748,279908.324379,281164.244108,125186.562061,356066.240563
32,0.006830,279372.710471,303928.378375,279908.324379,281164.244108,-1344.531061,356066.240563
33,0.007101,278200.399983,303926.768107,279908.324379,281164.244108,29724.418813,356066.240563
34,0.008740,271360.266972,303917.055729,279908.324379,281164.244108,22034.634813,356066.240563
35,0.010395,264876.008096,303907.246655,279908.324379,281164.244108,12953.414883,356066.240563
36,0.010455,264646.208702,303906.886126,279908.324379,281164.244108,92491.081009,356066.240563
37,0.011289,261560.030428,303901.945144,279908.324379,281164.244108,-69519.547269,356066.240563
38,0.011590,260474.276587,303900.159685,279908.324379,281164.244108,-83788.128724,356066.240563
39,0.011614,260388.792840,303900.017992,279908.324379,281164.244108,-64443.512916,356066.240563
40,0.011769,259837.075982,303899.099452,279908.324379,281164.244108,91937.776141,356066.240563
41,0.012306,257958.641579,303895.917041,279908.324379,281164.244108,-222106.824940,356066.240563
42,0.012358,257778.402162,303895.606987,279908.324379,281164.244108,-6700.968461,356066.240563
43,0.013730,253231.946943,303887.475888,279908.324379,281164.244108,-116603.703680,356066.240563
44,0.014275,251523.456264,303884.243330,279908.324379,281164.244108,78758.464740,356066.240563
45,0.016964,243970.718045,303868.305267,279908.324379,281164.244108,52201.526391,356066.240563
46,0.017072,243699.179559,303867.666045,279908.324379,281164.244108,-13377.611872,356066.240563
47,0.017132,243548.328498,303867.308366,279908.324379,281164.244108,93457.452092,356066.240563
48,0.021497,234798.778979,303841.433504,279908.324379,281164.244108,-185745.061839,356066.240563
49,0.024311,231551.486762,303824.754357,279908.324379,281164.244108,-166821.440589,356066.240563
