#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2016-02-19,14,528390.630357,528390.780351,0.000000,495154.395828,CPTY_A,0.038251
1,2016-03-04,14,524320.855435,524463.421493,-24380.551250,366831.143969,CPTY_A,0.076503
2,2016-03-18,14,458883.919840,459062.621727,0.000000,478096.803918,CPTY_A,0.114754
3,2016-04-01,14,619571.871141,619582.791586,0.000000,546426.868857,CPTY_A,0.153005
4,2016-04-15,14,566812.767016,567480.982002,0.000000,441781.509197,CPTY_A,0.191257
5,2016-04-29,14,430649.178062,430786.787790,0.000000,475292.460854,CPTY_A,0.229508
6,2016-05-13,14,501250.974850,502264.464242,0.000000,469771.945013,CPTY_A,0.267760
7,2016-05-27,14,464690.208064,465047.073369,0.000000,376872.546011,CPTY_A,0.306011
8,2016-06-10,14,544303.607001,544303.707044,0.000000,572494.599183,CPTY_A,0.344262
9,2016-06-24,14,523380.667478,523598.992212,0.000000,481596.006430,CPTY_A,0.382514
10,2016-07-08,14,518378.588197,518439.757593,0.000000,469952.024796,CPTY_A,0.420765
11,2016-07-22,14,488142.628452,489582.187131,0.000000,447150.889050,CPTY_A,0.459016
12,2016-08-05,14,563460.165608,563664.392525,0.000000,483899.526200,CPTY_A,0.497268
13,2016-08-19,14,476884.263343,476885.359570,0.000000,514981.849219,CPTY_A,0.535519
14,2016-09-02,14,510076.169349,510236.359799,287345.794375,439935.031559,CPTY_A,0.573770
15,2016-09-16,14,459959.557404,460112.186035,0.000000,420395.660896,CPTY_A,0.612022
16,2016-09-30,14,486035.772053,487113.354771,0.000000,499349.833776,CPTY_A,0.650273
17,2016-10-14,14,439403.312026,440000.930638,0.000000,438197.892897,CPTY_A,0.688525
18,2016-10-28,17,509554.127633,509580.466697,0.000000,477577.620496,CPTY_A,0.726776
19,2016-11-14,11,499591.021509,499647.837922,0.000000,423070.997200,CPTY_A,0.773224
20,2016-11-25,14,406988.979160,408378.378213,0.000000,368027.123735,CPTY_A,0.803279
21,2016-12-09,14,466867.613598,467604.248578,0.000000,450636.296217,CPTY_A,0.841530
22,2016-12-23,14,477097.656607,477214.130358,0.000000,526279.079335,CPTY_A,0.879781
