#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility
CCSwap,Swap,4,0,2016-03-01,Interest,2856.3889,EUR,-0.0011300000,0.2527777778,2015-12-01,2016-03-01,2071.6667,2015-11-27,-0.0011300000,10000000.0000,1.0001049784,2856.6887479214,1.0000000000,2856.6887479214,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,5,0,2016-06-01,InterestProjected,2427.2829,EUR,-0.0009498064,0.2555555556,2016-03-01,2016-06-01,0.0000,2016-02-26,-0.0009498064,10000000.0000,1.0007769302,2429.1687396641,1.0000000000,2429.1687396641,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,6,0,2016-09-01,InterestProjected,4813.4322,EUR,-0.0018835170,0.2555555556,2016-06-01,2016-09-01,0.0000,2016-05-30,-0.0018835170,10000000.0000,1.0015786441,4821.0309217168,1.0000000000,4821.0309217168,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,7,0,2016-12-01,InterestProjected,3613.9109,EUR,-0.0014296790,0.2527777778,2016-09-01,2016-12-01,0.0000,2016-08-30,-0.0014296790,10000000.0000,1.0025690206,3623.1951416086,1.0000000000,3623.1951416086,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,8,0,2017-03-01,InterestProjected,5517.5246,EUR,-0.0022070098,0.2500000000,2016-12-01,2017-03-01,0.0000,2016-11-29,-0.0022070098,10000000.0000,1.0034332637,5536.4677264506,1.0000000000,5536.4677264506,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,9,0,2017-06-01,InterestProjected,5326.3915,EUR,-0.0020842402,0.2555555556,2017-03-01,2017-06-01,0.0000,2017-02-27,-0.0020842402,10000000.0000,1.0044359657,5350.0192230871,1.0000000000,5350.0192230871,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,10,0,2017-09-01,InterestProjected,5190.3727,EUR,-0.0020310154,0.2555555556,2017-06-01,2017-09-01,0.0000,2017-05-30,-0.0020310154,10000000.0000,1.0053139452,5217.9540886334,1.0000000000,5217.9540886334,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,11,0,2017-12-01,InterestProjected,5133.9701,EUR,-0.0020310211,0.2527777778,2017-09-01,2017-12-01,0.0000,2017-08-30,-0.0020310211,10000000.0000,1.0062546533,5166.0813248846,1.0000000000,5166.0813248846,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,12,0,2018-03-01,InterestProjected,4386.8046,EUR,-0.0017547218,0.2500000000,2017-12-01,2018-03-01,0.0000,2017-11-29,-0.0017547218,10000000.0000,1.0072319484,4418.5297234671,1.0000000000,4418.5297234671,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,13,0,2018-06-01,InterestProjected,2012.5053,EUR,-0.0007875021,0.2555555556,2018-03-01,2018-06-01,0.0000,2018-02-27,-0.0007875021,10000000.0000,1.0078366648,2028.2765941992,1.0000000000,2028.2765941992,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,14,0,2018-09-03,InterestProjected,2056.2509,EUR,-0.0007875003,0.2611111111,2018-06-01,2018-09-03,0.0000,2018-05-30,-0.0007875003,10000000.0000,1.0084549021,2073.6362810697,1.0000000000,2073.6362810697,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,15,0,2018-12-03,InterestProjected,1990.6324,EUR,-0.0007875029,0.2527777778,2018-09-03,2018-12-03,0.0000,2018-08-30,-0.0007875029,10000000.0000,1.0090537697,2008.6551124884,1.0000000000,2008.6551124884,EUR,#N/A,#N/A,#N/A,#N/A
CCSwap,Swap,16,0,2019-03-01,InterestProjected,899.4805,EUR,-0.0003679693,0.2444444444,2018-12-03,2019-03-01,0.0000,2018-11-29,-0.0003679693,10000000.0000,1.0095515318,908.0719126138,1.0000000000,908.0719126138,EUR,#N/A,#N/A,#N/A,#N/A
