#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,21833.25,68.00,30.10,-3437.89,36.69,-3643.82,41.28,-3775.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21833.25,68.00,None,657356.03,662176.01
capped_swap,CPTY_A,21833.25,68.00,30.10,-3437.89,36.69,-3643.82,41.28,-3775.70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,657356.03,662176.01
,CPTY_B,21833.25,68.00,30.10,-3437.89,36.69,-3643.82,41.28,-3775.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21833.25,68.00,None,657356.03,662176.02
cap,CPTY_B,16634.38,0.00,0.00,-2587.57,0.00,-2777.20,0.00,-2899.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,378826.34,378988.94
swap,CPTY_B,12699.11,12216.51,5728.83,-1989.21,6306.76,-2119.69,6685.08,-2203.70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,322914.53,325086.22
