2023-03-17,GBP-SONIA,0.039268
2023-03-20,GBP-SONIA,0.039268
2023-03-21,GBP-SONIA,0.039269
2023-03-22,GBP-SONIA,0.03927
2023-03-23,GBP-SONIA,0.041759
2023-03-24,GBP-SONIA,0.041765
2023-03-27,GBP-SONIA,0.041765
2023-03-28,GBP-SONIA,0.041766
2023-03-29,GBP-SONIA,0.041767
2023-03-30,GBP-SONIA,0.041768
2023-03-31,GBP-SONIA,0.041777
2023-04-03,GBP-SONIA,0.041769
2023-04-04,GBP-SONIA,0.041767
2023-04-05,GBP-SONIA,0.041769
2023-04-06,GBP-SONIA,0.04177
2023-04-11,GBP-SONIA,0.041767
2023-04-12,GBP-SONIA,0.041767
2023-04-13,GBP-SONIA,0.041769
2023-04-14,GBP-SONIA,0.041769
2023-04-17,GBP-SONIA,0.041771
2023-04-18,GBP-SONIA,0.041774
2023-04-19,GBP-SONIA,0.041774
2023-04-20,GBP-SONIA,0.041775
2023-04-21,GBP-SONIA,0.041774
2023-04-24,GBP-SONIA,0.041773
2023-04-25,GBP-SONIA,0.041774
2023-04-26,GBP-SONIA,0.041784
2023-04-27,GBP-SONIA,0.041787
2023-04-28,GBP-SONIA,0.041792
2023-05-02,GBP-SONIA,0.041792
2023-05-03,GBP-SONIA,0.041778
2023-05-04,GBP-SONIA,0.041779
2023-05-05,GBP-SONIA,0.041777
2023-05-09,GBP-SONIA,0.041777
2023-05-10,GBP-SONIA,0.041775
2023-05-11,GBP-SONIA,0.044274
2023-05-12,GBP-SONIA,0.044277
2023-05-15,GBP-SONIA,0.044274
2023-05-16,GBP-SONIA,0.044275
2023-05-17,GBP-SONIA,0.044274
2023-05-18,GBP-SONIA,0.044276
2023-05-19,GBP-SONIA,0.044274
2023-05-22,GBP-SONIA,0.044277
2023-05-23,GBP-SONIA,0.044285
2023-05-24,GBP-SONIA,0.044277
2023-05-25,GBP-SONIA,0.044278
2023-05-26,GBP-SONIA,0.044281
2023-05-30,GBP-SONIA,0.044278
2023-05-31,GBP-SONIA,0.044278
2023-06-01,GBP-SONIA,0.044278
2023-06-02,GBP-SONIA,0.044281
2023-06-05,GBP-SONIA,0.04428
2023-06-06,GBP-SONIA,0.044279
2023-06-07,GBP-SONIA,0.044278
2023-06-08,GBP-SONIA,0.044279
2023-06-09,GBP-SONIA,0.044281
2023-06-12,GBP-SONIA,0.044283
2023-06-13,GBP-SONIA,0.044281
2023-06-14,GBP-SONIA,0.044283
2023-06-15,GBP-SONIA,0.044284
2023-06-16,GBP-SONIA,0.044279
2023-06-19,GBP-SONIA,0.04428
2023-06-20,GBP-SONIA,0.044281
2023-06-21,GBP-SONIA,0.044288
2023-06-22,GBP-SONIA,0.049274
2023-06-23,GBP-SONIA,0.04928
2023-06-26,GBP-SONIA,0.049282
2023-06-27,GBP-SONIA,0.049281
2023-06-28,GBP-SONIA,0.049279
2023-06-29,GBP-SONIA,0.049284
2023-06-30,GBP-SONIA,0.049286
2023-07-03,GBP-SONIA,0.04929
2023-07-04,GBP-SONIA,0.049291
2023-07-05,GBP-SONIA,0.0493
2023-07-06,GBP-SONIA,0.049296
2023-07-07,GBP-SONIA,0.049297
2023-07-10,GBP-SONIA,0.049302
2023-07-11,GBP-SONIA,0.049299
2023-07-12,GBP-SONIA,0.049298
2023-07-13,GBP-SONIA,0.0493
2023-07-14,GBP-SONIA,0.0493
2023-07-17,GBP-SONIA,0.049299
2023-07-18,GBP-SONIA,0.049301
2023-07-19,GBP-SONIA,0.049303
2023-07-20,GBP-SONIA,0.049305
2023-07-21,GBP-SONIA,0.049306
2023-07-24,GBP-SONIA,0.049309
2023-07-25,GBP-SONIA,0.049308
2023-07-26,GBP-SONIA,0.04931
2023-07-27,GBP-SONIA,0.04931
2023-07-28,GBP-SONIA,0.049315
2023-07-31,GBP-SONIA,0.049304
2023-08-01,GBP-SONIA,0.049307
2023-08-02,GBP-SONIA,0.049304
2023-08-03,GBP-SONIA,0.051823
2023-08-04,GBP-SONIA,0.051826
2023-08-07,GBP-SONIA,0.051829
2023-08-08,GBP-SONIA,0.051829
2023-08-09,GBP-SONIA,0.051827
2023-08-10,GBP-SONIA,0.051829
2023-08-11,GBP-SONIA,0.051829
2023-08-14,GBP-SONIA,0.051829
2023-08-15,GBP-SONIA,0.051834
2023-08-16,GBP-SONIA,0.051838
2023-08-17,GBP-SONIA,0.051843
2023-08-18,GBP-SONIA,0.051843
2023-08-21,GBP-SONIA,0.051841
2023-08-22,GBP-SONIA,0.051843
2023-08-23,GBP-SONIA,0.051859
2023-08-24,GBP-SONIA,0.051855
2023-08-25,GBP-SONIA,0.051852
2023-08-29,GBP-SONIA,0.051853
2023-08-30,GBP-SONIA,0.051855
2023-08-31,GBP-SONIA,0.051852
2023-09-01,GBP-SONIA,0.051852
2023-09-04,GBP-SONIA,0.051853
2023-09-05,GBP-SONIA,0.051853
2023-09-06,GBP-SONIA,0.05185
2023-09-07,GBP-SONIA,0.051855
2023-09-08,GBP-SONIA,0.051855
2023-09-11,GBP-SONIA,0.05186
2023-09-12,GBP-SONIA,0.051853
2023-09-13,GBP-SONIA,0.051851
2023-09-14,GBP-SONIA,0.051847
2023-09-15,GBP-SONIA,0.051854
2023-09-18,GBP-SONIA,0.05185
2023-09-19,GBP-SONIA,0.051854
2023-09-20,GBP-SONIA,0.051849
2023-09-21,GBP-SONIA,0.051848
