2023-09-21,IR_SWAP/RATE/GBP/20230921/1D/20231102,0.05188
2023-09-21,IR_SWAP/RATE/GBP/20231102/1D/20231214,0.05188
2023-09-21,IR_SWAP/RATE/GBP/20231214/1D/20240201,0.05188
2023-09-21,IR_SWAP/RATE/GBP/20240201/1D/20240321,0.05188
2023-09-21,IR_SWAP/RATE/GBP/20240321/1D/20240509,0.05188
2023-09-21,IR_SWAP/RATE/GBP/20240509/1D/20240620,0.05188
2023-09-21,IR_SWAP/RATE/GBP/20240620/1D/20240801,0.05188
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/10M,0.05437
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/10Y,0.04204
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/11M,0.05442
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/12Y,0.04186
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/15M,0.05366
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/15Y,0.0417
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/18M,0.05288
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/1M,0.05197
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/1W,0.05188
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/1Y,0.05444
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/20Y,0.04133
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/21M,0.05209
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/25Y,0.04085
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/2M,0.05235
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/2W,0.05191
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/2Y,0.05138
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/30Y,0.04029
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/3M,0.05272
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/3Y,0.04856
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/40Y,0.0391
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/4M,0.0531
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/4Y,0.04654
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/50Y,0.03792
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/5M,0.05341
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/5Y,0.04504
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/60Y,0.03659
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/6M,0.05367
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/6Y,0.04394
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/7M,0.05392
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/7Y,0.04314
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/8M,0.05411
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/8Y,0.04259
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/9M,0.05427
2023-09-21,IR_SWAP/RATE/GBP/2D/1D/9Y,0.04224
