#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
BermSwp_01,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_02,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_03,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_04,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_05,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_06,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_07,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_08,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_09,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_10,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_11,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
BermSwp_12,Swaption,2036-03-03,20.073770,73687.346976,EUR,73687.346976,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
