tenor,eigenvector_1,eigenvector_2,eigenvector_3,eigenvector_4,eigenvector_5,eigenvector_6,eigenvector_7,eigenvector_8
1,0.34688826736335915,0.5441204725042814,-0.7162928096404358,-0.18824933629682788,0.07667583806644508,0.15883707598426178,-0.05093422369240449,-0.037222891027540804
2,0.3489303472083185,0.3802597073501149,0.30338470098269527,0.7202196074163334,0.3044921046349568,0.021545167699133814,0.12359837256204233,-0.12014746907672468
3,0.35036213451978304,0.25814080806143985,0.317020051644805,-0.06540347374790655,-0.8253045782954854,0.05685627537105866,-0.1460912479318077,0.011288695928505628
5,0.35239839159618896,0.09230899007104981,0.14863004836032728,-0.34080763588449275,0.16822935645369097,-0.7788107077559329,0.24424508830635908,0.18587842788610334
10,0.3550169593982023,-0.11856777284904305,0.25297249364745766,-0.19852690133845327,0.3556804369822623,0.2845306444199244,-0.5835663505981564,0.45659684864074707
15,0.3564783594713664,-0.23676104168229606,0.1305087081016959,-0.26219273976611573,0.060593436784667755,0.501566694780406,0.6898112869709224,-0.0030833716280292914
20,0.3577146190751303,-0.33544863394422725,0.0012756265819074224,-0.11657772780240903,0.09096067085510268,-0.08986886625803794,-0.2907806039091358,-0.8031306588172725
30,0.36042236352102586,-0.5491247092430422,-0.4373333934092157,0.4512982555480508,-0.23134958238084197,-0.15467573962246262,0.013717670360532865,0.30982539106294943
