#upperBucketBound,pdf,cdf
-20000000.000000,0.00434986,0.00434986
-19900000.000000,0.00009723,0.00444709
-19800000.000000,0.00010966,0.00455675
-19700000.000000,0.00010150,0.00465825
-19600000.000000,0.00012452,0.00478278
-19500000.000000,0.00012229,0.00490507
-19400000.000000,0.00012601,0.00503107
-19300000.000000,0.00009870,0.00512978
-19200000.000000,0.00012940,0.00525917
-19100000.000000,0.00015917,0.00541834
-19000000.000000,0.00011818,0.00553652
-18900000.000000,0.00012148,0.00565800
-18800000.000000,0.00011205,0.00577005
-18700000.000000,0.00011149,0.00588154
-18600000.000000,0.00013947,0.00602101
-18500000.000000,0.00013751,0.00615852
-18400000.000000,0.00015570,0.00631422
-18300000.000000,0.00013695,0.00645117
-18200000.000000,0.00013007,0.00658124
-18100000.000000,0.00012878,0.00671002
-18000000.000000,0.00014794,0.00685797
-17900000.000000,0.00014635,0.00700431
-17800000.000000,0.00013146,0.00713577
-17700000.000000,0.00015599,0.00729176
-17600000.000000,0.00018330,0.00747506
-17500000.000000,0.00015977,0.00763483
-17400000.000000,0.00013378,0.00776861
-17300000.000000,0.00014488,0.00791349
-17200000.000000,0.00017780,0.00809130
-17100000.000000,0.00018344,0.00827474
-17000000.000000,0.00020100,0.00847574
-16900000.000000,0.00021503,0.00869077
-16800000.000000,0.00015480,0.00884557
-16700000.000000,0.00019827,0.00904384
-16600000.000000,0.00016198,0.00920582
-16500000.000000,0.00018216,0.00938798
-16400000.000000,0.00021789,0.00960587
-16300000.000000,0.00020347,0.00980934
-16200000.000000,0.00019437,0.01000371
-16100000.000000,0.00017953,0.01018324
-16000000.000000,0.00021600,0.01039924
-15900000.000000,0.00021310,0.01061234
-15800000.000000,0.00021045,0.01082279
-15700000.000000,0.00019075,0.01101354
-15600000.000000,0.00023471,0.01124824
-15500000.000000,0.00022636,0.01147461
-15400000.000000,0.00026481,0.01173942
-15300000.000000,0.00023576,0.01197517
-15200000.000000,0.00020782,0.01218299
-15100000.000000,0.00029644,0.01247943
-15000000.000000,0.00024946,0.01272889
-14900000.000000,0.00031521,0.01304409
-14800000.000000,0.00024493,0.01328902
-14700000.000000,0.00025508,0.01354410
-14600000.000000,0.00026661,0.01381071
-14500000.000000,0.00031095,0.01412166
-14400000.000000,0.00036368,0.01448535
-14300000.000000,0.00028124,0.01476659
-14200000.000000,0.00025057,0.01501715
-14100000.000000,0.00026535,0.01528251
-14000000.000000,0.00034199,0.01562450
-13900000.000000,0.00035990,0.01598440
-13800000.000000,0.00029509,0.01627950
-13700000.000000,0.00027674,0.01655624
-13600000.000000,0.00032031,0.01687655
-13500000.000000,0.00035552,0.01723207
-13400000.000000,0.00040060,0.01763266
-13300000.000000,0.00038268,0.01801535
-13200000.000000,0.00040048,0.01841583
-13100000.000000,0.00037483,0.01879065
-13000000.000000,0.00049434,0.01928499
-12900000.000000,0.00043148,0.01971647
-12800000.000000,0.00065594,0.02037242
-12700000.000000,0.00057783,0.02095025
-12600000.000000,0.00045518,0.02140543
-12500000.000000,0.00044893,0.02185436
-12400000.000000,0.00063633,0.02249069
-12300000.000000,0.00057392,0.02306461
-12200000.000000,0.00053717,0.02360178
-12100000.000000,0.00053268,0.02413446
-12000000.000000,0.00071223,0.02484670
-11900000.000000,0.00070559,0.02555229
-11800000.000000,0.00063740,0.02618968
-11700000.000000,0.00073569,0.02692537
-11600000.000000,0.00078480,0.02771017
-11500000.000000,0.00075865,0.02846882
-11400000.000000,0.00065673,0.02912555
-11300000.000000,0.00076637,0.02989191
-11200000.000000,0.00107010,0.03096201
-11100000.000000,0.00104113,0.03200314
-11000000.000000,0.00102954,0.03303269
-10900000.000000,0.00100734,0.03404003
-10800000.000000,0.00111170,0.03515173
-10700000.000000,0.00115303,0.03630476
-10600000.000000,0.00147799,0.03778275
-10500000.000000,0.00118125,0.03896399
-10400000.000000,0.00125800,0.04022199
-10300000.000000,0.00152703,0.04174902
-10200000.000000,0.00173976,0.04348878
-10100000.000000,0.00129260,0.04478138
-10000000.000000,0.00190935,0.04669073
-9900000.000000,0.00175070,0.04844143
-9800000.000000,0.00187726,0.05031869
-9700000.000000,0.00165549,0.05197418
-9600000.000000,0.00192969,0.05390386
-9500000.000000,0.00233775,0.05624162
-9400000.000000,0.00241497,0.05865658
-9300000.000000,0.00201378,0.06067037
-9200000.000000,0.00246538,0.06313574
-9100000.000000,0.00229712,0.06543287
-9000000.000000,0.00246655,0.06789942
-8900000.000000,0.00268557,0.07058499
-8800000.000000,0.00243422,0.07301921
-8700000.000000,0.00331122,0.07633043
-8600000.000000,0.00305721,0.07938764
-8500000.000000,0.00320624,0.08259388
-8400000.000000,0.00326533,0.08585921
-8300000.000000,0.00382347,0.08968268
-8200000.000000,0.00297229,0.09265497
-8100000.000000,0.00395173,0.09660670
-8000000.000000,0.00376542,0.10037212
-7900000.000000,0.00307421,0.10344633
-7800000.000000,0.00398354,0.10742987
-7700000.000000,0.00391202,0.11134189
-7600000.000000,0.00419262,0.11553450
-7500000.000000,0.00407524,0.11960975
-7400000.000000,0.00485362,0.12446337
-7300000.000000,0.00458710,0.12905047
-7200000.000000,0.00475144,0.13380191
-7100000.000000,0.00460202,0.13840393
-7000000.000000,0.00435182,0.14275575
-6900000.000000,0.00481522,0.14757097
-6800000.000000,0.00440446,0.15197543
-6700000.000000,0.00440441,0.15637984
-6600000.000000,0.00416458,0.16054441
-6500000.000000,0.00514742,0.16569184
-6400000.000000,0.00410442,0.16979626
-6300000.000000,0.00418073,0.17397699
-6200000.000000,0.00444316,0.17842016
-6100000.000000,0.00462337,0.18304352
-6000000.000000,0.00396623,0.18700976
-5900000.000000,0.00419477,0.19120452
-5800000.000000,0.00461022,0.19581474
-5700000.000000,0.00421109,0.20002584
-5600000.000000,0.00378211,0.20380794
-5500000.000000,0.00362813,0.20743607
-5400000.000000,0.00332999,0.21076606
-5300000.000000,0.00363153,0.21439759
-5200000.000000,0.00302621,0.21742380
-5100000.000000,0.00256345,0.21998725
-5000000.000000,0.00300163,0.22298888
-4900000.000000,0.00265156,0.22564043
-4800000.000000,0.00272075,0.22836118
