#upperBucketBound,pdf,cdf
-20000000.000000,0.00189300,0.00189300
-19900000.000000,0.00003881,0.00193181
-19800000.000000,0.00005287,0.00198468
-19700000.000000,0.00004909,0.00203377
-19600000.000000,0.00004114,0.00207491
-19500000.000000,0.00006357,0.00213848
-19400000.000000,0.00002906,0.00216753
-19300000.000000,0.00004536,0.00221290
-19200000.000000,0.00004647,0.00225937
-19100000.000000,0.00005012,0.00230948
-19000000.000000,0.00005602,0.00236550
-18900000.000000,0.00004799,0.00241349
-18800000.000000,0.00003573,0.00244923
-18700000.000000,0.00004841,0.00249763
-18600000.000000,0.00003984,0.00253747
-18500000.000000,0.00005156,0.00258903
-18400000.000000,0.00004158,0.00263061
-18300000.000000,0.00004282,0.00267344
-18200000.000000,0.00006994,0.00274338
-18100000.000000,0.00005600,0.00279937
-18000000.000000,0.00005912,0.00285850
-17900000.000000,0.00004464,0.00290314
-17800000.000000,0.00006043,0.00296356
-17700000.000000,0.00005055,0.00301412
-17600000.000000,0.00002810,0.00304221
-17500000.000000,0.00005883,0.00310105
-17400000.000000,0.00003246,0.00313351
-17300000.000000,0.00002625,0.00315976
-17200000.000000,0.00003995,0.00319971
-17100000.000000,0.00003475,0.00323446
-17000000.000000,0.00004669,0.00328115
-16900000.000000,0.00004169,0.00332284
-16800000.000000,0.00004041,0.00336325
-16700000.000000,0.00006187,0.00342511
-16600000.000000,0.00006522,0.00349034
-16500000.000000,0.00004938,0.00353971
-16400000.000000,0.00005389,0.00359361
-16300000.000000,0.00005050,0.00364411
-16200000.000000,0.00002957,0.00367368
-16100000.000000,0.00003097,0.00370465
-16000000.000000,0.00004020,0.00374485
-15900000.000000,0.00003449,0.00377934
-15800000.000000,0.00005431,0.00383365
-15700000.000000,0.00006484,0.00389849
-15600000.000000,0.00003230,0.00393080
-15500000.000000,0.00004557,0.00397637
-15400000.000000,0.00001552,0.00399189
-15300000.000000,0.00003309,0.00402499
-15200000.000000,0.00007180,0.00409679
-15100000.000000,0.00004838,0.00414516
-15000000.000000,0.00003037,0.00417553
-14900000.000000,0.00007013,0.00424566
-14800000.000000,0.00004880,0.00429446
-14700000.000000,0.00005795,0.00435242
-14600000.000000,0.00003940,0.00439182
-14500000.000000,0.00003638,0.00442819
-14400000.000000,0.00003473,0.00446293
-14300000.000000,0.00003994,0.00450287
-14200000.000000,0.00004822,0.00455108
-14100000.000000,0.00004132,0.00459241
-14000000.000000,0.00005415,0.00464656
-13900000.000000,0.00004943,0.00469598
-13800000.000000,0.00003943,0.00473541
-13700000.000000,0.00006021,0.00479562
-13600000.000000,0.00004916,0.00484478
-13500000.000000,0.00009472,0.00493950
-13400000.000000,0.00007801,0.00501751
-13300000.000000,0.00009943,0.00511694
-13200000.000000,0.00005721,0.00517415
-13100000.000000,0.00006606,0.00524021
-13000000.000000,0.00008703,0.00532724
-12900000.000000,0.00012536,0.00545260
-12800000.000000,0.00006065,0.00551326
-12700000.000000,0.00014704,0.00566029
-12600000.000000,0.00009038,0.00575068
-12500000.000000,0.00009332,0.00584400
-12400000.000000,0.00009860,0.00594259
-12300000.000000,0.00009884,0.00604143
-12200000.000000,0.00016938,0.00621081
-12100000.000000,0.00026815,0.00647897
-12000000.000000,0.00004391,0.00652287
-11900000.000000,0.00023372,0.00675659
-11800000.000000,0.00023205,0.00698865
-11700000.000000,0.00023340,0.00722205
-11600000.000000,0.00020526,0.00742731
-11500000.000000,0.00028297,0.00771028
-11400000.000000,0.00029280,0.00800308
-11300000.000000,0.00024182,0.00824489
-11200000.000000,0.00033594,0.00858083
-11100000.000000,0.00037065,0.00895148
-11000000.000000,0.00036420,0.00931568
-10900000.000000,0.00037522,0.00969089
-10800000.000000,0.00042530,0.01011619
-10700000.000000,0.00061435,0.01073054
-10600000.000000,0.00062320,0.01135373
-10500000.000000,0.00045910,0.01181283
-10400000.000000,0.00041808,0.01223091
-10300000.000000,0.00059320,0.01282410
-10200000.000000,0.00079994,0.01362404
-10100000.000000,0.00078720,0.01441124
-10000000.000000,0.00065112,0.01506237
-9900000.000000,0.00097126,0.01603362
-9800000.000000,0.00082890,0.01686252
-9700000.000000,0.00090048,0.01776300
-9600000.000000,0.00120356,0.01896656
-9500000.000000,0.00132200,0.02028856
-9400000.000000,0.00111204,0.02140060
-9300000.000000,0.00135260,0.02275320
-9200000.000000,0.00153787,0.02429108
-9100000.000000,0.00166397,0.02595504
-9000000.000000,0.00180709,0.02776213
-8900000.000000,0.00144337,0.02920551
-8800000.000000,0.00148236,0.03068787
-8700000.000000,0.00257136,0.03325923
-8600000.000000,0.00712997,0.04038921
-8500000.000000,0.00583108,0.04622029
-8400000.000000,0.00549501,0.05171530
-8300000.000000,0.00410379,0.05581908
-8200000.000000,0.00228913,0.05810821
-8100000.000000,0.00154836,0.05965657
-8000000.000000,0.00094670,0.06060327
-7900000.000000,0.00040364,0.06100691
-7800000.000000,0.00016033,0.06116724
-7700000.000000,0.00004736,0.06121459
-7600000.000000,0.00008165,0.06129624
-7500000.000000,0.00004135,0.06133759
-7400000.000000,0.00003875,0.06137634
-7300000.000000,0.00003399,0.06141033
-7200000.000000,0.00004961,0.06145994
-7100000.000000,0.00003117,0.06149112
-7000000.000000,0.00004946,0.06154058
-6900000.000000,0.00003872,0.06157930
-6800000.000000,0.00003507,0.06161437
-6700000.000000,0.00004009,0.06165446
-6600000.000000,0.00003492,0.06168938
-6500000.000000,0.00004510,0.06173448
-6400000.000000,0.00004723,0.06178171
-6300000.000000,0.00002713,0.06180884
-6200000.000000,0.00004240,0.06185124
-6100000.000000,0.00001665,0.06186790
-6000000.000000,0.00003462,0.06190252
-5900000.000000,0.00005184,0.06195436
-5800000.000000,0.00002937,0.06198372
-5700000.000000,0.00007959,0.06206332
-5600000.000000,0.00006060,0.06212392
-5500000.000000,0.00006306,0.06218698
-5400000.000000,0.00011345,0.06230043
-5300000.000000,0.00008030,0.06238073
-5200000.000000,0.00011992,0.06250065
-5100000.000000,0.00015537,0.06265602
-5000000.000000,0.00016548,0.06282151
-4900000.000000,0.00021724,0.06303874
-4800000.000000,0.00023003,0.06326878
-4700000.000000,0.00032257,0.06359134
-4600000.000000,0.00027890,0.06387024
-4500000.000000,0.00041070,0.06428094
-4400000.000000,0.00044499,0.06472593
-4300000.000000,0.00049185,0.06521779
-4200000.000000,0.00065831,0.06587609
-4100000.000000,0.00076374,0.06663984
-4000000.000000,0.00094468,0.06758451
-3900000.000000,0.00078445,0.06836897
-3800000.000000,0.00087404,0.06924301
-3700000.000000,0.00083308,0.07007609
-3600000.000000,0.00095499,0.07103108
-3500000.000000,0.00077116,0.07180224
-3400000.000000,0.00071737,0.07251961
-3300000.000000,0.00089051,0.07341012
-3200000.000000,0.00079243,0.07420254
-3100000.000000,0.00051125,0.07471379
-3000000.000000,0.00045429,0.07516807
-2900000.000000,0.00033002,0.07549809
-2800000.000000,0.00019231,0.07569041
-2700000.000000,0.00017656,0.07586697
-2600000.000000,0.00029785,0.07616482
