#upperBucketBound,pdf,cdf
-20000000.000000,0.00231347,0.00231347
-19900000.000000,0.00000000,0.00231347
-19800000.000000,0.00001189,0.00232536
-19700000.000000,0.00000000,0.00232536
-19600000.000000,0.00003794,0.00236330
-19500000.000000,0.00001990,0.00238320
-19400000.000000,0.00000000,0.00238320
-19300000.000000,0.00004086,0.00242406
-19200000.000000,0.00000293,0.00242699
-19100000.000000,0.00002378,0.00245077
-19000000.000000,0.00001189,0.00246266
-18900000.000000,0.00015475,0.00261742
-18800000.000000,0.00002379,0.00264121
-18700000.000000,0.00000389,0.00264509
-18600000.000000,0.00001189,0.00265699
-18500000.000000,0.00000078,0.00265777
-18400000.000000,0.00000000,0.00265777
-18300000.000000,0.00000000,0.00265777
-18200000.000000,0.00002379,0.00268156
-18100000.000000,0.00014208,0.00282364
-18000000.000000,0.00004983,0.00287347
-17900000.000000,0.00000000,0.00287347
-17800000.000000,0.00016197,0.00303544
-17700000.000000,0.00001189,0.00304734
-17600000.000000,0.00000000,0.00304734
-17500000.000000,0.00000000,0.00304734
-17400000.000000,0.00000389,0.00305122
-17300000.000000,0.00003853,0.00308976
-17200000.000000,0.00003812,0.00312788
-17100000.000000,0.00001990,0.00314777
-17000000.000000,0.00002379,0.00317156
-16900000.000000,0.00000000,0.00317156
-16800000.000000,0.00001990,0.00319146
-16700000.000000,0.00002379,0.00321525
-16600000.000000,0.00000389,0.00321913
-16500000.000000,0.00016647,0.00338560
-16400000.000000,0.00000311,0.00338871
-16300000.000000,0.00000389,0.00339259
-16200000.000000,0.00000060,0.00339319
-16100000.000000,0.00000018,0.00339337
-16000000.000000,0.00000293,0.00339630
-15900000.000000,0.00000293,0.00339923
-15800000.000000,0.00014208,0.00354131
-15700000.000000,0.00014208,0.00368339
-15600000.000000,0.00000000,0.00368339
-15500000.000000,0.00000293,0.00368631
-15400000.000000,0.00001990,0.00370621
-15300000.000000,0.00000000,0.00370621
-15200000.000000,0.00000000,0.00370621
-15100000.000000,0.00000000,0.00370621
-15000000.000000,0.00000000,0.00370621
-14900000.000000,0.00000681,0.00371302
-14800000.000000,0.00000060,0.00371362
-14700000.000000,0.00002008,0.00373370
-14600000.000000,0.00001990,0.00375359
-14500000.000000,0.00000000,0.00375359
-14400000.000000,0.00001189,0.00376549
-14300000.000000,0.00000000,0.00376549
-14200000.000000,0.00004182,0.00380731
-14100000.000000,0.00001930,0.00382662
-14000000.000000,0.00000371,0.00383032
-13900000.000000,0.00000311,0.00383343
-13800000.000000,0.00007880,0.00391223
-13700000.000000,0.00000293,0.00391516
-13600000.000000,0.00000000,0.00391516
-13500000.000000,0.00000000,0.00391516
-13400000.000000,0.00003794,0.00395310
-13300000.000000,0.00000585,0.00395895
-13200000.000000,0.00000000,0.00395895
-13100000.000000,0.00000000,0.00395895
-13000000.000000,0.00001482,0.00397378
-12900000.000000,0.00000000,0.00397378
-12800000.000000,0.00000000,0.00397378
-12700000.000000,0.00003794,0.00401171
-12600000.000000,0.00014501,0.00415672
-12500000.000000,0.00000000,0.00415672
-12400000.000000,0.00001189,0.00416861
-12300000.000000,0.00000000,0.00416861
-12200000.000000,0.00028416,0.00445277
-12100000.000000,0.00000000,0.00445277
-12000000.000000,0.00000000,0.00445277
-11900000.000000,0.00004379,0.00449656
-11800000.000000,0.00220650,0.00670306
-11700000.000000,0.00018002,0.00688308
-11600000.000000,0.00005276,0.00693584
-11500000.000000,0.00000293,0.00693877
-11400000.000000,0.00007265,0.00701142
-11300000.000000,0.00000293,0.00701435
-11200000.000000,0.00000000,0.00701435
-11100000.000000,0.00015397,0.00716832
-11000000.000000,0.00011567,0.00728399
-10900000.000000,0.00108817,0.00837216
-10800000.000000,0.00000060,0.00837275
-10700000.000000,0.00112240,0.00949515
-10600000.000000,0.00216856,0.01166371
-10500000.000000,0.00111195,0.01277566
-10400000.000000,0.00003794,0.01281360
-10300000.000000,0.00000138,0.01281498
-10200000.000000,0.00014226,0.01295724
-10100000.000000,0.00228685,0.01524409
-10000000.000000,0.00121835,0.01646244
-9900000.000000,0.00123436,0.01769680
-9800000.000000,0.00107317,0.01876997
-9700000.000000,0.00014208,0.01891205
-9600000.000000,0.00222065,0.02113269
-9500000.000000,0.00000000,0.02113269
-9400000.000000,0.00000000,0.02113269
-9300000.000000,0.00028804,0.02142074
-9200000.000000,0.00436602,0.02578675
-9100000.000000,0.00214788,0.02793463
-9000000.000000,0.00131024,0.02924487
-8900000.000000,0.00323705,0.03248192
-8800000.000000,0.00429247,0.03677439
-8700000.000000,0.00218456,0.03895895
-8600000.000000,0.00443162,0.04339058
-8500000.000000,0.00324094,0.04663151
-8400000.000000,0.00321716,0.04984867
-8300000.000000,0.00214944,0.05199811
-8200000.000000,0.00429791,0.05629602
-8100000.000000,0.00000078,0.05629680
-8000000.000000,0.00218923,0.05848603
-7900000.000000,0.00107257,0.05955860
-7800000.000000,0.00135714,0.06091574
-7700000.000000,0.00002008,0.06093582
-7600000.000000,0.00000293,0.06093874
-7500000.000000,0.00029193,0.06123067
-7400000.000000,0.00002049,0.06125117
-7300000.000000,0.00014304,0.06139421
-7200000.000000,0.00014597,0.06154017
-7100000.000000,0.00000000,0.06154017
-7000000.000000,0.00000078,0.06154095
-6900000.000000,0.00000000,0.06154095
-6800000.000000,0.00000681,0.06154777
-6700000.000000,0.00000060,0.06154836
-6600000.000000,0.00003812,0.06158648
-6500000.000000,0.00003979,0.06162627
-6400000.000000,0.00000000,0.06162627
-6300000.000000,0.00003794,0.06166421
-6200000.000000,0.00003979,0.06170400
-6100000.000000,0.00000000,0.06170400
-6000000.000000,0.00003059,0.06173460
-5900000.000000,0.00001990,0.06175449
-5800000.000000,0.00000412,0.06175861
-5700000.000000,0.00000037,0.06175898
-5600000.000000,0.00000777,0.06176675
-5500000.000000,0.00000119,0.06176795
-5400000.000000,0.00001107,0.06177901
-5300000.000000,0.00000060,0.06177961
-5200000.000000,0.00053459,0.06231420
-5100000.000000,0.00003794,0.06235214
-5000000.000000,0.00000000,0.06235214
-4900000.000000,0.00000000,0.06235214
-4800000.000000,0.00040889,0.06276103
-4700000.000000,0.00080044,0.06356147
-4600000.000000,0.00026681,0.06382829
-4500000.000000,0.00040597,0.06423426
-4400000.000000,0.00079166,0.06502592
-4300000.000000,0.00030183,0.06532774
-4200000.000000,0.00052778,0.06585552
-4100000.000000,0.00000000,0.06585552
-4000000.000000,0.00184721,0.06770273
-3900000.000000,0.00211110,0.06981383
-3800000.000000,0.00052778,0.07034161
-3700000.000000,0.00079166,0.07113327
-3600000.000000,0.00000000,0.07113327
-3500000.000000,0.00056571,0.07169898
-3400000.000000,0.00028378,0.07198276
-3300000.000000,0.00056571,0.07254848
-3200000.000000,0.00066985,0.07321833
-3100000.000000,0.00028378,0.07350211
-3000000.000000,0.00052778,0.07402989
-2900000.000000,0.00056960,0.07459949
-2800000.000000,0.00000000,0.07459949
-2700000.000000,0.00052837,0.07512786
-2600000.000000,0.00026796,0.07539582
-2500000.000000,0.00026389,0.07565970
-2400000.000000,0.00014268,0.07580238
-2300000.000000,0.00000018,0.07580256
-2200000.000000,0.00691669,0.08271925
-2100000.000000,0.00345835,0.08617760
-2000000.000000,0.01383338,0.10001098
-1900000.000000,0.01368163,0.11369261
-1800000.000000,0.01028112,0.12397373
-1700000.000000,0.04446530,0.16843903
-1600000.000000,0.02408493,0.19252397
-1500000.000000,0.01026122,0.20278519
-1400000.000000,0.01026122,0.21304641
-1300000.000000,0.01382760,0.22687401
-1200000.000000,0.00684082,0.23371482
-1100000.000000,0.01026182,0.24397664
-1000000.000000,0.00344049,0.24741713
-900000.000000,0.00014208,0.24755921
-800000.000000,0.00000000,0.24755921
-700000.000000,0.00000000,0.24755921
-600000.000000,0.00000000,0.24755921
-500000.000000,0.00000000,0.24755921
-400000.000000,0.00000389,0.24756310
-300000.000000,0.00000060,0.24756369
-200000.000000,0.00002008,0.24758377
-100000.000000,0.00000000,0.24758377
0.000000,0.00000000,0.24758377
100000.000000,0.64149185,0.88907562
200000.000000,0.00000000,0.88907562
300000.000000,0.00000000,0.88907562
400000.000000,0.00000389,0.88907951
500000.000000,0.00001990,0.88909940
600000.000000,0.00000060,0.88910000
700000.000000,0.00000407,0.88910407
800000.000000,0.00179370,0.89089777
900000.000000,0.00538169,0.89627946
1000000.000000,0.00717498,0.90345444
1100000.000000,0.01076608,0.91422052
1200000.000000,0.00966925,0.92388977
1300000.000000,0.03131834,0.95520811
1400000.000000,0.00873357,0.96394167
1500000.000000,0.01023733,0.97417900
1600000.000000,0.00740356,0.98158256
1700000.000000,0.00495950,0.98654206
1800000.000000,0.00367734,0.99021940
1900000.000000,0.00273817,0.99295757
2000000.000000,0.00214177,0.99509934
2100000.000000,0.00153885,0.99663819
2200000.000000,0.00201953,0.99865771
2300000.000000,0.00013624,0.99879396
2400000.000000,0.00099722,0.99979117
2500000.000000,0.00006668,0.99985785
2600000.000000,0.00010881,0.99996666
2700000.000000,0.00003334,1.00000000
