#upperBucketBound,pdf,cdf
-10.000000,0.00012567,0.00012567
-9.953333,0.00001849,0.00014416
-9.906667,0.00000412,0.00014828
-9.860000,0.00000458,0.00015286
-9.813333,0.00002067,0.00017353
-9.766667,0.00000205,0.00017558
-9.720000,0.00000045,0.00017602
-9.673333,0.00001279,0.00018881
-9.626667,0.00000105,0.00018986
-9.580000,0.00000024,0.00019010
-9.533333,0.00000328,0.00019338
-9.486667,0.00000046,0.00019385
-9.440000,0.00000012,0.00019396
-9.393333,0.00000055,0.00019452
-9.346667,0.00005430,0.00024882
-9.300000,0.00001244,0.00026126
-9.253333,0.00000219,0.00026345
-9.206667,0.00000504,0.00026848
-9.160000,0.00000960,0.00027808
-9.113333,0.00003830,0.00031638
-9.066667,0.00000788,0.00032426
-9.020000,0.00000685,0.00033111
-8.973333,0.00009014,0.00042125
-8.926667,0.00000399,0.00042524
-8.880000,0.00001817,0.00044341
-8.833333,0.00000813,0.00045153
-8.786667,0.00003380,0.00048533
-8.740000,0.00000593,0.00049127
-8.693333,0.00002730,0.00051857
-8.646667,0.00000907,0.00052764
-8.600000,0.00000144,0.00052908
-8.553333,0.00000649,0.00053556
-8.506667,0.00000788,0.00054344
-8.460000,0.00000077,0.00054422
-8.413333,0.00000071,0.00054493
-8.366667,0.00005862,0.00060355
-8.320000,0.00002952,0.00063307
-8.273333,0.00002360,0.00065667
-8.226667,0.00000778,0.00066445
-8.180000,0.00002903,0.00069349
-8.133333,0.00000397,0.00069746
-8.086667,0.00004805,0.00074550
-8.040000,0.00002871,0.00077422
-7.993333,0.00028410,0.00105831
-7.946667,0.00002421,0.00108253
-7.900000,0.00002202,0.00110455
-7.853333,0.00003209,0.00113664
-7.806667,0.00005313,0.00118977
-7.760000,0.00001645,0.00120622
-7.713333,0.00000776,0.00121398
-7.666667,0.00005896,0.00127294
-7.620000,0.00001508,0.00128802
-7.573333,0.00000763,0.00129565
-7.526667,0.00003216,0.00132781
-7.480000,0.00000933,0.00133713
-7.433333,0.00000349,0.00134062
-7.386667,0.00002896,0.00136958
-7.340000,0.00008100,0.00145058
-7.293333,0.00003827,0.00148885
-7.246667,0.00002491,0.00151376
-7.200000,0.00003868,0.00155243
-7.153333,0.00002421,0.00157665
-7.106667,0.00005552,0.00163216
-7.060000,0.00005392,0.00168609
-7.013333,0.00003692,0.00172300
-6.966667,0.00078484,0.00250785
-6.920000,0.00004159,0.00254944
-6.873333,0.00005146,0.00260090
-6.826667,0.00005095,0.00265185
-6.780000,0.00006083,0.00271267
-6.733333,0.00002997,0.00274264
-6.686667,0.00008792,0.00283056
-6.640000,0.00005827,0.00288884
-6.593333,0.00002947,0.00291830
-6.546667,0.00005199,0.00297029
-6.500000,0.00004456,0.00301486
-6.453333,0.00001697,0.00303183
-6.406667,0.00001419,0.00304601
-6.360000,0.00010123,0.00314725
-6.313333,0.00007834,0.00322558
-6.266667,0.00004834,0.00327393
-6.220000,0.00004895,0.00332287
-6.173333,0.00007528,0.00339816
-6.126667,0.00006446,0.00346262
-6.080000,0.00009353,0.00355615
-6.033333,0.00008878,0.00364493
-5.986667,0.00194379,0.00558872
-5.940000,0.00005589,0.00564461
-5.893333,0.00009168,0.00573629
-5.846667,0.00007751,0.00581380
-5.800000,0.00009460,0.00590840
-5.753333,0.00007721,0.00598561
-5.706667,0.00006401,0.00604962
-5.660000,0.00013841,0.00618803
-5.613333,0.00008834,0.00627637
-5.566667,0.00006363,0.00634000
-5.520000,0.00012553,0.00646553
-5.473333,0.00005600,0.00652153
-5.426667,0.00003957,0.00656110
-5.380000,0.00008661,0.00664771
-5.333333,0.00011752,0.00676523
-5.286667,0.00009118,0.00685641
-5.240000,0.00011334,0.00696975
-5.193333,0.00011704,0.00708678
-5.146667,0.00009595,0.00718273
-5.100000,0.00010741,0.00729015
-5.053333,0.00015745,0.00744759
-5.006667,0.00008524,0.00753283
-4.960000,0.00487575,0.01240859
-4.913333,0.00011156,0.01252014
-4.866667,0.00011312,0.01263326
-4.820000,0.00012467,0.01275793
-4.773333,0.00011818,0.01287612
-4.726667,0.00009428,0.01297039
-4.680000,0.00018106,0.01315145
-4.633333,0.00015632,0.01330778
-4.586667,0.00011348,0.01342125
-4.540000,0.00016451,0.01358576
-4.493333,0.00011658,0.01370234
-4.446667,0.00008933,0.01379167
-4.400000,0.00009252,0.01388419
-4.353333,0.00018303,0.01406721
-4.306667,0.00013720,0.01420441
-4.260000,0.00013506,0.01433947
-4.213333,0.00013377,0.01447324
-4.166667,0.00011716,0.01459040
-4.120000,0.00016854,0.01475894
-4.073333,0.00016283,0.01492177
-4.026667,0.00012032,0.01504209
-3.980000,0.01243220,0.02747429
-3.933333,0.00011110,0.02758539
-3.886667,0.00012514,0.02771052
-3.840000,0.00013000,0.02784053
-3.793333,0.00012589,0.02796642
-3.746667,0.00014166,0.02810808
-3.700000,0.00014532,0.02825340
-3.653333,0.00017541,0.02842881
-3.606667,0.00013947,0.02856828
-3.560000,0.00012640,0.02869468
-3.513333,0.00014443,0.02883912
-3.466667,0.00013508,0.02897420
-3.420000,0.00009800,0.02907220
-3.373333,0.00014190,0.02921410
-3.326667,0.00014248,0.02935658
-3.280000,0.00012320,0.02947978
-3.233333,0.00012234,0.02960212
-3.186667,0.00009525,0.02969737
-3.140000,0.00012615,0.02982352
-3.093333,0.00011130,0.02993482
-3.046667,0.00012316,0.03005798
-3.000000,0.00894419,0.03900217
-2.953333,0.02304890,0.06205107
-2.906667,0.00008895,0.06214002
-2.860000,0.00006741,0.06220743
-2.813333,0.00007723,0.06228466
-2.766667,0.00006791,0.06235257
-2.720000,0.00005920,0.06241177
-2.673333,0.00007936,0.06249113
-2.626667,0.00007354,0.06256466
-2.580000,0.00004700,0.06261166
-2.533333,0.00005348,0.06266514
-2.486667,0.00004007,0.06270521
-2.440000,0.00004067,0.06274588
-2.393333,0.00003571,0.06278159
-2.346667,0.00004568,0.06282727
-2.300000,0.00003620,0.06286347
-2.253333,0.00002909,0.06289257
-2.206667,0.00001826,0.06291083
-2.160000,0.00000848,0.06291931
-2.113333,0.00002487,0.06294418
-2.066667,0.00001512,0.06295930
-2.020000,0.00001046,0.06296976
-1.973333,0.08276156,0.14573132
-1.926667,0.00000669,0.14573801
-1.880000,0.00000873,0.14574674
-1.833333,0.00000000,0.14574674
-1.786667,0.00000119,0.14574794
-1.740000,0.00000000,0.14574794
-1.693333,0.00000000,0.14574794
-1.646667,0.00000286,0.14575079
-1.600000,0.00000000,0.14575079
-1.553333,0.00000000,0.14575079
-1.506667,0.00000000,0.14575079
-1.460000,0.00000000,0.14575079
-1.413333,0.00000000,0.14575079
-1.366667,0.00000000,0.14575079
-1.320000,0.00000000,0.14575079
-1.273333,0.00000000,0.14575079
-1.226667,0.00000000,0.14575079
-1.180000,0.00000000,0.14575079
-1.133333,0.00000000,0.14575079
-1.086667,0.00000000,0.14575079
-1.040000,0.00000000,0.14575079
-0.993333,0.22275611,0.36850691
-0.946667,0.00000000,0.36850691
-0.900000,0.00000000,0.36850691
-0.853333,0.00000000,0.36850691
-0.806667,0.00000000,0.36850691
-0.760000,0.00000000,0.36850691
-0.713333,0.00000000,0.36850691
-0.666667,0.00000000,0.36850691
-0.620000,0.00000000,0.36850691
-0.573333,0.00000000,0.36850691
-0.526667,0.00000000,0.36850691
-0.480000,0.00000000,0.36850691
-0.433333,0.00000000,0.36850691
-0.386667,0.00000000,0.36850691
-0.340000,0.00000000,0.36850691
-0.293333,0.00000000,0.36850691
-0.246667,0.00000000,0.36850691
-0.200000,0.00000000,0.36850691
-0.153333,0.00000000,0.36850691
-0.106667,0.00000000,0.36850691
-0.060000,0.00000000,0.36850691
-0.013333,0.00030786,0.36881477
0.033333,0.63118523,1.00000000
0.080000,0.00000000,1.00000000
0.126667,0.00000000,1.00000000
0.173333,0.00000000,1.00000000
0.220000,0.00000000,1.00000000
0.266667,0.00000000,1.00000000
0.313333,0.00000000,1.00000000
0.360000,0.00000000,1.00000000
0.406667,0.00000000,1.00000000
0.453333,0.00000000,1.00000000
0.500000,0.00000000,1.00000000
0.546667,0.00000000,1.00000000
0.593333,0.00000000,1.00000000
0.640000,0.00000000,1.00000000
0.686667,0.00000000,1.00000000
0.733333,0.00000000,1.00000000
0.780000,0.00000000,1.00000000
0.826667,0.00000000,1.00000000
0.873333,0.00000000,1.00000000
0.920000,0.00000000,1.00000000
0.966667,0.00000000,1.00000000
1.013333,0.00000000,1.00000000
1.060000,0.00000000,1.00000000
1.106667,0.00000000,1.00000000
1.153333,0.00000000,1.00000000
1.200000,0.00000000,1.00000000
1.246667,0.00000000,1.00000000
1.293333,0.00000000,1.00000000
1.340000,0.00000000,1.00000000
1.386667,0.00000000,1.00000000
1.433333,0.00000000,1.00000000
1.480000,0.00000000,1.00000000
1.526667,0.00000000,1.00000000
1.573333,0.00000000,1.00000000
1.620000,0.00000000,1.00000000
1.666667,0.00000000,1.00000000
1.713333,0.00000000,1.00000000
1.760000,0.00000000,1.00000000
1.806667,0.00000000,1.00000000
1.853333,0.00000000,1.00000000
1.900000,0.00000000,1.00000000
1.946667,0.00000000,1.00000000
1.993333,0.00000000,1.00000000
2.040000,0.00000000,1.00000000
2.086667,0.00000000,1.00000000
2.133333,0.00000000,1.00000000
2.180000,0.00000000,1.00000000
2.226667,0.00000000,1.00000000
2.273333,0.00000000,1.00000000
2.320000,0.00000000,1.00000000
2.366667,0.00000000,1.00000000
2.413333,0.00000000,1.00000000
2.460000,0.00000000,1.00000000
2.506667,0.00000000,1.00000000
2.553333,0.00000000,1.00000000
2.600000,0.00000000,1.00000000
2.646667,0.00000000,1.00000000
2.693333,0.00000000,1.00000000
2.740000,0.00000000,1.00000000
2.786667,0.00000000,1.00000000
2.833333,0.00000000,1.00000000
2.880000,0.00000000,1.00000000
2.926667,0.00000000,1.00000000
2.973333,0.00000000,1.00000000
3.020000,0.00000000,1.00000000
3.066667,0.00000000,1.00000000
3.113333,0.00000000,1.00000000
3.160000,0.00000000,1.00000000
3.206667,0.00000000,1.00000000
3.253333,0.00000000,1.00000000
3.300000,0.00000000,1.00000000
3.346667,0.00000000,1.00000000
3.393333,0.00000000,1.00000000
3.440000,0.00000000,1.00000000
3.486667,0.00000000,1.00000000
3.533333,0.00000000,1.00000000
3.580000,0.00000000,1.00000000
3.626667,0.00000000,1.00000000
3.673333,0.00000000,1.00000000
3.720000,0.00000000,1.00000000
3.766667,0.00000000,1.00000000
3.813333,0.00000000,1.00000000
3.860000,0.00000000,1.00000000
3.906667,0.00000000,1.00000000
3.953333,0.00000000,1.00000000
4.000000,0.00000000,1.00000000
