#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
CVA,DiscountCurve/EUR/3/6M,Up,296464.42,0.000001,#N/A,296464.42,0.00
CVA,DiscountCurve/EUR/4/1Y,Up,296464.42,0.000001,#N/A,296464.41,0.00
CVA,DiscountCurve/EUR/5/2Y,Up,296464.42,0.000001,#N/A,296464.40,-0.01
CVA,DiscountCurve/EUR/6/3Y,Up,296464.42,0.000001,#N/A,296464.37,-0.04
CVA,DiscountCurve/EUR/7/5Y,Up,296464.42,0.000001,#N/A,296464.21,-0.20
CVA,DiscountCurve/EUR/8/10Y,Up,296464.42,0.000001,#N/A,296463.74,-0.68
CVA,DiscountCurve/EUR/9/15Y,Up,296464.42,0.000001,#N/A,296462.98,-1.43
CVA,DiscountCurve/EUR/10/20Y,Up,296464.42,0.000001,#N/A,296463.06,-1.36
CVA,IndexCurve/EUR-EONIA/4/1Y,Up,296464.42,0.000001,#N/A,296464.42,0.00
CVA,IndexCurve/EUR-EONIA/5/2Y,Up,296464.42,0.000001,#N/A,296464.42,0.00
CVA,IndexCurve/EUR-EONIA/6/3Y,Up,296464.42,0.000001,#N/A,296464.42,0.00
CVA,IndexCurve/EUR-EONIA/7/5Y,Up,296464.42,0.000001,#N/A,296464.43,0.01
CVA,IndexCurve/EUR-EONIA/8/10Y,Up,296464.42,0.000001,#N/A,296464.46,0.04
CVA,IndexCurve/EUR-EONIA/9/15Y,Up,296464.42,0.000001,#N/A,296464.48,0.06
CVA,IndexCurve/EUR-EONIA/10/20Y,Up,296464.42,0.000001,#N/A,296464.17,-0.25
CVA,IndexCurve/EUR-EONIA/11/30Y,Up,296464.42,0.000001,#N/A,296464.42,0.00
CVA,IndexCurve/EUR-EURIBOR-3M/9/15Y,Up,296464.42,0.000001,#N/A,296464.42,0.00
CVA,IndexCurve/EUR-EURIBOR-3M/10/20Y,Up,296464.42,0.000001,#N/A,296464.42,0.00
CVA,IndexCurve/EUR-EURIBOR-6M/1/1M,Up,296464.42,0.000001,#N/A,296464.42,0.00
CVA,IndexCurve/EUR-EURIBOR-6M/2/3M,Up,296464.42,0.000001,#N/A,296464.44,0.03
CVA,IndexCurve/EUR-EURIBOR-6M/3/6M,Up,296464.42,0.000001,#N/A,296464.44,0.02
CVA,IndexCurve/EUR-EURIBOR-6M/4/1Y,Up,296464.42,0.000001,#N/A,296464.52,0.11
CVA,IndexCurve/EUR-EURIBOR-6M/5/2Y,Up,296464.42,0.000001,#N/A,296464.66,0.25
CVA,IndexCurve/EUR-EURIBOR-6M/6/3Y,Up,296464.42,0.000001,#N/A,296464.92,0.50
CVA,IndexCurve/EUR-EURIBOR-6M/7/5Y,Up,296464.42,0.000001,#N/A,296465.98,1.56
CVA,IndexCurve/EUR-EURIBOR-6M/8/10Y,Up,296464.42,0.000001,#N/A,296467.69,3.28
CVA,IndexCurve/EUR-EURIBOR-6M/9/15Y,Up,296464.42,0.000001,#N/A,296466.73,2.31
CVA,IndexCurve/EUR-EURIBOR-6M/10/20Y,Up,296464.42,0.000001,#N/A,296437.45,-26.96
CVA,IndexCurve/EUR-EURIBOR-6M/11/30Y,Up,296464.42,0.000001,#N/A,296464.42,0.00
CVA,SwaptionVolatility/EUR/8/1Y/15Y/ATM,Up,296464.42,0.000001,#N/A,296464.53,0.12
CVA,SwaptionVolatility/EUR/9/1Y/20Y/ATM,Up,296464.42,0.000001,#N/A,296464.88,0.46
