#Date,EPE,ENE
2016-02-05,1693979.1733,0.0000
2016-02-19,1694016.5552,37.3819
2016-03-04,1693979.1733,0.0000
2016-03-18,1693979.1733,0.0000
2016-04-01,1694113.0751,133.9018
2016-04-15,1694658.9578,679.7845
2016-04-29,1695191.8566,805.7996
2016-05-13,1696559.8870,2173.8300
2016-05-27,1698304.2977,3918.2407
2016-06-10,1700047.6822,5661.6252
2016-06-24,1706170.2412,11784.1842
2016-07-08,1709756.0135,15369.9565
2016-07-22,1714530.1732,20144.1162
2016-08-05,1714682.9315,20296.8745
2016-08-19,1720372.3985,25986.3415
2016-09-02,1723466.2966,29080.2397
2016-09-16,1726659.0915,32273.0345
2016-09-30,1731628.6383,37242.5813
2016-10-14,1736793.6173,42407.5603
2016-10-28,1560745.3893,67582.9556
2016-11-14,1569061.1442,75898.7104
2016-11-25,1574046.6274,80884.1937
2016-12-09,1579192.3191,86029.8854
2016-12-23,1585940.7133,92778.2796
2017-01-06,1590933.0603,97770.6265
2017-01-20,1596705.7089,103543.2752
2017-02-03,1601044.5875,107882.1538
2017-02-17,1605893.0287,112730.5949
2017-03-03,1609952.7173,116790.2836
2017-03-17,1616720.2024,123557.7687
2017-03-31,1618316.0736,125153.6399
2017-04-18,1620201.8100,127039.3763
2017-04-28,1614751.4641,125063.9886
2017-05-12,1620162.6551,130475.1796
2017-05-26,1625845.5734,136158.0979
2017-06-09,1628752.6600,139065.1845
2017-06-23,1634410.4238,144722.9483
2017-07-07,1637248.4678,147560.9924
2017-07-21,1642638.0509,152950.5754
2017-08-04,1649969.9686,160282.4931
2017-08-18,1652109.0154,162421.5399
2017-09-01,1656807.8774,167120.4020
2017-09-15,1661422.2516,171734.7761
2017-09-29,1666891.7227,177204.2472
2017-10-13,1672653.3157,182965.8402
2017-10-27,1677347.8475,187660.3720
2017-11-13,1516211.3872,232445.7620
2017-11-24,1520374.1183,236608.4931
2017-12-08,1525328.9443,241563.3191
2017-12-22,1530392.9205,246627.2953
2018-01-05,1535527.9626,251762.3374
2018-01-19,1541736.6959,257971.0707
2018-02-02,1545710.6216,261944.9964
2018-02-16,1550740.0640,266974.4388
2018-03-02,1553987.7288,270222.1036
2018-03-16,1557601.2019,273835.5767
2018-04-03,1562334.9730,278569.3478
2018-04-13,1566117.2858,282351.6606
2018-04-27,1573150.1629,289384.5377
2018-05-11,1561666.3319,278831.8955
2018-05-25,1565258.3088,282423.8723
2018-06-08,1570576.3780,287741.9416
2018-06-22,1573176.2266,290341.7902
2018-07-06,1579095.6355,296261.1990
2018-07-20,1584311.1329,301476.6964
2018-08-03,1588281.5967,305447.1602
2018-08-17,1593308.6212,310474.1847
2018-08-31,1598111.1340,315276.6976
2018-09-14,1601880.0275,319045.5910
2018-09-28,1606771.7281,323937.2917
