#Date,Scenario,Numeraire,DiscountCurve/EUR/0,DiscountCurve/EUR/1,DiscountCurve/EUR/2,DiscountCurve/EUR/3,DiscountCurve/EUR/4,DiscountCurve/EUR/5,DiscountCurve/EUR/6,DiscountCurve/EUR/7,DiscountCurve/EUR/8,DiscountCurve/EUR/9,DiscountCurve/EUR/10,DiscountCurve/EUR/11,DiscountCurve/USD/0,DiscountCurve/USD/1,DiscountCurve/USD/2,DiscountCurve/USD/3,DiscountCurve/USD/4,DiscountCurve/USD/5,DiscountCurve/USD/6,DiscountCurve/USD/7,DiscountCurve/USD/8,DiscountCurve/USD/9,DiscountCurve/USD/10,DiscountCurve/USD/11,IndexCurve/EUR-EONIA/0,IndexCurve/EUR-EONIA/1,IndexCurve/EUR-EONIA/2,IndexCurve/EUR-EONIA/3,IndexCurve/EUR-EONIA/4,IndexCurve/EUR-EONIA/5,IndexCurve/EUR-EONIA/6,IndexCurve/EUR-EONIA/7,IndexCurve/EUR-EONIA/8,IndexCurve/EUR-EONIA/9,IndexCurve/EUR-EONIA/10,IndexCurve/EUR-EONIA/11,IndexCurve/EUR-EURIBOR-3M/0,IndexCurve/EUR-EURIBOR-3M/1,IndexCurve/EUR-EURIBOR-3M/2,IndexCurve/EUR-EURIBOR-3M/3,IndexCurve/EUR-EURIBOR-3M/4,IndexCurve/EUR-EURIBOR-3M/5,IndexCurve/EUR-EURIBOR-3M/6,IndexCurve/EUR-EURIBOR-3M/7,IndexCurve/EUR-EURIBOR-3M/8,IndexCurve/EUR-EURIBOR-3M/9,IndexCurve/EUR-EURIBOR-3M/10,IndexCurve/EUR-EURIBOR-3M/11,IndexCurve/USD-FedFunds/0,IndexCurve/USD-FedFunds/1,IndexCurve/USD-FedFunds/2,IndexCurve/USD-FedFunds/3,IndexCurve/USD-FedFunds/4,IndexCurve/USD-FedFunds/5,IndexCurve/USD-FedFunds/6,IndexCurve/USD-FedFunds/7,IndexCurve/USD-FedFunds/8,IndexCurve/USD-FedFunds/9,IndexCurve/USD-FedFunds/10,IndexCurve/USD-FedFunds/11
2016-02-05,BASE,1.00000000,0.99922271,0.99839123,0.99502396,0.98998808,0.98006773,0.96058946,0.94150059,0.90439805,0.81798217,0.73982380,0.66913343,0.54733975,0.96323035,0.92533328,0.78597395,0.62324611,0.42279399,0.80495132,0.77890061,0.71785604,0.59886312,0.50998082,0.43073596,0.30080571,0.99922271,0.99839123,0.99502396,0.98998808,0.98006773,0.96058946,0.94150059,0.90439805,0.81798217,0.73982380,0.66913343,0.54733975,0.99922281,0.99839130,0.99502399,0.99545439,0.99628459,1.00345900,1.00431973,0.99920773,0.94178829,0.86397679,0.80298042,0.71169139,0.99982649,0.99964082,0.99879515,0.99737205,0.99434185,0.98710681,0.97871928,0.95417112,0.87291300,0.78061520,0.69840036,0.56555320
