#Scenario,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
BASE,CPTY_A,2029-08-06,13.498892,622909.31,444002.63,2461884.02,0.00,816972.00,4109787.86,1222311.18,2107241.80
BASE,CPTY_A,2029-11-05,13.748207,529275.25,464565.00,2187153.09,0.00,697649.93,4109787.86,1212796.78,2143556.71
BASE,CPTY_A,2030-02-05,14.000262,506688.72,470742.19,2110680.39,0.00,671266.05,4109787.86,1203047.29,2178955.91
BASE,CPTY_A,2030-05-07,14.249577,560496.44,382239.56,2162380.75,0.00,746276.72,4109787.86,1195055.49,2212738.35
BASE,CPTY_A,2030-08-05,14.496152,535405.69,387691.75,2114929.29,0.00,716406.84,4109787.86,1186913.81,2245006.61
BASE,CPTY_A,2030-11-05,14.748207,444641.72,407489.16,1866294.97,0.00,597976.94,4109787.86,1176848.57,2276876.72
BASE,CPTY_A,2031-02-05,15.000262,423104.25,414027.56,1798791.10,0.00,571898.66,4109787.86,1166683.37,2307675.79
BASE,CPTY_A,2031-05-06,15.246837,471253.03,324085.38,1838731.91,0.00,640140.90,4109787.86,1158168.01,2336819.96
BASE,CPTY_A,2031-08-05,15.496152,447607.56,328846.22,1793063.55,0.00,611072.09,4109787.86,1149365.87,2365344.95
BASE,CPTY_A,2031-11-05,15.748207,358520.56,346876.03,1511238.20,0.00,491933.72,4109787.86,1138843.47,2393265.28
BASE,CPTY_A,2032-02-05,16.000000,338286.78,353562.34,1458854.45,0.00,466525.16,4109787.86,1128263.17,2420278.29
BASE,CPTY_A,2032-05-05,16.245902,380409.31,262789.94,1476547.55,0.00,527218.82,4109787.86,1119165.62,2445851.08
BASE,CPTY_A,2032-08-05,16.497268,358000.19,269280.09,1417981.18,0.00,498678.36,4109787.86,1109711.36,2471204.21
BASE,CPTY_A,2032-11-05,16.748634,270087.16,286853.56,1148886.29,0.00,378127.89,4109787.86,1098731.64,2495796.33
BASE,CPTY_A,2033-02-07,17.005741,250426.02,293643.75,1089563.85,0.00,352419.13,4109787.86,1087448.24,2520198.06
BASE,CPTY_A,2033-05-05,17.244098,288778.78,200631.56,1115036.06,0.00,408341.37,4109787.86,1078061.30,2542170.13
BASE,CPTY_A,2033-08-05,17.496152,266456.56,205918.48,1051785.07,0.00,378688.43,4109787.86,1067985.93,2564753.70
BASE,CPTY_A,2033-11-07,17.753687,180130.25,223640.42,797499.77,0.00,257328.28,4109787.86,1056226.56,2587165.90
BASE,CPTY_A,2034-02-06,18.003002,160718.03,230776.06,738689.95,0.00,230748.61,4109787.86,1044794.91,2608251.97
BASE,CPTY_A,2034-05-05,18.244098,194391.81,137076.92,746563.66,0.00,280449.33,4109787.86,1034694.07,2628094.78
BASE,CPTY_A,2034-08-07,18.501632,172868.84,141610.06,685499.32,0.00,250690.82,4109787.86,1023781.11,2648719.27
BASE,CPTY_A,2034-11-06,18.750947,90356.74,160351.91,434720.44,0.00,131690.94,4109787.86,1011919.76,2668145.83
BASE,CPTY_A,2035-02-05,19.000262,73631.79,168884.28,384158.02,0.00,107853.52,4109787.86,1000056.90,2687062.57
BASE,CPTY_A,2035-05-08,19.252317,98713.56,70154.43,379322.15,0.00,145325.98,4109787.86,988866.61,2705689.15
BASE,CPTY_A,2035-08-06,19.498892,77542.80,74135.05,321243.35,0.00,114724.88,4109787.86,977812.56,2723444.83
BASE,CPTY_A,2035-11-05,19.748207,9108.24,106520.25,67282.97,0.00,13543.30,4109787.86,965638.96,2740946.99
BASE,CPTY_A,2036-02-05,20.000000,2995.04,124589.11,20450.06,0.00,4475.99,4109787.86,953538.26,2758180.20
BASE,CPTY_A,2036-05-06,20.248634,0.00,0.00,0.00,0.00,0.00,4109787.86,0.00,0.00
BASE,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,4109787.86,0.00,0.00
BASE,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,4109787.86,0.00,0.00
BASE,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,4109787.86,0.00,0.00
BASE,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,4109787.86,0.00,0.00
BASE,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,4109787.86,0.00,0.00
BASE,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,4109787.86,0.00,0.00
BASE,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,4109787.86,0.00,0.00
eur_6m_up,CPTY_A,2016-02-05,0.000000,0.00,48395828.00,0.00,-48395829.56,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2016-05-06,0.248634,0.00,48400676.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2016-08-05,0.497268,0.00,47985812.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2016-11-07,0.754098,0.00,48190692.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-02-06,1.003002,0.00,45980188.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-05-05,1.244098,0.00,45909348.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-08-07,1.501632,0.00,43842240.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-11-06,1.750947,644.78,44051836.00,0.00,0.00,667.90,667.90,95.10,95.10
eur_6m_up,CPTY_A,2018-02-05,2.000262,1680.81,41867980.00,0.00,0.00,1749.77,1749.77,301.34,301.34
eur_6m_up,CPTY_A,2018-05-08,2.252317,5685.73,41758952.00,0.00,0.00,5949.01,5949.01,933.37,933.37
eur_6m_up,CPTY_A,2018-08-06,2.498892,17079.22,39875804.00,0.00,0.00,17958.76,17958.76,2613.33,2613.33
eur_6m_up,CPTY_A,2018-11-05,2.748207,18860.36,40113952.00,0.00,0.00,19931.12,19931.12,4184.38,4184.38
eur_6m_up,CPTY_A,2019-02-05,3.000262,44724.04,38220916.00,0.00,0.00,47502.94,47502.94,7823.62,7823.62
eur_6m_up,CPTY_A,2019-05-07,3.249577,80754.89,38158936.00,0.00,0.00,86202.91,86202.91,13837.06,13837.06
eur_6m_up,CPTY_A,2019-08-05,3.496152,128665.91,36469836.00,0.00,0.00,138027.74,138027.74,22595.93,22595.93
eur_6m_up,CPTY_A,2019-11-05,3.748207,167937.69,36743524.00,0.00,0.00,181070.90,181070.90,33252.86,33252.86
eur_6m_up,CPTY_A,2020-02-05,4.000000,240438.25,35057388.00,0.00,0.00,260556.33,260556.33,47561.20,47561.20
eur_6m_up,CPTY_A,2020-05-05,4.245902,263569.69,34955136.00,0.00,0.00,287040.59,287040.59,61430.67,61430.67
eur_6m_up,CPTY_A,2020-08-05,4.497268,367708.06,33388388.00,0.00,0.00,402483.88,402483.88,80493.18,80493.18
eur_6m_up,CPTY_A,2020-11-05,4.748634,429001.13,33623524.00,0.00,0.00,471955.77,471955.77,101215.02,101215.02
eur_6m_up,CPTY_A,2021-02-05,5.000262,554571.06,32079000.00,0.00,0.00,613193.55,613193.55,126979.31,126979.31
eur_6m_up,CPTY_A,2021-05-05,5.244098,612092.13,32052876.00,1013893.48,0.00,680116.06,680116.06,152698.59,152698.59
eur_6m_up,CPTY_A,2021-08-05,5.496152,745614.56,30566744.00,2437359.83,0.00,832680.02,832680.02,183882.69,183882.69
eur_6m_up,CPTY_A,2021-11-05,5.748207,833110.44,30824238.00,3234296.46,0.00,935112.49,935112.49,216823.59,216823.59
eur_6m_up,CPTY_A,2022-02-07,6.005741,959404.75,29359118.00,5206056.40,0.00,1082451.53,1082451.53,253942.87,253942.87
eur_6m_up,CPTY_A,2022-05-05,6.244098,1079463.25,29358932.00,6287948.35,0.00,1223749.58,1223749.58,290963.34,290963.34
eur_6m_up,CPTY_A,2022-08-05,6.496152,1268051.75,28065954.00,8346798.39,0.00,1444838.01,1444838.01,335734.40,335734.40
eur_6m_up,CPTY_A,2022-11-07,6.753687,1309261.75,28299904.00,9050941.02,0.00,1499525.90,1499525.90,380112.56,380112.56
eur_6m_up,CPTY_A,2023-02-06,7.003002,1524739.88,26979992.00,11124585.70,0.00,1755079.91,1755079.91,429063.01,429063.01
eur_6m_up,CPTY_A,2023-05-05,7.244098,1626660.13,27006726.00,11957110.55,0.00,1881481.43,1881481.43,477401.96,477401.96
eur_6m_up,CPTY_A,2023-08-07,7.501632,1893933.88,25771840.00,14482923.12,0.00,2201979.12,2201979.12,536607.44,536607.44
eur_6m_up,CPTY_A,2023-11-06,7.750947,1944971.88,26041034.00,14961663.63,0.00,2272664.67,2272664.67,592449.03,592449.03
eur_6m_up,CPTY_A,2024-02-05,8.000000,2225878.00,24844462.00,17009639.88,0.00,2613948.43,2613948.43,655381.61,655381.61
eur_6m_up,CPTY_A,2024-05-07,8.251366,2325370.00,24872224.00,17924987.90,0.00,2744638.52,2744638.52,719027.85,719027.85
eur_6m_up,CPTY_A,2024-08-05,8.497268,2638557.00,23756934.00,20248357.98,0.00,3129746.70,3129746.70,788791.42,788791.42
eur_6m_up,CPTY_A,2024-11-05,8.748634,2675448.50,23985110.00,20878811.65,0.00,3189603.58,3189603.58,857771.65,857771.65
eur_6m_up,CPTY_A,2025-02-05,9.000262,3029873.75,22874600.00,22717199.04,0.00,3630463.28,3630463.28,935290.19,935290.19
eur_6m_up,CPTY_A,2025-05-06,9.246837,3146937.50,22932974.00,23556970.80,0.00,3789443.46,3789443.46,1011398.79,1011398.79
eur_6m_up,CPTY_A,2025-08-05,9.496152,3496378.00,21948522.00,25589139.72,0.00,4231354.25,4231354.25,1095936.55,1095936.55
eur_6m_up,CPTY_A,2025-11-05,9.748207,3548165.00,22221820.00,25658116.58,0.00,4315810.87,4315810.87,1179191.32,1179191.32
eur_6m_up,CPTY_A,2026-02-05,10.000262,2235200.00,160668.02,5563864.78,0.00,2732578.02,4315810.87,1218344.15,1258249.25
eur_6m_up,CPTY_A,2026-05-05,10.244098,2037867.25,164962.75,5246777.63,0.00,2503559.51,4315810.87,1248935.55,1331027.00
eur_6m_up,CPTY_A,2026-08-05,10.496152,2006803.13,167838.97,5173330.28,0.00,2477903.12,4315810.87,1278448.00,1402703.65
eur_6m_up,CPTY_A,2026-11-05,10.748207,1816401.25,186058.55,4811743.34,0.00,2254181.50,4315810.87,1301329.80,1471018.55
eur_6m_up,CPTY_A,2027-02-05,11.000262,1786388.25,187881.52,4766268.81,0.00,2228180.97,4315810.87,1322567.22,1536202.77
eur_6m_up,CPTY_A,2027-05-05,11.244098,1831526.00,162432.91,4724210.78,0.00,2295691.57,4315810.87,1343670.06,1596480.39
eur_6m_up,CPTY_A,2027-08-05,11.496152,1802642.00,165769.48,4668094.92,0.00,2270949.49,4315810.87,1364000.80,1656102.11
eur_6m_up,CPTY_A,2027-11-05,11.748207,1612530.00,181314.41,4301259.03,0.00,2041753.44,4315810.87,1378541.81,1713165.48
eur_6m_up,CPTY_A,2028-02-07,12.005464,1583934.38,184170.69,4258829.89,0.00,2015941.69,4315810.87,1392200.24,1768935.87
eur_6m_up,CPTY_A,2028-05-05,12.245902,1625133.63,156059.22,4211347.50,0.00,2078412.81,4315810.87,1405673.40,1818941.45
eur_6m_up,CPTY_A,2028-08-07,12.502732,1595241.50,158109.47,4156861.92,0.00,2050758.12,4315810.87,1418924.70,1870232.04
eur_6m_up,CPTY_A,2028-11-06,12.751366,1410762.63,175130.09,3799278.81,0.00,1822701.41,4315810.87,1426797.78,1917917.42
eur_6m_up,CPTY_A,2029-02-05,13.000262,1380795.25,175574.09,3742398.69,0.00,1792934.61,4315810.87,1433807.64,1963826.17
eur_6m_up,CPTY_A,2029-05-08,13.252317,1418924.13,146237.59,3711703.73,0.00,1851790.43,4315810.87,1441757.54,2008560.16
eur_6m_up,CPTY_A,2029-08-06,13.498892,1390387.13,147798.08,3656353.75,0.00,1823551.75,4315810.87,1448731.52,2050705.18
eur_6m_up,CPTY_A,2029-11-05,13.748207,1206776.75,164045.52,3288378.63,0.00,1590680.24,4315810.87,1451305.67,2091781.45
eur_6m_up,CPTY_A,2030-02-05,14.000262,1178670.50,164663.27,3203260.36,0.00,1561513.82,4315810.87,1453289.81,2131821.93
eur_6m_up,CPTY_A,2030-05-07,14.249577,1213504.50,132822.84,3171599.95,0.00,1615728.56,4315810.87,1456131.89,2170033.69
eur_6m_up,CPTY_A,2030-08-05,14.496152,1182845.75,132666.00,3118745.83,0.00,1582722.75,4315810.87,1458285.16,2206532.73
eur_6m_up,CPTY_A,2030-11-05,14.748207,1005016.94,148756.58,2763063.59,0.00,1351598.18,4315810.87,1456461.82,2242581.43
eur_6m_up,CPTY_A,2031-02-05,15.000262,977634.63,149423.83,2707051.61,0.00,1321442.54,4315810.87,1454193.05,2277418.65
eur_6m_up,CPTY_A,2031-05-06,15.246837,1006778.44,115974.12,2660036.31,0.00,1367588.15,4315810.87,1452792.45,2310384.00
eur_6m_up,CPTY_A,2031-08-05,15.496152,978601.69,115978.05,2615974.23,0.00,1335983.21,4315810.87,1450913.13,2342648.98
eur_6m_up,CPTY_A,2031-11-05,15.748207,805919.25,130847.94,2235886.78,0.00,1105819.03,4315810.87,1445389.79,2374230.03
eur_6m_up,CPTY_A,2032-02-05,16.000000,779002.25,130934.49,2192036.53,0.00,1074307.85,4315810.87,1439550.06,2404784.79
eur_6m_up,CPTY_A,2032-05-05,16.245902,802453.00,95520.55,2117996.02,0.00,1112139.74,4315810.87,1434594.30,2433710.51
eur_6m_up,CPTY_A,2032-08-05,16.497268,774321.75,96271.83,2060112.94,0.00,1078595.82,4315810.87,1429170.01,2462387.76
eur_6m_up,CPTY_A,2032-11-05,16.748634,604978.38,111813.40,1703304.90,0.00,846982.85,4315810.87,1420432.46,2490204.22
eur_6m_up,CPTY_A,2033-02-07,17.005741,578554.38,111842.69,1647342.84,0.00,814187.06,4315810.87,1411266.71,2517805.33
eur_6m_up,CPTY_A,2033-05-05,17.244098,600242.06,74415.55,1587210.63,0.00,848759.24,4315810.87,1403491.46,2542658.22
eur_6m_up,CPTY_A,2033-08-05,17.496152,572911.81,74681.66,1525492.73,0.00,814223.01,4315810.87,1395002.29,2568202.79
eur_6m_up,CPTY_A,2033-11-07,17.753687,407909.56,91382.19,1182781.55,0.00,582726.50,4315810.87,1383219.45,2593553.52
eur_6m_up,CPTY_A,2034-02-06,18.003002,382293.66,92295.09,1124997.25,0.00,548872.65,4315810.87,1371664.97,2617404.25
eur_6m_up,CPTY_A,2034-05-05,18.244098,399221.66,52675.01,1050746.95,0.00,575957.60,4315810.87,1361149.69,2639848.70
eur_6m_up,CPTY_A,2034-08-07,18.501632,372835.00,52337.50,991435.59,0.00,540677.60,4315810.87,1349729.10,2663177.33
eur_6m_up,CPTY_A,2034-11-06,18.750947,213544.09,70270.06,664811.09,0.00,311231.03,4315810.87,1335921.09,2685150.96
eur_6m_up,CPTY_A,2035-02-05,19.000262,189664.59,71619.73,610635.51,0.00,277814.69,4315810.87,1322036.97,2706547.94
eur_6m_up,CPTY_A,2035-05-08,19.252317,200183.25,27849.46,530380.42,0.00,294709.53,4315810.87,1308587.02,2727616.70
eur_6m_up,CPTY_A,2035-08-06,19.498892,174167.80,26961.07,472795.96,0.00,257681.95,4315810.87,1295297.68,2747700.38
eur_6m_up,CPTY_A,2035-11-05,19.748207,29728.48,58510.70,141550.12,0.00,44204.09,4315810.87,1279503.01,2767497.29
eur_6m_up,CPTY_A,2036-02-05,20.000000,15656.61,68607.50,94299.72,0.00,23398.34,4315810.87,1263689.11,2786990.00
eur_6m_up,CPTY_A,2036-05-06,20.248634,0.00,0.00,0.00,0.00,0.00,4315810.87,0.00,0.00
eur_6m_up,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,4315810.87,0.00,0.00
eur_6m_up,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,4315810.87,0.00,0.00
eur_6m_up,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,4315810.87,0.00,0.00
eur_6m_up,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,4315810.87,0.00,0.00
eur_6m_up,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,4315810.87,0.00,0.00
eur_6m_up,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,4315810.87,0.00,0.00
eur_6m_up,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,4315810.87,0.00,0.00
eonia_up,CPTY_A,2016-02-05,0.000000,0.00,31062052.00,0.00,-31062052.93,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2016-05-06,0.248634,0.00,31066172.00,0.00,0.00,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2016-08-05,0.497268,0.00,30655976.00,0.00,0.00,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2016-11-07,0.754098,0.00,30759512.00,0.00,0.00,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2017-02-06,1.003002,0.00,29448168.00,0.00,0.00,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2017-05-05,1.244098,358.92,29283924.00,0.00,0.00,377.21,377.21,73.10,73.10
eonia_up,CPTY_A,2017-08-07,1.501632,3361.41,28104956.00,0.00,0.00,3569.27,3569.27,672.70,672.70
eonia_up,CPTY_A,2017-11-06,1.750947,8059.58,28218192.00,0.00,0.00,8642.80,8642.80,1807.56,1807.56
eonia_up,CPTY_A,2018-02-05,2.000262,19926.24,26939076.00,0.00,0.00,21577.88,21577.88,4271.75,4271.75
eonia_up,CPTY_A,2018-05-08,2.252317,32054.69,26747856.00,0.00,0.00,35060.91,35060.91,7717.34,7717.34
eonia_up,CPTY_A,2018-08-06,2.498892,62704.70,25777224.00,0.00,0.00,69260.97,69260.97,13790.09,13790.09
eonia_up,CPTY_A,2018-11-05,2.748207,84465.84,25929382.00,0.00,0.00,94226.64,94226.64,21087.22,21087.22
eonia_up,CPTY_A,2019-02-05,3.000262,141649.56,24970924.00,0.00,0.00,159609.72,159609.72,32724.63,32724.63
eonia_up,CPTY_A,2019-05-07,3.249577,204234.92,24852000.00,0.00,0.00,232422.83,232422.83,48045.94,48045.94
eonia_up,CPTY_A,2019-08-05,3.496152,272960.16,24064070.00,0.00,0.00,313693.46,313693.46,66781.43,66781.43
eonia_up,CPTY_A,2019-11-05,3.748207,335720.75,24256242.00,0.00,0.00,389705.42,389705.42,88497.02,88497.02
eonia_up,CPTY_A,2020-02-05,4.000000,420881.22,23477958.00,0.00,0.00,493480.29,493480.29,113989.99,113989.99
eonia_up,CPTY_A,2020-05-05,4.245902,469434.75,23327280.00,954092.52,0.00,555830.92,555830.92,139579.23,139579.23
eonia_up,CPTY_A,2020-08-05,4.497268,576556.25,22645280.00,2167926.98,0.00,689542.34,689542.34,170318.36,170318.36
eonia_up,CPTY_A,2020-11-05,4.748634,664391.19,22811930.00,3088211.90,0.00,802592.19,802592.19,203787.40,203787.40
eonia_up,CPTY_A,2021-02-05,5.000262,788217.13,22155316.00,4810135.82,0.00,961764.44,961764.44,241931.07,241931.07
eonia_up,CPTY_A,2021-05-05,5.244098,868115.06,22075834.00,5947164.95,0.00,1069572.05,1069572.05,280414.02,280414.02
eonia_up,CPTY_A,2021-08-05,5.496152,972950.25,21439948.00,6660573.25,0.00,1210807.74,1210807.74,323082.09,323082.09
eonia_up,CPTY_A,2021-11-05,5.748207,1069204.38,21610432.00,7117734.63,0.00,1343993.26,1343993.26,367848.31,367848.31
eonia_up,CPTY_A,2022-02-07,6.005741,1163891.13,21005348.00,8289712.95,0.00,1478070.37,1478070.37,415456.12,415456.12
eonia_up,CPTY_A,2022-05-05,6.244098,1290616.25,20947760.00,9314284.91,0.00,1654608.11,1654608.11,462758.32,462758.32
eonia_up,CPTY_A,2022-08-05,6.496152,1422591.13,20450978.00,10486032.50,0.00,1842170.83,1842170.83,516280.39,516280.39
eonia_up,CPTY_A,2022-11-07,6.753687,1474826.25,20596116.00,11036783.89,0.00,1929465.84,1929465.84,570168.54,570168.54
eonia_up,CPTY_A,2023-02-06,7.003002,1610958.13,20079368.00,12060908.88,0.00,2128555.44,2128555.44,625648.94,625648.94
eonia_up,CPTY_A,2023-05-05,7.244098,1720095.38,20046404.00,12892934.80,0.00,2294646.76,2294646.76,681196.02,681196.02
eonia_up,CPTY_A,2023-08-07,7.501632,1888631.63,19579518.00,14344573.82,0.00,2545405.33,2545405.33,745195.13,745195.13
