#NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
CPTY_B,2016-02-05,0.000000,0.00,6720.78,0.00,6720.78,0.00,0.00
CPTY_B,2016-03-07,0.084699,26460.53,36170.58,116012.50,0.00,26461.10,26461.10
CPTY_B,2016-04-05,0.163934,40841.68,37607.65,167373.97,0.00,40843.35,40843.35
CPTY_B,2016-05-06,0.248634,43876.29,48557.67,187115.61,0.00,43879.02,43879.02
CPTY_B,2016-06-06,0.333333,45043.83,55447.57,182247.77,0.00,45047.59,45047.59
CPTY_B,2016-07-05,0.412568,57050.52,55970.61,213292.31,0.00,57056.40,57056.40
CPTY_B,2016-08-05,0.497268,56951.35,60897.56,211620.95,0.00,56958.43,57056.40
CPTY_B,2016-09-06,0.584699,60444.71,67647.03,222114.66,0.00,60449.14,60449.14
CPTY_B,2016-10-05,0.663934,74789.55,68668.07,247085.88,0.00,74790.86,74790.86
CPTY_B,2016-11-07,0.754098,73034.88,70228.18,273272.84,0.00,73031.52,74790.86
CPTY_B,2016-12-05,0.830601,79810.11,79879.84,256707.66,0.00,79802.13,79802.13
CPTY_B,2017-01-05,0.915330,93686.61,81487.39,319625.47,0.00,93671.66,93671.66
CPTY_B,2017-02-06,1.003002,85291.43,76697.06,293318.50,0.00,85272.58,93671.66
CPTY_B,2017-03-06,1.079714,82587.17,77635.10,310134.63,0.00,82564.47,93671.66
CPTY_B,2017-04-05,1.161906,87968.38,73847.87,315289.28,0.00,87939.12,93671.66
CPTY_B,2017-05-05,1.244098,89775.73,79154.44,284704.41,0.00,89740.69,93671.66
CPTY_B,2017-06-06,1.331769,88175.31,80142.32,315319.06,0.00,88135.47,93671.66
CPTY_B,2017-07-05,1.411221,93209.93,74038.94,336611.66,0.00,93162.61,93671.66
CPTY_B,2017-08-07,1.501632,94114.38,82146.85,367182.06,0.00,94060.64,94060.64
CPTY_B,2017-09-05,1.581084,93459.84,86910.03,329588.06,0.00,93401.26,94060.64
CPTY_B,2017-10-05,1.663276,97012.09,77460.44,344092.16,0.00,96945.69,96945.69
CPTY_B,2017-11-06,1.750947,91020.57,78830.99,319743.97,0.00,90952.67,96945.69
CPTY_B,2017-12-05,1.830399,89541.95,80919.24,303855.00,0.00,89470.16,96945.69
CPTY_B,2018-01-05,1.915330,91006.06,73993.84,337084.91,0.00,90927.68,96945.69
CPTY_B,2018-02-05,2.000262,88839.01,78567.59,315105.19,0.00,88757.19,96945.69
CPTY_B,2018-03-05,2.076974,86610.73,81441.18,283428.84,0.00,86532.92,96945.69
CPTY_B,2018-04-05,2.161906,89399.29,76457.79,283682.34,0.00,89322.44,96945.69
CPTY_B,2018-05-08,2.252317,87829.60,81629.74,288450.38,0.00,87757.74,96945.69
CPTY_B,2018-06-05,2.329029,88593.90,86298.27,287909.88,0.00,88524.52,96945.69
CPTY_B,2018-07-05,2.411221,94989.42,81643.72,302770.69,0.00,94918.61,96945.69
CPTY_B,2018-08-06,2.498892,83054.70,75355.40,295368.63,0.00,82996.12,96945.69
CPTY_B,2018-09-05,2.581084,76552.89,72298.57,261145.52,0.00,76501.77,96945.69
CPTY_B,2018-10-05,2.663276,76372.23,62937.90,227277.64,0.00,76324.11,96945.69
CPTY_B,2018-11-05,2.748207,70405.15,62371.18,230703.08,0.00,70363.53,96945.69
CPTY_B,2018-12-05,2.830399,64342.69,62691.65,246197.69,0.00,64307.08,96945.69
CPTY_B,2019-01-07,2.920810,67394.77,57779.57,243274.31,0.00,67360.25,96945.69
CPTY_B,2019-02-05,3.000262,63373.91,57932.13,269380.81,0.00,63343.76,96945.69
CPTY_B,2019-03-05,3.076974,59635.79,57827.95,244093.30,0.00,59618.61,96945.69
CPTY_B,2019-04-05,3.161906,64824.68,53436.02,253887.33,0.00,64822.45,96945.69
CPTY_B,2019-05-07,3.249577,62074.35,55893.27,236786.52,0.00,62088.48,96945.69
CPTY_B,2019-06-05,3.329029,59685.72,59782.07,230706.88,0.00,59713.48,96945.69
CPTY_B,2019-07-05,3.411221,63119.72,54520.02,245467.28,0.00,63164.60,96945.69
CPTY_B,2019-08-05,3.496152,56406.48,53984.37,221508.48,0.00,56460.92,96945.69
CPTY_B,2019-09-05,3.581084,49262.02,52148.09,202166.63,0.00,49322.08,96945.69
CPTY_B,2019-10-07,3.668755,50569.87,43615.19,189531.69,0.00,50644.79,96945.69
CPTY_B,2019-11-05,3.748207,44122.90,41915.13,169458.19,0.00,44198.76,96945.69
CPTY_B,2019-12-05,3.830399,40803.06,44219.71,166865.92,0.00,40883.26,96945.69
CPTY_B,2020-01-06,3.918033,43815.39,39652.00,165229.72,0.00,43913.02,96945.69
CPTY_B,2020-02-05,4.000000,40482.16,41226.32,150090.84,0.00,40582.32,96945.69
CPTY_B,2020-03-05,4.079235,36476.55,42568.27,138004.86,0.00,36580.51,96945.69
CPTY_B,2020-04-06,4.166667,38289.81,35067.07,146722.97,0.00,38416.02,96945.69
CPTY_B,2020-05-05,4.245902,30982.47,31782.99,131398.53,0.00,31097.13,96945.69
CPTY_B,2020-06-05,4.330601,23084.19,28885.03,102840.34,0.00,23179.62,96945.69
CPTY_B,2020-07-06,4.415301,25216.04,22066.48,106313.40,0.00,25331.19,96945.69
CPTY_B,2020-08-05,4.497268,19835.86,21714.16,96441.03,0.00,19934.75,96945.69
CPTY_B,2020-09-08,4.590164,14679.50,22548.48,70706.63,0.00,14759.67,96945.69
CPTY_B,2020-10-05,4.663934,16458.08,15422.00,69384.88,0.00,16554.17,96945.69
CPTY_B,2020-11-05,4.748634,10804.09,14758.97,44704.02,0.00,10871.85,96945.69
CPTY_B,2020-12-07,4.836066,5841.62,15351.78,28802.64,0.00,5880.88,96945.69
CPTY_B,2021-01-05,4.915330,6617.98,7223.34,26348.33,0.00,6665.14,96945.69
CPTY_B,2021-02-05,5.000262,1702.55,7668.22,9500.88,0.00,1715.42,96945.69
