#NettingSet,Date,Time,CollateralBalance,COLVA Increment,COLVA,CollateralFloor Increment,CollateralFloor
CPTY,#N/A,#N/A,#N/A,#N/A,0.0000,#N/A,0.0000
CPTY,2021-01-05,0.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2021-04-06,0.5007,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2021-07-05,0.7473,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2021-10-05,0.9993,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2022-01-05,1.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2022-04-05,1.4980,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2022-07-05,1.7473,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2022-10-05,1.9993,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2023-01-05,2.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2023-04-05,2.4980,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2023-07-05,2.7473,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2023-10-05,2.9993,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2024-01-05,3.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2024-04-05,3.5000,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2024-07-05,3.7486,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2024-10-07,4.0055,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2025-01-06,4.2541,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2025-04-07,4.5035,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2025-07-07,4.7528,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2025-10-06,5.0021,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2026-01-05,5.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2026-04-07,5.5035,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2026-07-06,5.7500,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2026-10-05,5.9993,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2027-01-05,6.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2027-04-05,6.4980,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2027-07-05,6.7473,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2027-10-05,6.9993,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2028-01-05,7.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2028-04-05,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2028-07-05,7.7486,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2028-10-05,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2029-01-05,8.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2029-04-05,8.4980,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2029-07-05,8.7473,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2029-10-05,8.9993,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2030-01-07,9.2569,0.0000,0.0000,0.0000,0.0000,0.0000
