#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue
CDS,CreditDefaultSwap,1,0,2016-03-21,Interest,-14913.8889,EUR,0.0059000000,0.2527777778,2015-12-21,2016-03-21,-7538.8889,#N/A,#N/A,10000000.0000,1.0002362202,-14917.4118501661
CDS,CreditDefaultSwap,2,0,2016-06-20,Interest,-14913.8889,EUR,0.0059000000,0.2527777778,2016-03-21,2016-06-20,0.0000,#N/A,#N/A,10000000.0000,1.0009471276,-14928.0142452449
CDS,CreditDefaultSwap,3,0,2016-09-20,Interest,-15077.7778,EUR,0.0059000000,0.2555555556,2016-06-20,2016-09-20,0.0000,#N/A,#N/A,10000000.0000,1.0017724049,-15104.5017053788
CDS,CreditDefaultSwap,4,0,2016-12-20,Interest,-14913.8889,EUR,0.0059000000,0.2527777778,2016-09-20,2016-12-20,0.0000,#N/A,#N/A,10000000.0000,1.0027543228,-14954.9665524485
CDS,CreditDefaultSwap,5,0,2017-03-20,Interest,-14750.0000,EUR,0.0059000000,0.2500000000,2016-12-20,2017-03-20,0.0000,#N/A,#N/A,10000000.0000,1.0036490309,-14803.8232057506
CDS,CreditDefaultSwap,6,0,2017-06-20,Interest,-15077.7778,EUR,0.0059000000,0.2555555556,2017-03-20,2017-06-20,0.0000,#N/A,#N/A,10000000.0000,1.0046152400,-15147.3653408693
CDS,CreditDefaultSwap,7,0,2017-09-20,Interest,-15077.7778,EUR,0.0059000000,0.2555555556,2017-06-20,2017-09-20,0.0000,#N/A,#N/A,10000000.0000,1.0055016832,-15160.7309337619
CDS,CreditDefaultSwap,8,0,2017-12-20,Interest,-14913.8889,EUR,0.0059000000,0.2527777778,2017-09-20,2017-12-20,0.0000,#N/A,#N/A,10000000.0000,1.0064798732,-15010.5289972545
CDS,CreditDefaultSwap,9,0,2018-03-20,Interest,-14750.0000,EUR,0.0059000000,0.2500000000,2017-12-20,2018-03-20,0.0000,#N/A,#N/A,10000000.0000,1.0073568058,-14858.5128852672
CDS,CreditDefaultSwap,10,0,2018-06-20,Interest,-15077.7778,EUR,0.0059000000,0.2555555556,2018-03-20,2018-06-20,0.0000,#N/A,#N/A,10000000.0000,1.0079615971,-15197.8209692887
CDS,CreditDefaultSwap,11,0,2018-09-20,Interest,-15077.7778,EUR,0.0059000000,0.2555555556,2018-06-20,2018-09-20,0.0000,#N/A,#N/A,10000000.0000,1.0085667515,-15206.9453528399
CDS,CreditDefaultSwap,12,0,2018-12-20,Interest,-14913.8889,EUR,0.0059000000,0.2527777778,2018-09-20,2018-12-20,0.0000,#N/A,#N/A,10000000.0000,1.0091656855,-15050.5849044435
CDS,CreditDefaultSwap,13,0,2019-03-20,Interest,-14750.0000,EUR,0.0059000000,0.2500000000,2018-12-20,2019-03-20,0.0000,#N/A,#N/A,10000000.0000,1.0095853604,-14891.3840665710
CDS,CreditDefaultSwap,14,0,2019-06-20,Interest,-15077.7778,EUR,0.0059000000,0.2555555556,2019-03-20,2019-06-20,0.0000,#N/A,#N/A,10000000.0000,1.0097491782,-15224.7737201885
CDS,CreditDefaultSwap,15,0,2019-09-20,Interest,-15077.7778,EUR,0.0059000000,0.2555555556,2019-06-20,2019-09-20,0.0000,#N/A,#N/A,10000000.0000,1.0099130225,-15227.2441286694
CDS,CreditDefaultSwap,16,0,2019-12-20,Interest,-14913.8889,EUR,0.0059000000,0.2527777778,2019-09-20,2019-12-20,0.0000,#N/A,#N/A,10000000.0000,1.0100751121,-15064.1479914066
CDS,CreditDefaultSwap,17,0,2020-03-20,Interest,-14913.8889,EUR,0.0059000000,0.2527777778,2019-12-20,2020-03-20,0.0000,#N/A,#N/A,10000000.0000,1.0100408166,-15063.6365117465
CDS,CreditDefaultSwap,18,0,2020-06-22,Interest,-15405.5556,EUR,0.0059000000,0.2611111111,2020-03-20,2020-06-22,0.0000,#N/A,#N/A,10000000.0000,1.0097224959,-15555.3360055355
CDS,CreditDefaultSwap,19,0,2020-09-21,Interest,-14913.8889,EUR,0.0059000000,0.2527777778,2020-06-22,2020-09-21,0.0000,#N/A,#N/A,10000000.0000,1.0094144299,-15054.2946498136
CDS,CreditDefaultSwap,20,0,2020-12-21,Interest,-14913.8889,EUR,0.0059000000,0.2527777778,2020-09-21,2020-12-20,0.0000,#N/A,#N/A,10000000.0000,1.0091064579,-15049.7015896563
