#NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
CPTY,2020-10-05,0.000000,23758.66,0.00,23758.66,-23758.66,23758.66,23758.66
CPTY,2021-01-05,0.251396,1355268.53,1108850.59,5878651.94,0.00,1353603.16,1353603.16
CPTY,2021-04-06,0.500711,2007008.14,1773149.89,8906496.38,0.00,2001789.96,2001789.96
CPTY,2021-07-05,0.747286,2000201.16,1863102.97,8871250.00,0.00,1992306.14,2001789.96
CPTY,2021-10-05,0.999341,2692934.26,2664368.27,11203178.50,0.00,2678851.59,2678851.59
CPTY,2022-01-05,1.251396,2847357.28,2531232.76,11761300.25,0.00,2827780.89,2827780.89
CPTY,2022-04-05,1.497971,2684095.91,2319708.86,12317251.00,0.00,2661644.43,2827780.89
CPTY,2022-07-05,1.747286,3158171.12,2804367.65,11999733.13,0.00,3127039.70,3127039.70
CPTY,2022-10-05,1.999341,3426437.06,2948028.48,15189949.45,0.00,3387261.52,3387261.52
CPTY,2023-01-05,2.251396,3547519.33,3005466.09,13345837.19,0.00,3502336.82,3502336.82
CPTY,2023-04-05,2.497971,3677441.79,3210532.66,12367835.56,0.00,3625979.25,3625979.25
CPTY,2023-07-05,2.747286,3692421.70,3410063.22,12845270.50,0.00,3636059.81,3636059.81
CPTY,2023-10-05,2.999341,3853100.01,3677982.95,12693416.00,0.00,3789344.34,3789344.34
CPTY,2024-01-05,3.251366,3973249.17,3526278.52,13384909.88,0.00,3902316.74,3902316.74
CPTY,2024-04-05,3.500000,3812649.99,3409083.31,12008197.38,0.00,3739660.86,3902316.74
CPTY,2024-07-05,3.748634,3959633.29,3827185.12,12610533.08,0.00,3878723.44,3902316.74
CPTY,2024-10-07,4.005464,4092787.56,4030375.47,14549216.25,0.00,4003711.52,4003711.52
CPTY,2025-01-06,4.254136,3964138.61,3843849.77,12561465.00,0.00,3873526.56,4003711.52
CPTY,2025-04-07,4.503451,4124049.32,4001085.51,13402528.06,0.00,4025285.03,4025285.03
CPTY,2025-07-07,4.752766,4354479.95,4156388.63,14434982.75,0.00,4245454.25,4245454.25
CPTY,2025-10-06,5.002081,4452671.57,4244353.42,16803329.25,0.00,4336342.87,4336342.87
CPTY,2026-01-05,5.251396,4380086.34,3825111.79,14047170.44,0.00,4262004.65,4336342.87
CPTY,2026-04-07,5.503451,4616690.60,4033741.65,14586918.72,0.00,4488371.56,4488371.56
CPTY,2026-07-06,5.750026,4600663.85,4101653.74,15875949.25,0.00,4469031.65,4488371.56
CPTY,2026-10-05,5.999341,4806734.28,4221944.27,18343235.75,0.00,4665238.84,4665238.84
CPTY,2027-01-05,6.251396,4687168.29,4373254.61,15941479.75,0.00,4546289.97,4665238.84
CPTY,2027-04-05,6.497971,4947618.61,4792313.19,17144456.22,0.00,4795951.81,4795951.81
CPTY,2027-07-05,6.747286,5038427.70,4753135.96,17690188.06,0.00,4880930.90,4880930.90
CPTY,2027-10-05,6.999341,5530526.60,4914647.95,17930602.69,0.00,5354268.77,5354268.77
CPTY,2028-01-05,7.251366,5320351.08,4936559.38,16850751.69,0.00,5148908.10,5354268.77
CPTY,2028-04-05,7.500000,5251682.00,4598022.34,16416139.66,0.00,5080658.44,5354268.77
CPTY,2028-07-05,7.748634,5225188.75,4469441.41,15572133.06,0.00,5053244.26,5354268.77
CPTY,2028-10-05,8.000000,5219096.90,4659998.79,15192711.23,0.00,5045552.33,5354268.77
CPTY,2029-01-05,8.251396,5096976.60,4618584.75,14771239.31,0.00,4927047.92,5354268.77
CPTY,2029-04-05,8.497971,5167723.07,4636599.69,15907073.38,0.00,4995069.45,5354268.77
CPTY,2029-07-05,8.747286,5255249.67,4973888.82,18187405.31,0.00,5079295.14,5354268.77
CPTY,2029-10-05,8.999341,5265703.71,5464547.72,17159740.69,0.00,5089017.66,5354268.77
CPTY,2030-01-07,9.256876,5093212.35,5383209.45,17579952.97,0.00,4923366.63,5354268.77
CPTY,2030-04-05,9.497971,5078211.26,5264134.58,19282736.13,0.00,4909907.77,5354268.77
CPTY,2030-07-05,9.747286,5340619.63,5375788.05,20210934.00,0.00,5164752.76,5354268.77
CPTY,2030-10-07,10.004821,5165063.17,5296618.33,18231924.25,0.00,4996109.94,5354268.77
CPTY,2031-01-06,10.254136,5399753.21,5621487.93,20629505.69,0.00,5225606.89,5354268.77
CPTY,2031-04-07,10.503451,5333177.36,5462655.11,18757816.69,0.00,5163647.20,5354268.77
CPTY,2031-07-07,10.752766,5402725.83,5473998.86,20331650.13,0.00,5233487.29,5354268.77
CPTY,2031-10-06,11.002081,5505246.00,5269292.11,20810259.25,0.00,5335347.18,5354268.77
CPTY,2032-01-05,11.251366,5322176.33,4980243.21,20236618.63,0.00,5161285.61,5354268.77
CPTY,2032-04-05,11.500000,5341850.85,5144841.89,18888051.69,0.00,5183758.41,5354268.77
CPTY,2032-07-05,11.748634,5265004.19,5078355.25,18969704.30,0.00,5112532.46,5354268.77
CPTY,2032-10-05,12.000000,5404977.65,5296261.84,19348035.30,0.00,5251927.80,5354268.77
CPTY,2033-01-05,12.251396,4997937.46,5201858.12,19333552.81,0.00,4860336.47,5354268.77
CPTY,2033-04-05,12.497971,5207751.01,5127748.03,21598201.75,0.00,5068399.79,5354268.77
CPTY,2033-07-05,12.747286,4962796.14,4635295.81,19873811.00,0.00,4833882.14,5354268.77
CPTY,2033-10-05,12.999341,5049249.88,4789690.07,19200687.38,0.00,4922087.03,5354268.77
CPTY,2034-01-05,13.251396,4955888.58,4645110.61,17396046.19,0.00,4835003.17,5354268.77
CPTY,2034-04-05,13.497971,4861724.39,4792417.17,17795237.88,0.00,4746906.73,5354268.77
