#NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Dummy4,2024-03-15,0.000000,7333682.00,0.00,7333682.00,7333682.00,7333682.00,7333682.00
Dummy4,2024-06-17,0.256831,7390363.14,0.00,7636512.00,0.00,7465547.69,7465547.69
Dummy4,2024-09-16,0.505464,7450773.27,0.00,7797018.50,0.00,7595509.64,7595509.64
Dummy4,2024-12-16,0.754098,7507885.76,0.00,7933414.00,0.00,7717298.13,7717298.13
Dummy4,2025-03-17,1.003294,7569535.27,0.00,8059546.00,0.00,7839581.67,7839581.67
Dummy4,2025-06-16,1.252609,7627749.63,0.00,8189505.00,0.00,7954790.18,7954790.18
Dummy4,2025-09-15,1.501924,7690512.83,0.00,8315856.50,0.00,8072357.87,8072357.87
Dummy4,2025-12-15,1.751239,7751142.14,0.00,8442690.00,0.00,8186351.03,8186351.03
Dummy4,2026-03-16,2.000554,6487813.11,0.00,7185460.50,0.00,6893144.00,8186351.03
Dummy4,2026-06-15,2.249869,6539197.77,0.00,7276997.50,0.00,6987943.85,8186351.03
Dummy4,2026-09-15,2.501924,6591707.50,0.00,7375169.50,0.00,7085220.84,8186351.03
Dummy4,2026-12-15,2.751239,6644003.42,0.00,7466852.00,0.00,7182710.02,8186351.03
Dummy4,2027-03-15,2.997814,5447046.23,0.00,6228047.00,0.00,5922363.58,8186351.03
Dummy4,2027-06-15,3.249869,5490675.65,0.00,6302280.50,0.00,6003639.38,8186351.03
Dummy4,2027-09-15,3.501924,5534749.00,0.00,6382812.00,0.00,6086086.21,8186351.03
Dummy4,2027-12-15,3.751239,5578577.18,0.00,6465090.00,0.00,6168624.47,8186351.03
Dummy4,2028-03-15,4.000000,4446781.73,0.00,5255593.00,0.00,4944648.41,8186351.03
Dummy4,2028-06-15,4.251366,4481906.29,0.00,5309090.50,0.00,5012308.27,8186351.03
Dummy4,2028-09-15,4.502732,4517633.95,0.00,5372723.00,0.00,5081288.03,8186351.03
Dummy4,2028-12-15,4.751366,4553441.50,0.00,5425086.50,0.00,5150664.57,8186351.03
Dummy4,2029-03-15,4.997814,3482591.38,0.00,4229215.50,0.00,3961500.53,8186351.03
Dummy4,2029-06-15,5.249869,3510453.21,0.00,4290819.50,0.00,4016859.52,8186351.03
Dummy4,2029-09-17,5.507403,3538796.04,0.00,4341517.00,0.00,4073855.68,8186351.03
Dummy4,2029-12-17,5.756718,3566682.40,0.00,4392713.00,0.00,4130069.59,8186351.03
Dummy4,2030-03-15,5.997814,2557566.03,0.00,3211177.00,0.00,2978370.90,8186351.03
Dummy4,2030-06-17,6.255348,2577955.60,0.00,3243673.50,0.00,3021012.02,8186351.03
Dummy4,2030-09-16,6.504664,2597764.61,0.00,3280343.50,0.00,3062803.77,8186351.03
Dummy4,2030-12-16,6.753979,2618003.57,0.00,3321626.00,0.00,3105503.12,8186351.03
Dummy4,2031-03-17,7.003294,1668842.09,0.00,2157755.00,0.00,1991678.97,8186351.03
Dummy4,2031-06-16,7.252609,1681540.80,0.00,2169129.00,0.00,2019475.94,8186351.03
Dummy4,2031-09-15,7.501924,1694377.01,0.00,2194332.25,0.00,2047719.25,8186351.03
Dummy4,2031-12-15,7.751239,1707448.86,0.00,2219276.75,0.00,2076524.94,8186351.03
