#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
Swap_EUR_1M_2Y,Swap,2018-02-09,2.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_30Y,Swap,2046-02-09,30.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_3M,Swap,2016-05-09,0.256831,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_3Y,Swap,2019-02-11,3.016700,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_4M,Swap,2016-06-09,0.341530,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_4Y,Swap,2020-02-10,4.013661,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_5M,Swap,2016-07-11,0.428962,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_5Y,Swap,2021-02-09,5.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_6M,Swap,2016-08-09,0.508197,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_6Y,Swap,2022-02-09,6.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_7M,Swap,2016-09-09,0.592896,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_7Y,Swap,2023-02-09,7.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_8M,Swap,2016-10-10,0.677596,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_8Y,Swap,2024-02-09,8.010929,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_9M,Swap,2016-11-09,0.759563,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_9Y,Swap,2025-02-10,9.013961,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_10Y,Swap,2026-02-09,10.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_12Y,Swap,2028-02-09,12.010929,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_15Y,Swap,2031-02-10,15.013961,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_20Y,Swap,2036-02-11,20.016393,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_25Y,Swap,2041-02-11,25.016700,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_2Y,Swap,2018-02-09,2.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_3Y,Swap,2019-02-11,3.016700,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_40Y,Swap,2056-02-09,40.010929,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_4Y,Swap,2020-02-10,4.013661,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_50Y,Swap,2066-02-09,50.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_5Y,Swap,2021-02-09,5.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_6Y,Swap,2022-02-09,6.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_7Y,Swap,2023-02-09,7.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_8Y,Swap,2024-02-09,8.010929,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_3M_9Y,Swap,2025-02-10,9.013961,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_10Y,Swap,2026-02-09,10.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_12Y,Swap,2028-02-09,12.010929,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_15Y,Swap,2031-02-10,15.013961,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_20Y,Swap,2036-02-11,20.016393,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_25Y,Swap,2041-02-11,25.016700,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_2Y,Swap,2018-02-09,2.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_30Y,Swap,2046-02-09,30.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_3Y,Swap,2019-02-11,3.016700,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_40Y,Swap,2056-02-09,40.010929,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_4Y,Swap,2020-02-10,4.013661,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_50Y,Swap,2066-02-09,50.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_5Y,Swap,2021-02-09,5.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_6M_7Y,Swap,2023-02-09,7.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_10Y,Swap,2026-02-05,10.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_12Y,Swap,2028-02-07,12.005464,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_15Y,Swap,2031-02-05,15.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_20Y,Swap,2036-02-05,20.000000,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_25Y,Swap,2041-02-05,25.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_2Y,Swap,2018-02-05,2.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_30Y,Swap,2046-02-05,30.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_3Y,Swap,2019-02-05,3.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_4Y,Swap,2020-02-05,4.000000,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_5Y,Swap,2021-02-05,5.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_6Y,Swap,2022-02-07,6.005741,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_7Y,Swap,2023-02-06,7.003002,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_8Y,Swap,2024-02-05,8.000000,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_GBP_6M_9Y,Swap,2025-02-05,9.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_10Y,Swap,2026-02-09,10.011221,0.000002,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_12Y,Swap,2028-02-09,12.010929,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_15Y,Swap,2031-02-10,15.013961,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_20Y,Swap,2036-02-12,20.019126,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_25Y,Swap,2041-02-12,25.019440,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_2Y,Swap,2018-02-09,2.011221,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_30Y,Swap,2046-02-09,30.011221,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_3Y,Swap,2019-02-12,3.019440,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_4Y,Swap,2020-02-10,4.013661,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_5Y,Swap,2021-02-09,5.011221,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_6Y,Swap,2022-02-09,6.011221,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_7Y,Swap,2023-02-09,7.011221,0.000000,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_8Y,Swap,2024-02-09,8.010929,0.000005,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_JPY_6M_9Y,Swap,2025-02-10,9.013961,0.000001,JPY,0.000000,EUR,128150460.00,JPY,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_10Y,Swap,2026-02-09,10.011221,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_12Y,Swap,2028-02-09,12.010929,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_15Y,Swap,2031-02-10,15.013961,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_20Y,Swap,2036-02-11,20.016393,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_25Y,Swap,2041-02-11,25.016700,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_2Y,Swap,2018-02-09,2.011221,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_30Y,Swap,2046-02-09,30.011221,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_3Y,Swap,2019-02-11,3.016700,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_4Y,Swap,2020-02-10,4.013661,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_5Y,Swap,2021-02-09,5.011221,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_6Y,Swap,2022-02-09,6.011221,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_7Y,Swap,2023-02-09,7.011221,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_8Y,Swap,2024-02-09,8.010929,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_USD_3M_9Y,Swap,2025-02-10,9.013961,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_10M,Swap,2016-12-12,0.849727,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_10Y,Swap,2026-02-11,10.016700,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_11M,Swap,2017-01-11,0.931769,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_12Y,Swap,2028-02-10,12.013661,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_15Y,Swap,2031-02-12,15.019440,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_1M,Swap,2016-03-10,0.092896,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_1Y,Swap,2017-02-10,1.013961,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_1Y3M,Swap,2017-05-10,1.257796,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_1Y6M,Swap,2017-08-10,1.509851,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_1Y9M,Swap,2017-11-10,1.761906,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_20Y,Swap,2036-02-12,20.019126,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_25Y,Swap,2041-02-12,25.019440,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_2M,Swap,2016-04-12,0.183060,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_2Y,Swap,2018-02-12,2.019440,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_30Y,Swap,2046-02-12,30.019440,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_3M,Swap,2016-05-11,0.262295,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_3Y,Swap,2019-02-12,3.019440,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_4M,Swap,2016-06-10,0.344262,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_4Y,Swap,2020-02-12,4.019126,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_5M,Swap,2016-07-12,0.431694,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
ois_CHF_2D_1D_5Y,Swap,2021-02-10,5.013961,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
