#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
BasisSwap_6M_3M_GBP_10Y,Swap,2026-02-05,10.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_12Y,Swap,2028-02-07,12.005464,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_15Y,Swap,2031-02-05,15.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_1Y,Swap,2017-02-06,1.003002,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_20Y,Swap,2036-02-05,20.000000,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_2Y,Swap,2018-02-05,2.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_30Y,Swap,2046-02-05,30.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_3Y,Swap,2019-02-05,3.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_40Y,Swap,2056-02-07,40.005464,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_4Y,Swap,2020-02-05,4.000000,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_50Y,Swap,2066-02-05,50.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_5Y,Swap,2021-02-05,5.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_60Y,Swap,2076-02-05,60.000000,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_70Y,Swap,2086-02-05,70.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
BasisSwap_6M_3M_GBP_7Y,Swap,2023-02-06,7.003002,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
FRA_CHF_1M_6M,ForwardRateAgreement,2016-09-09,0.592896,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
FRA_CHF_2M_6M,ForwardRateAgreement,2016-10-11,0.680328,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
FRA_CHF_3M_6M,ForwardRateAgreement,2016-11-09,0.759563,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
FRA_CHF_4M_6M,ForwardRateAgreement,2016-12-09,0.841530,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
FRA_CHF_5M_6M,ForwardRateAgreement,2017-01-11,0.931769,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
FRA_CHF_6M_6M,ForwardRateAgreement,2017-02-09,1.011221,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
FRA_EUR_1M_3M,ForwardRateAgreement,2016-06-09,0.341530,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FRA_EUR_1Y_3M,ForwardRateAgreement,2017-05-09,1.255057,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FRA_EUR_2M_3M,ForwardRateAgreement,2016-07-11,0.428962,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FRA_EUR_3M_3M,ForwardRateAgreement,2016-08-09,0.508197,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FRA_EUR_4M_3M,ForwardRateAgreement,2016-09-09,0.592896,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FRA_EUR_5M_3M,ForwardRateAgreement,2016-10-11,0.680328,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FRA_EUR_6M_3M,ForwardRateAgreement,2016-11-09,0.759563,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FRA_EUR_9M_3M,ForwardRateAgreement,2017-02-09,1.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FRA_GBP_1M_6M,ForwardRateAgreement,2016-09-07,0.587432,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
FRA_GBP_1Y_6M,ForwardRateAgreement,2017-08-06,1.498892,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
FRA_GBP_2M_6M,ForwardRateAgreement,2016-10-05,0.663934,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
FRA_GBP_3M_6M,ForwardRateAgreement,2016-11-05,0.748634,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
FRA_GBP_4M_6M,ForwardRateAgreement,2016-12-06,0.833333,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
FRA_GBP_5M_6M,ForwardRateAgreement,2017-01-05,0.915330,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
FRA_GBP_6M_6M,ForwardRateAgreement,2017-02-05,1.000262,0.000000,GBP,0.000000,EUR,811938.00,GBP,1000000.00,CPTY_A,CPTY_A
FRA_USD_1Y_3M,ForwardRateAgreement,2017-05-09,1.255057,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
FRA_USD_1Y_6M,ForwardRateAgreement,2017-08-09,1.507111,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
FRA_USD_3M_3M,ForwardRateAgreement,2016-08-09,0.508197,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
FRA_USD_6M_3M,ForwardRateAgreement,2016-11-09,0.759563,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
FRA_USD_6M_6M,ForwardRateAgreement,2017-02-09,1.011221,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
FRA_USD_9M_3M,ForwardRateAgreement,2017-02-09,1.011221,0.000000,USD,0.000000,EUR,1132337.00,USD,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_10Y,Swap,2026-02-09,10.011221,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_12Y,Swap,2028-02-09,12.010929,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_15Y,Swap,2031-02-10,15.013961,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_20Y,Swap,2036-02-11,20.016393,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_25Y,Swap,2041-02-11,25.016700,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_2Y,Swap,2018-02-09,2.011221,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_30Y,Swap,2046-02-09,30.011221,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_3Y,Swap,2019-02-11,3.016700,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_4Y,Swap,2020-02-10,4.013661,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_5Y,Swap,2021-02-09,5.011221,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_3M_7Y,Swap,2023-02-09,7.011221,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_6M_12Y,Swap,2028-02-09,12.010929,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_6M_25Y,Swap,2041-02-11,25.016700,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_CHF_6M_30Y,Swap,2046-02-09,30.011221,0.000000,CHF,0.000000,EUR,1125046.00,CHF,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_10M,Swap,2016-12-09,0.841530,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_10Y,Swap,2026-02-09,10.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_11M,Swap,2017-01-09,0.926289,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_12Y,Swap,2028-02-09,12.010929,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_15Y,Swap,2031-02-10,15.013961,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_1Y,Swap,2017-02-09,1.011221,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_20Y,Swap,2036-02-11,20.016393,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_25Y,Swap,2041-02-11,25.016700,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
Swap_EUR_1M_2M,Swap,2016-04-11,0.180328,0.000000,EUR,0.000000,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
