#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
FXFWD_EUR_CHF_3M,FxForward,1,0,2016-05-06,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0005742267,1000574.2266952768,1.0000000000,1000574.2266952768,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_CHF_3M,FxForward,1,1,2016-05-06,Notional,-1123248.1002,CHF,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0021757716,-1125692.0314468408,0.8888525447,-1000574.2266954780,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_CHF_6M,FxForward,1,0,2016-08-05,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0012967693,1001296.7692897097,1.0000000000,1001296.7692897097,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_CHF_6M,FxForward,1,1,2016-08-05,Notional,-1121240.1326,CHF,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0046955084,-1126504.9251023098,0.8888525447,-1001296.7692897088,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_GBP_12M,FxForward,1,0,2017-02-06,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0031836048,1003183.6047663094,1.0000000000,1003183.6047663094,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_GBP_12M,FxForward,1,1,2017-02-06,Notional,-820223.8159,GBP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9930495480,-814522.8896867805,1.2316211336,-1003183.6047663498,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_GBP_3M,FxForward,1,0,2016-05-05,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0005660688,1000566.0687770352,1.0000000000,1000566.0687770352,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_GBP_3M,FxForward,1,1,2016-05-05,Notional,-813857.9833,GBP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9982056200,-812397.6127507115,1.2316211336,-1000566.0687770636,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_GBP_6M,FxForward,1,0,2016-08-05,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0012967693,1001296.7692897097,1.0000000000,1001296.7692897097,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_GBP_6M,FxForward,1,1,2016-08-05,Notional,-815872.1106,GBP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9964685466,-812990.8962635488,1.2316211336,-1001296.7692897102,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_GBP_9M,FxForward,1,0,2016-11-07,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0023194081,1002319.4081452487,1.0000000000,1002319.4081452487,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_GBP_9M,FxForward,1,1,2016-11-07,Notional,-818004.9894,GBP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9948853933,-813821.2156106365,1.2316211336,-1002319.4081452482,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_USD_12M,FxForward,1,0,2017-02-06,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0031836048,1003183.6047663094,1.0000000000,1003183.6047663094,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_USD_12M,FxForward,1,1,2017-02-06,Notional,-1147313.4581,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9900885460,-1135941.9134702682,0.8831293157,-1003183.6047663091,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_USD_3M,FxForward,1,0,2016-05-05,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0005660688,1000566.0687770352,1.0000000000,1000566.0687770352,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_USD_3M,FxForward,1,1,2016-05-05,Notional,-1135348.7418,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9979118652,-1132977.9806208094,0.8831293157,-1000566.0687770596,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_USD_6M,FxForward,1,0,2016-08-05,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0012967693,1001296.7692897097,1.0000000000,1001296.7692897097,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_USD_6M,FxForward,1,1,2016-08-05,Notional,-1139000.1062,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9954392222,-1133805.3798471303,0.8831293157,-1001296.7692896464,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_USD_9M,FxForward,1,0,2016-11-07,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0023194081,1002319.4081452487,1.0000000000,1002319.4081452487,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FXFWD_EUR_USD_9M,FxForward,1,1,2016-11-07,Notional,-1143023.2742,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9929485928,-1134963.3516610051,0.8831293157,-1002319.4081452828,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
xccyBasisSwap_EUR_3M_CHF_3M_10Y,Swap,1,0,2016-05-09,Interest,30.7500,EUR,-0.0001230000,0.2500000000,2016-02-09,2016-05-09,0.0000,2016-02-05,-0.0001230000,1000000.0000,1.0005987008,30.7684100511,1.0000000000,30.7684100511,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
xccyBasisSwap_EUR_3M_CHF_3M_10Y,Swap,2,0,2016-08-09,InterestProjected,446.4556,EUR,-0.0017470000,0.2555555556,2016-05-09,2016-08-09,0.0000,2016-05-05,-0.0017470000,1000000.0000,1.0013181466,447.0440494165,1.0000000000,447.0440494165,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
xccyBasisSwap_EUR_3M_CHF_3M_10Y,Swap,3,0,2016-11-09,InterestProjected,493.7333,EUR,-0.0019320000,0.2555555556,2016-08-09,2016-11-09,0.0000,2016-08-05,-0.0019320000,1000000.0000,1.0023470665,494.8921582894,1.0000000000,494.8921582894,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
xccyBasisSwap_EUR_3M_CHF_3M_10Y,Swap,4,0,2017-02-09,InterestProjected,571.6778,EUR,-0.0022370000,0.2555555556,2016-11-09,2017-02-09,0.0000,2016-11-07,-0.0022370000,1000000.0000,1.0032090583,573.5123250964,1.0000000000,573.5123250964,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
