TradeID	PortfolioID	ProductClass	RiskType	Qualifier	Bucket	Label1	Label2	AmountCurrency	Amount
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	1y	Libor1m	USD	1023.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	2y	Libor1m	USD	1024.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	5y	Libor1m	USD	-1025.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	10y	Libor1m	USD	1026.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	1y	Libor3m	USD	-1027.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	2y	Libor3m	USD	1028.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	5y	Libor3m	USD	1029.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	10y	Libor3m	USD	1030.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	1y	Libor6m	USD	-1031.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	2y	Libor6m	USD	-1032.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	5y	Libor6m	USD	1033.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	10y	Libor6m	USD	1034.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	1y	Libor12m	USD	-1035.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	2y	Libor12m	USD	1036.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	5y	Libor12m	USD	-1037.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	BRL	3	10y	Libor12m	USD	1038.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	1y	Libor1m	USD	1039.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	2y	Libor1m	USD	-1040.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	5y	Libor1m	USD	-1041.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	10y	Libor1m	USD	-1042.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	1y	Libor3m	USD	1043.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	2y	Libor3m	USD	-1044.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	5y	Libor3m	USD	1045.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	10y	Libor3m	USD	-1046.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	1y	Libor6m	USD	1047.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	2y	Libor6m	USD	1048.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	5y	Libor6m	USD	-1049.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	10y	Libor6m	USD	-1050.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	1y	Libor12m	USD	1051.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	2y	Libor12m	USD	-1052.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	5y	Libor12m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	JPY	2	10y	Libor12m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	1y	Libor1m	USD	-1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	2y	Libor1m	USD	-1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	5y	Libor1m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	10y	Libor1m	USD	-1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	1y	Libor3m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	2y	Libor3m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	5y	Libor3m	USD	-1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	10y	Libor3m	USD	-1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	1y	Libor6m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	2y	Libor6m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	5y	Libor6m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	10y	Libor6m	USD	-1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	1y	Libor12m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	2y	Libor12m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	5y	Libor12m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_IRCurve	USD	1	10y	Libor12m	USD	1053.45
dummyTrade	dummyPortfolio	RatesFX	Risk_FX	IDR				USD	5402.35
dummyTrade	dummyPortfolio	RatesFX	Risk_FX	JPY				USD	-34390.56
dummyTrade	dummyPortfolio	RatesFX	Risk_FX	USD				USD	2254.60
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 1	1	10y		USD	0.00
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 1	1	1y		USD	8.06
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 1	1	2y		USD	0.00
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 1	1	3y		USD	0.00
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 1	1	5y		USD	0.00
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 2	2	10y		USD	0.00
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 2	2	1y		USD	3.64
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 2	2	2y		USD	4.07
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 2	2	3y		USD	0.00
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 2	2	5y		USD	0.00
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 3	3	10y		USD	0.00
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 3	3	1y		USD	580.60
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 3	3	2y		USD	5078.48
dummyTrade	dummyPortfolio	Credit	Risk_CreditQ	Issuer 3	3	3y		USD	0.00
