#Date,Scenario,Numeraire,DiscountCurve/EUR/0,DiscountCurve/EUR/1,DiscountCurve/EUR/2,DiscountCurve/EUR/3,DiscountCurve/EUR/4,DiscountCurve/EUR/5,DiscountCurve/USD/0,DiscountCurve/USD/1,DiscountCurve/USD/2,DiscountCurve/USD/3,DiscountCurve/USD/4,DiscountCurve/USD/5,IndexCurve/EUR-EONIA/0,IndexCurve/EUR-EONIA/1,IndexCurve/EUR-EONIA/2,IndexCurve/EUR-EONIA/3,IndexCurve/EUR-EONIA/4,IndexCurve/EUR-EONIA/5,IndexCurve/EUR-EURIBOR-3M/0,IndexCurve/EUR-EURIBOR-3M/1,IndexCurve/EUR-EURIBOR-3M/2,IndexCurve/EUR-EURIBOR-3M/3,IndexCurve/EUR-EURIBOR-3M/4,IndexCurve/EUR-EURIBOR-3M/5,IndexCurve/EUR-EURIBOR-6M/0,IndexCurve/EUR-EURIBOR-6M/1,IndexCurve/EUR-EURIBOR-6M/2,IndexCurve/EUR-EURIBOR-6M/3,IndexCurve/EUR-EURIBOR-6M/4,IndexCurve/EUR-EURIBOR-6M/5,IndexCurve/USD-LIBOR-3M/0,IndexCurve/USD-LIBOR-3M/1,IndexCurve/USD-LIBOR-3M/2,IndexCurve/USD-LIBOR-3M/3,IndexCurve/USD-LIBOR-3M/4,IndexCurve/USD-LIBOR-3M/5,IndexCurve/USD-LIBOR-6M/0,IndexCurve/USD-LIBOR-6M/1,IndexCurve/USD-LIBOR-6M/2,IndexCurve/USD-LIBOR-6M/3,IndexCurve/USD-LIBOR-6M/4,IndexCurve/USD-LIBOR-6M/5,FXSpot/USDEUR/0
2016-05-05,1,1.00616255,0.98023745,0.96089541,0.94189383,0.90494493,0.86947282,0.81877381,0.96514989,0.92685304,0.89014650,0.82107205,0.76024457,0.68606994,0.98023745,0.96089541,0.94189383,0.90494493,0.86947282,0.81877381,1.00190321,1.00898005,1.00936939,1.00314481,0.98592565,0.94344696,0.98052631,0.96152553,0.94276942,0.90633284,0.87128673,0.82119723,0.99111172,0.98073558,0.96829343,0.93720796,0.90090092,0.83998211,0.99069239,0.98400660,0.97252729,0.94329193,0.90812541,0.85080386,0.87919383
2016-05-19,1,1.00711701,0.98025481,0.96093161,0.94194402,0.90501899,0.86956555,0.81888596,0.96486325,0.92658648,0.88985140,0.82084389,0.76013945,0.68597064,0.98025481,0.96093161,0.94194402,0.90501899,0.86956555,0.81888596,1.00121596,1.00806502,1.00838732,1.00199802,0.98454892,0.94204915,0.98056366,0.96157205,0.94282978,0.90641672,0.87138959,0.82131851,0.99100824,0.98054190,0.96800612,0.93673799,0.90033970,0.83927014,0.99058896,0.98384995,0.97227967,0.94286612,0.90760437,0.85012641,0.87851597
2016-08-05,1,1.01241559,0.98034863,0.96112112,0.94221052,0.90541671,0.87006568,0.81949220,0.96326552,0.92509841,0.88820285,0.81956425,0.75954157,0.68540152,0.98034863,0.96112112,0.94221052,0.90541671,0.87006568,0.81949220,1.00375808,1.00896206,1.00891159,1.00156492,0.98273180,0.93985984,0.98077050,0.96182876,0.94316252,0.90687836,0.87195501,0.82198392,0.99062241,0.97966545,0.96660391,0.93430989,0.89739375,0.83547090,0.99021829,0.98317923,0.97109807,0.94068350,0.90488177,0.84651956,0.87472840
2016-08-19,1,1.01336290,0.98036564,0.96115268,0.94225574,0.90548517,0.87015224,0.81959744,0.96301001,0.92486094,0.88793510,0.81935976,0.75945681,0.68531886,0.98036564,0.96115268,0.94225574,0.90548517,0.87015224,0.81959744,1.00311411,1.00801661,1.00789907,1.00038834,0.98132762,0.93843552,0.98079295,0.96186023,0.94320770,0.90694683,0.87204227,0.82208939,0.99056506,0.97951956,0.96636322,0.93388437,0.89687450,0.83479765,0.99037845,0.98309902,0.97092536,0.94032948,0.90442897,0.84590547,0.87401788
2016-11-07,1,1.01875603,0.98045906,0.96132036,0.94250043,0.90586083,0.87062965,0.82017935,0.96154889,0.92350058,0.88640007,0.81818213,0.75895958,0.68482982,0.98045906,0.96132036,0.94250043,0.90586083,0.87062965,0.82017935,1.00578024,1.00898787,1.00848506,0.99998761,0.97950668,0.93622621,0.98088694,0.96200510,0.94343036,0.90730151,0.87250344,0.82265350,0.99026305,0.97870926,0.96500925,0.93147147,0.89392301,0.83096396,0.99181138,0.98272952,0.97002421,0.93838678,0.90191618,0.84246431,0.86994738
2016-11-21,1,1.01969594,0.98047599,0.96134714,0.94254052,0.90592352,0.87070987,0.82027748,0.96133850,0.92330562,0.88617249,0.81801316,0.75890621,0.68477372,0.98047599,0.96134714,0.94254052,0.90592352,0.87070987,0.82027748,1.00617089,1.00908083,1.00851033,0.99984037,0.97911238,0.93576683,0.98090316,0.96202999,0.94346865,0.90736251,0.87258272,0.82275031,0.99022826,0.97858494,0.96478925,0.93106521,0.89342147,0.83030679,0.99206192,0.98266403,0.96986534,0.93804520,0.90147443,0.84185991,0.86919177
2017-02-06,1,1.02484731,0.98056327,0.96148311,0.94274872,0.90625428,0.87113542,0.82079942,0.96017996,0.92222982,0.88491580,0.81707505,0.75860056,0.68444952,0.98056327,0.96148311,0.94274872,0.90625428,0.87113542,0.82079942,1.00766932,1.00893728,1.00799374,0.99837910,0.97630661,0.93262942,0.98099111,0.96216451,0.94367575,0.90769239,0.87301116,0.82327254,0.99005157,0.97791369,0.96359000,0.92883918,0.89066892,0.82669672,0.99343878,0.98229936,0.96898534,0.93615794,0.89903423,0.83852419,0.86502842
2017-02-21,1,1.02585864,0.98058535,0.96151796,0.94279729,0.90632597,0.87122491,0.82090671,0.96018744,0.92220920,0.88490421,0.81708108,0.75871791,0.68454961,0.98058535,0.96151796,0.94279729,0.90632597,0.87122491,0.82090671,1.00769642,1.00885447,1.00782300,0.99800982,0.97579586,0.93202141,0.98100275,0.96219028,0.94371698,0.90775558,0.87309319,0.82337234,0.98996026,0.97773451,0.96330429,0.92840495,0.89008460,0.82601485,0.99344653,0.98217246,0.96874691,0.93574586,0.89853004,0.83788733,0.86403363
2017-05-05,1,1.03079181,0.98069783,0.96170308,0.94299717,0.90668640,0.87162253,0.82143464,0.96023729,0.92204972,0.88479759,0.81710243,0.75920610,0.68502357,0.98069783,0.96170308,0.94299717,0.90668640,0.87162253,0.82143464,1.00750498,1.00831147,1.00685455,0.99610723,0.97331728,0.92906244,0.98105184,0.96231349,0.94386725,0.90805791,0.87343890,0.82384863,0.98944526,0.97672430,0.96176397,0.92628291,0.88711226,0.82270345,0.99316554,0.98141026,0.96741762,0.93367818,0.89597471,0.83478363,0.85921363
2017-05-19,1,1.03173366,0.98071651,0.96173554,0.94304206,0.90675207,0.87170414,0.82153188,0.96024650,0.92201846,0.88479487,0.81710501,0.75931170,0.68511196,0.98071651,0.96173554,0.94304206,0.90675207,0.87170414,0.82153188,1.00728131,1.00802004,1.00648347,0.99555710,0.97266722,0.92832190,0.98106104,0.96233670,0.94390504,0.90811490,0.87351282,0.82393819,0.98935334,0.97653704,0.96148341,0.92588150,0.88655872,0.82207282,0.99311129,0.98126342,0.96717005,0.93328043,0.89549342,0.83418663,0.85828793
2017-08-07,1,1.03709795,0.98081347,0.96191012,0.94328664,0.90711343,0.87215483,0.82206950,0.96029691,0.92183560,0.88477328,0.81711041,0.75990322,0.68560159,0.98081347,0.96191012,0.94328664,0.90711343,0.87215483,0.82206950,1.00557662,1.00592734,1.00393607,0.99199221,0.96854129,0.92369755,0.98111227,0.96246672,0.94411720,0.90843449,0.87392700,0.82443899,0.98884239,0.97547943,0.95989115,0.92359585,0.88340279,0.81847337,0.99279910,0.98042030,0.96574995,0.93100018,0.89273389,0.83076433,0.85299709
2017-08-21,1,1.03803200,0.98082720,0.96193728,0.94332589,0.90717283,0.87222961,0.82215916,0.96030535,0.92180287,0.88476843,0.81710972,0.76000465,0.68568457,0.98082720,0.96193728,0.94332589,0.90717283,0.87222961,0.82215916,1.00527835,1.00556109,1.00349023,0.99136849,0.96781944,0.92288847,0.98112101,0.96248902,0.94415365,0.90848935,0.87399805,0.82452470,0.98875260,0.97529368,0.95961162,0.92319459,0.88284918,0.81784181,0.99252055,0.98005132,0.96528310,0.93039031,0.89204844,0.82997663,0.85206969
