ParInstrumentType,ParCurveName,Factor,ParSensitivity
YieldCurve,CHF,DISCOUNT/CHF/0/6M,0.939254,-0.010864,-0.005410,-0.003586,-0.002144,-0.001529,-0.001071,-0.000721,-0.000548
YieldCurve,CHF,DISCOUNT/CHF/1/1Y,0.042938,0.983183,-0.004159,-0.002619,-0.001226,-0.000555,-0.000149,0.000084,0.000140
YieldCurve,CHF,DISCOUNT/CHF/2/2Y,0.000000,0.021757,0.985987,-0.005331,-0.002497,-0.001129,-0.000304,0.000170,0.000284
YieldCurve,CHF,DISCOUNT/CHF/3/3Y,0.000000,0.000000,0.016382,0.990177,-0.005666,-0.002563,-0.000691,0.000387,0.000645
YieldCurve,CHF,DISCOUNT/CHF/4/5Y,0.000000,0.000000,0.000000,0.013662,0.995655,-0.005719,-0.001541,0.000863,0.001439
YieldCurve,CHF,DISCOUNT/CHF/5/7Y,0.000000,0.000000,0.000000,0.000000,0.007703,0.995112,-0.002687,0.001504,0.002509
YieldCurve,CHF,DISCOUNT/CHF/6/10Y,0.000000,0.000000,0.000000,0.000000,0.000000,0.005219,0.988178,0.003384,0.005644
YieldCurve,CHF,DISCOUNT/CHF/7/15Y,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003260,0.968821,0.007933
YieldCurve,CHF,DISCOUNT/CHF/8/20Y,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003539,0.955259
YieldCurve,CHF,INDEX/CHF-LIBOR-6M/0/6M,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
YieldCurve,CHF,INDEX/CHF-LIBOR-6M/1/1Y,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
YieldCurve,CHF,INDEX/CHF-LIBOR-6M/2/2Y,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
YieldCurve,CHF,INDEX/CHF-LIBOR-6M/3/3Y,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
YieldCurve,CHF,INDEX/CHF-LIBOR-6M/4/5Y,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
YieldCurve,CHF,INDEX/CHF-LIBOR-6M/5/7Y,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
YieldCurve,CHF,INDEX/CHF-LIBOR-6M/6/10Y,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
YieldCurve,CHF,INDEX/CHF-LIBOR-6M/7/15Y,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
