#TradeId,Scenario Label,Up/Down,Base NPV,Scenario NPV,Sensitivity
CC_SWAP_EUR_USD,FXSPOT/USDEUR,Down,-21226633.935174,-22058196.577066,-831562.641892
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/0/6M,Down,-21226633.935174,-21231050.095565,-4416.160391
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/1/1Y,Down,-21226633.935174,-21226660.053521,-26.118347
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/2/2Y,Down,-21226633.935174,-21226695.457523,-61.522349
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/3/3Y,Down,-21226633.935174,-21226692.334010,-58.398836
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/4/5Y,Down,-21226633.935174,-21226399.009415,234.925759
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/5/7Y,Down,-21226633.935174,-21225227.402606,1406.532568
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/6/10Y,Down,-21226633.935174,-21139770.656482,86863.278692
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/0/6M,Down,-21226633.935174,-21222252.455748,4381.479426
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/1/1Y,Down,-21226633.935174,-21226756.708601,-122.773427
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/2/2Y,Down,-21226633.935174,-21226896.172146,-262.236972
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/3/3Y,Down,-21226633.935174,-21227365.809550,-731.874376
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/4/5Y,Down,-21226633.935174,-21228510.611902,-1876.676728
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/5/7Y,Down,-21226633.935174,-21230175.587937,-3541.652763
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/6/10Y,Down,-21226633.935174,-21300734.838044,-74100.902870
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/0/6M,Down,-19905885.289110,-19905912.348943,-27.059832
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/1/1Y,Down,-19905885.289110,-19905971.556928,-86.267817
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/2/2Y,Down,-19905885.289110,-19906185.380102,-300.090992
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/3/3Y,Down,-19905885.289110,-19906624.617198,-739.328087
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/4/5Y,Down,-19905885.289110,-19907794.931497,-1909.642387
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/5/7Y,Down,-19905885.289110,-19909527.771243,-3642.482133
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/6/10Y,Down,-19905885.289110,-19980879.677206,-74994.388095
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/0/6M,Down,-19905885.289110,-19905898.688549,-13.399438
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/1/1Y,Down,-19905885.289110,-19905948.046807,-62.757697
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/2/2Y,Down,-19905885.289110,-19906066.772872,-181.483761
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/3/3Y,Down,-19905885.289110,-19906110.313826,-225.024715
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/4/5Y,Down,-19905885.289110,-19906068.554394,-183.265284
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/5/7Y,Down,-19905885.289110,-19905593.663372,291.625738
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/6/10Y,Down,-19905885.289110,-19833941.377108,71943.912002
CC_SWAP_EUR_USD_RESET,FXSPOT/USDEUR,Down,-19905885.289110,-20597841.899932,-691956.610822
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/0/6M,Down,-19905885.289110,-19910275.664314,-4390.375204
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/1/1Y,Down,-19905885.289110,-19905754.839866,130.449245
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/2/2Y,Down,-19905885.289110,-19905732.537516,152.751595
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/3/3Y,Down,-19905885.289110,-19905120.679221,764.609890
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/4/5Y,Down,-19905885.289110,-19903943.089657,1942.199454
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/5/7Y,Down,-19905885.289110,-19902286.827377,3598.461733
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/6/10Y,Down,-19905885.289110,-19831456.793035,74428.496075
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/0/6M,Down,-19905885.289110,-19901503.809684,4381.479426
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/1/1Y,Down,-19905885.289110,-19906008.062537,-122.773427
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/2/2Y,Down,-19905885.289110,-19906147.526083,-262.236972
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/3/3Y,Down,-19905885.289110,-19906617.163487,-731.874376
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/4/5Y,Down,-19905885.289110,-19907761.965839,-1876.676728
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/5/7Y,Down,-19905885.289110,-19909426.941873,-3541.652763
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/6/10Y,Down,-19905885.289110,-19979986.191980,-74100.902870
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/0/1Y,Down,78342.159944,78336.015678,-6.144266
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/1/2Y,Down,78342.159944,78316.935090,-25.224854
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/2/3Y,Down,78342.159944,78250.884595,-91.275349
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/3/5Y,Down,78342.159944,78167.493770,-174.666174
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/4/7Y,Down,78342.159944,78079.353821,-262.806123
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/5/10Y,Down,78342.159944,78200.422157,-141.737787
FLOOR_EUR,DISCOUNT/EUR/0/6M,Down,78342.159944,78342.401308,0.241365
FLOOR_EUR,DISCOUNT/EUR/1/1Y,Down,78342.159944,78342.981957,0.822014
FLOOR_EUR,DISCOUNT/EUR/2/2Y,Down,78342.159944,78344.322559,2.162615
FLOOR_EUR,DISCOUNT/EUR/3/3Y,Down,78342.159944,78346.330072,4.170128
FLOOR_EUR,DISCOUNT/EUR/4/5Y,Down,78342.159944,78350.162216,8.002272
FLOOR_EUR,DISCOUNT/EUR/5/7Y,Down,78342.159944,78352.772764,10.612821
FLOOR_EUR,DISCOUNT/EUR/6/10Y,Down,78342.159944,78351.655881,9.495937
FLOOR_EUR,DISCOUNT/EUR/7/15Y,Down,78342.159944,78342.169130,0.009186
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/0/6M,Down,78342.159944,78341.075075,-1.084869
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/1/1Y,Down,78342.159944,78345.521158,3.361214
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/2/2Y,Down,78342.159944,78359.408668,17.248724
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/3/3Y,Down,78342.159944,78398.194106,56.034162
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/4/5Y,Down,78342.159944,78434.393635,92.233691
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/5/7Y,Down,78342.159944,78439.585663,97.425719
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/6/10Y,Down,78342.159944,78739.671409,397.511465
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/7/15Y,Down,78342.159944,78343.453466,1.293523
FLOOR_USD,CAPFLOOR/USD/0/0.01/0/1Y,Down,29212.968476,29172.855584,-40.112891
FLOOR_USD,CAPFLOOR/USD/0/0.01/1/2Y,Down,29212.968476,29164.862157,-48.106319
FLOOR_USD,CAPFLOOR/USD/0/0.01/2/3Y,Down,29212.968476,29126.138542,-86.829934
FLOOR_USD,CAPFLOOR/USD/0/0.01/3/5Y,Down,29212.968476,29079.719437,-133.249039
FLOOR_USD,CAPFLOOR/USD/0/0.01/4/7Y,Down,29212.968476,29034.357657,-178.610819
FLOOR_USD,CAPFLOOR/USD/0/0.01/5/10Y,Down,29212.968476,29110.168684,-102.799792
FLOOR_USD,DISCOUNT/USD/0/6M,Down,29212.968476,29213.013298,0.044822
FLOOR_USD,DISCOUNT/USD/1/1Y,Down,29212.968476,29213.113809,0.145333
FLOOR_USD,DISCOUNT/USD/2/2Y,Down,29212.968476,29213.457747,0.489271
FLOOR_USD,DISCOUNT/USD/3/3Y,Down,29212.968476,29214.273169,1.304693
FLOOR_USD,DISCOUNT/USD/4/5Y,Down,29212.968476,29216.474028,3.505552
FLOOR_USD,DISCOUNT/USD/5/7Y,Down,29212.968476,29218.564107,5.595631
FLOOR_USD,DISCOUNT/USD/6/10Y,Down,29212.968476,29217.846336,4.877860
FLOOR_USD,DISCOUNT/USD/7/15Y,Down,29212.968476,29212.970933,0.002457
FLOOR_USD,FXSPOT/USDEUR,Down,29212.968476,28920.838791,-292.129685
FLOOR_USD,INDEX/USD-LIBOR-3M/0/6M,Down,29212.968476,29225.194188,12.225712
FLOOR_USD,INDEX/USD-LIBOR-3M/1/1Y,Down,29212.968476,29225.532527,12.564051
FLOOR_USD,INDEX/USD-LIBOR-3M/2/2Y,Down,29212.968476,29232.185618,19.217142
FLOOR_USD,INDEX/USD-LIBOR-3M/3/3Y,Down,29212.968476,29232.442854,19.474378
FLOOR_USD,INDEX/USD-LIBOR-3M/4/5Y,Down,29212.968476,29236.089750,23.121274
FLOOR_USD,INDEX/USD-LIBOR-3M/5/7Y,Down,29212.968476,29248.809424,35.840948
FLOOR_USD,INDEX/USD-LIBOR-3M/6/10Y,Down,29212.968476,29424.996415,212.027939
FLOOR_USD,INDEX/USD-LIBOR-3M/7/15Y,Down,29212.968476,29213.645970,0.677494
FXFWD_EURUSD_10Y,DISCOUNT/EUR/6/10Y,Down,183005.494365,183954.071013,948.576648
FXFWD_EURUSD_10Y,DISCOUNT/EUR/7/15Y,Down,183005.494365,183024.433944,18.939578
FXFWD_EURUSD_10Y,DISCOUNT/USD/6/10Y,Down,183005.494365,182237.755610,-767.738755
FXFWD_EURUSD_10Y,DISCOUNT/USD/7/15Y,Down,183005.494365,182990.165453,-15.328912
FXFWD_EURUSD_10Y,FXSPOT/USDEUR,Down,183005.494365,190774.906438,7769.412073
FX_CALL_OPTION,DISCOUNT/EUR/6/10Y,Down,257284.919982,258005.869967,720.949985
FX_CALL_OPTION,DISCOUNT/EUR/7/15Y,Down,257284.919982,257299.308105,14.388123
FX_CALL_OPTION,DISCOUNT/USD/6/10Y,Down,257284.919982,256818.881346,-466.038636
FX_CALL_OPTION,DISCOUNT/USD/7/15Y,Down,257284.919982,257275.608314,-9.311668
FX_CALL_OPTION,FXOPTION/USDEUR/3/5Y,Down,257284.919982,255994.423879,-1290.496103
FX_CALL_OPTION,FXSPOT/USDEUR,Down,257284.919982,262039.140807,4754.220825
FX_CALL_OPTION_USDGBP,DISCOUNT/GBP/6/10Y,Down,362159.113939,363162.555004,1003.441065
FX_CALL_OPTION_USDGBP,DISCOUNT/GBP/7/15Y,Down,362159.113939,362179.143289,20.029350
FX_CALL_OPTION_USDGBP,DISCOUNT/USD/6/10Y,Down,362159.113939,361514.122508,-644.991431
FX_CALL_OPTION_USDGBP,DISCOUNT/USD/7/15Y,Down,362159.113939,362146.230155,-12.883783
FX_CALL_OPTION_USDGBP,FXOPTION/GBPUSD/3/5Y,Down,362159.113939,361564.275640,-594.838298
FX_CALL_OPTION_USDGBP,FXSPOT/USDEUR,Down,362159.113939,358537.522799,-3621.591139
FX_CALL_OPTION_USDGBP,FXSPOT/USDGBP,Down,362159.113939,372443.216116,10284.102177
FX_PUT_OPTION,DISCOUNT/EUR/6/10Y,Down,74279.425617,74051.798954,-227.626663
FX_PUT_OPTION,DISCOUNT/EUR/7/15Y,Down,74279.425617,74274.874162,-4.551455
FX_PUT_OPTION,DISCOUNT/USD/6/10Y,Down,74279.425617,74581.125737,301.700119
FX_PUT_OPTION,DISCOUNT/USD/7/15Y,Down,74279.425617,74285.442861,6.017244
FX_PUT_OPTION,FXOPTION/USDEUR/3/5Y,Down,74279.425617,72988.929514,-1290.496103
FX_PUT_OPTION,FXSPOT/USDEUR,Down,74279.425617,71264.234369,-3015.191249
SWAPTION,DISCOUNT/EUR/6/10Y,Down,-3071740.215472,-3071824.182572,-83.967099
SWAPTION,DISCOUNT/EUR/7/15Y,Down,-3071740.215472,-3073116.393137,-1376.177665
SWAPTION,DISCOUNT/EUR/8/20Y,Down,-3071740.215472,-3075891.250575,-4151.035103
SWAPTION,INDEX/EUR-EURIBOR-3M/6/10Y,Down,-3071740.215472,-3067868.585755,3871.629717
SWAPTION,INDEX/EUR-EURIBOR-3M/7/15Y,Down,-3071740.215472,-3059908.290945,11831.924528
SWAPTION,INDEX/EUR-EURIBOR-3M/8/20Y,Down,-3071740.215472,-3095289.492786,-23549.277314
SWAPTION,SWAPTION/EUR/3/10Y/2/10Y,Down,-3071740.215472,-3068058.537057,3681.678415
SWAP_EUR,DISCOUNT/EUR/0/6M,Down,-275899.786362,-275899.842125,-0.055763
SWAP_EUR,DISCOUNT/EUR/1/1Y,Down,-275899.786362,-275889.472008,10.314353
SWAP_EUR,DISCOUNT/EUR/2/2Y,Down,-275899.786362,-275879.094052,20.692310
SWAP_EUR,DISCOUNT/EUR/3/3Y,Down,-275899.786362,-275865.170079,34.616283
SWAP_EUR,DISCOUNT/EUR/4/5Y,Down,-275899.786362,-275860.445121,39.341241
SWAP_EUR,DISCOUNT/EUR/5/7Y,Down,-275899.786362,-275936.788705,-37.002343
SWAP_EUR,DISCOUNT/EUR/6/10Y,Down,-275899.786362,-276125.453922,-225.667560
SWAP_EUR,DISCOUNT/EUR/7/15Y,Down,-275899.786362,-276321.709960,-421.923598
SWAP_EUR,DISCOUNT/EUR/8/20Y,Down,-275899.786362,-276131.357983,-231.571621
SWAP_EUR,INDEX/EUR-EURIBOR-6M/0/6M,Down,-275899.786362,-275911.477669,-11.691308
SWAP_EUR,INDEX/EUR-EURIBOR-6M/1/1Y,Down,-275899.786362,-275902.740990,-2.954628
SWAP_EUR,INDEX/EUR-EURIBOR-6M/2/2Y,Down,-275899.786362,-275906.758702,-6.972341
SWAP_EUR,INDEX/EUR-EURIBOR-6M/3/3Y,Down,-275899.786362,-275906.297012,-6.510650
SWAP_EUR,INDEX/EUR-EURIBOR-6M/4/5Y,Down,-275899.786362,-275873.195793,26.590569
SWAP_EUR,INDEX/EUR-EURIBOR-6M/5/7Y,Down,-275899.786362,-275740.572227,159.214135
SWAP_EUR,INDEX/EUR-EURIBOR-6M/6/10Y,Down,-275899.786362,-275370.845399,528.940962
SWAP_EUR,INDEX/EUR-EURIBOR-6M/7/15Y,Down,-275899.786362,-274955.450752,944.335610
SWAP_EUR,INDEX/EUR-EURIBOR-6M/8/20Y,Down,-275899.786362,-258553.053753,17346.732609
