#TradeId,Factor,Base NPV,Delta*Shift,ParDelta*Shift,Gamma*Shift^2,ParGamma*Shift^2
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/2/2Y,-21226633.935174,57.963617,4.241708,-3.558732,N/A
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/3/3Y,-21226633.935174,52.368233,0.650704,-6.030603,N/A
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/4/5Y,-21226633.935174,-246.084142,-0.311375,-11.158383,N/A
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/5/7Y,-21226633.935174,-1424.499161,-0.667532,-17.966593,N/A
CC_SWAP_EUR_USD,INDEX/EUR-EURIBOR-6M/6/10Y,-21226633.935174,-86877.742591,-88111.808250,-14.463899,N/A
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/0/6M,-21226633.935174,-4381.260958,-4543.553998,0.218468,N/A
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/1/1Y,-21226633.935174,124.085258,198.897094,1.311831,N/A
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/2/2Y,-21226633.935174,265.675974,-5.402419,3.439001,N/A
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/3/3Y,-21226633.935174,737.588775,1.060764,5.714399,N/A
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/4/5Y,-21226633.935174,1886.824009,0.228992,10.147280,N/A
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/5/7Y,-21226633.935174,3557.388898,0.189538,15.736136,N/A
CC_SWAP_EUR_USD,INDEX/USD-LIBOR-6M/6/10Y,-21226633.935174,74113.240942,80167.982942,12.338073,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/0/6M,-19905885.289110,26.627336,130.862757,-0.432496,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/1/1Y,-19905885.289110,84.970232,111.207612,-1.297585,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/2/2Y,-19905885.289110,296.682534,357.126414,-3.408457,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/3/3Y,-19905885.289110,733.668748,764.063935,-5.659340,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/4/5Y,-19905885.289110,1899.590700,1660.356505,-10.051688,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/5/7Y,-19905885.289110,3626.899126,2448.713299,-15.583007,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/EUR/6/10Y,-19905885.289110,74982.175766,76279.245001,-12.212329,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/0/6M,-19905885.289110,13.398450,-42.056005,-0.000988,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/1/1Y,-19905885.289110,62.752836,142.461396,-0.004861,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/2/2Y,-19905885.289110,181.455974,372.733004,-0.027787,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/3/3Y,-19905885.289110,224.974690,867.043857,-0.050025,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/4/5Y,-19905885.289110,183.199137,1907.767033,-0.066147,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/5/7Y,-19905885.289110,-291.491100,3312.227036,0.134639,N/A
CC_SWAP_EUR_USD_RESET,DISCOUNT/USD/6/10Y,-19905885.289110,-71872.074236,-77494.085222,71.837766,N/A
CC_SWAP_EUR_USD_RESET,FXSPOT/USDEUR,-19905885.289110,691956.610822,N/A,0.000000,N/A
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/0/6M,-19905885.289110,4390.156292,4543.188038,-0.218912,N/A
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/1/1Y,-19905885.289110,-131.763368,-354.954972,-1.314123,N/A
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/2/2Y,-19905885.289110,-156.177453,-206.307498,-3.425859,N/A
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/3/3Y,-19905885.289110,-770.331571,-820.579549,-5.721681,N/A
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/4/5Y,-19905885.289110,-1952.418837,-1722.512380,-10.219384,N/A
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/5/7Y,-19905885.289110,-3614.324994,-2386.765675,-15.863261,N/A
CC_SWAP_EUR_USD_RESET,INDEX/EUR-EURIBOR-6M/6/10Y,-19905885.289110,-74440.911728,-75485.742013,-12.415652,N/A
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/0/6M,-19905885.289110,-4381.260958,-4543.553998,0.218468,N/A
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/1/1Y,-19905885.289110,124.085258,198.897094,1.311831,N/A
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/2/2Y,-19905885.289110,265.675974,-5.402419,3.439001,N/A
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/3/3Y,-19905885.289110,737.588775,1.060764,5.714399,N/A
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/4/5Y,-19905885.289110,1886.824009,0.228992,10.147280,N/A
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/5/7Y,-19905885.289110,3557.388898,0.189538,15.736136,N/A
CC_SWAP_EUR_USD_RESET,INDEX/USD-LIBOR-6M/6/10Y,-19905885.289110,74113.240942,80167.982942,12.338073,N/A
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/0/1Y,78342.159944,6.463478,-0.143443,0.319212,N/A
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/1/2Y,78342.159944,25.783666,0.152050,0.558812,N/A
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/2/3Y,78342.159944,91.680143,0.339205,0.404794,N/A
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/3/5Y,78342.159944,174.780441,-0.240953,0.114267,N/A
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/4/7Y,78342.159944,262.944535,-0.723850,0.138412,N/A
FLOOR_EUR,CAPFLOOR/EUR/0/0.01/5/10Y,78342.159944,141.816736,717.000916,0.078948,N/A
FLOOR_EUR,DISCOUNT/EUR/0/6M,78342.159944,-0.241353,-0.347131,0.000012,N/A
FLOOR_EUR,DISCOUNT/EUR/1/1Y,78342.159944,-0.821946,-0.432080,0.000067,N/A
FLOOR_EUR,DISCOUNT/EUR/2/2Y,78342.159944,-2.162292,-1.443880,0.000323,N/A
FLOOR_EUR,DISCOUNT/EUR/3/3Y,78342.159944,-4.169233,-3.428115,0.000895,N/A
FLOOR_EUR,DISCOUNT/EUR/4/5Y,78342.159944,-7.999466,-7.975718,0.002806,N/A
FLOOR_EUR,DISCOUNT/EUR/5/7Y,78342.159944,-10.607686,-14.209985,0.005134,N/A
FLOOR_EUR,DISCOUNT/EUR/6/10Y,78342.159944,-9.488987,-14.354614,0.006950,N/A
FLOOR_EUR,DISCOUNT/EUR/7/15Y,78342.159944,-0.009186,0.037911,0.000000,N/A
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/0/6M,78342.159944,1.087054,-0.400374,0.002185,N/A
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/1/1Y,78342.159944,-3.219849,-5.675885,0.141365,N/A
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/2/2Y,78342.159944,-15.829336,-17.900323,1.419388,N/A
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/3/3Y,78342.159944,-52.654402,-44.251923,3.379760,N/A
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/4/5Y,78342.159944,-85.564637,-79.135891,6.669054,N/A
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/5/7Y,78342.159944,-88.158734,-82.885587,9.266985,N/A
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/6/10Y,78342.159944,-390.857483,-394.330425,6.653982,N/A
FLOOR_EUR,INDEX/EUR-EURIBOR-6M/7/15Y,78342.159944,-1.293117,-0.033059,0.000406,N/A
FLOOR_USD,CAPFLOOR/USD/0/0.01/0/1Y,29212.968476,40.220077,-0.141423,0.107186,N/A
FLOOR_USD,CAPFLOOR/USD/0/0.01/1/2Y,29212.968476,48.123154,-0.070615,0.016835,N/A
FLOOR_USD,CAPFLOOR/USD/0/0.01/2/3Y,29212.968476,86.925352,0.407254,0.095418,N/A
FLOOR_USD,CAPFLOOR/USD/0/0.01/3/5Y,29212.968476,133.423445,0.174195,0.174406,N/A
FLOOR_USD,CAPFLOOR/USD/0/0.01/4/7Y,29212.968476,179.042694,-0.974681,0.431876,N/A
FLOOR_USD,CAPFLOOR/USD/0/0.01/5/10Y,29212.968476,103.074721,587.804059,0.274929,N/A
FLOOR_USD,DISCOUNT/USD/0/6M,29212.968476,-0.044820,-0.014679,0.000002,N/A
FLOOR_USD,DISCOUNT/USD/1/1Y,29212.968476,-0.145323,-0.017788,0.000010,N/A
FLOOR_USD,DISCOUNT/USD/2/2Y,29212.968476,-0.489203,-0.228863,0.000068,N/A
FLOOR_USD,DISCOUNT/USD/3/3Y,29212.968476,-1.304431,-0.929333,0.000261,N/A
FLOOR_USD,DISCOUNT/USD/4/5Y,29212.968476,-3.504345,-2.944002,0.001207,N/A
FLOOR_USD,DISCOUNT/USD/5/7Y,29212.968476,-5.592993,-6.843573,0.002638,N/A
FLOOR_USD,DISCOUNT/USD/6/10Y,29212.968476,-4.874450,-7.102056,0.003409,N/A
FLOOR_USD,DISCOUNT/USD/7/15Y,29212.968476,-0.002457,0.022319,0.000000,N/A
FLOOR_USD,FXSPOT/USDEUR,29212.968476,292.129685,N/A,-0.000000,N/A
FLOOR_USD,INDEX/USD-LIBOR-3M/0/6M,29212.968476,-11.546394,-12.091116,0.679318,N/A
FLOOR_USD,INDEX/USD-LIBOR-3M/1/1Y,29212.968476,-10.192653,-4.940354,2.371398,N/A
FLOOR_USD,INDEX/USD-LIBOR-3M/2/2Y,29212.968476,-15.770883,-12.520884,3.446259,N/A
FLOOR_USD,INDEX/USD-LIBOR-3M/3/3Y,29212.968476,-15.781021,-17.627595,3.693357,N/A
FLOOR_USD,INDEX/USD-LIBOR-3M/4/5Y,29212.968476,-19.007334,-18.122219,4.113940,N/A
FLOOR_USD,INDEX/USD-LIBOR-3M/5/7Y,29212.968476,-30.724523,-12.799102,5.116426,N/A
FLOOR_USD,INDEX/USD-LIBOR-3M/6/10Y,29212.968476,-208.362657,-222.769917,3.665283,N/A
FLOOR_USD,INDEX/USD-LIBOR-3M/7/15Y,29212.968476,-0.677042,-0.044270,0.000452,N/A
FXFWD_EURUSD_10Y,DISCOUNT/EUR/6/10Y,183005.494365,-947.640232,-975.395812,0.936416,N/A
FXFWD_EURUSD_10Y,DISCOUNT/EUR/7/15Y,183005.494365,-18.939205,-16.886240,0.000374,N/A
FXFWD_EURUSD_10Y,DISCOUNT/USD/6/10Y,183005.494365,766.980859,834.758011,-0.757896,N/A
FXFWD_EURUSD_10Y,DISCOUNT/USD/7/15Y,183005.494365,15.328610,14.783887,-0.000302,N/A
FXFWD_EURUSD_10Y,FXSPOT/USDEUR,183005.494365,-7769.412073,N/A,0.000000,N/A
FX_CALL_OPTION,DISCOUNT/EUR/6/10Y,257284.919982,-719.565112,-740.640424,1.384873,N/A
FX_CALL_OPTION,DISCOUNT/EUR/7/15Y,257284.919982,-14.387571,-12.829147,0.000553,N/A
FX_CALL_OPTION,DISCOUNT/USD/6/10Y,257284.919982,466.251737,507.454311,0.213102,N/A
FX_CALL_OPTION,DISCOUNT/USD/7/15Y,257284.919982,9.311754,8.979634,0.000085,N/A
FX_CALL_OPTION,FXOPTION/USDEUR/3/5Y,257284.919982,1292.980957,N/A,2.484853,N/A
FX_CALL_OPTION,FXSPOT/USDEUR,257284.919982,-4685.181371,N/A,69.039454,N/A
FX_CALL_OPTION_USDGBP,DISCOUNT/GBP/6/10Y,362159.113939,-1001.870960,-1046.550949,1.570106,N/A
FX_CALL_OPTION_USDGBP,DISCOUNT/GBP/7/15Y,362159.113939,-20.028723,-21.779098,0.000627,N/A
FX_CALL_OPTION_USDGBP,DISCOUNT/USD/6/10Y,362159.113939,644.934236,701.926694,-0.057194,N/A
FX_CALL_OPTION_USDGBP,DISCOUNT/USD/7/15Y,362159.113939,12.883761,12.424875,-0.000023,N/A
FX_CALL_OPTION_USDGBP,FXOPTION/GBPUSD/3/5Y,362159.113939,602.678258,N/A,7.839960,N/A
FX_CALL_OPTION_USDGBP,FXSPOT/USDEUR,362159.113939,3621.591139,N/A,0.000000,N/A
FX_CALL_OPTION_USDGBP,FXSPOT/USDGBP,362159.113939,-10021.610305,N/A,262.491872,N/A
FX_PUT_OPTION,DISCOUNT/EUR/6/10Y,74279.425617,228.075120,234.755388,0.448457,N/A
FX_PUT_OPTION,DISCOUNT/EUR/7/15Y,74279.425617,4.551634,4.057093,0.000179,N/A
FX_PUT_OPTION,DISCOUNT/USD/6/10Y,74279.425617,-300.729122,-327.303700,0.970998,N/A
FX_PUT_OPTION,DISCOUNT/USD/7/15Y,74279.425617,-6.016857,-5.804252,0.000387,N/A
FX_PUT_OPTION,FXOPTION/USDEUR/3/5Y,74279.425617,1292.980957,N/A,2.484853,N/A
FX_PUT_OPTION,FXSPOT/USDEUR,74279.425617,3084.230703,N/A,69.039454,N/A
SWAPTION,DISCOUNT/EUR/6/10Y,-3071740.215472,83.952417,-41.060775,-0.014682,N/A
SWAPTION,DISCOUNT/EUR/7/15Y,-3071740.215472,1373.860260,1598.374658,-2.317405,N/A
SWAPTION,DISCOUNT/EUR/8/20Y,-3071740.215472,4142.006851,4719.283049,-9.028251,N/A
SWAPTION,INDEX/EUR-EURIBOR-3M/6/10Y,-3071740.215472,-3872.783999,-4159.952568,-1.154282,N/A
SWAPTION,INDEX/EUR-EURIBOR-3M/7/15Y,-3071740.215472,-11842.759736,-13741.835065,-10.835208,N/A
SWAPTION,INDEX/EUR-EURIBOR-3M/8/20Y,-3071740.215472,23502.025136,25610.424146,-47.252178,N/A
SWAPTION,SWAPTION/EUR/3/10Y/2/10Y,-3071740.215472,-3747.007816,N/A,-65.329401,N/A
SWAP_EUR,DISCOUNT/EUR/0/6M,-275899.786362,0.055760,0.320660,-0.000003,N/A
SWAP_EUR,DISCOUNT/EUR/1/1Y,-275899.786362,-10.313339,1.361792,0.001015,N/A
SWAP_EUR,DISCOUNT/EUR/2/2Y,-275899.786362,-20.688268,2.748466,0.004042,N/A
SWAP_EUR,DISCOUNT/EUR/3/3Y,-275899.786362,-34.607105,6.181142,0.009178,N/A
SWAP_EUR,DISCOUNT/EUR/4/5Y,-275899.786362,-39.323897,13.617130,0.017344,N/A
SWAP_EUR,DISCOUNT/EUR/5/7Y,-275899.786362,36.991720,23.639740,-0.010623,N/A
SWAP_EUR,DISCOUNT/EUR/6/10Y,-275899.786362,225.522749,53.665441,-0.144811,N/A
SWAP_EUR,DISCOUNT/EUR/7/15Y,-275899.786362,421.508069,101.646570,-0.415529,N/A
SWAP_EUR,DISCOUNT/EUR/8/20Y,-275899.786362,231.281843,81.960508,-0.289779,N/A
SWAP_EUR,INDEX/EUR-EURIBOR-6M/0/6M,-275899.786362,11.644675,-0.000000,-0.046632,N/A
SWAP_EUR,INDEX/EUR-EURIBOR-6M/1/1Y,-275899.786362,2.810768,0.000000,-0.143860,N/A
SWAP_EUR,INDEX/EUR-EURIBOR-6M/2/2Y,-275899.786362,6.581334,0.000000,-0.391006,N/A
SWAP_EUR,INDEX/EUR-EURIBOR-6M/3/3Y,-275899.786362,5.848583,0.000000,-0.662068,N/A
SWAP_EUR,INDEX/EUR-EURIBOR-6M/4/5Y,-275899.786362,-27.830251,0.000000,-1.239682,N/A
SWAP_EUR,INDEX/EUR-EURIBOR-6M/5/7Y,-275899.786362,-161.224192,-0.000000,-2.010057,N/A
SWAP_EUR,INDEX/EUR-EURIBOR-6M/6/10Y,-275899.786362,-531.490689,-0.000000,-2.549727,N/A
SWAP_EUR,INDEX/EUR-EURIBOR-6M/7/15Y,-275899.786362,-948.359980,0.000000,-4.024370,N/A
SWAP_EUR,INDEX/EUR-EURIBOR-6M/8/20Y,-275899.786362,-17350.197034,-18823.032455,-3.464425,N/A
