#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,9387.65,11337.51,5235.45,-1388.37,5884.45,-1565.40,6312.72,-1682.82,-3403.56,-11995.07,0.00,0.00,0.00,0.00,-326782.43,9387.65,11337.51,Marginal,107923.05,1201501.38
Swap_1,CPTY_A,99445.80,178929.08,85086.43,-15292.44,90839.39,-16579.33,94515.09,-17408.53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-289791.78,15797.46,Marginal,861834.33,867139.82
Swap_3,CPTY_A,70301.95,87576.74,41599.48,-11101.54,44508.43,-11719.04,46350.68,-12107.90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67588.22,10733.44,Marginal,1818613.04,1849406.68
Swap_2,CPTY_A,60596.84,100104.42,47200.15,-9491.08,51160.89,-10101.71,53704.78,-10490.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,252347.32,18316.32,Marginal,1457674.53,1490108.54
